TimeStamp,adx_feature,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 15:30:00,-2.346,134.56,134.56,134.54,11174.0,0,0.0,0.0,Hold
2025-05-20 15:31:00,-6.099,134.23,134.23,134.22,11973.0,0,0.0,0.0,Hold
2025-05-20 15:32:00,-6.392,133.98,133.99,133.97,13204.0,0,0.0,0.0,Hold
2025-05-20 15:33:00,-5.632,134.28,134.29,134.28,7635.0,0,0.0,0.0,Hold
2025-05-20 15:34:00,-5.292,134.02,134.03,134.02,7187.0,0,0.0,0.0,Hold
2025-05-20 15:35:00,-7.679,134.22,134.23,134.21,10485.0,0,0.0,0.0,Hold
2025-05-20 15:36:00,-9.389,133.84,133.84,133.83,9031.0,0,0.0,0.0,Hold
2025-05-20 15:37:00,-9.713,133.77,133.78,133.77,10506.0,0,0.0,0.0,Hold
2025-05-20 15:38:00,-11.489,134.0,134.01,134.0,7232.0,0,0.0,0.0,Hold
2025-05-20 15:39:00,-8.566,133.93,133.94,133.93,7571.0,0,0.0,0.0,Hold
2025-05-20 15:40:00,-8.993,133.92,133.93,133.91,6229.0,0,0.0,0.0,Hold
2025-05-20 15:41:00,-13.651,133.74,133.75,133.74,6738.0,0,0.0,0.0,Hold
2025-05-20 15:42:00,-12.285,133.8,133.81,133.8,6770.0,0,0.0,0.0,Hold
2025-05-20 15:43:00,-12.036,133.93,133.93,133.92,4578.0,0,0.0,0.0,Hold
2025-05-20 15:44:00,-15.315,133.77,133.78,133.76,7038.0,0,0.0,0.0,Hold
2025-05-20 15:45:00,-15.46,133.65,133.65,133.64,5002.0,0,0.0,0.0,Hold
2025-05-20 15:46:00,-19.868,133.52,133.53,133.52,7769.0,0,0.0,0.0,Hold
2025-05-20 15:47:00,-30.436,133.16,133.17,133.16,13609.0,0,0.0,0.0,Hold
2025-05-20 15:48:00,-37.33,133.18,133.18,133.17,15032.0,0,0.0,0.0,Hold
2025-05-20 15:49:00,-37.169,132.97,132.97,132.96,8602.0,0,0.0,0.0,Hold
2025-05-20 15:50:00,-42.804,132.9,132.9,132.89,8770.0,0,0.0,0.0,Hold
2025-05-20 15:51:00,-43.301,133.1,133.11,133.1,10150.0,0,0.0,0.0,Hold
2025-05-20 15:52:00,-25.309,133.47,133.47,133.46,10504.0,0,0.0,0.0,Hold
2025-05-20 15:53:00,-20.785,133.51,133.52,133.51,8445.0,0,0.0,0.0,Hold
2025-05-20 15:54:00,-17.34,133.59,133.59,133.58,8876.0,0,0.0,0.0,Hold
2025-05-20 15:55:00,-25.355,133.16,133.17,133.16,7252.0,0,0.0,0.0,Hold
2025-05-20 15:56:00,-25.707,133.27,133.28,133.27,5467.0,0,0.0,0.0,Hold
2025-05-20 15:57:00,-19.961,133.18,133.2,133.18,6082.0,0,0.0,0.0,Hold
2025-05-20 15:58:00,-24.229,132.96,132.97,132.96,7630.0,0,0.0,0.0,Hold
2025-05-20 15:59:00,-22.925,133.14,133.15,133.14,5427.0,0,0.0,0.0,Hold
2025-05-20 16:00:00,-16.205,133.15,133.15,133.14,6006.0,0,0.0,0.0,Hold
