TimeStamp,adx_feature,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 15:30:00,0.0,34.1,34.12,34.09,2334.0,0,0,0.0,Hold
2025-05-20 15:31:00,0.0,34.1,34.11,34.09,1957.0,0,0,0.0,Hold
2025-05-20 15:32:00,0.0,34.03,34.04,34.02,1072.0,0,0,0.0,Hold
2025-05-20 15:33:00,0.0,34.07,34.08,34.04,465.0,0,0,0.0,Hold
2025-05-20 15:34:00,0.0,34.15,34.15,34.13,312.0,0,0,0.0,Hold
2025-05-20 15:35:00,0.0,34.22,34.22,34.2,871.0,0,0,0.0,Hold
2025-05-20 15:36:00,0.0,34.15,34.17,34.15,497.0,0,0,0.0,Hold
2025-05-20 15:37:00,0.0,34.2,34.2,34.18,331.0,0,0,0.0,Hold
2025-05-20 15:38:00,0.0,34.16,34.17,34.15,655.0,0,0,0.0,Hold
2025-05-20 15:39:00,0.0,34.19,34.2,34.18,321.0,0,0,0.0,Hold
2025-05-20 15:40:00,0.0,34.13,34.14,34.13,434.0,0,0,0.0,Hold
2025-05-20 15:41:00,0.0,34.1,34.1,34.08,530.0,0,0,0.0,Hold
2025-05-20 15:42:00,0.0,34.15,34.16,34.15,543.0,0,0,0.0,Hold
2025-05-20 15:43:00,0.0,34.29,34.29,34.27,749.0,0,0,0.0,Hold
2025-05-20 15:44:00,0.0,34.26,34.27,34.25,648.0,0,0,0.0,Hold
2025-05-20 15:45:00,0.0,34.25,34.25,34.23,265.0,0,0,0.0,Hold
2025-05-20 15:46:00,0.0,34.25,34.26,34.24,718.0,0,0,0.0,Hold
2025-05-20 15:47:00,0.0,34.25,34.25,34.24,312.0,0,0,0.0,Hold
2025-05-20 15:48:00,0.0,34.23,34.23,34.22,377.0,0,0,0.0,Hold
2025-05-20 15:49:00,0.0,34.28,34.29,34.27,343.0,0,0,0.0,Hold
2025-05-20 15:50:00,0.0,34.29,34.3,34.29,465.0,0,0,0.0,Hold
2025-05-20 15:51:00,0.0,34.35,34.35,34.34,513.0,0,0,0.0,Hold
2025-05-20 15:52:00,0.0,34.35,34.36,34.35,364.0,0,0,0.0,Hold
2025-05-20 15:53:00,0.0,34.37,34.38,34.37,483.0,0,0,0.0,Hold
2025-05-20 15:54:00,0.0,34.39,34.39,34.38,1098.0,0,0,0.0,Hold
2025-05-20 15:55:00,0.0,34.37,34.38,34.37,436.0,0,0,0.0,Hold
2025-05-20 15:56:00,0.0,34.39,34.39,34.38,261.0,0,0,0.0,Hold
2025-05-20 15:57:00,0.0,34.36,34.36,34.35,311.0,0,0,0.0,Hold
2025-05-20 15:58:00,0.0,34.37,34.38,34.36,275.0,0,0,0.0,Hold
2025-05-20 15:59:00,0.0,34.35,34.37,34.36,236.0,0,0,0.0,Hold
2025-05-20 16:00:00,0.0,34.36,34.36,34.35,1512.0,0,0,0.0,Hold
2025-05-20 16:01:00,0.0,34.36,34.37,34.36,363.0,0,0,0.0,Hold
2025-05-20 16:02:00,0.0,34.37,34.38,34.37,344.0,0,0,0.0,Hold
2025-05-20 16:03:00,0.0,34.39,34.4,34.39,217.0,0,0,0.0,Hold
2025-05-20 16:04:00,0.0,34.36,34.36,34.35,174.0,0,0,0.0,Hold
2025-05-20 16:05:00,0.0,34.4,34.4,34.39,210.0,0,0,0.0,Hold
2025-05-20 16:06:00,0.0,34.41,34.42,34.41,262.0,0,0,0.0,Hold
2025-05-20 16:07:00,0.0,34.37,34.37,34.36,151.0,0,0,0.0,Hold
2025-05-20 16:08:00,0.0,34.4,34.41,34.4,346.0,0,0,0.0,Hold
2025-05-20 16:09:00,0.0,34.42,34.44,34.42,612.0,0,0,0.0,Hold
