TimeStamp,obv_feature,close,ask,bid,Position,Cash,NetValue,Action
2025-05-20 16:29:00,-546.3999999999996,59.53,59.53,59.52,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:30:00,-689.0,59.55,59.56,59.55,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:31:00,-473.90000000000055,59.58,59.58,59.57,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:32:00,-622.1999999999998,59.52,59.53,59.52,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:33:00,-704.2999999999993,59.51,59.51,59.5,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:34:00,-678.7000000000007,59.49,59.49,59.48,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:35:00,-575.7999999999993,59.44,59.44,59.43,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:36:00,-496.90000000000146,59.43,59.44,59.43,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:37:00,-377.09999999999854,59.49,59.5,59.49,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:38:00,-234.90000000000146,59.53,59.53,59.52,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:39:00,-112.5,59.55,59.56,59.55,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:40:00,-111.79999999999927,59.57,59.57,59.56,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:41:00,-228.79999999999927,59.53,59.54,59.53,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:42:00,-11.800000000001091,59.53,59.54,59.53,0,-0.17999999999999972,-0.17999999999999972,Hold
2025-05-20 16:43:00,222.8000000000011,59.56,59.57,59.56,1,-59.75,-0.18999999999999773,Buy
2025-05-20 16:44:00,348.2999999999993,59.57,59.58,59.57,1,-59.75,-0.17999999999999972,Hold
2025-05-20 16:45:00,414.2000000000007,59.58,59.59,59.58,1,-59.75,-0.1700000000000017,Hold
2025-05-20 16:46:00,547.5,59.66,59.66,59.65,1,-59.75,-0.10000000000000142,Hold
2025-05-20 16:47:00,571.0999999999985,59.66,59.67,59.66,1,-59.75,-0.09000000000000341,Hold
2025-05-20 16:48:00,481.10000000000036,59.63,59.64,59.63,1,-59.75,-0.11999999999999744,Hold
2025-05-20 16:49:00,455.39999999999964,59.63,59.64,59.63,1,-59.75,-0.11999999999999744,Hold
2025-05-20 16:50:00,309.3000000000011,59.56,59.56,59.55,1,-59.75,-0.20000000000000284,Hold
2025-05-20 16:51:00,240.79999999999927,59.51,59.52,59.51,1,-59.75,-0.240000000000002,Hold
2025-05-20 16:52:00,15.200000000000728,59.49,59.5,59.49,1,-59.75,-0.259999999999998,Hold
2025-05-20 16:53:00,26.899999999999636,59.49,59.5,59.49,1,-59.75,-0.259999999999998,Hold
2025-05-20 16:54:00,28.199999999999818,59.51,59.51,59.5,1,-59.75,-0.25,Hold
2025-05-20 16:55:00,99.80000000000018,59.53,59.53,59.52,1,-59.75,-0.22999999999999687,Hold
2025-05-20 16:56:00,-32.80000000000018,59.51,59.52,59.51,0,-0.240000000000002,-0.240000000000002,Sell
2025-05-20 16:57:00,-167.9999999999991,59.47,59.47,59.46,0,-0.240000000000002,-0.240000000000002,Hold
2025-05-20 16:58:00,-196.90000000000146,59.45,59.45,59.44,0,-0.240000000000002,-0.240000000000002,Hold
2025-05-20 16:59:00,-257.2999999999993,59.42,59.43,59.42,0,-0.240000000000002,-0.240000000000002,Hold
2025-05-20 17:00:00,-56.0,59.46,59.47,59.46,0,-0.240000000000002,-0.240000000000002,Hold
2025-05-20 17:01:00,124.60000000000036,59.46,59.47,59.46,1,-59.71,-0.25,Buy
2025-05-20 17:02:00,275.89999999999964,59.5,59.5,59.49,1,-59.71,-0.21999999999999886,Hold
2025-05-20 17:03:00,160.70000000000073,59.49,59.5,59.49,1,-59.71,-0.21999999999999886,Hold
2025-05-20 17:04:00,184.9999999999991,59.49,59.49,59.48,1,-59.71,-0.23000000000000398,Hold
2025-05-20 17:05:00,-29.300000000000182,59.47,59.48,59.47,0,-0.240000000000002,-0.240000000000002,Sell
2025-05-20 17:06:00,48.900000000000546,59.49,59.49,59.48,1,-59.730000000000004,-0.2500000000000071,Buy
2025-05-20 17:07:00,220.69999999999982,59.54,59.54,59.53,1,-59.730000000000004,-0.20000000000000284,Hold
2025-05-20 17:08:00,212.19999999999982,59.52,59.53,59.52,1,-59.730000000000004,-0.21000000000000085,Hold
2025-05-20 17:09:00,293.90000000000055,59.53,59.54,59.53,1,-59.730000000000004,-0.20000000000000284,Hold
2025-05-20 17:10:00,119.5,59.49,59.5,59.49,1,-59.730000000000004,-0.240000000000002,Hold
2025-05-20 17:11:00,84.19999999999982,59.53,59.54,59.53,1,-59.730000000000004,-0.20000000000000284,Hold
2025-05-20 17:12:00,93.69999999999982,59.56,59.56,59.55,1,-59.730000000000004,-0.18000000000000682,Hold
2025-05-20 17:13:00,184.60000000000036,59.58,59.59,59.58,1,-59.730000000000004,-0.15000000000000568,Hold
2025-05-20 17:14:00,131.5,59.59,59.6,59.59,1,-59.730000000000004,-0.14000000000000057,Hold
2025-05-20 17:15:00,286.59999999999945,59.63,59.63,59.62,1,-59.730000000000004,-0.11000000000000654,Hold
2025-05-20 17:16:00,223.90000000000055,59.61,59.62,59.61,1,-59.730000000000004,-0.12000000000000455,Hold
2025-05-20 17:17:00,61.19999999999982,59.6,59.61,59.6,1,-59.730000000000004,-0.13000000000000256,Hold
2025-05-20 17:18:00,211.80000000000018,59.6,59.61,59.6,1,-59.730000000000004,-0.13000000000000256,Hold
2025-05-20 17:19:00,214.39999999999964,59.6,59.61,59.6,1,-59.730000000000004,-0.13000000000000256,Hold
2025-05-20 17:20:00,313.8000000000002,59.6,59.6,59.59,1,-59.730000000000004,-0.14000000000000057,Hold
2025-05-20 17:21:00,206.09999999999945,59.53,59.54,59.53,1,-59.730000000000004,-0.20000000000000284,Hold
2025-05-20 17:22:00,100.70000000000073,59.52,59.52,59.51,1,-59.730000000000004,-0.22000000000000597,Hold
2025-05-20 17:23:00,-3.300000000000182,59.51,59.51,59.5,0,-0.23000000000000398,-0.23000000000000398,Sell
2025-05-20 17:24:00,106.59999999999945,59.51,59.52,59.51,1,-59.75000000000001,-0.2400000000000091,Buy
2025-05-20 17:25:00,133.40000000000055,59.56,59.57,59.56,1,-59.75000000000001,-0.19000000000000483,Hold
2025-05-20 17:26:00,350.3000000000002,59.65,59.65,59.64,1,-59.75000000000001,-0.11000000000000654,Hold
2025-05-20 17:27:00,636.4999999999995,59.7,59.71,59.7,1,-59.75000000000001,-0.05000000000000426,Hold
2025-05-20 17:28:00,750.5,59.71,59.71,59.7,1,-59.75000000000001,-0.05000000000000426,Hold
2025-05-20 17:29:00,821.5,59.76,59.77,59.76,1,-59.75000000000001,0.009999999999990905,Hold
2025-05-20 17:30:00,966.1000000000001,59.77,59.77,59.76,1,-59.75000000000001,0.009999999999990905,Hold
2025-05-20 17:31:00,1287.2,59.83,59.83,59.82,1,-59.75000000000001,0.06999999999999318,Hold
2025-05-20 17:32:00,884.5,59.79,59.8,59.79,1,-59.75000000000001,0.03999999999999204,Hold
2025-05-20 17:33:00,1072.8000000000002,59.83,59.83,59.82,1,-59.75000000000001,0.06999999999999318,Hold
2025-05-20 17:34:00,1097.3999999999999,59.85,59.85,59.84,1,-59.75000000000001,0.0899999999999963,Hold
2025-05-20 17:35:00,923.5999999999999,59.82,59.82,59.81,1,-59.75000000000001,0.05999999999999517,Hold
2025-05-20 17:36:00,841.6000000000004,59.82,59.83,59.82,1,-59.75000000000001,0.06999999999999318,Hold
2025-05-20 17:37:00,700.5999999999995,59.87,59.88,59.87,1,-59.75000000000001,0.11999999999999034,Hold
2025-05-20 17:38:00,561.1000000000004,59.9,59.91,59.9,1,-59.75000000000001,0.14999999999999147,Hold
2025-05-20 17:39:00,348.6999999999998,59.85,59.85,59.84,1,-59.75000000000001,0.0899999999999963,Hold
2025-05-20 17:40:00,98.69999999999982,59.83,59.83,59.82,1,-59.75000000000001,0.06999999999999318,Hold
2025-05-20 17:41:00,-186.0,59.81,59.81,59.8,0,0.04999999999999005,0.04999999999999005,Sell
2025-05-20 17:42:00,205.40000000000055,59.8,59.81,59.8,1,-59.76000000000001,0.039999999999984936,Buy
2025-05-20 17:43:00,7.699999999999818,59.78,59.79,59.78,1,-59.76000000000001,0.019999999999988916,Hold
2025-05-20 17:44:00,-99.60000000000036,59.78,59.78,59.77,0,0.009999999999990905,0.009999999999990905,Sell
2025-05-20 17:45:00,40.600000000000364,59.81,59.81,59.8,1,-59.80000000000001,-1.4210854715202004e-14,Buy
2025-05-20 17:46:00,-104.89999999999964,59.79,59.8,59.79,0,-0.010000000000012221,-0.010000000000012221,Sell
2025-05-20 17:47:00,-201.40000000000055,59.78,59.79,59.78,0,-0.010000000000012221,-0.010000000000012221,Hold
2025-05-20 17:48:00,-173.69999999999982,59.82,59.83,59.82,0,-0.010000000000012221,-0.010000000000012221,Hold
2025-05-20 17:49:00,-124.60000000000036,59.81,59.81,59.8,0,-0.010000000000012221,-0.010000000000012221,Hold
2025-05-20 17:50:00,-57.899999999999636,59.81,59.82,59.81,0,-0.010000000000012221,-0.010000000000012221,Hold
2025-05-20 17:51:00,4.5,59.81,59.82,59.81,1,-59.83000000000001,-0.020000000000010232,Buy
2025-05-20 17:52:00,213.89999999999964,59.85,59.85,59.84,1,-59.83000000000001,0.009999999999990905,Hold
2025-05-20 17:53:00,417.60000000000036,59.87,59.87,59.86,1,-59.83000000000001,0.029999999999986926,Hold
2025-05-20 17:54:00,209.39999999999964,59.85,59.86,59.85,1,-59.83000000000001,0.019999999999988916,Hold
2025-05-20 17:55:00,241.20000000000073,59.87,59.88,59.87,1,-59.83000000000001,0.039999999999984936,Hold
2025-05-20 17:56:00,326.1999999999998,59.94,59.94,59.93,1,-59.83000000000001,0.09999999999998721,Hold
2025-05-20 17:57:00,415.09999999999945,59.94,59.94,59.93,1,-59.83000000000001,0.09999999999998721,Hold
2025-05-20 17:58:00,296.8000000000002,59.92,59.93,59.92,1,-59.83000000000001,0.0899999999999892,Hold
2025-05-20 17:59:00,363.1999999999998,59.92,59.92,59.91,1,-59.83000000000001,0.07999999999998408,Hold
2025-05-20 18:00:00,283.89999999999964,59.88,59.89,59.88,1,-59.83000000000001,0.04999999999999005,Hold
2025-05-20 18:01:00,354.5,59.92,59.93,59.92,1,-59.83000000000001,0.0899999999999892,Hold
2025-05-20 18:02:00,283.40000000000146,59.94,59.95,59.94,1,-59.83000000000001,0.10999999999998522,Hold
2025-05-20 18:03:00,220.39999999999964,59.97,59.97,59.96,1,-59.83000000000001,0.12999999999998835,Hold
2025-05-20 18:04:00,504.10000000000036,59.98,59.99,59.98,1,-59.83000000000001,0.14999999999998437,Hold
2025-05-20 18:05:00,376.39999999999964,59.94,59.94,59.93,1,-59.83000000000001,0.09999999999998721,Hold
2025-05-20 18:06:00,276.89999999999964,59.84,59.85,59.84,1,-59.83000000000001,0.009999999999990905,Hold
2025-05-20 18:07:00,144.10000000000036,59.83,59.84,59.83,1,-59.83000000000001,-1.4210854715202004e-14,Hold
2025-05-20 18:08:00,207.0,59.85,59.85,59.84,1,-59.83000000000001,0.009999999999990905,Hold
2025-05-20 18:09:00,198.1999999999989,59.85,59.86,59.85,1,-59.83000000000001,0.019999999999988916,Hold
2025-05-20 18:10:00,193.20000000000073,59.81,59.81,59.8,1,-59.83000000000001,-0.030000000000015348,Hold
2025-05-20 18:11:00,64.79999999999927,59.79,59.79,59.78,1,-59.83000000000001,-0.05000000000001137,Hold
2025-05-20 18:12:00,-27.899999999999636,59.78,59.79,59.78,0,-0.05000000000001137,-0.05000000000001137,Sell
2025-05-20 18:13:00,-61.19999999999891,59.81,59.82,59.81,0,-0.05000000000001137,-0.05000000000001137,Hold
2025-05-20 18:14:00,-172.3000000000011,59.81,59.81,59.8,0,-0.05000000000001137,-0.05000000000001137,Hold
2025-05-20 18:15:00,-149.60000000000036,59.78,59.78,59.77,0,-0.05000000000001137,-0.05000000000001137,Hold
2025-05-20 18:16:00,-17.299999999999272,59.86,59.87,59.86,0,-0.05000000000001137,-0.05000000000001137,Hold
2025-05-20 18:17:00,2622.5,59.88,59.89,59.88,1,-59.94000000000001,-0.06000000000000938,Buy
2025-05-20 18:18:00,2630.2000000000007,59.92,59.92,59.91,1,-59.94000000000001,-0.030000000000015348,Hold
2025-05-20 18:19:00,2642.5,59.93,59.93,59.92,1,-59.94000000000001,-0.020000000000010232,Hold
2025-05-20 18:20:00,2750.899999999998,59.99,60.0,59.99,1,-59.94000000000001,0.04999999999999005,Hold
2025-05-20 18:21:00,2657.2000000000007,59.98,59.99,59.98,1,-59.94000000000001,0.039999999999984936,Hold
2025-05-20 18:22:00,2770.2000000000007,59.99,60.0,59.99,1,-59.94000000000001,0.04999999999999005,Hold
2025-05-20 18:23:00,2825.2999999999993,59.99,60.0,59.99,1,-59.94000000000001,0.04999999999999005,Hold
2025-05-20 18:24:00,2594.600000000002,59.88,59.88,59.87,1,-59.94000000000001,-0.0700000000000145,Hold
2025-05-20 18:25:00,2544.699999999997,59.87,59.88,59.87,1,-59.94000000000001,-0.0700000000000145,Hold
2025-05-20 18:26:00,2501.9000000000015,59.87,59.87,59.86,1,-59.94000000000001,-0.0800000000000125,Hold
2025-05-20 18:27:00,-111.09999999999854,59.85,59.85,59.84,0,-0.10000000000000853,-0.10000000000000853,Sell
2025-05-20 18:28:00,-119.40000000000146,59.86,59.86,59.85,0,-0.10000000000000853,-0.10000000000000853,Hold
2025-05-20 18:29:00,-146.40000000000146,59.86,59.86,59.85,0,-0.10000000000000853,-0.10000000000000853,Hold
2025-05-20 18:30:00,-125.19999999999709,59.88,59.89,59.88,0,-0.10000000000000853,-0.10000000000000853,Hold
2025-05-20 18:31:00,55.400000000001455,59.92,59.92,59.91,1,-60.02000000000001,-0.11000000000001364,Buy
2025-05-20 18:32:00,-59.0,59.9,59.91,59.9,0,-0.12000000000001165,-0.12000000000001165,Sell
2025-05-20 18:33:00,-116.80000000000291,59.92,59.92,59.91,0,-0.12000000000001165,-0.12000000000001165,Hold
2025-05-20 18:34:00,52.69999999999709,59.9,59.91,59.9,1,-60.03000000000001,-0.13000000000000966,Buy
2025-05-20 18:35:00,192.20000000000437,59.9,59.91,59.9,1,-60.03000000000001,-0.13000000000000966,Hold
2025-05-20 18:36:00,226.40000000000146,59.98,59.99,59.98,1,-60.03000000000001,-0.05000000000001137,Hold
2025-05-20 18:37:00,353.59999999999854,59.98,59.98,59.97,1,-60.03000000000001,-0.06000000000000938,Hold
2025-05-20 18:38:00,487.6999999999971,59.99,59.99,59.98,1,-60.03000000000001,-0.05000000000001137,Hold
2025-05-20 18:39:00,413.59999999999854,59.95,59.96,59.95,1,-60.03000000000001,-0.0800000000000054,Hold
2025-05-20 18:40:00,392.3000000000029,59.95,59.95,59.94,1,-60.03000000000001,-0.09000000000001052,Hold
2025-05-20 18:41:00,383.59999999999854,59.96,59.96,59.95,1,-60.03000000000001,-0.0800000000000054,Hold
2025-05-20 18:42:00,468.3000000000029,59.97,59.97,59.96,1,-60.03000000000001,-0.07000000000000739,Hold
2025-05-20 18:43:00,323.5,59.9,59.91,59.9,1,-60.03000000000001,-0.13000000000000966,Hold
2025-05-20 18:44:00,440.29999999999563,59.94,59.94,59.93,1,-60.03000000000001,-0.10000000000000853,Hold
2025-05-20 18:45:00,299.40000000000146,59.92,59.93,59.92,1,-60.03000000000001,-0.11000000000000654,Hold
2025-05-20 18:46:00,246.59999999999854,59.94,59.94,59.93,1,-60.03000000000001,-0.10000000000000853,Hold
2025-05-20 18:47:00,134.20000000000437,59.93,59.94,59.93,1,-60.03000000000001,-0.10000000000000853,Hold
2025-05-20 18:48:00,6.299999999995634,59.94,59.94,59.93,1,-60.03000000000001,-0.10000000000000853,Hold
2025-05-20 18:49:00,6.0,59.89,59.9,59.89,1,-60.03000000000001,-0.14000000000000767,Hold
2025-05-20 18:50:00,-12.0,59.89,59.9,59.89,0,-0.14000000000000767,-0.14000000000000767,Sell
2025-05-20 18:51:00,-33.89999999999418,59.9,59.9,59.89,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:52:00,-165.5,59.89,59.9,59.89,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:53:00,-91.30000000000291,59.88,59.89,59.88,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:54:00,-190.40000000000146,59.87,59.88,59.87,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:55:00,-72.69999999999709,59.88,59.89,59.88,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:56:00,-158.90000000000146,59.85,59.85,59.84,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:57:00,-156.1999999999971,59.83,59.83,59.82,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:58:00,-138.3000000000029,59.85,59.85,59.84,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 18:59:00,-70.0,59.86,59.86,59.85,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 19:00:00,-36.80000000000291,59.87,59.87,59.86,0,-0.14000000000000767,-0.14000000000000767,Hold
2025-05-20 19:01:00,21.5,59.9,59.92,59.91,1,-60.06000000000001,-0.1500000000000128,Buy
2025-05-20 19:02:00,119.0,59.94,59.94,59.93,1,-60.06000000000001,-0.13000000000000966,Hold
2025-05-20 19:03:00,210.20000000000437,59.97,59.98,59.97,1,-60.06000000000001,-0.09000000000001052,Hold
2025-05-20 19:04:00,317.90000000000146,60.01,60.01,60.0,1,-60.06000000000001,-0.06000000000000938,Hold
2025-05-20 19:05:00,590.8999999999942,60.03,60.04,60.03,1,-60.06000000000001,-0.030000000000008242,Hold
2025-05-20 19:06:00,832.6000000000058,60.13,60.13,60.12,1,-60.06000000000001,0.05999999999998806,Hold
2025-05-20 19:07:00,673.1999999999971,60.12,60.13,60.12,1,-60.06000000000001,0.05999999999998806,Hold
2025-05-20 19:08:00,718.4000000000015,60.12,60.12,60.11,1,-60.06000000000001,0.04999999999999005,Hold
2025-05-20 19:09:00,814.9000000000015,60.15,60.16,60.15,1,-60.06000000000001,0.0899999999999892,Hold
2025-05-20 19:10:00,917.5999999999985,60.23,60.23,60.22,1,-60.06000000000001,0.15999999999998948,Hold
2025-05-20 19:11:00,1014.1999999999971,60.23,60.23,60.22,1,-60.06000000000001,0.15999999999998948,Hold
2025-05-20 19:12:00,1272.300000000003,60.3,60.31,60.3,1,-60.06000000000001,0.23999999999998778,Hold
2025-05-20 19:13:00,1415.0999999999985,60.33,60.33,60.32,1,-60.06000000000001,0.2599999999999909,Hold
2025-05-20 19:14:00,1569.0,60.35,60.35,60.34,1,-60.06000000000001,0.27999999999999403,Hold
2025-05-20 19:15:00,1049.0999999999985,60.3,60.3,60.29,1,-60.06000000000001,0.22999999999998977,Hold
2025-05-20 19:16:00,723.0999999999985,60.29,60.3,60.29,1,-60.06000000000001,0.22999999999998977,Hold
2025-05-20 19:17:00,1053.7000000000044,60.37,60.37,60.36,1,-60.06000000000001,0.29999999999999005,Hold
2025-05-20 19:18:00,901.4000000000015,60.31,60.31,60.3,1,-60.06000000000001,0.23999999999998778,Hold
2025-05-20 19:19:00,691.3999999999942,60.26,60.26,60.25,1,-60.06000000000001,0.18999999999999062,Hold
2025-05-20 19:20:00,645.4000000000015,60.3,60.31,60.3,1,-60.06000000000001,0.23999999999998778,Hold
2025-05-20 19:21:00,508.20000000000437,60.31,60.32,60.31,1,-60.06000000000001,0.2499999999999929,Hold
2025-05-20 19:22:00,291.1999999999971,60.32,60.32,60.31,1,-60.06000000000001,0.2499999999999929,Hold
2025-05-20 19:23:00,-38.80000000000291,60.29,60.3,60.29,0,0.22999999999998977,0.22999999999998977,Sell
2025-05-20 19:24:00,-232.39999999999418,60.29,60.29,60.28,0,0.22999999999998977,0.22999999999998977,Hold
2025-05-20 19:25:00,23.799999999995634,60.29,60.3,60.29,1,-60.07000000000001,0.21999999999999176,Buy
2025-05-20 19:26:00,239.09999999999854,60.38,60.39,60.38,1,-60.07000000000001,0.30999999999999517,Hold
2025-05-20 19:27:00,167.8000000000029,60.38,60.38,60.37,1,-60.07000000000001,0.29999999999999005,Hold
2025-05-20 19:28:00,357.0,60.4,60.4,60.39,1,-60.07000000000001,0.3199999999999932,Hold
2025-05-20 19:29:00,370.6999999999971,60.38,60.39,60.38,1,-60.07000000000001,0.30999999999999517,Hold
2025-05-20 19:30:00,114.30000000000291,60.35,60.35,60.34,1,-60.07000000000001,0.269999999999996,Hold
2025-05-20 19:31:00,11.80000000000291,60.34,60.35,60.34,1,-60.07000000000001,0.269999999999996,Hold
2025-05-20 19:32:00,8.799999999995634,60.34,60.34,60.33,1,-60.07000000000001,0.2599999999999909,Hold
