TimeStamp,macd_feature,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 15:30:00,-0.006,34.1,34.12,34.09,2334.0,0,0.0,0.0,Hold
2025-05-20 15:31:00,-0.006,34.1,34.11,34.09,1957.0,0,0.0,0.0,Hold
2025-05-20 15:32:00,-0.009,34.03,34.04,34.02,1072.0,0,0.0,0.0,Hold
2025-05-20 15:33:00,-0.01,34.07,34.08,34.04,465.0,0,0.0,0.0,Hold
2025-05-20 15:34:00,-0.006,34.15,34.15,34.13,312.0,0,0.0,0.0,Hold
2025-05-20 15:35:00,0.002,34.22,34.22,34.2,871.0,1,-34.22,-0.02,Buy
2025-05-20 15:36:00,0.005,34.15,34.17,34.15,497.0,1,-34.22,-0.07,Hold
2025-05-20 15:37:00,0.01,34.2,34.2,34.18,331.0,1,-34.22,-0.04,Hold
2025-05-20 15:38:00,0.012,34.16,34.17,34.15,655.0,1,-34.22,-0.07,Hold
2025-05-20 15:39:00,0.016,34.19,34.2,34.18,321.0,1,-34.22,-0.04,Hold
2025-05-20 15:40:00,0.015,34.13,34.14,34.13,434.0,1,-34.22,-0.09,Hold
2025-05-20 15:41:00,0.012,34.1,34.1,34.08,530.0,1,-34.22,-0.14,Hold
2025-05-20 15:42:00,0.013,34.15,34.16,34.15,543.0,1,-34.22,-0.07,Hold
2025-05-20 15:43:00,0.022,34.29,34.29,34.27,749.0,1,-34.22,0.05,Hold
2025-05-20 15:44:00,0.028,34.26,34.27,34.25,648.0,1,-34.22,0.03,Hold
2025-05-20 15:45:00,0.032,34.25,34.25,34.23,265.0,1,-34.22,0.01,Hold
2025-05-20 15:46:00,0.036,34.25,34.26,34.24,718.0,1,-34.22,0.02,Hold
2025-05-20 15:47:00,0.038,34.25,34.25,34.24,312.0,1,-34.22,0.02,Hold
2025-05-20 15:48:00,0.039,34.23,34.23,34.22,377.0,1,-34.22,0.0,Hold
2025-05-20 15:49:00,0.043,34.28,34.29,34.27,343.0,1,-34.22,0.05,Hold
2025-05-20 15:50:00,0.046,34.29,34.3,34.29,465.0,1,-34.22,0.07,Hold
2025-05-20 15:51:00,0.052,34.35,34.35,34.34,513.0,1,-34.22,0.12,Hold
2025-05-20 15:52:00,0.057,34.35,34.36,34.35,364.0,1,-34.22,0.13,Hold
2025-05-20 15:53:00,0.062,34.37,34.38,34.37,483.0,1,-34.22,0.15,Hold
2025-05-20 15:54:00,0.068,34.39,34.39,34.38,1098.0,1,-34.22,0.16,Hold
2025-05-20 15:55:00,0.07,34.37,34.38,34.37,436.0,1,-34.22,0.15,Hold
2025-05-20 15:56:00,0.074,34.39,34.39,34.38,261.0,1,-34.22,0.16,Hold
2025-05-20 15:57:00,0.074,34.36,34.36,34.35,311.0,1,-34.22,0.13,Hold
2025-05-20 15:58:00,0.074,34.37,34.38,34.36,275.0,1,-34.22,0.14,Hold
2025-05-20 15:59:00,0.073,34.35,34.37,34.36,236.0,1,-34.22,0.14,Hold
2025-05-20 16:00:00,0.072,34.36,34.36,34.35,1512.0,1,-34.22,0.13,Hold
2025-05-20 16:01:00,0.071,34.36,34.37,34.36,363.0,1,-34.22,0.14,Hold
2025-05-20 16:02:00,0.07,34.37,34.38,34.37,344.0,1,-34.22,0.15,Hold
2025-05-20 16:03:00,0.069,34.39,34.4,34.39,217.0,1,-34.22,0.17,Hold
2025-05-20 16:04:00,0.067,34.36,34.36,34.35,174.0,1,-34.22,0.13,Hold
2025-05-20 16:05:00,0.067,34.4,34.4,34.39,210.0,1,-34.22,0.17,Hold
2025-05-20 16:06:00,0.067,34.41,34.42,34.41,262.0,1,-34.22,0.19,Hold
2025-05-20 16:07:00,0.064,34.37,34.37,34.36,151.0,1,-34.22,0.14,Hold
2025-05-20 16:08:00,0.063,34.4,34.41,34.4,346.0,1,-34.22,0.18,Hold
2025-05-20 16:09:00,0.063,34.42,34.44,34.42,612.0,1,-34.22,0.2,Hold
2025-05-20 16:10:00,0.063,34.44,34.44,34.43,220.0,1,-34.22,0.21,Hold
2025-05-20 16:11:00,0.061,34.4,34.41,34.4,222.0,1,-34.22,0.18,Hold
2025-05-20 16:12:00,0.058,34.4,34.41,34.4,330.0,1,-34.22,0.18,Hold
2025-05-20 16:13:00,0.055,34.4,34.41,34.4,259.0,1,-34.22,0.18,Hold
2025-05-20 16:14:00,0.051,34.37,34.37,34.36,194.0,1,-34.22,0.14,Hold
2025-05-20 16:15:00,0.048,34.4,34.4,34.39,309.0,1,-34.22,0.17,Hold
2025-05-20 16:16:00,0.044,34.38,34.39,34.38,507.0,1,-34.22,0.16,Hold
2025-05-20 16:17:00,0.041,34.38,34.39,34.38,184.0,1,-34.22,0.16,Hold
2025-05-20 16:18:00,0.037,34.38,34.39,34.38,153.0,1,-34.22,0.16,Hold
2025-05-20 16:19:00,0.034,34.38,34.39,34.38,141.0,1,-34.22,0.16,Hold
2025-05-20 16:20:00,0.03,34.37,34.38,34.37,168.0,1,-34.22,0.15,Hold
2025-05-20 16:21:00,0.026,34.36,34.36,34.35,219.0,1,-34.22,0.13,Hold
2025-05-20 16:22:00,0.021,34.35,34.36,34.35,339.0,1,-34.22,0.13,Hold
2025-05-20 16:23:00,0.016,34.33,34.34,34.33,221.0,1,-34.22,0.11,Hold
2025-05-20 16:24:00,0.011,34.33,34.33,34.32,360.0,1,-34.22,0.1,Hold
2025-05-20 16:25:00,0.006,34.31,34.31,34.3,484.0,1,-34.22,0.08,Hold
2025-05-20 16:26:00,-0.001,34.29,34.3,34.29,126.0,0,0.07,0.07,Sell
2025-05-20 16:27:00,-0.006,34.29,34.3,34.29,149.0,0,0.07,0.07,Hold
2025-05-20 16:28:00,-0.012,34.28,34.28,34.27,291.0,0,0.07,0.07,Hold
2025-05-20 16:29:00,-0.016,34.29,34.3,34.29,546.0,0,0.07,0.07,Hold
2025-05-20 16:30:00,-0.019,34.29,34.29,34.28,248.0,0,0.07,0.07,Hold
2025-05-20 16:31:00,-0.022,34.29,34.3,34.29,183.0,0,0.07,0.07,Hold
