,open,high,low,close,volume,ask,bid,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-04-02 17:07:00,223.66,223.78,223.62,223.7288,29303.0,223.7959,223.6617,223.66,223.78,223.62,223.7288,29303,223.7959,223.6617,1.1211999999999989,1.0895499999999998,0.3794247038917055,0.425813385442109,0,1,-220.561,3.101,Hold,0,3.101,2.375,0.726
2025-04-02 17:08:00,223.7,223.825,223.64,223.8064,23499.0,223.8735,223.7393,223.7,223.825,223.64,223.8064,23499,223.8735,223.7393,1.0436000000000092,1.0654500000000025,0.3531641285956009,0.4163947239863211,0,1,-220.561,3.179,Hold,0,3.179,2.453,0.726
2025-04-02 17:09:00,223.82,223.855,223.77,223.85,13007.0,223.9172,223.7828,223.82,223.855,223.77,223.85,13007,223.9172,223.7828,1.0000000000000113,1.0879500000000035,0.3384094754653141,0.42518808011724485,0,1,-220.561,3.222,Hold,0,3.222,2.496,0.726
2025-04-02 17:10:00,223.855,223.98,223.815,223.975,28788.0,224.0422,223.9078,223.855,223.98,223.815,223.975,28788,224.0422,223.9078,0.8750000000000113,1.0099500000000075,0.2961082910321503,0.3947044455300457,0,1,-220.561,3.347,Hold,0,3.347,2.621,0.726
2025-04-02 17:11:00,223.9914,224.06,223.9,223.92,28311.0,223.9872,223.8528,223.9914,224.06,223.9,223.92,28311,223.9872,223.8528,0.9300000000000181,0.9621500000000125,0.31472081218274467,0.3760234489496862,0,1,-220.561,3.292,Hold,0,3.292,2.566,0.726
2025-04-02 17:12:00,223.94,224.06,223.92,223.96,35242.0,224.0272,223.8928,223.94,224.06,223.92,223.96,35242,224.0272,223.8928,0.8899999999999977,0.9237500000000095,0.30118443316412535,0.3610161211529093,0,1,-220.561,3.332,Hold,0,3.332,2.606,0.726
2025-04-02 17:13:00,223.99,224.0,223.88,223.98,32288.0,224.0472,223.9128,223.99,224.0,223.88,223.98,32288,224.0472,223.9128,0.8700000000000159,0.8912500000000108,0.2944162436548253,0.34831460674157616,0,1,-220.561,3.352,Hold,0,3.352,2.626,0.726
2025-04-02 17:14:00,223.95,224.0047,223.9,223.97,25803.0,224.0372,223.9028,223.95,224.0047,223.9,223.97,25803,224.0372,223.9028,0.8800000000000068,0.8925000000000095,0.29780033840947534,0.348803126526627,0,1,-220.561,3.342,Hold,0,3.342,2.616,0.726
2025-04-02 17:15:00,223.97,224.0,223.92,223.96,17026.0,224.0272,223.8928,223.97,224.0,223.92,223.96,17026,224.0272,223.8928,0.8899999999999977,0.8825000000000045,0.30118443316412535,0.3448949682462147,0,1,-220.561,3.332,Hold,0,3.332,2.606,0.726
2025-04-02 17:16:00,223.97,224.03,223.8,223.83,45260.0,223.8971,223.7629,223.97,224.03,223.8,223.83,45260,223.8971,223.7629,1.0199999999999931,0.9150000000000033,0.34517766497461416,0.3575964826575478,0,1,-220.561,3.202,Hold,0,3.202,2.477,0.7250000000000001
