TimeStamp,ma_feature,close,Position,Cash,NetValue,Action
2025-05-20 15:30:00,,124.36,0,0.0,0.0,No signal
2025-05-20 15:31:00,,124.69,0,0.0,0.0,No signal
2025-05-20 15:32:00,,124.67,0,0.0,0.0,No signal
2025-05-20 15:33:00,,124.75,0,0.0,0.0,No signal
2025-05-20 15:34:00,,124.54,0,0.0,0.0,No signal
2025-05-20 15:35:00,,124.75,0,0.0,0.0,No signal
2025-05-20 15:36:00,,124.68,0,0.0,0.0,No signal
2025-05-20 15:37:00,,124.86,0,0.0,0.0,No signal
2025-05-20 15:38:00,,124.68,0,0.0,0.0,No signal
2025-05-20 15:39:00,,124.87,0,0.0,0.0,No signal
2025-05-20 15:40:00,,124.69,0,0.0,0.0,No signal
2025-05-20 15:41:00,,124.59,0,0.0,0.0,No signal
2025-05-20 15:42:00,,124.61,0,0.0,0.0,No signal
2025-05-20 15:43:00,,124.68,0,0.0,0.0,No signal
2025-05-20 15:44:00,0.005436214994659849,124.59,0,0.0,0.0,Hold
2025-05-20 15:45:00,-0.01674818643340359,124.56,0,0.0,0.0,Hold
2025-05-20 15:46:00,-0.0430816924873767,124.47,0,0.0,0.0,Hold
2025-05-20 15:47:00,-0.07319295986951602,124.37,0,0.0,0.0,Hold
2025-05-20 15:48:00,-0.09934124940575373,124.29,0,0.0,0.0,Hold
2025-05-20 15:49:00,-0.10895160660521697,124.42,0,0.0,0.0,Hold
2025-05-20 15:50:00,-0.11250383454755308,124.57,0,0.0,0.0,Hold
2025-05-20 15:51:00,-0.09388442173349176,124.71,0,0.0,0.0,Hold
2025-05-20 15:52:00,-0.07541923871124823,124.77,0,0.0,0.0,Hold
2025-05-20 15:53:00,-0.047950739786386976,124.93,0,0.0,0.0,Hold
2025-05-20 15:54:00,-0.03264590742577411,124.97,0,0.0,0.0,Hold
2025-05-20 15:55:00,-0.01939391624236464,124.77,0,0.0,0.0,Hold
2025-05-20 15:56:00,-0.006475448028808728,124.87,0,0.0,0.0,Hold
2025-05-20 15:57:00,0.006069832735846603,124.71,1,-124.71,0.0,Buy
2025-05-20 15:58:00,0.010491753427643857,124.74,1,-124.71,0.030000000000001137,Hold
2025-05-20 15:59:00,0.0250639673869415,124.77,1,-124.71,0.060000000000002274,Hold
2025-05-20 16:00:00,0.02791501811198316,124.73,1,-124.71,0.020000000000010232,Hold
2025-05-20 16:01:00,0.02349454019655184,124.69,1,-124.71,-0.01999999999999602,Hold
2025-05-20 16:02:00,0.021376012558803836,124.72,1,-124.71,0.010000000000005116,Hold
2025-05-20 16:03:00,0.033292582791290215,124.96,1,-124.71,0.25,Hold
2025-05-20 16:04:00,0.02964567014451802,124.77,1,-124.71,0.060000000000002274,Hold
2025-05-20 16:05:00,0.03303655870217881,124.97,1,-124.71,0.2600000000000051,Hold
2025-05-20 16:06:00,0.03960450549243433,125.19,1,-124.71,0.480000000000004,Hold
2025-05-20 16:07:00,0.02807074306458901,124.99,1,-124.71,0.28000000000000114,Hold
2025-05-20 16:08:00,0.011587815153689007,125.01,1,-124.71,0.30000000000001137,Hold
2025-05-20 16:09:00,0.0020080232342962745,125.06,1,-124.71,0.3500000000000085,Hold
2025-05-20 16:10:00,-0.0031117885023093095,125.04,0,0.3300000000000125,0.3300000000000125,Sell
2025-05-20 16:11:00,-0.0016249515020945182,125.07,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:12:00,-0.002160670406667009,125.0,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:13:00,-0.00026441608221716706,124.9,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:14:00,-0.0018344716934421967,124.78,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:15:00,-0.009183569627410293,124.85,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:16:00,-0.012118467758142515,124.83,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:17:00,-0.022583375590699006,124.83,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:18:00,-0.03745638743919244,124.69,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:19:00,-0.04646054101640118,124.75,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:20:00,-0.05696429901483668,124.74,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:21:00,-0.07394388958486786,124.62,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:22:00,-0.09063970962441203,124.55,0,0.3300000000000125,0.3300000000000125,Hold
2025-05-20 16:23:00,-0.09338830870780157,124.54,0,0.3300000000000125,0.3300000000000125,Hold
