TimeStamp,final_pro_signal,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 16:53:00,-0.089,346.11,346.14,346.07,1206.0,0,-2.44,-2.44,Hold
2025-05-20 16:54:00,-0.087,346.54,346.6,346.51,2063.0,0,-2.44,-2.44,Hold
2025-05-20 16:55:00,-0.084,346.38,346.42,346.32,1586.0,0,-2.44,-2.44,Hold
2025-05-20 16:56:00,-0.084,346.01,346.07,346.01,1166.0,0,-2.44,-2.44,Hold
2025-05-20 16:57:00,-0.094,345.7,345.78,345.65,1936.0,0,-2.44,-2.44,Hold
2025-05-20 16:58:00,-0.10600000000000001,345.43,345.49,345.41,2268.0,0,-2.44,-2.44,Hold
2025-05-20 16:59:00,-0.117,345.29,345.32,345.25,1439.0,0,-2.44,-2.44,Hold
2025-05-20 17:00:00,-0.129,345.65,345.7,345.6,2947.0,0,-2.44,-2.44,Hold
2025-05-20 17:01:00,-0.133,345.42,345.47,345.38,1664.0,0,-2.44,-2.44,Hold
2025-05-20 17:02:00,-0.139,345.98,345.98,345.93,1791.0,0,-2.44,-2.44,Hold
2025-05-20 17:03:00,-0.137,345.96,345.99,345.93,1423.0,0,-2.44,-2.44,Hold
2025-05-20 17:04:00,-0.135,345.75,345.78,345.71,1165.0,0,-2.44,-2.44,Hold
2025-05-20 17:05:00,-0.137,345.45,345.49,345.4,1396.0,0,-2.44,-2.44,Hold
2025-05-20 17:06:00,-0.139,345.55,345.59,345.54,792.0,0,-2.44,-2.44,Hold
2025-05-20 17:07:00,-0.137,346.83,346.86,346.8,2360.0,0,-2.44,-2.44,Hold
2025-05-20 17:08:00,-0.123,346.7,346.74,346.66,3420.0,0,-2.44,-2.44,Hold
2025-05-20 17:09:00,-0.111,346.33,346.35,346.3,1403.0,0,-2.44,-2.44,Hold
2025-05-20 17:10:00,-0.10800000000000001,346.48,346.52,346.45,1324.0,0,-2.44,-2.44,Hold
2025-05-20 17:11:00,-0.1,346.51,346.52,346.45,1327.0,0,-2.44,-2.44,Hold
2025-05-20 17:12:00,-0.095,346.11,346.16,346.07,1594.0,0,-2.44,-2.44,Hold
2025-05-20 17:13:00,-0.098,345.57,345.67,345.57,1760.0,0,-2.44,-2.44,Hold
2025-05-20 17:14:00,-0.10400000000000001,345.64,345.67,345.59,1610.0,0,-2.44,-2.44,Hold
2025-05-20 17:15:00,-0.10600000000000001,345.87,345.91,345.83,2036.0,0,-2.44,-2.44,Hold
2025-05-20 17:16:00,-0.10800000000000001,345.99,346.03,345.96,992.0,0,-2.44,-2.44,Hold
2025-05-20 17:17:00,-0.10600000000000001,346.23,346.26,346.18,1228.0,0,-2.44,-2.44,Hold
2025-05-20 17:18:00,-0.10200000000000001,346.39,346.4,346.34,917.0,0,-2.44,-2.44,Hold
2025-05-20 17:19:00,-0.098,346.13,346.15,346.11,1235.0,0,-2.44,-2.44,Hold
2025-05-20 17:20:00,-0.098,345.75,345.81,345.7,1463.0,0,-2.44,-2.44,Hold
2025-05-20 17:21:00,-0.10400000000000001,346.37,346.39,346.32,1115.0,0,-2.44,-2.44,Hold
2025-05-20 17:22:00,-0.097,346.08,346.12,346.03,1173.0,0,-2.44,-2.44,Hold
2025-05-20 17:23:00,-0.098,345.75,345.79,345.71,1004.0,0,-2.44,-2.44,Hold
2025-05-20 17:24:00,-0.10200000000000001,345.66,345.7,345.65,875.0,0,-2.44,-2.44,Hold
2025-05-20 17:25:00,-0.10700000000000001,345.8,345.88,345.8,1081.0,0,-2.44,-2.44,Hold
2025-05-20 17:26:00,-0.10800000000000001,346.29,346.3,346.24,1305.0,0,-2.44,-2.44,Hold
2025-05-20 17:27:00,-0.101,346.11,346.15,346.08,744.0,0,-2.44,-2.44,Hold
2025-05-20 17:28:00,-0.101,345.85,345.87,345.81,1016.0,0,-2.44,-2.44,Hold
2025-05-20 17:29:00,-0.10400000000000001,346.2,346.26,346.15,1252.0,0,-2.44,-2.44,Hold
2025-05-20 17:30:00,-0.097,346.39,346.46,346.37,2332.0,0,-2.44,-2.44,Hold
2025-05-20 17:31:00,-0.091,346.8,346.83,346.8,2414.0,0,-2.44,-2.44,Hold
2025-05-20 17:32:00,-0.082,346.59,346.63,346.55,2193.0,0,-2.44,-2.44,Hold
2025-05-20 17:33:00,-0.08,346.24,346.31,346.22,2133.0,0,-2.44,-2.44,Hold
2025-05-20 17:34:00,-0.08,346.35,346.39,346.3,1093.0,0,-2.44,-2.44,Hold
2025-05-20 17:35:00,-0.079,346.4,346.44,346.37,629.0,0,-2.44,-2.44,Hold
2025-05-20 17:36:00,-0.077,346.22,346.26,346.18,778.0,0,-2.44,-2.44,Hold
2025-05-20 17:37:00,-0.077,346.49,346.49,346.4,1597.0,0,-2.44,-2.44,Hold
2025-05-20 17:38:00,-0.07,346.84,346.92,346.82,3602.0,0,-2.44,-2.44,Hold
2025-05-20 17:39:00,-0.056,347.34,347.37,347.31,4705.0,0,-2.44,-2.44,Hold
2025-05-20 17:40:00,-0.042,347.58,347.67,347.57,3125.0,0,-2.44,-2.44,Hold
2025-05-20 17:41:00,-0.030000000000000002,347.41,347.41,347.33,2128.0,0,-2.44,-2.44,Hold
2025-05-20 17:42:00,-0.018000000000000002,347.84,347.9,347.83,4183.0,0,-2.44,-2.44,Hold
2025-05-20 17:43:00,-0.0040000000000000036,347.89,347.91,347.86,2871.0,0,-2.44,-2.44,Hold
2025-05-20 17:44:00,0.0049999999999999975,347.63,347.67,347.63,2245.0,1,-350.11,-2.48,Buy
2025-05-20 17:45:00,0.009999999999999995,347.39,347.45,347.38,2171.0,1,-350.11,-2.73,Hold
2025-05-20 17:46:00,0.011999999999999997,347.4,347.44,347.36,1543.0,1,-350.11,-2.75,Hold
2025-05-20 17:47:00,0.013999999999999999,347.7,347.76,347.72,2484.0,1,-350.11,-2.39,Hold
2025-05-20 17:48:00,0.020000000000000004,348.36,348.4,348.32,3961.0,1,-350.11,-1.79,Hold
2025-05-20 17:49:00,0.027999999999999997,348.31,348.34,348.29,1789.0,1,-350.11,-1.82,Hold
2025-05-20 17:50:00,0.03799999999999999,348.37,348.43,348.37,2673.0,1,-350.11,-1.74,Hold
2025-05-20 17:51:00,0.051000000000000004,348.94,349.0,348.94,4674.0,1,-350.11,-1.17,Hold
2025-05-20 17:52:00,0.065,349.04,349.06,349.01,3650.0,1,-350.11,-1.1,Hold
2025-05-20 17:53:00,0.075,348.86,348.91,348.83,2016.0,1,-350.11,-1.28,Hold
2025-05-20 17:54:00,0.081,349.22,349.22,349.18,2529.0,1,-350.11,-0.93,Hold
2025-05-20 17:55:00,0.09699999999999999,349.6,349.65,349.61,4598.0,1,-350.11,-0.5,Hold
2025-05-20 17:56:00,0.115,349.86,349.94,349.87,5797.0,1,-350.11,-0.24,Hold
2025-05-20 17:57:00,0.12100000000000001,349.8,349.84,349.76,3376.0,1,-350.11,-0.35,Hold
2025-05-20 17:58:00,0.126,349.31,349.32,349.25,3569.0,1,-350.11,-0.86,Hold
2025-05-20 17:59:00,0.12000000000000001,349.17,349.23,349.12,3038.0,1,-350.11,-0.99,Hold
2025-05-20 18:00:00,0.116,349.01,349.04,349.0,2034.0,1,-350.11,-1.11,Hold
2025-05-20 18:01:00,0.10099999999999999,348.76,348.79,348.73,3550.0,1,-350.11,-1.38,Hold
2025-05-20 18:02:00,0.09299999999999999,348.79,348.85,348.8,2250.0,1,-350.11,-1.31,Hold
2025-05-20 18:03:00,0.09000000000000001,348.85,348.88,348.8,2577.0,1,-350.11,-1.31,Hold
2025-05-20 18:04:00,0.078,348.75,348.8,348.7,1584.0,1,-350.11,-1.41,Hold
2025-05-20 18:05:00,0.06999999999999999,348.1,348.1,348.0,2263.0,1,-350.11,-2.11,Hold
2025-05-20 18:06:00,0.05499999999999999,348.11,348.18,348.11,1920.0,1,-350.11,-2.0,Hold
2025-05-20 18:07:00,0.041999999999999996,348.12,348.14,348.07,1208.0,1,-350.11,-2.04,Hold
2025-05-20 18:08:00,0.031,347.95,348.05,347.95,1631.0,1,-350.11,-2.16,Hold
2025-05-20 18:09:00,0.013999999999999999,348.16,348.22,348.16,1659.0,1,-350.11,-1.95,Hold
2025-05-20 18:10:00,0.005999999999999998,347.67,347.74,347.67,1925.0,1,-350.11,-2.44,Hold
2025-05-20 18:11:00,-0.008,347.77,347.82,347.76,1897.0,0,-2.35,-2.35,Sell
2025-05-20 18:12:00,-0.019000000000000003,347.5,347.5,347.43,1521.0,0,-2.35,-2.35,Hold
2025-05-20 18:13:00,-0.036000000000000004,347.85,347.86,347.83,1863.0,0,-2.35,-2.35,Hold
2025-05-20 18:14:00,-0.042,347.86,347.89,347.82,1409.0,0,-2.35,-2.35,Hold
2025-05-20 18:15:00,-0.048,347.89,347.97,347.86,1413.0,0,-2.35,-2.35,Hold
2025-05-20 18:16:00,-0.053000000000000005,347.94,347.95,347.89,1206.0,0,-2.35,-2.35,Hold
2025-05-20 18:17:00,-0.060000000000000005,348.22,348.25,348.18,1547.0,0,-2.35,-2.35,Hold
2025-05-20 18:18:00,-0.062,348.7,348.73,348.66,2726.0,0,-2.35,-2.35,Hold
2025-05-20 18:19:00,-0.058,348.64,348.7,348.64,1208.0,0,-2.35,-2.35,Hold
2025-05-20 18:20:00,-0.056,348.88,348.89,348.83,1494.0,0,-2.35,-2.35,Hold
2025-05-20 18:21:00,-0.05,348.68,348.74,348.65,1341.0,0,-2.35,-2.35,Hold
2025-05-20 18:22:00,-0.048,348.68,348.7,348.62,915.0,0,-2.35,-2.35,Hold
2025-05-20 18:23:00,-0.048,348.63,348.65,348.6,959.0,0,-2.35,-2.35,Hold
2025-05-20 18:24:00,-0.049,348.46,348.54,348.47,1465.0,0,-2.35,-2.35,Hold
2025-05-20 18:25:00,-0.053000000000000005,348.49,348.55,348.49,1729.0,0,-2.35,-2.35,Hold
2025-05-20 18:26:00,-0.060000000000000005,349.08,349.09,348.99,1614.0,0,-2.35,-2.35,Hold
2025-05-20 18:27:00,-0.052000000000000005,349.7,349.73,349.68,4951.0,0,-2.35,-2.35,Hold
2025-05-20 18:28:00,-0.035,349.74,349.74,349.61,4684.0,0,-2.35,-2.35,Hold
2025-05-20 18:29:00,-0.022000000000000002,349.29,349.33,349.26,2343.0,0,-2.35,-2.35,Hold
2025-05-20 18:30:00,-0.022000000000000002,349.73,349.73,349.65,1893.0,0,-2.35,-2.35,Hold
2025-05-20 18:31:00,-0.017,349.69,349.75,349.67,1886.0,0,-2.35,-2.35,Hold
2025-05-20 18:32:00,0.003999999999999997,349.74,349.76,349.68,16767.0,1,-352.11,-2.43,Buy
2025-05-20 18:33:00,0.008999999999999994,350.37,350.4,350.37,1873.0,1,-352.11,-1.74,Hold
2025-05-20 18:34:00,0.021999999999999992,349.83,349.86,349.8,3863.0,1,-352.11,-2.31,Hold
2025-05-20 18:35:00,0.022999999999999993,350.03,350.03,349.96,2017.0,1,-352.11,-2.15,Hold
2025-05-20 18:36:00,0.022999999999999993,349.92,349.94,349.85,1996.0,1,-352.11,-2.26,Hold
2025-05-20 18:37:00,0.021999999999999992,349.99,350.05,349.99,1592.0,1,-352.11,-2.12,Hold
2025-05-20 18:38:00,0.027999999999999997,350.21,350.24,350.18,3971.0,1,-352.11,-1.93,Hold
2025-05-20 18:39:00,0.031,349.88,349.93,349.85,1834.0,1,-352.11,-2.26,Hold
2025-05-20 18:40:00,0.028999999999999998,349.98,350.0,349.97,1808.0,1,-352.11,-2.14,Hold
2025-05-20 18:41:00,0.025999999999999995,349.81,349.85,349.79,1741.0,1,-352.11,-2.32,Hold
2025-05-20 18:42:00,0.021999999999999992,350.0,350.06,349.98,1626.0,1,-352.11,-2.13,Hold
2025-05-20 18:43:00,0.020000000000000004,349.91,349.97,349.9,1364.0,1,-352.11,-2.21,Hold
2025-05-20 18:44:00,0.016,350.57,350.64,350.56,2095.0,1,-352.11,-1.55,Hold
2025-05-20 18:45:00,0.034,351.16,351.19,351.13,7443.0,1,-352.11,-0.98,Hold
2025-05-20 18:46:00,0.043,350.97,351.0,350.94,2956.0,1,-352.11,-1.17,Hold
2025-05-20 18:47:00,0.05,351.18,351.24,351.18,2684.0,1,-352.11,-0.93,Hold
2025-05-20 18:48:00,0.059,351.3,351.33,351.29,2800.0,1,-352.11,-0.82,Hold
2025-05-20 18:49:00,0.073,351.58,351.66,351.57,3998.0,1,-352.11,-0.54,Hold
2025-05-20 18:50:00,0.083,351.66,351.7,351.65,2941.0,1,-352.11,-0.46,Hold
2025-05-20 18:51:00,0.08900000000000001,351.61,351.63,351.56,2787.0,1,-352.11,-0.55,Hold
2025-05-20 18:52:00,0.09199999999999998,351.48,351.49,351.46,1728.0,1,-352.11,-0.65,Hold
2025-05-20 18:53:00,0.09299999999999999,351.35,351.41,351.34,1710.0,1,-352.11,-0.77,Hold
2025-05-20 18:54:00,0.09000000000000001,351.14,351.17,351.13,1971.0,1,-352.11,-0.98,Hold
2025-05-20 18:55:00,0.08600000000000001,351.33,351.4,351.32,1664.0,1,-352.11,-0.79,Hold
2025-05-20 18:56:00,0.08,351.03,351.03,350.95,2327.0,1,-352.11,-1.16,Hold
2025-05-20 18:57:00,0.06899999999999999,350.83,350.86,350.81,2102.0,1,-352.11,-1.3,Hold
2025-05-20 18:58:00,0.057999999999999996,350.8,350.83,350.77,1754.0,1,-352.11,-1.34,Hold
2025-05-20 18:59:00,0.05,350.8,350.81,350.78,1274.0,1,-352.11,-1.33,Hold
2025-05-20 19:00:00,0.03599999999999999,350.72,350.75,350.69,1462.0,1,-352.11,-1.42,Hold
2025-05-20 19:01:00,0.027999999999999997,351.1,351.11,351.03,2736.0,1,-352.11,-1.08,Hold
2025-05-20 19:02:00,0.027999999999999997,350.83,350.88,350.79,1357.0,1,-352.11,-1.32,Hold
2025-05-20 19:03:00,0.019000000000000003,350.84,350.89,350.79,1192.0,1,-352.11,-1.32,Hold
2025-05-20 19:04:00,0.010999999999999996,350.6,350.64,350.56,1268.0,1,-352.11,-1.55,Hold
2025-05-20 19:05:00,0.000999999999999994,350.77,350.78,350.72,1505.0,1,-352.11,-1.39,Hold
2025-05-20 19:06:00,-0.0020000000000000018,350.95,351.0,350.9,1991.0,0,-1.21,-1.21,Sell
2025-05-20 19:07:00,-0.0020000000000000018,351.5,351.55,351.45,3433.0,0,-1.21,-1.21,Hold
2025-05-20 19:08:00,0.0029999999999999957,351.79,351.8,351.74,2372.0,1,-353.01,-1.27,Buy
2025-05-20 19:09:00,0.015,352.08,352.1,352.05,4769.0,1,-353.01,-0.96,Hold
2025-05-20 19:10:00,0.022999999999999993,351.86,351.91,351.81,2134.0,1,-353.01,-1.2,Hold
2025-05-20 19:11:00,0.022999999999999993,351.48,351.48,351.43,1943.0,1,-353.01,-1.58,Hold
2025-05-20 19:12:00,0.022999999999999993,351.61,351.67,351.6,2616.0,1,-353.01,-1.41,Hold
2025-05-20 19:13:00,0.013999999999999999,350.9,350.9,350.85,3134.0,1,-353.01,-2.16,Hold
2025-05-20 19:14:00,0.0,351.14,351.2,351.08,1717.0,1,-353.01,-1.93,Hold
2025-05-20 19:15:00,-0.008,351.1,351.13,351.05,1128.0,0,-1.96,-1.96,Sell
2025-05-20 19:16:00,-0.016,351.01,351.09,351.01,903.0,0,-1.96,-1.96,Hold
2025-05-20 19:17:00,-0.025,351.06,351.09,351.06,838.0,0,-1.96,-1.96,Hold
2025-05-20 19:18:00,-0.027000000000000003,351.08,351.11,351.04,1234.0,0,-1.96,-1.96,Hold
2025-05-20 19:19:00,-0.041,350.99,351.03,350.92,2312.0,0,-1.96,-1.96,Hold
2025-05-20 19:20:00,-0.051000000000000004,350.8,350.84,350.77,1471.0,0,-1.96,-1.96,Hold
2025-05-20 19:21:00,-0.060000000000000005,350.27,350.31,350.22,1955.0,0,-1.96,-1.96,Hold
2025-05-20 19:22:00,-0.081,350.7,350.72,350.67,1372.0,0,-1.96,-1.96,Hold
2025-05-20 19:23:00,-0.087,350.51,350.58,350.51,793.0,0,-1.96,-1.96,Hold
2025-05-20 19:24:00,-0.096,350.46,350.5,350.42,694.0,0,-1.96,-1.96,Hold
2025-05-20 19:25:00,-0.10200000000000001,350.34,350.4,350.34,1064.0,0,-1.96,-1.96,Hold
2025-05-20 19:26:00,-0.117,350.67,350.7,350.63,1303.0,0,-1.96,-1.96,Hold
2025-05-20 19:27:00,-0.116,350.73,350.75,350.7,1558.0,0,-1.96,-1.96,Hold
2025-05-20 19:28:00,-0.11800000000000001,350.79,350.8,350.7,892.0,0,-1.96,-1.96,Hold
2025-05-20 19:29:00,-0.121,350.39,350.45,350.35,1241.0,0,-1.96,-1.96,Hold
2025-05-20 19:30:00,-0.129,350.58,350.6,350.53,1111.0,0,-1.96,-1.96,Hold
2025-05-20 19:31:00,-0.133,350.56,350.55,350.44,862.0,0,-1.96,-1.96,Hold
2025-05-20 19:32:00,-0.135,350.21,350.24,350.12,1026.0,0,-1.96,-1.96,Hold
2025-05-20 19:33:00,-0.14900000000000002,349.68,349.72,349.64,3486.0,0,-1.96,-1.96,Hold
2025-05-20 19:34:00,-0.16799999999999998,349.24,349.3,349.24,2571.0,0,-1.96,-1.96,Hold
2025-05-20 19:35:00,-0.18,349.26,349.31,349.2,2249.0,0,-1.96,-1.96,Hold
2025-05-20 19:36:00,-0.192,349.65,349.65,349.6,2253.0,0,-1.96,-1.96,Hold
2025-05-20 19:37:00,-0.197,349.61,349.65,349.58,1718.0,0,-1.96,-1.96,Hold
2025-05-20 19:38:00,-0.203,350.11,350.17,350.11,1467.0,0,-1.96,-1.96,Hold
2025-05-20 19:39:00,-0.196,349.72,349.79,349.72,1839.0,0,-1.96,-1.96,Hold
2025-05-20 19:40:00,-0.2,349.8,349.84,349.75,1144.0,0,-1.96,-1.96,Hold
2025-05-20 19:41:00,-0.199,349.99,350.0,349.93,1030.0,0,-1.96,-1.96,Hold
2025-05-20 19:42:00,-0.195,349.8,349.84,349.77,1226.0,0,-1.96,-1.96,Hold
2025-05-20 19:43:00,-0.198,349.98,349.98,349.93,877.0,0,-1.96,-1.96,Hold
2025-05-20 19:44:00,-0.195,349.91,349.94,349.88,631.0,0,-1.96,-1.96,Hold
2025-05-20 19:45:00,-0.193,350.2,350.21,350.18,1173.0,0,-1.96,-1.96,Hold
2025-05-20 19:46:00,-0.185,350.33,350.33,350.29,1762.0,0,-1.96,-1.96,Hold
2025-05-20 19:47:00,-0.177,350.15,350.17,350.12,1081.0,0,-1.96,-1.96,Hold
2025-05-20 19:48:00,-0.172,350.31,350.34,350.25,1483.0,0,-1.96,-1.96,Hold
2025-05-20 19:49:00,-0.167,350.26,350.29,350.24,1117.0,0,-1.96,-1.96,Hold
2025-05-20 19:50:00,-0.164,350.0,350.05,349.97,1517.0,0,-1.96,-1.96,Hold
2025-05-20 19:51:00,-0.165,350.18,350.25,350.18,1106.0,0,-1.96,-1.96,Hold
2025-05-20 19:52:00,-0.162,350.44,350.47,350.41,1382.0,0,-1.96,-1.96,Hold
2025-05-20 19:53:00,-0.153,350.54,350.58,350.54,1822.0,0,-1.96,-1.96,Hold
2025-05-20 19:54:00,-0.14600000000000002,351.05,351.07,351.04,1814.0,0,-1.96,-1.96,Hold
