TimeStamp,bb_feature,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 15:30:00,0.425,70.76,70.77,70.76,4812.0,1,-70.77,-0.01,Buy
2025-05-20 15:31:00,0.511,70.67,70.67,70.66,2854.0,1,-70.77,-0.11,Hold
2025-05-20 15:32:00,0.529,70.65,70.65,70.64,3062.0,1,-70.77,-0.13,Hold
2025-05-20 15:33:00,0.416,70.76,70.76,70.75,2594.0,1,-70.77,-0.02,Hold
2025-05-20 15:34:00,0.554,70.62,70.63,70.62,2018.0,1,-70.77,-0.15,Hold
2025-05-20 15:35:00,0.593,70.58,70.59,70.58,3444.0,1,-70.77,-0.19,Hold
2025-05-20 15:36:00,0.642,70.53,70.54,70.53,2430.0,1,-70.77,-0.24,Hold
2025-05-20 15:37:00,0.658,70.51,70.51,70.5,3278.0,1,-70.77,-0.27,Hold
2025-05-20 15:38:00,0.431,70.73,70.74,70.73,3599.0,1,-70.77,-0.04,Hold
2025-05-20 15:39:00,0.436,70.72,70.72,70.71,3476.0,1,-70.77,-0.06,Hold
2025-05-20 15:40:00,0.595,70.56,70.57,70.56,2969.0,1,-70.77,-0.21,Hold
2025-05-20 15:41:00,0.623,70.53,70.54,70.53,3775.0,1,-70.77,-0.24,Hold
2025-05-20 15:42:00,0.508,70.64,70.64,70.63,2202.0,1,-70.77,-0.14,Hold
2025-05-20 15:43:00,0.511,70.63,70.63,70.62,1362.0,1,-70.77,-0.15,Hold
2025-05-20 15:44:00,0.566,70.57,70.58,70.57,1128.0,1,-70.77,-0.2,Hold
2025-05-20 15:45:00,0.549,70.58,70.59,70.58,1974.0,1,-70.77,-0.19,Hold
2025-05-20 15:46:00,0.687,70.44,70.45,70.44,1955.0,1,-70.77,-0.33,Hold
2025-05-20 15:47:00,1.066,70.08,70.08,70.07,5864.0,1,-70.77,-0.7,Hold
2025-05-20 15:48:00,0.877,70.27,70.27,70.26,3347.0,1,-70.77,-0.51,Hold
2025-05-20 15:49:00,0.995,70.16,70.17,70.16,2323.0,1,-70.77,-0.61,Hold
2025-05-20 15:50:00,1.058,70.11,70.12,70.11,2009.0,1,-70.77,-0.66,Hold
2025-05-20 15:51:00,0.939,70.23,70.23,70.22,5591.0,1,-70.77,-0.55,Hold
2025-05-20 15:52:00,0.562,70.6,70.6,70.59,4918.0,1,-70.77,-0.18,Hold
2025-05-20 15:53:00,0.456,70.7,70.7,70.69,3764.0,1,-70.77,-0.08,Hold
2025-05-20 15:54:00,0.5,70.65,70.67,70.66,2294.0,1,-70.77,-0.11,Hold
2025-05-20 15:55:00,0.605,70.54,70.56,70.55,1697.0,1,-70.77,-0.22,Hold
2025-05-20 15:56:00,0.621,70.52,70.54,70.53,2914.0,1,-70.77,-0.24,Hold
2025-05-20 15:57:00,0.678,70.46,70.46,70.45,1418.0,1,-70.77,-0.32,Hold
2025-05-20 15:58:00,0.85,70.29,70.29,70.28,1774.0,1,-70.77,-0.49,Hold
2025-05-20 15:59:00,0.738,70.4,70.41,70.4,2141.0,1,-70.77,-0.37,Hold
2025-05-20 16:00:00,0.766,70.37,70.39,70.38,2464.0,1,-70.77,-0.39,Hold
2025-05-20 16:01:00,0.785,70.35,70.33,70.32,2343.0,1,-70.77,-0.45,Hold
2025-05-20 16:02:00,0.773,70.36,70.37,70.36,2414.0,1,-70.77,-0.41,Hold
2025-05-20 16:03:00,0.711,70.42,70.44,70.43,1607.0,1,-70.77,-0.34,Hold
2025-05-20 16:04:00,0.677,70.45,70.45,70.44,1558.0,1,-70.77,-0.33,Hold
2025-05-20 16:05:00,0.615,70.51,70.52,70.51,1749.0,1,-70.77,-0.26,Hold
2025-05-20 16:06:00,0.695,70.43,70.44,70.43,1614.0,1,-70.77,-0.34,Hold
2025-05-20 16:07:00,0.838,70.29,70.3,70.29,2821.0,1,-70.77,-0.48,Hold
2025-05-20 16:08:00,0.883,70.25,70.25,70.24,1913.0,1,-70.77,-0.53,Hold
2025-05-20 16:09:00,1.011,70.13,70.14,70.13,2203.0,1,-70.77,-0.64,Hold
2025-05-20 16:10:00,0.873,70.27,70.27,70.26,2498.0,1,-70.77,-0.51,Hold
2025-05-20 16:11:00,0.926,70.22,70.24,70.23,1541.0,1,-70.77,-0.54,Hold
2025-05-20 16:12:00,0.826,70.32,70.34,70.33,689.0,1,-70.77,-0.44,Hold
2025-05-20 16:13:00,0.815,70.33,70.34,70.33,1969.0,1,-70.77,-0.44,Hold
2025-05-20 16:14:00,0.846,70.3,70.31,70.3,900.0,1,-70.77,-0.47,Hold
2025-05-20 16:15:00,0.702,70.44,70.44,70.43,1258.0,1,-70.77,-0.34,Hold
2025-05-20 16:16:00,0.781,70.36,70.37,70.36,1492.0,1,-70.77,-0.41,Hold
2025-05-20 16:17:00,0.687,70.45,70.46,70.45,1321.0,1,-70.77,-0.32,Hold
2025-05-20 16:18:00,0.592,70.54,70.56,70.55,2395.0,1,-70.77,-0.22,Hold
2025-05-20 16:19:00,0.618,70.51,70.52,70.51,1381.0,1,-70.77,-0.26,Hold
2025-05-20 16:20:00,0.504,70.62,70.62,70.61,1292.0,1,-70.77,-0.16,Hold
2025-05-20 16:21:00,0.56,70.56,70.56,70.55,2902.0,1,-70.77,-0.22,Hold
2025-05-20 16:22:00,0.508,70.61,70.61,70.6,847.0,1,-70.77,-0.17,Hold
2025-05-20 16:23:00,0.585,70.53,70.55,70.54,1333.0,1,-70.77,-0.23,Hold
2025-05-20 16:24:00,0.682,70.43,70.44,70.44,1565.0,1,-70.77,-0.33,Hold
2025-05-20 16:25:00,0.619,70.49,70.49,70.48,1074.0,1,-70.77,-0.29,Hold
2025-05-20 16:26:00,0.495,70.61,70.61,70.6,1123.0,1,-70.77,-0.17,Hold
2025-05-20 16:27:00,0.582,70.52,70.53,70.52,1266.0,1,-70.77,-0.25,Hold
2025-05-20 16:28:00,0.748,70.35,70.36,70.35,2828.0,1,-70.77,-0.42,Hold
2025-05-20 16:29:00,0.714,70.38,70.38,70.37,1003.0,1,-70.77,-0.4,Hold
2025-05-20 16:30:00,0.678,70.41,70.42,70.41,917.0,1,-70.77,-0.36,Hold
2025-05-20 16:31:00,0.61,70.47,70.47,70.46,1028.0,1,-70.77,-0.31,Hold
2025-05-20 16:32:00,0.743,70.33,70.33,70.32,1549.0,1,-70.77,-0.45,Hold
2025-05-20 16:33:00,0.633,70.43,70.43,70.42,1146.0,1,-70.77,-0.35,Hold
2025-05-20 16:34:00,0.592,70.46,70.47,70.46,834.0,1,-70.77,-0.31,Hold
2025-05-20 16:35:00,0.52,70.52,70.53,70.52,1470.0,1,-70.77,-0.25,Hold
2025-05-20 16:36:00,0.568,70.46,70.47,70.46,947.0,1,-70.77,-0.31,Hold
2025-05-20 16:37:00,0.448,70.57,70.57,70.56,800.0,1,-70.77,-0.21,Hold
2025-05-20 16:38:00,0.32,70.69,70.7,70.69,2411.0,1,-70.77,-0.08,Hold
2025-05-20 16:39:00,0.165,70.84,70.84,70.83,5253.0,1,-70.77,0.06,Hold
2025-05-20 16:40:00,0.142,70.86,70.87,70.86,2287.0,1,-70.77,0.09,Hold
2025-05-20 16:41:00,0.188,70.81,70.81,70.8,1508.0,1,-70.77,0.03,Hold
2025-05-20 16:42:00,0.176,70.82,70.82,70.81,1022.0,1,-70.77,0.04,Hold
2025-05-20 16:43:00,0.201,70.79,70.8,70.79,793.0,1,-70.77,0.02,Hold
2025-05-20 16:44:00,0.07,70.92,70.93,70.92,2032.0,1,-70.77,0.15,Hold
2025-05-20 16:45:00,0.09,70.9,70.92,70.91,2321.0,1,-70.77,0.14,Hold
2025-05-20 16:46:00,0.115,70.87,70.88,70.87,1283.0,1,-70.77,0.1,Hold
2025-05-20 16:47:00,0.12,70.86,70.87,70.86,561.0,1,-70.77,0.09,Hold
2025-05-20 16:48:00,0.049,70.93,70.94,70.93,1192.0,1,-70.77,0.16,Hold
2025-05-20 16:49:00,0.068,70.91,70.92,70.91,1140.0,1,-70.77,0.14,Hold
2025-05-20 16:50:00,0.083,70.89,70.89,70.88,1076.0,1,-70.77,0.11,Hold
2025-05-20 16:51:00,0.213,70.75,70.76,70.75,2534.0,1,-70.77,-0.02,Hold
2025-05-20 16:52:00,0.136,70.82,70.82,70.81,1344.0,1,-70.77,0.04,Hold
2025-05-20 16:53:00,0.125,70.83,70.84,70.83,726.0,1,-70.77,0.06,Hold
2025-05-20 16:54:00,0.119,70.84,70.85,70.84,863.0,1,-70.77,0.07,Hold
2025-05-20 16:55:00,0.101,70.86,70.86,70.85,986.0,1,-70.77,0.08,Hold
2025-05-20 16:56:00,0.181,70.78,70.78,70.77,555.0,1,-70.77,0.0,Hold
2025-05-20 16:57:00,0.313,70.65,70.66,70.65,2695.0,1,-70.77,-0.12,Hold
2025-05-20 16:58:00,0.403,70.56,70.56,70.55,2813.0,1,-70.77,-0.22,Hold
2025-05-20 16:59:00,0.472,70.49,70.5,70.49,1511.0,1,-70.77,-0.28,Hold
2025-05-20 17:00:00,0.457,70.5,70.5,70.49,4383.0,1,-70.77,-0.28,Hold
2025-05-20 17:01:00,0.454,70.5,70.5,70.49,1861.0,1,-70.77,-0.28,Hold
2025-05-20 17:02:00,0.363,70.59,70.59,70.58,1146.0,1,-70.77,-0.19,Hold
