,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,open,high,low,close,volume,ask,bid,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-03-12 14:04:00,222.15,222.48,222.15,222.26,16559,222.3267,222.1933,221.6869,221.7952,221.5818,221.7135,7035.0,221.78,221.647,0.0,0.02054000000000087,0.0,0.007442082913644676,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:05:00,222.33,222.33,222.15,222.3,16337,222.3667,222.2333,221.7397,221.844,221.6288,221.7647,7576.0,221.8312,221.6982,0.0,0.006739999999999779,0.0,0.002442046681497631,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:06:00,222.3,222.33,221.97,222.02,12854,222.0866,221.9534,221.7956,221.8928,221.6706,221.7959,8048.0,221.8624,221.7293,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:07:00,222.0,222.06,221.6,221.98,10197,222.0466,221.9134,221.825,221.914,221.6824,221.8182,8149.0,221.8848,221.7517,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:08:00,221.99,221.99,221.5,221.6233,12856,221.6898,221.5568,221.8497,221.9346,221.6829,221.8196,8624.0,221.8862,221.7531,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:09:00,221.55,221.79,221.4,221.47,17641,221.5364,221.4036,221.8468,221.9458,221.6806,221.8137,9445.0,221.8803,221.7472,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:10:00,221.61,221.61,221.39,221.54,9627,221.6065,221.4735,221.8492,221.9464,221.6765,221.8131,9763.0,221.8797,221.7466,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:11:00,221.55,221.6,221.45,221.56,4800,221.6265,221.4935,221.8492,221.944,221.6735,221.8084,9864.0,221.875,221.7419,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:12:00,221.54,221.6,221.29,221.42,8607,221.4864,221.3536,221.8457,221.944,221.6588,221.8008,10191.0,221.8673,221.7342,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:13:00,221.41,221.52,221.31,221.47,3558,221.5364,221.4036,221.8368,221.9369,221.6441,221.7908,10215.0,221.8573,221.7243,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:14:00,221.44,221.5,221.43,221.48,3683,221.5464,221.4136,221.8233,221.9158,221.6371,221.7826,10071.0,221.8491,221.716,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:15:00,221.46,221.48,221.28,221.33,9023,221.3964,221.2636,221.8005,221.8941,221.6212,221.762,10348.0,221.8285,221.6954,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:16:00,221.28,221.47,221.21,221.35,4093,221.4164,221.2836,221.777,221.8776,221.5982,221.7402,10292.0,221.8067,221.6737,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:17:00,221.33,221.46,221.25,221.43,4597,221.4964,221.3636,221.7518,221.8453,221.5729,221.7184,9834.0,221.7849,221.6519,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:18:00,221.44,221.47,221.33,221.35,3137,221.4164,221.2836,221.7259,221.8141,221.5571,221.6802,9495.0,221.7467,221.6137,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:19:00,221.38,221.43,221.29,221.32,4984,221.3864,221.2536,221.6912,221.78,221.5247,221.6425,9070.0,221.709,221.5761,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:20:00,221.32,221.47,221.3,221.469,3601,221.5354,221.4026,221.6518,221.7406,221.4882,221.6101,8597.0,221.6766,221.5437,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:21:00,221.44,221.47,221.35,221.41,3481,221.4764,221.3436,221.61,221.6812,221.4412,221.5601,7828.0,221.6266,221.4937,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:22:00,221.41,221.47,221.33,221.41,3934,221.4764,221.3436,221.5559,221.6306,221.3929,221.5078,7098.0,221.5742,221.4413,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:23:00,221.3501,221.43,221.32,221.32,4363,221.3864,221.2536,221.5,221.5776,221.3547,221.4666,6599.0,221.533,221.4002,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:24:00,221.37,221.38,221.16,221.2491,6234,221.3155,221.1827,221.4629,221.5376,221.3288,221.4236,6366.0,221.49,221.3572,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:25:00,221.23,221.23,220.47,220.91,39986,220.9763,220.8437,221.4182,221.4929,221.2682,221.3817,7962.0,221.4481,221.3152,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:26:00,220.91,221.32,220.58,221.2,23109,221.2664,221.1336,221.3806,221.4653,221.22,221.3658,8283.0,221.4322,221.2994,4.665778546046146e-05,9.331557092092291e-06,1.3763358542909087e-05,3.38102344658018e-06,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:27:00,221.03,221.47,220.7,220.95,28143,221.0163,220.8837,221.3465,221.4571,221.1794,221.3311,9373.0,221.3975,221.2647,0.0010628928031997077,0.00022191011773203383,0.00031353770005891315,8.04027991985578e-05,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:28:00,220.9,220.9,220.2,220.4402,58638,220.5063,220.3741,221.3082,221.4159,221.1059,221.2652,12539.0,221.3316,221.1988,0.007043137735125786,0.001630537664757191,0.0020776217507745835,0.0005907787972221552,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:29:00,220.44,220.44,220.0422,220.13,25477,220.196,220.064,221.2435,221.3476,221.0325,221.1893,13532.0,221.2557,221.123,0.029869509101639075,0.007604439485085006,0.008811064631752005,0.0027552516630863504,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-03-12 14:30:00,220.14,220.5,219.27,219.845,1381295,219.911,219.779,220.14,220.5,219.27,219.845,1381295.0,219.911,219.779,0.6200187311044113,0.13160818570596727,0.18289638085675985,0.04768447079542906,1,1,-219.911,-0.132,Buy,1,-0.132,-0.132,0.0
2025-03-12 14:31:00,219.7601,220.33,219.56,219.66,294749,219.7259,219.5941,219.7601,220.33,219.56,219.66,294749.0,219.7259,219.5941,1.7099999999999966,0.47359885414887454,0.5044247787610647,0.17159503117735572,0,1,-219.911,-0.317,Hold,0,-0.317,-0.317,0.0
2025-03-12 14:32:00,219.6,220.245,219.6,219.97,325246,220.036,219.904,219.6,220.245,219.6,219.97,325246.0,220.036,219.904,1.3999999999999944,0.7533862755882333,0.41297935103244976,0.2729680199089266,0,1,-219.911,-0.007,Hold,0,-0.007,-0.007,0.0
