,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,open,high,low,close,volume,ask,bid,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-03-12 14:33:00,219.97,220.5,219.97,220.165,388737,220.231,220.099,219.97,220.5,219.97,220.165,388737.0,220.231,220.099,1.2050000000000012,0.9929776480412086,0.3554572271386461,0.3597771172404207,0,1,-219.911,0.188,Hold,0,0.188,0.188,0.0
2025-03-12 14:34:00,220.18,221.3,220.13,220.4365,523188,220.5026,220.3704,220.18,221.3,220.13,220.4365,523188.0,220.5026,220.3704,0.933499999999998,1.1737037462208801,0.2753687315634233,0.4252580620949751,0,1,-219.911,0.459,Hold,0,0.459,0.459,0.0
2025-03-12 14:35:00,220.39,221.12,220.34,220.4383,268672,220.5044,220.3722,220.39,221.12,220.34,220.4383,268672.0,220.5044,220.3722,0.9316999999999951,1.236039999999997,0.274837758112095,0.4478438249552557,0,1,-219.911,0.461,Hold,0,0.461,0.461,0.0
2025-03-12 14:36:00,220.44,220.74,220.09,220.74,246769,220.8062,220.6738,220.44,220.74,220.09,220.74,246769.0,220.8062,220.6738,0.6299999999999841,1.0200399999999945,0.18584070796459848,0.36958238827817685,0,1,-219.911,0.763,Hold,0,0.763,0.763,0.0
2025-03-12 14:37:00,220.7305,221.15,220.69,220.82,259651,220.8862,220.7538,220.7305,221.15,220.69,220.82,259651.0,220.8862,220.7538,0.55,0.8500399999999957,0.16224188790560592,0.3079877390415881,0,1,-219.911,0.843,Hold,0,0.843,0.843,0.0
2025-03-12 14:38:00,220.86,221.6,220.7201,221.57,274585,221.6365,221.5035,220.86,221.6,220.7201,221.57,274585.0,221.6365,221.5035,0.0,0.6090399999999955,0.0,0.22066826571207046,0,1,-219.911,1.593,Hold,0,1.593,1.593,0.0
2025-03-12 14:39:00,221.58,221.75,221.1993,221.425,280159,221.4914,221.3586,221.58,221.75,221.1993,221.425,280159.0,221.4914,221.3586,0.0,0.4223399999999959,0.0,0.15302284799165183,0,1,-219.911,1.448,Hold,0,1.448,1.448,0.0
2025-03-12 14:40:00,221.4141,221.58,220.94,221.255,276648,221.3214,221.1886,221.4141,221.58,220.94,221.255,276648.0,221.3214,221.1886,0.0,0.2359999999999968,0.0,0.08550786599902849,0,1,-219.911,1.278,Hold,0,1.278,1.278,0.0
2025-03-12 14:41:00,221.2703,221.5,220.99,221.488,154032,221.5544,221.4216,221.2703,221.5,220.99,221.488,154032.0,221.5544,221.4216,0.0,0.10999999999999996,0.0,0.03985536127073414,0,1,-219.911,1.511,Hold,0,1.511,1.511,0.0
2025-03-12 14:42:00,221.49,221.56,220.99,221.09,266568,221.1563,221.0237,221.49,221.56,220.99,221.09,266568.0,221.1563,221.0237,0.000541989713113489,0.0001083979426226534,0.00015987897141990945,3.927490149300149e-05,-1,0,1.113,1.113,Sell,-1,1.113,1.113,0.0
2025-03-12 14:43:00,221.12,221.19,220.5417,220.59,223169,220.6562,220.5238,221.12,221.19,220.5417,220.59,223169.0,220.6562,220.5238,0.006887577853710154,0.0014859135133646843,0.0020317338801505032,0.0005383783626565033,0,0,1.113,1.113,Hold,0,1.113,0.613,0.5
2025-03-12 14:44:00,220.535,220.68,220.26,220.59,153589,220.6562,220.5238,220.535,220.68,220.26,220.59,153589.0,220.6562,220.5238,0.0169407079173212,0.004874055096828925,0.004997258972661158,0.001765974788523454,0,0,1.113,1.113,Hold,0,1.113,0.613,0.5
2025-03-12 14:45:00,220.6,221.0,220.58,220.905,177124,220.9713,220.8387,220.6,221.0,220.58,220.905,177124.0,220.9713,220.8387,0.02049768138562337,0.008973591373953599,0.006046513683074785,0.003251324782771494,0,0,1.113,1.113,Hold,0,1.113,0.928,0.18499999999999994
2025-03-12 14:46:00,220.901,220.92,220.5,220.68,153392,220.7462,220.6138,220.901,220.92,220.5,220.68,153392.0,220.7462,220.6138,0.08760841075743918,0.026495273525441433,0.02584318901399405,0.009599806348394423,0,0,1.113,1.113,Hold,0,1.113,0.703,0.41000000000000003
2025-03-12 14:47:00,220.69,220.74,220.41,220.42,140131,220.4861,220.3539,220.69,220.74,220.41,220.42,140131.0,220.4861,220.3539,0.321190031195077,0.09062488182183413,0.0947463218864541,0.03283534004660717,0,0,1.113,1.113,Hold,0,1.113,0.443,0.6699999999999999
2025-03-12 14:48:00,220.4,220.51,219.75,219.92,239134,219.986,219.854,220.4,220.51,219.75,219.92,239134.0,219.986,219.854,1.2900000000000091,0.3472473662510939,0.38053097345133297,0.1258151748386208,1,1,-218.873,0.981,Buy,1,0.981,-0.057,1.038
2025-03-12 14:49:00,219.91,220.3,219.8,220.26,195439,220.3261,220.1939,219.91,220.3,219.8,220.26,195439.0,220.3261,220.1939,0.9500000000000057,0.5338592246676308,0.28023598820059376,0.19342865697129508,0,1,-218.873,1.321,Hold,0,1.321,0.283,1.038
2025-03-12 14:50:00,220.32,220.7695,220.2715,220.7695,212532,220.8357,220.7033,220.32,220.7695,220.2715,220.7695,212532.0,220.8357,220.7033,0.44050000000000294,0.6178596883905068,0.12994100294985433,0.22386382814024436,0,1,-218.873,1.83,Hold,0,1.83,0.792,1.038
2025-03-12 14:51:00,220.7381,220.99,220.67,220.775,155798,220.8412,220.7088,220.7381,220.99,220.67,220.775,155798.0,220.8412,220.7088,0.4349999999999909,0.6873380062390171,0.12831858407079472,0.2490373141251105,0,1,-218.873,1.835,Hold,0,1.835,0.798,1.037
2025-03-12 14:52:00,220.77,221.64,220.73,221.0616,262686,221.1279,220.9953,220.77,221.64,220.73,221.0616,262686.0,221.1279,220.9953,0.14839999999999803,0.6527800000000014,0.043775811209439276,0.23651620663918088,0,1,-218.873,2.122,Hold,0,2.122,1.084,1.0379999999999998
2025-03-12 14:53:00,221.03,221.22,220.73,220.825,198806,220.8912,220.7588,221.03,221.22,220.73,220.825,198806.0,220.8912,220.7588,0.38500000000000795,0.4717800000000011,0.11356932153392649,0.1709360212755182,0,1,-218.873,1.886,Hold,0,1.886,0.848,1.0379999999999998
2025-03-12 14:54:00,220.8257,221.0237,220.64,220.685,141885,220.7512,220.6188,220.8257,221.0237,220.64,220.685,141885.0,220.7512,220.6188,0.5249999999999944,0.3867799999999988,0.15486725663716763,0.1401386966572228,0,1,-218.873,1.745,Hold,0,1.745,0.708,1.0370000000000001
2025-03-12 14:55:00,220.67,221.09,220.6,221.0,178767,221.0663,220.9337,220.67,221.09,220.6,221.0,178767.0,221.0663,220.9337,0.20999999999999658,0.34067999999999754,0.06194690265486671,0.12343567707012378,0,1,-218.873,2.06,Hold,0,2.06,1.023,1.0370000000000001
2025-03-12 14:56:00,221.05,221.28,220.951,221.09,212441,221.1563,221.0237,221.05,221.28,220.951,221.09,212441.0,221.1563,221.0237,0.11999999999999317,0.27767999999999793,0.035398230088493826,0.10060942470597617,0,1,-218.873,2.15,Hold,0,2.15,1.113,1.037
2025-03-12 14:57:00,221.09,221.47,221.065,221.275,201038,221.3414,221.2086,221.09,221.47,221.065,221.275,201038.0,221.3414,221.2086,0.0,0.24799999999999836,0.0,0.08985572359220005,0,1,-218.873,2.335,Hold,0,2.335,1.298,1.037
2025-03-12 14:58:00,221.275,221.41,221.01,221.0807,129022,221.147,221.0144,221.275,221.41,221.01,221.0807,129022.0,221.147,221.0144,0.12929999999998926,0.19685999999999462,0.038141592920351096,0.0713266038159683,0,1,-218.873,2.141,Hold,0,2.141,1.103,1.038
2025-03-12 14:59:00,221.04,221.48,220.98,221.41,91449,221.4764,221.3436,221.04,221.48,220.98,221.41,91449.0,221.4764,221.3436,0.0,0.09185999999999575,0.0,0.033282849875722456,0,1,-218.873,2.47,Hold,0,2.47,1.433,1.0370000000000001
2025-03-12 15:00:00,221.39,221.39,221.0807,221.0807,115487,221.147,221.0144,221.39,221.39,221.0807,221.0807,115487.0,221.147,221.0144,0.021373146247049363,0.054134629249406305,0.006304762904734372,0.019614138236294005,-1,0,2.141,2.141,Sell,-1,2.141,1.103,1.038
2025-03-12 15:01:00,221.05,221.125,220.77,220.84,140183,220.9063,220.7737,221.05,221.125,220.77,220.84,140183.0,220.9063,220.7737,0.1504307741040189,0.060220784070211454,0.044374859617705015,0.021819282773865002,0,0,2.141,2.141,Hold,0,2.141,0.863,1.278
2025-03-12 15:02:00,220.84,220.925,220.62,220.66,158111,220.7262,220.5938,220.84,220.925,220.62,220.66,158111.0,220.7262,220.5938,0.55,0.17022078407021146,0.16224188790560592,0.061674644044599165,0,0,2.141,2.141,Hold,0,2.141,0.683,1.458
2025-03-12 15:03:00,220.675,220.96,220.18,220.88,194151,220.9463,220.8137,220.675,220.96,220.18,220.88,194151.0,220.9463,220.8137,0.3300000000000011,0.21036078407021383,0.09734513274336389,0.07621822769375701,1,1,-218.805,2.008,Buy,1,2.008,0.903,1.105
2025-03-12 15:04:00,220.87,221.15,220.6107,220.87,191052,220.9363,220.8037,220.87,221.15,220.6107,220.87,191052.0,220.9363,220.8037,0.33999999999999203,0.2783607840702122,0.10029498525073585,0.10085608738839208,0,1,-218.805,1.998,Hold,0,1.998,0.893,1.105
2025-03-12 15:05:00,220.89,221.2,220.8701,221.01,89084,221.0763,220.9437,220.89,221.2,220.8701,221.01,89084.0,221.0763,220.9437,0.20000000000000567,0.3140861548208035,0.058997050147494734,0.11380015609562603,0,1,-218.805,2.138,Hold,0,2.138,1.033,1.105
2025-03-12 15:06:00,221.015,221.23,220.97,221.065,104304,221.1313,220.9987,221.015,221.23,220.97,221.065,104304.0,221.1313,220.9987,0.14499999999999885,0.3129999999999995,0.04277286135693213,0.11340661888854338,0,1,-218.805,2.194,Hold,0,2.194,1.088,1.1059999999999999
2025-03-12 15:07:00,221.07,221.17,220.995,221.16,101026,221.2263,221.0937,221.07,221.17,220.995,221.16,101026.0,221.2263,221.0937,0.04999999999999999,0.2129999999999995,0.014749262536873262,0.07717447227878506,0,1,-218.805,2.288,Hold,0,2.288,1.183,1.1049999999999998
2025-03-12 15:08:00,221.17,221.24,220.95,221.18,107078,221.2464,221.1136,221.17,221.24,220.95,221.18,107078.0,221.2464,221.1136,0.029999999999989757,0.1529999999999972,0.008849557522120938,0.05543518431292922,0,1,-218.805,2.308,Hold,0,2.308,1.203,1.1049999999999998
2025-03-12 15:09:00,221.14,221.375,221.09,221.35,81940,221.4164,221.2836,221.14,221.375,221.09,221.35,81940.0,221.4164,221.2836,0.0,0.08499999999999881,0.0,0.030797324618294146,0,1,-218.805,2.478,Hold,0,2.478,1.373,1.1050000000000002
2025-03-12 15:10:00,221.38,221.75,221.37,221.41,165577,221.4764,221.3436,221.38,221.75,221.37,221.41,165577.0,221.4764,221.3436,0.0,0.044999999999997674,0.0,0.016304465974390402,0,1,-218.805,2.538,Hold,0,2.538,1.433,1.1049999999999998
2025-03-12 15:11:00,221.45,221.6,221.1,221.1178,192082,221.1841,221.0515,221.45,221.6,221.1,221.1178,192082.0,221.1841,221.0515,0.0,0.015999999999997905,0.0,0.005797143457560573,-1,0,2.246,2.246,Sell,-1,2.246,1.141,1.105
2025-03-12 15:12:00,221.11,221.11,220.6,220.79,153302,220.8562,220.7238,221.11,221.11,220.6,220.79,153302.0,220.8562,220.7238,0.0,0.005999999999997907,0.0,0.002173928796584741,0,0,2.246,2.246,Hold,0,2.246,0.813,1.433
2025-03-12 15:13:00,220.8,220.87,220.6216,220.72,81511,220.7862,220.6538,220.8,220.87,220.6216,220.72,81511.0,220.7862,220.6538,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,0.743,1.5030000000000001
2025-03-12 15:14:00,220.745,220.91,220.65,220.73,138541,220.7962,220.6638,220.745,220.91,220.65,220.73,138541.0,220.7962,220.6638,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,0.753,1.4929999999999999
2025-03-12 15:15:00,220.73,220.798,220.37,220.5,159934,220.5662,220.4338,220.73,220.798,220.37,220.5,159934.0,220.5662,220.4338,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,0.523,1.7229999999999999
2025-03-12 15:16:00,220.47,220.49,220.09,220.29,195003,220.3561,220.2239,220.47,220.49,220.09,220.29,195003.0,220.3561,220.2239,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,0.313,1.933
2025-03-12 15:17:00,220.325,220.36,220.05,220.28,156085,220.3461,220.2139,220.325,220.36,220.05,220.28,156085.0,220.3461,220.2139,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,0.303,1.943
2025-03-12 15:18:00,220.28,220.42,220.04,220.155,104939,220.221,220.089,220.28,220.42,220.04,220.155,104939.0,220.221,220.089,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,0.178,2.068
2025-03-12 15:19:00,220.16,220.43,220.11,220.37,411077,220.4361,220.3039,220.16,220.43,220.11,220.37,411077.0,220.4361,220.3039,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,0.393,1.853
2025-03-12 15:20:00,220.37,220.43,219.82,219.86,199740,219.926,219.794,220.37,220.43,219.82,219.86,199740.0,219.926,219.794,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.117,2.363
2025-03-12 15:21:00,219.8944,220.04,219.56,219.6,115741,219.6659,219.5341,219.8944,220.04,219.56,219.6,115741.0,219.6659,219.5341,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.377,2.623
2025-03-12 15:22:00,219.6,219.9599,219.58,219.78,75373,219.8459,219.7141,219.6,219.9599,219.58,219.78,75373.0,219.8459,219.7141,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.197,2.443
2025-03-12 15:23:00,219.77,219.858,219.18,219.225,149127,219.2908,219.1592,219.77,219.858,219.18,219.225,149127.0,219.2908,219.1592,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.752,2.998
2025-03-12 15:24:00,219.225,219.42,219.05,219.1,257531,219.1657,219.0343,219.225,219.42,219.05,219.1,257531.0,219.1657,219.0343,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.877,3.123
2025-03-12 15:25:00,219.09,219.16,218.88,218.9511,210645,219.0168,218.8854,219.09,219.16,218.88,218.9511,210645.0,219.0168,218.8854,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.026,3.2720000000000002
2025-03-12 15:26:00,218.995,219.23,218.85,219.2,124173,219.2658,219.1342,218.995,219.23,218.85,219.2,124173.0,219.2658,219.1342,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.777,3.023
2025-03-12 15:27:00,219.17,219.41,218.83,218.85,127212,218.9157,218.7843,219.17,219.41,218.83,218.85,127212.0,218.9157,218.7843,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.127,3.373
2025-03-12 15:28:00,218.855,219.25,218.83,219.2,135750,219.2658,219.1342,218.855,219.25,218.83,219.2,135750.0,219.2658,219.1342,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.777,3.023
2025-03-12 15:29:00,219.2,219.2299,218.89,218.95,116274,219.0157,218.8843,219.2,219.2299,218.89,218.95,116274.0,219.0157,218.8843,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.027,3.2729999999999997
2025-03-12 15:30:00,218.95,219.4,218.9101,219.07,107678,219.1357,219.0043,218.95,219.4,218.9101,219.07,107678.0,219.1357,219.0043,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-0.907,3.153
2025-03-12 15:31:00,219.07,219.08,218.42,218.48,210316,218.5455,218.4145,219.07,219.08,218.42,218.48,210316.0,218.5455,218.4145,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.496,3.742
2025-03-12 15:32:00,218.42,218.5699,218.08,218.24,299259,218.3055,218.1745,218.42,218.5699,218.08,218.24,299259.0,218.3055,218.1745,4.753349851778586e-19,0.0,1.4021680978697998e-19,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.737,3.983
2025-03-12 15:33:00,218.27,218.5316,218.0,218.32,143635,218.3855,218.2545,218.27,218.5316,218.0,218.32,143635.0,218.3855,218.2545,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.656,3.902
2025-03-12 15:34:00,218.32,218.42,218.03,218.38,152082,218.4455,218.3145,218.32,218.42,218.03,218.38,152082.0,218.4455,218.3145,0.0,0.0,0.0,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.596,3.842
2025-03-12 15:35:00,218.33,218.52,218.18,218.28,126210,218.3455,218.2145,218.33,218.52,218.18,218.28,126210.0,218.3455,218.2145,3.300666627482988e-18,0.0,9.736479727088532e-19,0.0,0,0,2.246,2.246,Hold,0,2.246,-1.697,3.943
2025-03-12 15:36:00,218.3,218.39,217.81,217.855,186265,217.9204,217.7896,218.3,218.39,217.81,217.855,186265.0,217.9204,217.7896,1.0669805019120341e-16,0.0,3.14743510888508e-17,0.0,0,0,2.246,2.246,Hold,0,2.246,-2.121,4.367
2025-03-12 15:37:00,217.855,217.93,217.6,217.8941,157153,217.9595,217.8287,217.855,217.93,217.6,217.8941,157153.0,217.9595,217.8287,2.4012789342725645e-16,2.561640106418231e-17,7.08341868516986e-17,9.281371989718226e-18,0,0,2.246,2.246,Hold,0,2.246,-2.082,4.327999999999999
2025-03-12 15:38:00,217.91,218.1099,217.78,217.9197,186320,217.9851,217.8543,217.91,218.1099,217.78,217.9197,186320.0,217.9851,217.8543,5.546966375031523e-16,1.3655572856481276e-16,1.636273266970963e-16,4.9477071777626586e-17,0,0,2.246,2.246,Hold,0,2.246,-2.057,4.303
2025-03-12 15:39:00,217.915,217.93,217.49,217.53,259716,217.5953,217.4647,217.915,217.93,217.49,217.53,259716.0,217.5953,217.4647,2.7093393793336895e-15,6.784236044315507e-16,7.99215156145637e-16,2.4580743499284633e-16,0,0,2.246,2.246,Hold,0,2.246,-2.446,4.692
2025-03-12 15:40:00,217.52,217.59,217.35,217.505,251479,217.5703,217.4397,217.52,217.59,217.35,217.505,251479.0,217.5703,217.4397,6.876125667436062e-15,2.0529886045932666e-15,2.028355654110948e-15,7.43841841097864e-16,0,0,2.246,2.246,Hold,0,2.246,-2.471,4.7170000000000005
2025-03-12 15:41:00,217.53,217.66,216.95,217.21,389429,217.2752,217.1448,217.53,217.66,216.95,217.21,389429.0,217.2752,217.1448,2.3072045423687118e-14,6.6460580792924495e-15,6.805913104332533e-15,2.4080095070589285e-15,0,0,2.246,2.246,Hold,0,2.246,-2.766,5.0120000000000005
2025-03-12 15:42:00,217.1501,217.45,217.1,217.3,200918,217.3652,217.2348,217.1501,217.45,217.1,217.3,200918.0,217.3652,217.2348,5.2126059570522846e-14,1.7023244414711567e-14,1.5376418752366737e-14,6.167886874075791e-15,0,0,2.246,2.246,Hold,0,2.246,-2.676,4.922000000000001
2025-03-12 15:43:00,217.3,217.32,216.9049,217.14,194407,217.2051,217.0749,217.3,217.32,216.9049,217.14,194407.0,217.2051,217.0749,1.48419769943957e-13,4.6596259076002334e-14,4.378164305131507e-14,1.6882824903079987e-14,0,0,2.246,2.246,Hold,0,2.246,-2.836,5.082
2025-03-12 15:44:00,217.14,217.24,216.96,217.11,184724,217.1751,217.0449,217.14,217.24,216.96,217.11,184724.0,217.1751,217.0449,3.743742486239767e-13,1.2092924092493094e-13,1.1043488159999395e-13,4.3815259865988844e-14,0,0,2.246,2.246,Hold,0,2.246,-2.866,5.112
2025-03-12 15:45:00,217.105,217.13,216.87,216.955,126937,217.0201,216.8899,217.105,217.13,216.87,216.955,126937.0,217.0201,216.8899,1.0392567723215844e-12,3.2740537025576065e-13,3.065654195638915e-13,1.1862599375928928e-13,0,0,2.246,2.246,Hold,0,2.246,-3.021,5.2669999999999995
2025-03-12 15:46:00,216.955,216.9796,216.72,216.845,285096,216.9101,216.7799,216.955,216.9796,216.72,216.845,285096.0,216.9101,216.7799,0.007438449969972144,0.0014876899943172196,0.002194233029490324,0.0005390220198397204,0,0,2.246,2.246,Hold,0,2.246,-3.131,5.377
2025-03-12 15:47:00,216.85,217.0475,216.74,216.86,199458,216.9251,216.7949,216.85,217.0475,216.74,216.86,199458.0,216.9251,216.7949,0.01219708979221381,0.003927107952749556,0.0035979615906235694,0.0014228755109636979,0,0,2.246,2.246,Hold,0,2.246,-3.116,5.362
2025-03-12 15:48:00,216.84,216.88,216.57,216.585,176308,216.65,216.52,216.84,216.88,216.57,216.585,176308.0,216.65,216.52,0.30499999999999544,0.06492710795271897,0.08997050147492558,0.023524484942905197,0,0,2.246,2.246,Hold,0,2.246,-3.391,5.6370000000000005
2025-03-12 15:49:00,216.59,216.81,216.51,216.61,137087,216.675,216.545,216.59,216.81,216.51,216.61,137087.0,216.675,216.545,0.27999999999998976,0.12092710795264203,0.08259587020648727,0.04381448704434198,0,0,2.246,2.246,Hold,0,2.246,-3.366,5.612
2025-03-12 15:50:00,216.6,216.8909,216.5,216.8,201337,216.865,216.735,216.6,216.8909,216.5,216.8,201337.0,216.865,216.735,0.08999999999999203,0.1389271079524326,0.026548672566369527,0.050336273434022596,0,0,2.246,2.246,Hold,0,2.246,-3.176,5.422000000000001
2025-03-12 15:51:00,216.78,216.96,216.7,216.7,111370,216.765,216.635,216.78,216.96,216.7,216.7,111370.0,216.765,216.635,0.19000000000001477,0.17543941795844115,0.05604719764012277,0.06356546712600908,0,0,2.246,2.246,Hold,0,2.246,-3.276,5.522
2025-03-12 15:52:00,216.7,216.96,216.67,216.88,113184,216.9451,216.8149,216.7,216.96,216.67,216.88,113184.0,216.9451,216.8149,0.010000000000007947,0.17499999999999996,0.0029498525073769974,0.06340625656707706,0,0,2.246,2.246,Hold,0,2.246,-3.096,5.3420000000000005
2025-03-12 15:53:00,216.89,217.24,216.815,216.93,183355,216.9951,216.8649,216.89,217.24,216.815,216.93,183355.0,216.9951,216.8649,1.4176009578967705e-09,0.11400000028352104,4.1817137401084986e-10,0.04130464723785025,0,0,2.246,2.246,Hold,0,2.246,-3.046,5.292
2025-03-12 15:54:00,216.957,217.14,216.81,217.09,172764,217.1551,217.0249,216.957,217.14,216.81,217.09,172764.0,217.1551,217.0249,3.0839359313118475e-09,0.05800000090031028,9.09715613956304e-10,0.02101464535986157,0,0,2.246,2.246,Hold,0,2.246,-2.886,5.132
2025-03-12 15:55:00,217.11,217.17,216.816,216.84,118552,216.9051,216.7749,217.11,217.17,216.816,216.84,118552.0,216.9051,216.7749,9.13327033192932e-09,0.040000002726965946,2.6941800389172235e-09,0.01449285963194163,0,0,2.246,2.246,Hold,0,2.246,-3.136,5.382
2025-03-12 15:56:00,216.84,217.1493,216.72,217.085,115670,217.1501,217.0199,216.84,217.1493,216.72,217.085,115670.0,217.1501,217.0199,1.8732875085996204e-08,0.0020000064735380065,5.525921854276208e-09,0.0007246452776969479,0,0,2.246,2.246,Hold,0,2.246,-2.891,5.1370000000000005
2025-03-12 15:57:00,217.07,217.0796,216.63,216.6583,112865,216.7233,216.5933,217.07,217.0796,216.63,216.6583,112865.0,216.7233,216.5933,6.205949420614293e-08,1.8885435258246495e-08,1.8306635459039347e-08,6.842598590658861e-09,0,0,2.246,2.246,Hold,0,2.246,-3.318,5.564
2025-03-12 15:58:00,216.65,216.6579,216.28,216.28,174034,216.3449,216.2151,216.65,216.6579,216.28,216.28,174034.0,216.3449,216.2151,1.8749677698341948e-07,5.610127046335104e-08,5.530878377092061e-08,2.0326694564218393e-08,0,0,2.246,2.246,Hold,0,2.246,-3.696,5.942
2025-03-12 15:59:00,216.28,216.295,216.0,216.1,292703,216.1648,216.0352,216.28,216.295,216.0,216.1,292703.0,216.1648,216.0352,5.019588983001029e-07,1.5587626293710925e-07,1.4807047147495773e-07,5.64773161171858e-08,0,0,2.246,2.246,Hold,0,2.246,-3.876,6.122
2025-03-12 16:00:00,216.125,216.32,216.0957,216.249,138365,216.3139,216.1841,216.125,216.32,216.0957,216.249,138365.0,216.3139,216.1841,1.1515685029106985e-06,3.8436330945286306e-07,3.3969572357248e-07,1.3926307779508043e-07,0,0,2.246,2.246,Hold,0,2.246,-3.727,5.973
2025-03-12 16:01:00,216.21,216.26,215.81,215.88,289974,215.9448,215.8152,216.21,216.26,215.81,215.88,289974.0,215.9448,215.8152,3.338285375345233e-06,1.0482738095047105e-06,9.84744948479427e-07,3.7981210353144543e-07,0,0,2.246,2.246,Hold,0,2.246,-4.096,6.3420000000000005
2025-03-12 16:02:00,215.8552,215.9,215.67,215.805,623749,215.8697,215.7403,215.8552,215.9,215.67,215.805,623749.0,215.8697,215.7403,8.463758237689283e-06,2.7286135582013387e-06,2.496683845926061e-06,9.886352648212524e-07,0,0,2.246,2.246,Hold,0,2.246,-4.171,6.417
2025-03-12 16:03:00,215.805,216.12,215.7,216.025,131401,216.0898,215.9602,215.805,216.12,215.7,216.025,131401.0,216.0898,215.9602,1.8992845878134186e-05,6.489683378431492e-06,5.6026094035794475e-06,2.351351596182415e-06,0,0,2.246,2.246,Hold,0,2.246,-3.951,6.197
2025-03-12 16:04:00,216.035,216.05,215.6371,215.79,171576,215.8547,215.7253,216.035,216.05,215.6371,215.79,171576.0,215.8547,215.7253,5.1508746113208985e-05,1.6691040821413266e-05,1.5194320387377395e-05,6.047522381109065e-06,0,0,2.246,2.246,Hold,0,2.246,-4.186,6.432
2025-03-12 16:05:00,215.78,215.91,215.6,215.685,185988,215.7497,215.6203,215.78,215.91,215.6,215.685,185988.0,215.7497,215.6203,0.00013195941380774018,4.2852609882379166e-05,3.892608076924518e-05,1.5526420438691403e-05,0,0,2.246,2.246,Hold,0,2.246,-4.291,6.537000000000001
2025-03-12 16:06:00,215.65,215.7596,215.25,215.62,241475,215.6847,215.5553,215.65,215.7596,215.25,215.62,241475.0,215.6847,215.5553,0.00033258942201359914,0.00010870283721002994,9.81089740453102e-05,3.938537134690498e-05,0,0,2.246,2.246,Hold,0,2.246,-4.356,6.602
2025-03-12 16:07:00,215.5909,215.72,215.43,215.455,105383,215.5196,215.3904,215.5909,215.72,215.43,215.455,105383.0,215.5196,215.3904,0.000868121934905551,0.00028063447254360227,0.0002560831666388075,0.00010167989352951995,0,0,2.246,2.246,Hold,0,2.246,-4.521,6.7669999999999995
2025-03-12 16:08:00,215.455,215.62,215.2709,215.535,147422,215.5997,215.4703,215.455,215.62,215.2709,215.535,147422.0,215.5997,215.4703,0.0020755085472871602,0.0006919376128254075,0.0006122444092292554,0.0002507038503269636,0,0,2.246,2.246,Hold,0,2.246,-4.441,6.686999999999999
2025-03-12 16:09:00,215.545,215.79,215.45,215.45,146025,215.5146,215.3854,215.545,215.79,215.45,215.45,146025.0,215.5146,215.3854,0.0052610131861878144,0.0017338385008403285,0.0015519212938607237,0.0006282069076009037,0,0,2.246,2.246,Hold,0,2.246,-4.526,6.772
2025-03-12 16:10:00,215.49,215.65,215.43,215.4779,98849,215.5425,215.4133,215.49,215.65,215.43,215.4779,98849.0,215.5425,215.4133,0.012813991792286308,0.0042702449765360416,0.0037799385817953992,0.0015472014204943787,0,0,2.246,2.246,Hold,0,2.246,-4.498,6.744
2025-03-12 16:11:00,215.54,215.5899,215.41,215.49,110103,215.5546,215.4254,215.54,215.5899,215.41,215.49,110103.0,215.5546,215.4254,0.03138291522053426,0.010480310136240175,0.009257497115201916,0.0037972413337199027,0,0,2.246,2.246,Hold,0,2.246,-4.486,6.731999999999999
