TimeStamp,obv_feature,close,ask,bid,Position,Cash,NetValue,Action
2025-05-20 16:24:00,-30.69999999999891,34.33,34.33,34.32,0,0.12000000000000455,0.12000000000000455,Hold
2025-05-20 16:25:00,-110.0,34.31,34.31,34.3,0,0.12000000000000455,0.12000000000000455,Hold
2025-05-20 16:26:00,-71.89999999999964,34.29,34.3,34.29,0,0.12000000000000455,0.12000000000000455,Hold
2025-05-20 16:27:00,-75.40000000000146,34.29,34.3,34.29,0,0.12000000000000455,0.12000000000000455,Hold
2025-05-20 16:28:00,-119.79999999999927,34.28,34.28,34.27,0,0.12000000000000455,0.12000000000000455,Hold
2025-05-20 16:29:00,-79.29999999999927,34.29,34.3,34.29,0,0.12000000000000455,0.12000000000000455,Hold
2025-05-20 16:30:00,-37.70000000000073,34.29,34.29,34.28,0,0.12000000000000455,0.12000000000000455,Hold
2025-05-20 16:31:00,2.5,34.29,34.3,34.29,1,-34.17999999999999,0.11000000000000654,Buy
2025-05-20 16:32:00,56.5,34.31,34.32,34.31,1,-34.17999999999999,0.13000000000000966,Hold
2025-05-20 16:33:00,98.39999999999964,34.31,34.31,34.3,1,-34.17999999999999,0.12000000000000455,Hold
2025-05-20 16:34:00,46.5,34.29,34.3,34.29,1,-34.17999999999999,0.11000000000000654,Hold
2025-05-20 16:35:00,79.5,34.23,34.24,34.23,1,-34.17999999999999,0.05000000000000426,Hold
2025-05-20 16:36:00,67.60000000000036,34.22,34.23,34.22,1,-34.17999999999999,0.04000000000000625,Hold
2025-05-20 16:37:00,60.100000000000364,34.27,34.27,34.26,1,-34.17999999999999,0.0800000000000054,Hold
2025-05-20 16:38:00,95.29999999999927,34.28,34.28,34.27,1,-34.17999999999999,0.09000000000001052,Hold
2025-05-20 16:39:00,50.5,34.3,34.3,34.29,1,-34.17999999999999,0.11000000000000654,Hold
2025-05-20 16:40:00,18.100000000000364,34.29,34.29,34.28,1,-34.17999999999999,0.10000000000000853,Hold
2025-05-20 16:41:00,-8.200000000000728,34.28,34.28,34.27,0,0.09000000000001052,0.09000000000001052,Sell
2025-05-20 16:42:00,-40.5,34.25,34.25,34.24,0,0.09000000000001052,0.09000000000001052,Hold
2025-05-20 16:43:00,-68.5,34.24,34.24,34.23,0,0.09000000000001052,0.09000000000001052,Hold
2025-05-20 16:44:00,-50.099999999998545,34.26,34.26,34.25,0,0.09000000000001052,0.09000000000001052,Hold
2025-05-20 16:45:00,-26.30000000000109,34.26,34.26,34.25,0,0.09000000000001052,0.09000000000001052,Hold
2025-05-20 16:46:00,9.800000000001091,34.26,34.26,34.25,1,-34.16999999999999,0.0800000000000125,Buy
2025-05-20 16:47:00,-11.5,34.25,34.26,34.25,0,0.0800000000000125,0.0800000000000125,Sell
2025-05-20 16:48:00,-29.5,34.22,34.23,34.22,0,0.0800000000000125,0.0800000000000125,Hold
2025-05-20 16:49:00,-31.200000000000728,34.22,34.23,34.22,0,0.0800000000000125,0.0800000000000125,Hold
2025-05-20 16:50:00,-17.0,34.22,34.22,34.21,0,0.0800000000000125,0.0800000000000125,Hold
2025-05-20 16:51:00,16.100000000000364,34.23,34.23,34.22,1,-34.149999999999984,0.0700000000000145,Buy
2025-05-20 16:52:00,42.100000000000364,34.24,34.24,34.23,1,-34.149999999999984,0.0800000000000125,Hold
2025-05-20 16:53:00,65.5,34.24,34.25,34.24,1,-34.149999999999984,0.09000000000001762,Hold
2025-05-20 16:54:00,71.09999999999854,34.26,34.27,34.26,1,-34.149999999999984,0.11000000000001364,Hold
2025-05-20 16:55:00,82.5,34.27,34.28,34.27,1,-34.149999999999984,0.12000000000001876,Hold
2025-05-20 16:56:00,80.90000000000146,34.3,34.3,34.29,1,-34.149999999999984,0.14000000000001478,Hold
2025-05-20 16:57:00,143.1999999999989,34.31,34.33,34.32,1,-34.149999999999984,0.17000000000001592,Hold
2025-05-20 16:58:00,180.10000000000036,34.32,34.32,34.31,1,-34.149999999999984,0.1600000000000179,Hold
2025-05-20 16:59:00,160.70000000000073,34.31,34.31,34.3,1,-34.149999999999984,0.1500000000000128,Hold
2025-05-20 17:00:00,167.6999999999989,34.32,34.32,34.31,1,-34.149999999999984,0.1600000000000179,Hold
2025-05-20 17:01:00,129.70000000000073,34.31,34.31,34.3,1,-34.149999999999984,0.1500000000000128,Hold
2025-05-20 17:02:00,127.60000000000036,34.33,34.33,34.32,1,-34.149999999999984,0.17000000000001592,Hold
2025-05-20 17:03:00,104.39999999999964,34.31,34.31,34.3,1,-34.149999999999984,0.1500000000000128,Hold
2025-05-20 17:04:00,102.5,34.31,34.31,34.3,1,-34.149999999999984,0.1500000000000128,Hold
2025-05-20 17:05:00,75.79999999999927,34.29,34.3,34.29,1,-34.149999999999984,0.14000000000001478,Hold
2025-05-20 17:06:00,77.30000000000109,34.3,34.31,34.3,1,-34.149999999999984,0.1500000000000128,Hold
2025-05-20 17:07:00,35.69999999999891,34.32,34.32,34.31,1,-34.149999999999984,0.1600000000000179,Hold
2025-05-20 17:08:00,14.899999999999636,34.33,34.33,34.32,1,-34.149999999999984,0.17000000000001592,Hold
2025-05-20 17:09:00,37.0,34.33,34.33,34.32,1,-34.149999999999984,0.17000000000001592,Hold
2025-05-20 17:10:00,43.70000000000073,34.33,34.33,34.32,1,-34.149999999999984,0.17000000000001592,Hold
2025-05-20 17:11:00,46.399999999999636,34.32,34.33,34.32,1,-34.149999999999984,0.17000000000001592,Hold
2025-05-20 17:12:00,52.600000000000364,34.34,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:13:00,73.20000000000073,34.34,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:14:00,77.5,34.34,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:15:00,98.69999999999891,34.35,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:16:00,114.70000000000073,34.35,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:17:00,103.79999999999927,34.33,34.34,34.33,1,-34.149999999999984,0.18000000000001393,Hold
2025-05-20 17:18:00,107.10000000000036,34.35,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:19:00,110.20000000000073,34.35,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:20:00,93.19999999999891,34.35,34.36,34.35,1,-34.149999999999984,0.20000000000001705,Hold
2025-05-20 17:21:00,108.30000000000109,34.35,34.36,34.35,1,-34.149999999999984,0.20000000000001705,Hold
2025-05-20 17:22:00,95.59999999999854,34.35,34.36,34.35,1,-34.149999999999984,0.20000000000001705,Hold
2025-05-20 17:23:00,84.80000000000109,34.36,34.36,34.35,1,-34.149999999999984,0.20000000000001705,Hold
2025-05-20 17:24:00,67.89999999999964,34.35,34.36,34.35,1,-34.149999999999984,0.20000000000001705,Hold
2025-05-20 17:25:00,1163.2000000000007,34.35,34.36,34.35,1,-34.149999999999984,0.20000000000001705,Hold
2025-05-20 17:26:00,1143.7999999999993,34.36,34.37,34.36,1,-34.149999999999984,0.21000000000001506,Hold
2025-05-20 17:27:00,1156.4000000000015,34.37,34.38,34.37,1,-34.149999999999984,0.22000000000001307,Hold
2025-05-20 17:28:00,1138.0999999999985,34.33,34.34,34.33,1,-34.149999999999984,0.18000000000001393,Hold
2025-05-20 17:29:00,1156.5,34.34,34.35,34.34,1,-34.149999999999984,0.19000000000001904,Hold
2025-05-20 17:30:00,1191.9000000000015,34.34,34.34,34.33,1,-34.149999999999984,0.18000000000001393,Hold
2025-05-20 17:31:00,1175.699999999997,34.31,34.32,34.31,1,-34.149999999999984,0.1600000000000179,Hold
2025-05-20 17:32:00,1183.300000000003,34.34,34.34,34.33,1,-34.149999999999984,0.18000000000001393,Hold
2025-05-20 17:33:00,1159.2999999999993,34.32,34.33,34.32,1,-34.149999999999984,0.17000000000001592,Hold
2025-05-20 17:34:00,1156.8999999999978,34.29,34.3,34.29,1,-34.149999999999984,0.14000000000001478,Hold
2025-05-20 17:35:00,41.10000000000218,34.28,34.28,34.27,1,-34.149999999999984,0.12000000000001876,Hold
2025-05-20 17:36:00,24.700000000000728,34.25,34.26,34.25,1,-34.149999999999984,0.10000000000001563,Hold
2025-05-20 17:37:00,5.19999999999709,34.24,34.25,34.24,1,-34.149999999999984,0.09000000000001762,Hold
2025-05-20 17:38:00,58.80000000000291,34.24,34.24,34.23,1,-34.149999999999984,0.0800000000000125,Hold
2025-05-20 17:39:00,36.5,34.24,34.25,34.24,1,-34.149999999999984,0.09000000000001762,Hold
2025-05-20 17:40:00,2.399999999997817,34.24,34.24,34.23,1,-34.149999999999984,0.0800000000000125,Hold
2025-05-20 17:41:00,21.700000000000728,34.24,34.24,34.23,1,-34.149999999999984,0.0800000000000125,Hold
2025-05-20 17:42:00,22.700000000000728,34.24,34.25,34.24,1,-34.149999999999984,0.09000000000001762,Hold
2025-05-20 17:43:00,38.20000000000073,34.22,34.23,34.22,1,-34.149999999999984,0.0700000000000145,Hold
2025-05-20 17:44:00,31.299999999999272,34.2,34.21,34.2,1,-34.149999999999984,0.050000000000018474,Hold
2025-05-20 17:45:00,25.0,34.19,34.2,34.19,1,-34.149999999999984,0.04000000000001336,Hold
2025-05-20 17:46:00,45.099999999998545,34.21,34.21,34.2,1,-34.149999999999984,0.050000000000018474,Hold
2025-05-20 17:47:00,58.70000000000073,34.21,34.21,34.2,1,-34.149999999999984,0.050000000000018474,Hold
2025-05-20 17:48:00,23.599999999998545,34.21,34.22,34.21,1,-34.149999999999984,0.060000000000016485,Hold
2025-05-20 17:49:00,22.200000000000728,34.22,34.22,34.21,1,-34.149999999999984,0.060000000000016485,Hold
2025-05-20 17:50:00,-3.599999999998545,34.2,34.2,34.19,0,0.04000000000001336,0.04000000000001336,Sell
2025-05-20 17:51:00,2.2999999999992724,34.2,34.2,34.19,1,-34.15999999999999,0.030000000000008242,Buy
2025-05-20 17:52:00,-24.5,34.19,34.2,34.19,0,0.030000000000008242,0.030000000000008242,Sell
2025-05-20 17:53:00,-6.5,34.19,34.2,34.19,0,0.030000000000008242,0.030000000000008242,Hold
2025-05-20 17:54:00,14.5,34.19,34.19,34.18,1,-34.15999999999999,0.020000000000010232,Buy
2025-05-20 17:55:00,43.79999999999927,34.21,34.21,34.2,1,-34.15999999999999,0.04000000000001336,Hold
2025-05-20 17:56:00,41.5,34.22,34.23,34.22,1,-34.15999999999999,0.06000000000000938,Hold
2025-05-20 17:57:00,52.5,34.24,34.24,34.23,1,-34.15999999999999,0.07000000000000739,Hold
2025-05-20 17:58:00,53.79999999999927,34.25,34.25,34.24,1,-34.15999999999999,0.0800000000000125,Hold
2025-05-20 17:59:00,-21.599999999998545,34.24,34.24,34.23,0,0.07000000000000739,0.07000000000000739,Sell
2025-05-20 18:00:00,18.5,34.26,34.26,34.25,1,-34.18999999999999,0.06000000000000938,Buy
2025-05-20 18:01:00,19.200000000000728,34.26,34.26,34.25,1,-34.18999999999999,0.06000000000000938,Hold
2025-05-20 18:02:00,5.799999999999272,34.24,34.24,34.23,1,-34.18999999999999,0.04000000000000625,Hold
2025-05-20 18:03:00,6.599999999998545,34.24,34.24,34.23,1,-34.18999999999999,0.04000000000000625,Hold
2025-05-20 18:04:00,15.600000000002183,34.24,34.25,34.24,1,-34.18999999999999,0.05000000000001137,Hold
2025-05-20 18:05:00,24.099999999998545,34.25,34.25,34.24,1,-34.18999999999999,0.05000000000001137,Hold
2025-05-20 18:06:00,18.5,34.25,34.25,34.24,1,-34.18999999999999,0.05000000000001137,Hold
2025-05-20 18:07:00,9.900000000001455,34.26,34.26,34.25,1,-34.18999999999999,0.06000000000000938,Hold
2025-05-20 18:08:00,-5.0,34.24,34.25,34.24,0,0.05000000000001137,0.05000000000001137,Sell
2025-05-20 18:09:00,66.20000000000073,34.24,34.25,34.24,1,-34.19999999999999,0.04000000000001336,Buy
2025-05-20 18:10:00,31.69999999999709,34.22,34.23,34.22,1,-34.19999999999999,0.020000000000010232,Hold
2025-05-20 18:11:00,28.30000000000291,34.24,34.25,34.24,1,-34.19999999999999,0.04000000000001336,Hold
2025-05-20 18:12:00,74.19999999999709,34.24,34.25,34.24,1,-34.19999999999999,0.04000000000001336,Hold
2025-05-20 18:13:00,109.20000000000073,34.24,34.24,34.23,1,-34.19999999999999,0.030000000000008242,Hold
2025-05-20 18:14:00,106.5,34.24,34.25,34.24,1,-34.19999999999999,0.04000000000001336,Hold
2025-05-20 18:15:00,93.10000000000218,34.24,34.24,34.23,1,-34.19999999999999,0.030000000000008242,Hold
2025-05-20 18:16:00,78.5,34.22,34.23,34.22,1,-34.19999999999999,0.020000000000010232,Hold
2025-05-20 18:17:00,77.59999999999854,34.22,34.23,34.22,1,-34.19999999999999,0.020000000000010232,Hold
2025-05-20 18:18:00,94.0,34.22,34.23,34.22,1,-34.19999999999999,0.020000000000010232,Hold
2025-05-20 18:19:00,96.29999999999927,34.22,34.22,34.21,1,-34.19999999999999,0.010000000000012221,Hold
2025-05-20 18:20:00,136.90000000000146,34.24,34.24,34.23,1,-34.19999999999999,0.030000000000008242,Hold
2025-05-20 18:21:00,139.09999999999854,34.24,34.24,34.23,1,-34.19999999999999,0.030000000000008242,Hold
2025-05-20 18:22:00,110.90000000000146,34.23,34.24,34.23,1,-34.19999999999999,0.030000000000008242,Hold
2025-05-20 18:23:00,70.0,34.24,34.24,34.23,1,-34.19999999999999,0.030000000000008242,Hold
2025-05-20 18:24:00,47.89999999999782,34.21,34.21,34.2,1,-34.19999999999999,1.4210854715202004e-14,Hold
2025-05-20 18:25:00,29.400000000001455,34.2,34.2,34.19,1,-34.19999999999999,-0.009999999999990905,Hold
2025-05-20 18:26:00,35.29999999999927,34.19,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:27:00,49.10000000000218,34.19,34.2,34.19,1,-34.19999999999999,-0.009999999999990905,Hold
2025-05-20 18:28:00,48.29999999999927,34.19,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:29:00,44.39999999999782,34.19,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:30:00,22.100000000002183,34.19,34.2,34.19,1,-34.19999999999999,-0.009999999999990905,Hold
2025-05-20 18:31:00,22.799999999999272,34.21,34.21,34.2,1,-34.19999999999999,1.4210854715202004e-14,Hold
2025-05-20 18:32:00,47.599999999998545,34.24,34.24,34.23,1,-34.19999999999999,0.030000000000008242,Hold
2025-05-20 18:33:00,26.900000000001455,34.22,34.22,34.21,1,-34.19999999999999,0.010000000000012221,Hold
2025-05-20 18:34:00,33.20000000000073,34.21,34.22,34.21,1,-34.19999999999999,0.010000000000012221,Hold
2025-05-20 18:35:00,45.39999999999782,34.22,34.22,34.21,1,-34.19999999999999,0.010000000000012221,Hold
2025-05-20 18:36:00,53.0,34.22,34.23,34.22,1,-34.19999999999999,0.020000000000010232,Hold
2025-05-20 18:37:00,20.80000000000291,34.19,34.2,34.19,1,-34.19999999999999,-0.009999999999990905,Hold
2025-05-20 18:38:00,33.39999999999782,34.19,34.2,34.19,1,-34.19999999999999,-0.009999999999990905,Hold
2025-05-20 18:39:00,37.29999999999927,34.19,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:40:00,30.200000000000728,34.18,34.18,34.17,1,-34.19999999999999,-0.029999999999986926,Hold
2025-05-20 18:41:00,20.100000000002183,34.18,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:42:00,26.099999999998545,34.19,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:43:00,44.900000000001455,34.19,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:44:00,40.5,34.18,34.18,34.17,1,-34.19999999999999,-0.029999999999986926,Hold
2025-05-20 18:45:00,33.099999999998545,34.17,34.18,34.17,1,-34.19999999999999,-0.029999999999986926,Hold
2025-05-20 18:46:00,41.20000000000073,34.18,34.19,34.18,1,-34.19999999999999,-0.019999999999988916,Hold
2025-05-20 18:47:00,61.39999999999782,34.18,34.18,34.17,1,-34.19999999999999,-0.029999999999986926,Hold
2025-05-20 18:48:00,32.80000000000291,34.17,34.18,34.17,1,-34.19999999999999,-0.029999999999986926,Hold
2025-05-20 18:49:00,-3.400000000001455,34.15,34.16,34.15,0,-0.04999999999999005,-0.04999999999999005,Sell
2025-05-20 18:50:00,11.400000000001455,34.16,34.16,34.15,1,-34.20999999999999,-0.05999999999998806,Buy
2025-05-20 18:51:00,-8.700000000000728,34.15,34.15,34.14,0,-0.06999999999998607,-0.06999999999998607,Sell
2025-05-20 18:52:00,-24.200000000000728,34.15,34.15,34.14,0,-0.06999999999998607,-0.06999999999998607,Hold
2025-05-20 18:53:00,-34.20000000000073,34.13,34.14,34.13,0,-0.06999999999998607,-0.06999999999998607,Hold
2025-05-20 18:54:00,-44.0,34.12,34.13,34.12,0,-0.06999999999998607,-0.06999999999998607,Hold
2025-05-20 18:55:00,-26.099999999998545,34.14,34.14,34.13,0,-0.06999999999998607,-0.06999999999998607,Hold
2025-05-20 18:56:00,-29.900000000001455,34.15,34.15,34.14,0,-0.06999999999998607,-0.06999999999998607,Hold
2025-05-20 18:57:00,-13.0,34.15,34.15,34.14,0,-0.06999999999998607,-0.06999999999998607,Hold
2025-05-20 18:58:00,-19.0,34.14,34.15,34.14,0,-0.06999999999998607,-0.06999999999998607,Hold
2025-05-20 18:59:00,17.100000000002183,34.17,34.17,34.16,1,-34.23999999999999,-0.07999999999999119,Buy
2025-05-20 19:00:00,19.099999999998545,34.17,34.17,34.16,1,-34.23999999999999,-0.07999999999999119,Hold
2025-05-20 19:01:00,41.5,34.17,34.17,34.16,1,-34.23999999999999,-0.07999999999999119,Hold
2025-05-20 19:02:00,40.599999999998545,34.17,34.17,34.16,1,-34.23999999999999,-0.07999999999999119,Hold
2025-05-20 19:03:00,65.60000000000218,34.17,34.17,34.16,1,-34.23999999999999,-0.07999999999999119,Hold
2025-05-20 19:04:00,93.89999999999782,34.17,34.18,34.17,1,-34.23999999999999,-0.06999999999998607,Hold
2025-05-20 19:05:00,94.10000000000218,34.18,34.18,34.17,1,-34.23999999999999,-0.06999999999998607,Hold
2025-05-20 19:06:00,83.59999999999854,34.17,34.18,34.17,1,-34.23999999999999,-0.06999999999998607,Hold
2025-05-20 19:07:00,84.20000000000073,34.18,34.19,34.18,1,-34.23999999999999,-0.05999999999998806,Hold
2025-05-20 19:08:00,101.29999999999927,34.18,34.18,34.17,1,-34.23999999999999,-0.06999999999998607,Hold
2025-05-20 19:09:00,88.5,34.17,34.18,34.17,1,-34.23999999999999,-0.06999999999998607,Hold
2025-05-20 19:10:00,91.90000000000146,34.18,34.18,34.17,1,-34.23999999999999,-0.06999999999998607,Hold
2025-05-20 19:11:00,43.599999999998545,34.17,34.18,34.17,1,-34.23999999999999,-0.06999999999998607,Hold
2025-05-20 19:12:00,63.0,34.17,34.17,34.16,1,-34.23999999999999,-0.07999999999999119,Hold
2025-05-20 19:13:00,-66.09999999999854,34.16,34.16,34.15,0,-0.0899999999999892,-0.0899999999999892,Sell
2025-05-20 19:14:00,-29.700000000000728,34.17,34.18,34.17,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:15:00,-67.59999999999854,34.15,34.16,34.15,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:16:00,-83.90000000000146,34.14,34.14,34.13,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:17:00,-71.70000000000073,34.14,34.14,34.13,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:18:00,-97.0,34.13,34.13,34.12,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:19:00,-118.70000000000073,34.11,34.11,34.1,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:20:00,-87.0,34.12,34.12,34.11,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:21:00,-53.39999999999782,34.09,34.1,34.09,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:22:00,-85.5,34.08,34.09,34.08,0,-0.0899999999999892,-0.0899999999999892,Hold
2025-05-20 19:23:00,80.20000000000073,34.09,34.1,34.09,1,-34.18999999999999,-0.09999999999998721,Buy
2025-05-20 19:24:00,11.299999999999272,34.08,34.08,34.07,1,-34.18999999999999,-0.11999999999999034,Hold
2025-05-20 19:25:00,15.299999999999272,34.06,34.06,34.05,1,-34.18999999999999,-0.13999999999999346,Hold
2025-05-20 19:26:00,17.700000000000728,34.04,34.05,34.04,1,-34.18999999999999,-0.14999999999999147,Hold
2025-05-20 19:27:00,9.200000000000728,34.05,34.06,34.05,1,-34.18999999999999,-0.13999999999999346,Hold
2025-05-20 19:28:00,4.69999999999709,34.04,34.05,34.04,1,-34.18999999999999,-0.14999999999999147,Hold
2025-05-20 19:29:00,46.30000000000291,34.06,34.06,34.05,1,-34.18999999999999,-0.13999999999999346,Hold
2025-05-20 19:30:00,115.39999999999782,34.06,34.07,34.06,1,-34.18999999999999,-0.12999999999998835,Hold
2025-05-20 19:31:00,110.5,34.05,34.05,34.04,1,-34.18999999999999,-0.14999999999999147,Hold
2025-05-20 19:32:00,-135.29999999999927,34.01,34.02,34.01,0,-0.1799999999999926,-0.1799999999999926,Sell
2025-05-20 19:33:00,-243.5,33.99,34.0,33.99,0,-0.1799999999999926,-0.1799999999999926,Hold
2025-05-20 19:34:00,-210.40000000000146,33.99,33.99,33.98,0,-0.1799999999999926,-0.1799999999999926,Hold
2025-05-20 19:35:00,-175.79999999999927,34.03,34.03,34.02,0,-0.1799999999999926,-0.1799999999999926,Hold
2025-05-20 19:36:00,-131.79999999999927,34.03,34.04,34.03,0,-0.1799999999999926,-0.1799999999999926,Hold
2025-05-20 19:37:00,-140.20000000000073,34.03,34.03,34.02,0,-0.1799999999999926,-0.1799999999999926,Hold
