trial,col_signal,sign_thresh,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
209,ema_21,ema_50,0,49,61,3.20068,59.16464,5.142,-1.10665,0.4194,0.3606,14.83858,12.03746
738,ema_21,ema_50,0,28,37,3.39482,59.10355,2.13156,-14.58382,0.98768,0.83589,6.50653,12.02223
732,ema_21,ema_50,0,44,48,3.40291,58.79359,1.69682,-14.45468,0.97925,0.63528,8.21862,11.98375
140,ema_21,ema_50,0,22,52,3.74997,58.82355,5.58497,-0.1589,0.55001,0.23289,8.65871,11.97953
60,ema_21,ema_50,0,31,83,5.0087,53.25896,5.61954,2.90168,0.3166,0.47914,13.74135,11.96762
228,ema_21,ema_50,0,48,58,3.25889,58.93471,1.91724,-0.47455,0.51664,0.4852,13.61988,11.96491
219,ema_21,ema_50,0,52,60,3.1348,59.78715,4.0504,-12.60452,0.79943,0.52161,11.84788,11.91621
473,ema_21,ema_50,0,29,53,3.00324,59.67208,1.65358,-14.18448,0.56913,0.86168,6.99937,11.90881
394,ema_21,ema_50,0,28,77,3.42184,59.19219,1.10485,-11.8157,0.84668,0.3882,10.49626,11.90157
225,ema_9,ema_21,0,35,68,4.06726,53.70418,1.37817,-9.66029,0.96065,0.86813,3.39009,11.89585
936,ema_9,ema_21,0,20,99,5.79323,51.887,2.76608,-7.47484,0.79202,0.70159,12.84188,11.88354
433,ema_9,ema_21,0,22,75,4.17085,55.85363,2.60423,-7.59505,0.83535,0.44947,8.52691,11.87926
969,ema_21,ema_50,0,54,95,5.07107,55.60156,3.01362,-10.15108,0.32695,0.95632,7.16434,11.83983
435,ema_21,ema_50,0,44,56,3.62492,59.96178,1.10129,-19.44576,0.98031,0.61153,10.71422,11.73871
120,ema_21,ema_50,0,48,51,3.799,55.28916,1.09723,3.41681,0.54921,0.94777,11.01058,11.73167
448,ema_21,ema_50,0,60,66,3.06252,59.61662,1.06344,-18.64776,0.59568,0.46072,10.97455,11.72486
497,ema_21,ema_50,0,20,42,5.18561,51.55679,4.76592,-12.4633,0.97646,0.89279,9.00833,11.5876
835,ema_21,ema_50,0,22,72,3.56522,59.88801,1.69288,-11.96305,0.90334,0.88732,9.93473,11.5357
908,ema_21,ema_50,0,21,83,4.07998,58.75675,1.0145,-16.50732,0.96993,0.97739,7.54932,11.49818
839,ema_9,ema_21,0,60,70,3.96811,54.74363,1.37911,-18.60886,0.60371,0.20061,11.48333,11.48799
887,ema_21,ema_50,0,28,94,4.06398,58.48341,1.10428,-10.34426,0.93426,0.95088,6.45441,11.48121
190,ema_21,ema_50,0,36,69,3.9536,58.67849,1.26242,-2.40809,0.97275,0.92474,6.87452,11.43885
100,ema_21,ema_50,0,27,30,3.47066,54.38317,4.42865,-0.79545,0.87486,0.25274,12.32456,11.43723
1192,ema_21,ema_50,0,35,87,4.08079,58.61011,3.29072,-18.70848,0.91017,0.90974,12.3595,11.43278
180,ema_21,ema_50,0,41,72,4.03432,58.30175,1.24577,-6.39308,0.64889,0.91861,13.90895,11.41436
1202,ema_21,ema_50,0,30,83,3.57852,59.98659,1.0732,-13.73094,0.84068,0.80158,8.25692,11.41122
751,ema_9,ema_21,0,21,97,4.18256,53.67481,1.9822,-18.42765,0.81641,0.66919,3.21341,11.38845
507,ema_21,ema_50,0,32,70,3.99899,58.34912,1.04471,-17.5809,0.84931,0.84112,7.20111,11.3673
36,ema_21,ema_50,0,37,75,3.3306,55.03584,1.0803,1.96977,0.18705,0.28586,8.2653,11.36465
1045,ema_21,ema_50,0,26,100,3.90743,58.28161,1.68684,-9.84648,0.99029,0.85296,6.07067,11.34248
545,ema_9,ema_21,0,26,41,5.88625,53.05321,1.3629,0.94574,0.41914,0.42854,5.85223,11.34059
824,ema_21,ema_50,0,21,73,3.96285,58.51857,1.07449,-15.73982,0.9496,0.82036,10.94655,11.31619
220,ema_21,ema_50,0,54,61,3.51266,59.87979,4.63994,-19.08038,0.9206,0.73141,9.62288,11.30708
852,ema_21,ema_50,0,22,72,3.90081,58.86015,1.58084,-14.07358,0.9373,0.80031,4.87738,11.29841
783,ema_9,ema_21,0,32,86,3.73923,51.73421,2.7057,-17.75498,0.25143,0.10892,14.97349,11.26882
1098,ema_21,ema_50,0,49,95,5.58396,46.68261,4.5369,-3.11118,0.30577,0.58828,14.88177,11.2629
102,ema_21,ema_50,0,53,67,3.42161,50.8218,1.14685,-3.44632,0.22141,0.98575,6.2105,11.21169
185,ema_21,ema_50,0,23,70,4.40378,55.40244,1.05746,2.49307,0.93819,0.88697,12.01989,11.204
213,ema_21,ema_50,0,48,59,4.03348,52.61647,3.47502,-19.14544,0.26059,0.95156,11.67659,11.1746
776,ema_21,ema_50,0,23,77,4.03952,58.59173,1.41145,-18.04762,0.73424,0.6615,3.12477,11.16978
1253,ema_21,ema_50,0,36,79,4.32825,58.86025,1.36181,-17.59067,0.69672,0.988,5.80732,11.15781
1065,ema_21,ema_50,0,24,90,3.3763,59.98604,2.76224,-13.42582,0.97737,0.99879,5.20231,11.12685
638,ema_21,ema_50,0,22,33,4.2997,58.86332,2.41298,-8.72132,0.72682,0.92904,3.11982,11.11618
551,ema_9,ema_21,0,56,61,5.67685,51.41875,1.95161,-7.77813,0.70627,0.63611,13.40471,11.10463
719,ema_9,ema_21,0,42,93,5.59659,55.27639,2.20375,-15.30715,0.47673,0.52573,3.42604,11.06947
1136,ema_21,ema_50,0,23,87,4.3344,58.86379,2.6931,-2.78472,0.89509,0.8665,14.29765,11.06031
211,ema_21,ema_50,0,46,59,4.4374,50.72001,1.07282,-17.37888,0.64177,0.25323,9.78381,11.05629
96,ema_21,ema_50,0,32,99,5.59787,52.47636,1.09008,-6.52109,0.23566,0.84543,8.42516,11.0495
1224,ema_21,ema_50,0,36,86,4.28538,58.8531,1.79191,-10.80355,0.9696,0.82953,8.80895,10.97705
170,ema_9,ema_21,0,53,58,3.89672,56.36164,1.11406,-9.90722,0.29696,0.98812,13.67218,10.96098
643,ema_9,ema_21,0,28,39,4.14767,54.86002,1.20343,-15.46207,0.89376,0.9223,10.79646,10.94323
747,ema_21,ema_50,0,53,94,4.02507,57.11505,2.92666,4.02385,0.6207,0.72712,9.54502,10.87794
950,ema_21,ema_50,0,41,95,4.25028,58.86633,1.07832,-18.36827,0.71728,0.96607,11.42345,10.83929
940,ema_9,ema_21,0,45,93,3.01977,58.37821,1.27023,4.33885,0.29616,0.88396,11.91125,10.80191
109,ema_21,ema_50,0,25,33,4.3185,50.83773,1.03708,-5.21398,0.58249,0.65145,8.87765,10.79436
508,ema_21,ema_50,0,36,55,4.32768,58.42596,1.63727,-14.64947,0.82473,0.62112,9.06902,10.79143
635,ema_9,ema_21,0,33,41,3.41787,54.72555,2.3675,1.50462,0.15082,0.58557,8.52092,10.77255
990,ema_21,ema_50,0,23,100,4.01332,57.44243,1.15624,-19.3193,0.79526,0.96931,9.50074,10.71231
1107,ema_21,ema_50,0,31,93,3.97344,57.65357,2.46522,-19.09386,0.63423,0.83022,5.1135,10.70342
188,ema_21,ema_50,0,30,71,3.94335,56.98308,2.64325,-16.30325,0.66919,0.83745,14.10838,10.69547
1148,ema_21,ema_50,0,27,70,4.58505,54.13022,3.04302,-14.62947,0.89278,0.69945,14.70062,10.69331
966,ema_21,ema_50,0,27,100,5.99278,43.86935,5.65913,-18.83186,0.66622,0.96875,6.4426,10.68364
894,ema_21,ema_50,0,30,92,4.03632,58.04922,1.39819,-16.84269,0.78328,0.92731,7.85888,10.67661
237,ema_21,ema_50,0,41,77,4.06921,58.06461,1.94202,-8.16312,0.69787,0.81634,3.53759,10.66624
531,ema_21,ema_50,0,44,56,3.92733,57.71307,1.3282,-15.49828,0.83671,0.96025,6.60128,10.66622
861,ema_21,ema_50,0,55,79,4.04442,57.3785,2.60261,-1.26716,0.71231,0.78117,5.71249,10.63136
607,ema_21,ema_50,0,33,42,4.0861,58.71608,4.34249,-15.51526,0.74789,0.22869,13.35634,10.57826
339,ema_21,ema_50,0,20,48,3.46501,59.94718,1.67133,-15.58878,0.77959,0.54965,14.74022,10.54116
1053,ema_9,ema_21,0,34,91,5.92831,52.26894,2.31629,-18.84665,0.41508,0.8534,9.20125,10.52917
334,ema_21,ema_50,0,52,58,3.93928,57.41343,2.55154,-15.04284,0.86683,0.84727,11.80769,10.52372
1138,ema_21,ema_50,0,31,89,3.98238,57.62309,2.69282,-16.43903,0.83895,0.80185,12.77265,10.51132
617,ema_21,ema_50,0,40,48,4.06223,57.1145,4.45003,-5.34757,0.93953,0.9256,12.90824,10.51042
1204,ema_21,ema_50,0,43,91,4.04403,58.00618,2.62827,-18.27319,0.95596,0.92381,13.56742,10.5012
1063,ema_21,ema_50,0,28,88,4.06095,58.09372,1.0023,-13.77092,0.97378,0.94888,9.54016,10.49992
929,ema_21,ema_50,0,20,92,4.15434,57.94161,1.07999,-18.46712,0.83716,0.92575,3.45624,10.49035
1246,ema_21,ema_50,0,37,83,4.00001,58.10892,3.57735,-15.45402,0.99043,0.9609,14.5248,10.48047
626,ema_21,ema_50,0,22,98,4.32816,57.26044,1.10899,-15.40365,0.72983,0.97604,6.08817,10.45887
788,ema_21,ema_50,0,43,91,5.97003,45.0128,1.22051,-11.44577,0.45705,0.74265,5.59699,10.44816
1259,ema_9,ema_21,0,55,84,5.16557,55.08714,2.34559,-1.64529,0.36746,0.88068,12.82928,10.44058
685,ema_21,ema_50,0,34,93,4.20545,56.97398,1.58565,-15.07847,0.93903,0.9484,7.723,10.40929
1049,ema_21,ema_50,0,20,87,3.96272,58.13242,1.36431,-10.31073,0.98316,0.87932,5.87426,10.40634
350,ema_21,ema_50,0,21,46,4.25658,58.3718,3.58265,-11.59072,0.71313,0.51844,14.66547,10.38207
322,ema_21,ema_50,0,53,58,4.07288,57.31144,5.34358,-5.33618,0.89208,0.75836,14.35756,10.37406
923,ema_21,ema_50,0,51,54,3.00448,59.08376,3.97608,-3.48639,0.85684,0.64798,3.51965,10.36022
774,ema_9,ema_21,0,35,85,3.81445,59.77266,1.6417,-11.38473,0.97199,0.54513,10.87376,10.34939
919,ema_21,ema_50,0,21,99,3.07942,58.99506,4.03639,-13.25857,0.94241,0.16089,6.5061,10.334
849,ema_21,ema_50,0,31,74,4.43445,56.90694,1.03668,-12.01183,0.87859,0.96662,7.7352,10.30241
720,ema_21,ema_50,0,34,84,3.99003,57.48987,1.7597,-12.4502,0.957,0.74873,8.48571,10.29319
1006,ema_21,ema_50,0,23,72,4.29251,56.40391,1.45257,-6.16928,0.87844,0.92652,11.53204,10.26243
391,ema_21,ema_50,0,53,60,4.16566,57.32957,1.84753,-6.87865,0.58338,0.53234,12.14663,10.24941
752,ema_21,ema_50,0,33,41,4.14684,57.93624,1.70829,-10.05229,0.98414,0.81681,4.13877,10.2202
165,ema_21,ema_50,0,51,57,4.26416,56.60425,1.99458,-14.38181,0.4085,0.61531,8.09441,10.19342
889,ema_21,ema_50,0,36,94,5.79003,40.99893,2.67074,-16.75528,0.88527,0.83313,6.13552,10.19029
113,ema_21,ema_50,0,33,41,5.86952,42.06487,1.10526,-0.63829,0.74026,0.9312,14.30617,10.18294
801,ema_21,ema_50,0,25,78,4.40765,58.16518,1.23235,-18.06318,0.9817,0.96795,11.09275,10.17917
1266,ema_21,ema_50,0,24,76,4.42226,57.42124,1.56851,-17.23139,0.99773,0.98754,6.6963,10.167
650,ema_21,ema_50,0,41,48,4.30202,56.19274,2.04881,-13.7261,0.75482,0.99067,4.47341,10.15357
64,ema_21,ema_50,0,56,89,3.35679,49.67898,1.52258,-4.18943,0.18423,0.63032,13.60479,10.14597
737,ema_9,ema_21,0,53,88,3.78624,59.91125,2.53849,-1.77803,0.79563,0.57873,7.65124,10.12114
112,ema_21,ema_50,0,52,55,3.27995,51.34814,2.03392,-13.84807,0.69476,0.49723,10.94951,10.11895
1080,ema_21,ema_50,0,20,100,4.87187,54.47621,3.16606,-8.94961,0.828,0.88013,13.81204,10.11876
337,ema_21,ema_50,0,48,57,4.32872,57.38582,1.30677,-15.69706,0.7386,0.63088,12.7213,10.10913
490,ema_9,ema_21,0,23,79,3.22564,59.7765,2.4884,-4.57247,0.67552,0.18997,5.40572,10.10719
52,ema_21,ema_50,0,28,36,4.02873,57.78824,2.35929,-15.99707,0.58995,0.28995,7.86452,10.09317
276,ema_21,ema_50,0,35,69,3.99497,55.84154,4.93856,2.26338,0.60313,0.37693,14.5868,10.08258
436,ema_21,ema_50,0,56,61,4.1803,56.82961,1.73868,-16.20369,0.82734,0.55594,7.43849,10.07633
432,ema_21,ema_50,0,32,78,3.9102,57.93422,2.95487,-2.45201,0.81128,0.12036,5.45377,10.07382
428,ema_21,ema_50,0,20,85,4.41891,51.59264,1.82578,1.46049,0.89889,0.31774,8.34445,10.06909
761,ema_21,ema_50,0,59,85,4.37457,56.91948,3.51885,-18.92029,0.80236,0.65831,13.25772,10.05547
1012,ema_9,ema_21,0,40,92,5.90363,51.97843,2.27237,-5.76702,0.25951,0.36878,7.08879,10.03605
846,ema_21,ema_50,0,31,89,3.91,58.24711,1.65962,-11.98139,0.96665,0.58056,9.14905,10.03306
580,ema_9,ema_21,0,28,36,3.8113,59.93212,3.27578,-8.05423,0.8518,0.76385,3.9623,10.0203
527,ema_21,ema_50,0,38,54,3.92904,54.72628,1.65772,3.61743,0.78831,0.9853,14.92545,10.01934
878,ema_21,ema_50,0,22,99,3.99396,57.81974,1.48771,-15.36473,0.92862,0.52768,7.18462,10.0171
256,ema_21,ema_50,0,46,67,4.02123,57.40503,1.13133,-9.39779,0.69901,0.30338,13.79453,9.9707
716,ema_21,ema_50,0,35,82,4.40931,57.86117,2.1937,-17.24094,0.96599,0.76809,4.99765,9.95621
844,ema_21,ema_50,0,54,86,3.93852,58.18333,1.01566,-18.50064,0.76828,0.35466,11.92549,9.95563
1227,ema_21,ema_50,0,55,90,3.94307,56.98294,3.59262,-19.65039,0.84037,0.41176,10.82911,9.95444
471,ema_21,ema_50,0,20,49,4.12447,57.66536,3.07261,-6.53258,0.92474,0.11133,6.63824,9.93176
1270,ema_9,ema_21,0,37,84,3.83576,59.91596,3.50629,-10.35632,0.80003,0.92126,12.75427,9.86901
632,ema_21,ema_50,0,27,39,5.55459,55.05101,2.53871,-0.49413,0.10584,0.91177,3.56849,9.8558
1240,ema_9,ema_21,0,48,89,5.08888,53.83378,1.3007,-17.04482,0.21667,0.8082,6.25172,9.85416
828,ema_21,ema_50,0,21,99,5.18481,51.0433,3.57087,-3.70939,0.34427,0.33529,3.03853,9.84353
470,ema_21,ema_50,0,29,53,4.31064,56.32752,3.13877,-10.18134,0.95328,0.11357,7.56878,9.82669
325,ema_9,ema_21,0,59,64,3.34875,58.92744,3.51978,-16.39068,0.97962,0.24039,12.19782,9.80035
584,ema_21,ema_50,0,21,31,4.20647,56.59367,3.98018,-12.14129,0.64664,0.86959,4.15712,9.79547
349,ema_21,ema_50,0,60,64,4.11864,56.66509,1.49346,-19.69241,0.55472,0.61884,11.55202,9.76338
90,ema_9,ema_21,0,47,53,3.58719,51.63083,1.47109,-14.30833,0.10312,0.21607,11.0607,9.70271
872,ema_9,ema_21,0,21,100,5.21813,54.34004,1.26936,-6.22562,0.12045,0.11559,6.16709,9.69606
480,ema_21,ema_50,0,29,50,3.93642,57.71826,1.80597,-2.63287,0.88699,0.3189,7.90107,9.66315
460,ema_9,ema_21,0,55,62,3.72381,59.76355,2.43216,-0.12697,0.97869,0.46394,13.91498,9.66231
1152,ema_21,ema_50,0,32,69,4.33837,57.63995,1.25919,-5.59323,0.99017,0.58716,6.73186,9.65356
1273,ema_21,ema_50,0,54,88,4.23253,56.84713,1.37148,-19.84873,0.48761,0.30932,9.3453,9.64036
954,ema_9,ema_21,0,35,94,5.98679,55.88846,1.40193,-15.97073,0.14165,0.21799,10.03046,9.62433
1261,ema_21,ema_50,0,20,72,5.65387,48.25347,5.26009,-13.47691,0.34815,0.24216,12.83685,9.62155
850,ema_21,ema_50,0,32,90,4.66552,53.16237,1.72524,-0.38327,0.93168,0.98255,7.54933,9.61687
599,ema_21,ema_50,0,59,61,4.31922,57.86671,4.33601,-5.70292,0.97606,0.54784,7.5389,9.59233
1104,ema_21,ema_50,0,22,84,4.23591,57.08741,2.9933,-4.96846,0.96482,0.79118,10.17235,9.58443
1010,ema_21,ema_50,0,60,68,4.38622,58.01573,1.58182,-19.07128,0.9836,0.53109,11.56794,9.57063
419,ema_21,ema_50,0,28,84,3.92548,57.83329,3.63171,-5.60485,0.97591,0.35552,7.59863,9.56719
17,ema_9,ema_21,0,42,75,5.46599,52.75259,5.93459,-19.13843,0.56298,0.78029,12.38604,9.53513
71,ema_9,ema_21,0,33,46,5.43774,54.05039,5.56185,-4.52237,0.11622,0.31106,6.25111,9.5273
503,ema_21,ema_50,0,30,54,4.04789,56.20062,1.21056,-7.56777,0.76895,0.91716,5.38167,9.52021
987,ema_9,ema_21,0,32,85,3.92203,53.80727,1.77499,-11.5112,0.18031,0.47841,10.19929,9.51566
168,ema_21,ema_50,0,47,55,4.31595,57.3108,2.54512,-14.99548,0.91934,0.42226,7.23105,9.49537
712,ema_9,ema_21,0,56,94,5.61515,54.29642,1.10304,-9.34247,0.1156,0.42559,3.02312,9.48206
999,ema_21,ema_50,0,20,72,4.47758,54.56067,2.75637,-11.40042,0.46798,0.9425,12.86756,9.48058
1099,ema_21,ema_50,0,29,87,4.11223,56.4233,2.31728,-16.07142,0.86226,0.93992,5.49286,9.46658
462,ema_21,ema_50,0,53,60,5.91867,48.35635,1.08136,-14.15897,0.3277,0.32896,6.44634,9.45353
443,ema_21,ema_50,0,36,53,4.13598,56.76774,1.34087,-3.70164,0.61297,0.38696,5.18427,9.43288
115,ema_9,ema_21,0,59,62,5.30689,50.29414,5.65,-2.36933,0.5146,0.10555,3.38236,9.39431
714,ema_21,ema_50,0,60,87,3.6356,56.64237,3.13724,1.26131,0.99822,0.45265,9.55835,9.37062
65,ema_9,ema_21,0,26,97,5.25294,51.88283,5.76756,-15.79034,0.639,0.51588,13.66664,9.36391
117,ema_21,ema_50,0,60,70,5.78205,41.6237,5.60321,-3.10344,0.56204,0.48824,4.62772,9.33686
83,ema_21,ema_50,0,51,100,4.44783,50.6622,4.52122,-0.4285,0.65735,0.67434,11.35036,9.30107
275,ema_21,ema_50,0,60,66,4.19907,56.65461,1.86811,-8.84425,0.82354,0.64547,12.42899,9.29895
301,ema_21,ema_50,0,60,64,3.165,59.95127,2.32195,-11.27787,0.98909,0.47391,9.81609,9.23897
1236,ema_9,ema_21,0,29,81,3.2679,58.97302,4.28043,-15.204,0.4362,0.27226,3.42531,9.23571
865,ema_21,ema_50,0,26,94,4.46732,56.14924,2.19207,-19.71408,0.6401,0.9811,8.97468,9.23093
867,ema_21,ema_50,0,47,51,4.317,56.92336,3.19224,-19.0797,0.9253,0.28503,11.81855,9.22125
1242,ema_21,ema_50,0,20,74,4.43384,56.92209,5.41234,-7.47291,0.84099,0.26173,6.11876,9.21953
35,ema_21,ema_50,0,42,85,4.32874,47.12231,1.27867,-6.95341,0.22482,0.21016,5.27129,9.21101
282,ema_9,ema_21,0,46,62,3.61584,59.99184,4.26506,-17.8243,0.95389,0.57307,10.98727,9.21087
444,ema_21,ema_50,0,44,68,4.60648,54.83775,3.64913,-14.68256,0.63253,0.22243,13.95608,9.15922
1067,ema_21,ema_50,0,23,80,4.52187,53.52658,3.47869,-3.33779,0.82672,0.75671,13.94186,9.14714
596,ema_21,ema_50,0,31,39,4.44775,58.62168,1.04781,-12.56186,0.48321,0.7497,7.97773,9.13544
822,ema_21,ema_50,0,53,82,3.04244,58.83291,5.15715,4.95416,0.24815,0.2738,9.64019,9.06911
671,ema_21,ema_50,0,45,49,5.22874,59.56496,5.63499,-15.83357,0.23936,0.50152,13.8525,9.0119
46,ema_21,ema_50,0,52,55,5.55571,49.88655,2.34503,-15.53031,0.1477,0.87467,9.61199,9.00826
283,ema_21,ema_50,0,59,65,3.92054,56.58776,1.16349,-12.39293,0.93048,0.49404,10.9246,8.97913
186,ema_21,ema_50,0,47,68,4.62586,55.36843,2.45681,-5.11359,0.92113,0.13817,9.54066,8.93832
1060,ema_21,ema_50,0,32,88,5.29009,56.64682,5.80843,-5.56887,0.26778,0.27087,8.59268,8.93637
695,ema_21,ema_50,0,20,87,4.12323,56.30059,1.31428,-17.32268,0.94973,0.92997,7.83978,8.93416
97,ema_21,ema_50,0,32,97,5.50011,45.26606,1.60101,-1.78739,0.78131,0.31215,7.45375,8.82987
129,ema_21,ema_50,0,26,41,3.68832,59.8798,4.12178,-6.22304,0.30156,0.22497,11.20226,8.7797
74,ema_9,ema_21,0,47,92,3.19572,58.91528,5.99065,-9.38597,0.22901,0.46955,4.0278,8.77269
58,ema_21,ema_50,0,36,53,5.54885,57.89766,1.73403,-13.92759,0.21597,0.46334,13.51083,8.76141
1030,ema_21,ema_50,0,34,88,5.76744,58.8417,2.06854,1.93931,0.11299,0.31267,11.40526,8.75767
59,ema_9,ema_21,0,55,96,5.2983,51.08645,1.24533,-6.46841,0.21403,0.84074,12.73846,8.73611
9,ema_9,ema_21,0,45,90,4.59341,51.65265,1.77821,-1.43423,0.5373,0.42611,11.77499,8.72208
1021,ema_21,ema_50,0,40,94,5.65785,47.82198,5.08618,-16.21815,0.15975,0.9741,12.23775,8.70402
1284,ema_9,ema_21,0,44,86,5.29894,50.70801,5.31094,-0.96346,0.10082,0.68383,12.78818,8.68945
965,ema_21,ema_50,0,22,87,3.86059,59.77103,1.31893,-4.05126,0.72414,0.8005,9.46131,8.6652
474,ema_9,ema_21,0,45,88,3.57219,58.97189,1.47914,-1.20936,0.90314,0.78299,7.55529,8.6631
215,ema_9,ema_21,0,51,59,3.52086,59.2704,2.06816,-4.97086,0.65061,0.87814,11.63347,8.55405
618,ema_21,ema_50,0,20,37,5.91976,57.04989,2.38722,-9.34789,0.51452,0.77043,11.58379,8.55225
792,ema_9,ema_21,0,41,83,4.27058,56.78288,1.5593,1.17534,0.13996,0.20148,4.80635,8.54649
459,ema_21,ema_50,0,60,66,3.81845,59.08957,3.15377,-13.90088,0.74176,0.71066,10.90881,8.52855
156,ema_21,ema_50,0,26,51,4.06253,56.61392,1.4985,-7.33583,0.95704,0.24335,4.3887,8.49451
1110,ema_9,ema_21,0,20,77,4.63546,50.06351,5.5188,-10.28152,0.1584,0.43303,6.412,8.48431
316,ema_21,ema_50,0,60,64,3.81835,59.8941,2.9176,-5.61406,0.80351,0.86487,10.93667,8.45181
1197,ema_9,ema_21,0,43,90,3.96217,58.28797,1.16559,0.09838,0.46926,0.10816,12.73417,8.42605
1199,ema_21,ema_50,0,25,79,3.85385,59.59875,2.7925,-8.95695,0.83829,0.90473,14.68899,8.37115
724,ema_9,ema_21,0,21,81,5.35611,53.87499,5.65514,4.91752,0.18024,0.38667,13.28511,8.36575
586,ema_21,ema_50,0,22,36,3.86015,59.36781,1.79297,-10.90351,0.83737,0.88636,4.82577,8.36489
845,ema_9,ema_21,0,43,80,5.74436,59.20608,2.28439,-3.54031,0.14542,0.97788,3.98092,8.30984
51,ema_9,ema_21,0,41,55,5.52219,50.27004,3.76837,-1.22917,0.76098,0.45946,6.36002,8.30002
15,ema_9,ema_21,0,41,75,3.23742,50.80287,1.51559,-16.95404,0.57435,0.20389,9.05159,8.28494
299,ema_9,ema_21,0,48,57,3.95942,59.27821,4.86124,-9.20732,0.42946,0.13151,14.44487,8.27973
858,ema_9,ema_21,0,54,86,3.39305,58.81624,3.3296,-10.45413,0.99722,0.67667,5.24981,8.24866
33,ema_9,ema_21,0,58,62,4.02644,50.43774,2.31452,-6.10358,0.12042,0.16465,7.43302,8.21899
155,ema_21,ema_50,0,23,53,5.23475,58.8127,1.81572,-15.63074,0.73811,0.55355,5.08093,8.21439
1115,ema_9,ema_21,0,33,87,4.32769,49.95753,3.87113,-0.1914,0.12985,0.27584,8.11911,8.16592
363,ema_9,ema_21,0,59,64,4.09926,52.64613,2.1998,-13.71995,0.95239,0.95558,10.89305,8.13761
707,ema_21,ema_50,0,20,85,4.50051,55.73003,1.96749,-11.34335,0.953,0.90964,9.30759,8.12338
686,ema_9,ema_21,0,21,100,3.19139,59.29804,1.66443,-18.97361,0.9263,0.61811,5.63248,8.04227
369,ema_21,ema_50,0,36,75,4.57023,51.88431,1.19693,-5.26305,0.76824,0.37708,9.64016,8.02039
198,ema_9,ema_21,0,51,65,3.54523,48.97796,3.80371,-12.83963,0.35918,0.98106,8.45331,7.99975
896,ema_9,ema_21,0,28,95,4.25709,51.55835,5.3366,3.63105,0.41925,0.97284,7.68132,7.99736
1102,ema_21,ema_50,0,23,80,3.86229,59.14621,2.31765,-4.67496,0.8481,0.18087,9.21189,7.99477
489,ema_9,ema_21,0,33,92,4.06207,59.78574,5.55445,4.55524,0.38855,0.61157,3.40484,7.98153
679,ema_21,ema_50,0,26,80,3.84567,59.42065,1.23871,-10.96165,0.89451,0.73101,6.75365,7.9789
1150,ema_21,ema_50,0,26,67,3.82588,59.00586,1.10675,-17.34746,0.97857,0.98545,8.906,7.95803
77,ema_9,ema_21,0,28,61,4.1967,52.28372,2.90296,-6.25937,0.4991,0.23954,4.25406,7.91923
655,ema_9,ema_21,0,52,56,4.83574,48.81776,2.86552,0.42667,0.18735,0.80763,4.21175,7.86956
81,ema_9,ema_21,0,43,89,3.61466,50.1574,1.92254,-2.84933,0.42198,0.56934,12.84945,7.86107
1283,ema_9,ema_21,0,38,83,3.28324,59.00992,2.85711,-19.44038,0.83208,0.9524,13.85223,7.84946
87,ema_21,ema_50,0,38,54,5.80615,56.37623,1.25759,-9.37153,0.84583,0.16405,11.63221,7.84159
1018,ema_9,ema_21,0,44,89,5.7064,44.84156,1.05887,-15.61273,0.18355,0.13732,14.95325,7.83115
1149,ema_9,ema_21,0,42,72,4.55151,50.00076,2.44709,-18.06808,0.25315,0.58983,13.77453,7.80782
344,ema_21,ema_50,0,33,78,4.09497,51.69719,1.97668,2.1019,0.5129,0.99768,13.66526,7.78974
806,ema_21,ema_50,0,26,78,3.87021,59.23688,1.639,-13.74312,0.96455,0.78542,8.11804,7.76358
862,ema_21,ema_50,0,59,85,4.45574,55.02188,2.08336,-2.41075,0.97649,0.5579,9.11523,7.7612
713,ema_21,ema_50,0,59,90,4.93023,52.55185,4.5503,-19.87864,0.88858,0.47615,10.21929,7.73827
539,ema_21,ema_50,0,60,65,4.38448,56.40346,1.01576,4.36988,0.253,0.57913,14.63747,7.72917
600,ema_21,ema_50,0,20,25,3.6795,59.89955,1.15836,-18.87812,0.78296,0.94703,11.91101,7.72317
522,ema_21,ema_50,0,25,44,5.65864,41.98955,1.00795,-0.97601,0.47093,0.99757,4.70959,7.69474
449,ema_21,ema_50,0,55,62,3.83284,59.98537,2.02243,-1.17556,0.94373,0.6321,10.30088,7.68569
778,ema_21,ema_50,0,58,82,4.4673,55.12706,1.08483,-19.3558,0.90275,0.38702,13.23267,7.64311
132,ema_21,ema_50,0,59,62,4.63217,58.5985,1.14197,-5.43276,0.27592,0.89554,8.35235,7.6382
782,ema_21,ema_50,0,48,83,3.39171,49.50491,3.16493,1.95994,0.21574,0.52699,7.00647,7.59806
897,ema_21,ema_50,0,54,89,5.42896,36.72936,3.6504,0.24453,0.2024,0.73374,4.17221,7.59772
40,ema_21,ema_50,0,53,96,4.1679,41.98875,5.99117,-9.92993,0.22277,0.28823,8.13571,7.57596
1280,ema_21,ema_50,0,23,77,5.43158,43.54273,1.10414,-17.11876,0.33217,0.41575,6.64851,7.57344
1,ema_21,ema_50,0,42,100,4.91946,57.00406,2.36467,-3.15544,0.25066,0.40226,5.09209,7.5639
