trial,col_signal,sign_thresh,reset_peak,rsi_thresh,atr_mult,vwap_atr_mult,invest_frac,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
3,ema_9,ema_21,1,59,11.04539,-4.90123,0.01336,0.24005,0.01737,0.37302,14:30:00,-14.47223
2,ema_9,ema_21,1,59,10.50917,0.60628,0.03806,0.24665,0.0456,0.36659,13:30:00,-46.48861
1,ema_9,ema_21,0,61,4.19518,-1.67734,0.01018,0.23506,0.01983,0.32063,14:30:00,-92.87598
0,ema_9,ema_21,0,57,13.83994,-2.22675,0.02877,0.26808,0.04245,0.20662,13:30:00,-137.21163
