trial,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,sign_thresh_pair,avg_daily_pnl
2096,0,9,45,49.28273,9.15519,3.69916,0.36499,0.04039,4.3851,ema_3|ema_8,8.77914
591,0,23,56,49.44089,7.49023,3.02776,0.01309,0.50323,11.56372,ema_9|ema_21,8.5953
1927,0,18,45,48.61086,2.67915,1.89127,0.01049,0.01631,19.65416,ema_3|ema_8,8.5313
1150,0,36,61,49.0046,9.9816,3.20455,0.01291,0.08212,9.07136,ema_3|ema_8,8.44229
2190,0,26,49,48.74681,7.27737,3.4681,0.56084,0.01309,11.03687,ema_3|ema_8,8.36036
2136,0,23,49,49.62913,7.02672,4.52793,0.41481,0.03691,19.07202,ema_3|ema_8,8.30775
1498,0,45,53,49.28306,6.15833,3.32943,0.01433,0.22781,22.68467,ema_9|ema_21,8.05902
1769,0,32,50,47.62544,6.25911,2.94207,0.01236,0.26675,11.19716,ema_3|ema_8,8.00931
700,0,30,45,49.75037,7.85197,1.80638,0.03527,0.51334,9.08337,ema_9|ema_21,7.95818
2281,0,37,58,49.68408,9.01372,2.04308,0.01655,0.16179,12.14545,ema_3|ema_8,7.81627
1888,0,32,45,49.26618,8.73722,3.17706,0.04695,0.11014,7.01115,ema_3|ema_8,7.79045
825,0,42,56,48.92639,8.0716,3.09005,0.01924,0.4086,14.54205,ema_3|ema_8,7.57419
695,0,12,50,48.1773,7.4401,3.38989,0.02125,0.23477,7.13143,ema_5|ema_13,7.51519
1654,0,29,45,49.14975,9.99224,2.99222,0.0848,0.10926,8.64916,ema_3|ema_8,7.47372
2054,0,12,52,48.90966,9.63644,3.16525,0.33215,0.06983,13.5879,ema_3|ema_8,7.44505
1275,0,28,45,48.46839,7.92656,3.14613,0.02402,0.51764,12.34353,ema_3|ema_8,7.29187
753,0,30,53,49.08661,7.41994,3.55107,0.01498,0.85746,12.83682,ema_3|ema_8,7.28741
1249,0,29,45,49.3385,5.90864,1.88208,0.11705,0.50604,13.16595,ema_3|ema_8,7.26021
1450,0,22,57,49.6963,5.7857,1.42707,0.01285,0.45594,12.08381,ema_3|ema_8,7.25157
1577,0,4,45,49.1178,7.81626,1.95702,0.05629,0.20018,8.64838,ema_3|ema_8,7.22723
1657,0,35,45,49.36323,5.87541,3.25578,0.08036,0.05229,9.66612,ema_3|ema_8,7.11369
1236,0,34,49,48.35023,5.03484,1.70604,0.01223,0.34588,16.30499,ema_3|ema_8,7.10999
2177,0,28,53,49.82607,9.27176,0.97958,0.0302,0.159,17.63446,ema_3|ema_8,7.104
702,0,18,45,49.84518,8.04363,4.09441,0.16838,0.41296,15.04968,ema_9|ema_21,6.9143
679,0,39,45,47.77199,6.85775,3.02626,0.01638,0.20126,14.38209,ema_9|ema_21,6.90152
1445,0,14,53,49.85054,4.88971,0.46408,0.01211,0.26546,8.41764,ema_3|ema_8,6.87873
1469,0,9,55,48.87416,7.194,0.64262,0.01924,0.42064,10.68745,ema_3|ema_8,6.79801
837,0,37,55,49.10316,6.35301,1.59797,0.05651,0.30273,13.95659,ema_3|ema_8,6.74606
1899,0,31,45,49.00301,8.1174,1.57559,0.02217,0.06363,13.10235,ema_3|ema_8,6.7377
1847,0,30,49,49.11536,6.49708,4.13307,0.24429,0.0344,18.77069,ema_3|ema_8,6.6931
2055,0,30,54,48.46646,6.75436,1.54774,0.02021,0.28199,4.8187,ema_3|ema_8,6.55151
873,0,16,55,49.1232,7.48866,3.69261,0.01654,0.48765,4.37838,ema_9|ema_21,6.49126
2174,0,36,53,48.26689,5.72544,1.68686,0.01988,0.04938,2.33545,ema_3|ema_8,6.44243
1278,0,31,48,49.97468,4.45618,1.6985,0.01627,0.4531,21.02405,ema_3|ema_8,6.35589
1196,0,37,55,48.24605,7.1079,3.35886,0.04345,0.41537,14.45432,ema_3|ema_8,6.30791
2188,0,35,49,49.51122,4.48856,2.36093,0.01753,0.24707,6.05682,ema_3|ema_8,6.27368
1741,0,18,50,49.35614,7.27783,3.70514,0.37925,0.42511,23.12874,ema_5|ema_13,6.21706
1323,0,33,49,49.02555,6.84106,2.6256,0.10184,0.40635,14.46998,ema_3|ema_8,6.21549
1356,0,35,45,49.40765,7.3393,1.41297,0.09471,0.34761,12.27629,ema_3|ema_8,6.20873
1124,0,34,63,49.51747,8.29601,2.26465,0.0146,0.37785,16.84715,ema_3|ema_8,6.18128
635,0,27,50,48.86707,5.70446,2.42748,0.01581,0.34319,9.59863,ema_9|ema_21,6.13757
1726,0,15,45,49.41826,5.23508,2.33436,0.02635,0.18727,8.72486,ema_5|ema_13,6.12737
1640,0,15,57,49.94809,3.1346,0.34784,0.01108,0.36451,8.4223,ema_3|ema_8,6.00436
1618,0,11,49,47.03726,4.93364,1.19834,0.01092,0.37854,11.8519,ema_3|ema_8,5.93558
1913,0,22,49,47.13553,5.11556,2.29098,0.03025,0.1722,9.692,ema_3|ema_8,5.92435
1720,0,14,49,47.7198,4.95782,2.95473,0.04832,0.14513,7.76948,ema_3|ema_8,5.83555
1333,0,18,49,49.06922,4.99178,2.42063,0.02439,0.2997,14.30693,ema_3|ema_8,5.8221
2198,0,34,53,49.59807,8.89332,4.41493,0.47174,0.09122,22.18295,ema_3|ema_8,5.73445
1892,0,31,49,49.85648,5.54215,3.9624,0.02521,0.12646,17.99535,ema_3|ema_8,5.72242
1778,0,24,49,49.94777,9.18654,2.31737,0.02611,0.67497,12.95815,ema_3|ema_8,5.68227
953,0,28,45,47.74626,7.52361,-0.72908,0.01182,0.74543,9.15715,ema_3|ema_8,5.59171
1707,0,37,45,47.97326,9.72332,3.53132,0.02672,0.05168,9.46146,ema_3|ema_8,5.5843
1668,0,34,45,47.31017,7.35738,3.28245,0.04784,0.19758,8.05247,ema_3|ema_8,5.56872
1631,0,43,45,48.91267,9.9768,2.44545,0.02598,0.36675,14.76147,ema_3|ema_8,5.54207
1662,0,44,45,48.3568,5.59132,3.53835,0.01887,0.03318,8.91791,ema_3|ema_8,5.53701
1026,0,39,45,48.26395,6.72763,1.75829,0.04823,0.25772,20.50826,ema_3|ema_8,5.50831
963,0,39,50,48.57145,3.1173,1.7874,0.0205,0.23067,18.02959,ema_3|ema_8,5.42353
831,0,37,54,49.32629,6.96378,1.58651,0.04303,0.75643,8.37757,ema_3|ema_8,5.28334
1127,0,30,63,49.82182,3.99004,1.46073,0.01854,0.15749,1.58097,ema_3|ema_8,5.24878
1646,0,18,49,49.77326,8.91073,2.1408,0.01607,0.46052,7.08863,ema_9|ema_21,5.21188
1291,0,30,45,49.21719,6.90586,4.13235,0.02461,0.51284,14.82319,ema_3|ema_8,5.15312
1939,0,41,45,49.75671,4.99503,3.37569,0.01809,0.22082,22.83681,ema_9|ema_21,5.15085
1073,0,37,54,49.58817,5.7008,3.74101,0.0661,0.08313,18.3395,ema_3|ema_8,5.14801
752,0,30,50,48.04991,8.70941,1.77687,0.02385,0.66018,8.90862,ema_3|ema_8,5.09577
1351,0,33,49,49.09209,4.41657,3.04743,0.0151,0.49249,13.0282,ema_3|ema_8,5.0639
559,0,37,50,49.43229,5.12048,3.91394,0.01534,0.35284,14.73392,ema_3|ema_8,5.04664
603,0,1,58,49.8397,7.36944,3.8704,0.01199,0.04342,1.78487,ema_9|ema_21,5.03034
1757,0,26,49,49.05277,9.18481,3.68323,0.07976,0.12784,17.10283,ema_3|ema_8,4.9767
1969,0,32,49,44.18375,4.98272,1.57886,0.01596,0.21404,14.50131,ema_3|ema_8,4.9457
1731,0,25,45,48.26525,3.31454,1.18923,0.01962,0.09293,11.71339,ema_5|ema_13,4.93881
1213,0,38,50,48.36929,4.39352,2.00195,0.03483,0.16918,14.35665,ema_3|ema_8,4.93637
2039,0,33,49,49.10918,7.69262,2.29541,0.05022,0.02308,8.60599,ema_3|ema_8,4.93226
1097,0,30,52,48.32744,7.4893,1.35424,0.04671,0.24981,19.86718,ema_3|ema_8,4.84923
1448,0,13,58,47.82441,3.91504,1.20867,0.01991,0.1173,15.01226,ema_3|ema_8,4.75219
2018,0,17,53,49.49958,1.68706,2.72955,0.01775,0.11341,18.84947,ema_3|ema_8,4.72002
1158,0,30,59,49.90542,2.98299,4.3724,0.03687,0.02713,15.31417,ema_3|ema_8,4.70782
727,0,2,45,49.5027,6.58905,2.12114,0.04034,0.17414,5.17923,ema_9|ema_21,4.69397
143,1,27,52,49.9714,3.64002,4.4173,0.01449,0.2445,11.36247,ema_9|ema_21,4.68371
326,0,34,61,48.15213,0.7346,3.90572,0.01245,0.15157,1.3481,ema_5|ema_13,4.67905
2224,0,34,49,49.25996,4.07551,-0.67831,0.01455,0.18308,4.80594,ema_3|ema_8,4.67275
1166,0,26,61,49.34536,3.30748,4.96927,0.01943,0.05766,25.38781,ema_3|ema_8,4.66469
542,0,15,54,49.2664,9.6774,3.16759,0.01654,0.24942,2.58136,ema_9|ema_21,4.65074
1486,0,21,54,48.85496,6.40817,-0.3236,0.01749,0.50038,16.05084,ema_3|ema_8,4.63149
1318,0,28,53,48.33975,4.74751,3.37857,0.01624,0.35626,1.26502,ema_3|ema_8,4.60684
907,0,37,49,47.66048,4.33654,2.55847,0.01883,0.29311,18.20218,ema_3|ema_8,4.56008
427,0,35,56,49.51807,0.53024,0.9112,0.01341,0.19641,0.56982,ema_5|ema_13,4.55091
1061,0,1,45,48.77428,4.76058,4.77049,0.01004,0.09535,10.91479,ema_9|ema_21,4.52798
346,0,29,46,49.45634,4.62494,0.54682,0.01197,0.37886,7.7021,ema_9|ema_21,4.50623
2001,0,17,58,47.38262,2.00036,4.36273,0.01323,0.10064,13.82188,ema_5|ema_13,4.41462
741,0,27,45,49.50023,8.38263,3.80144,0.04297,0.58338,7.33809,ema_3|ema_8,4.386
1199,0,39,54,49.74037,6.15775,0.60543,0.06372,0.83743,6.07963,ema_3|ema_8,4.36734
677,0,36,49,49.5794,7.0931,3.85183,0.04231,0.24592,8.62686,ema_9|ema_21,4.3585
2272,0,28,52,48.41261,3.1831,2.77274,0.03279,0.09345,2.44794,ema_3|ema_8,4.35403
2172,0,28,49,48.93127,3.16052,2.37975,0.04645,0.12776,21.48898,ema_3|ema_8,4.31033
663,0,12,60,49.16337,7.51671,3.35864,0.04891,0.22162,8.78865,ema_5|ema_13,4.27955
1557,0,14,53,46.31367,7.65613,1.72453,0.0156,0.5082,11.39763,ema_9|ema_21,4.25195
1729,0,43,45,46.38578,9.91086,1.76183,0.01069,0.03522,12.45995,ema_3|ema_8,4.22611
529,0,27,50,49.70224,7.17033,0.6263,0.0454,0.39588,7.79289,ema_9|ema_21,4.20319
1562,1,39,49,49.57006,7.79311,3.7858,0.01382,0.36351,9.95805,ema_3|ema_8,4.20218
1798,1,29,53,49.38931,3.89173,3.36647,0.03754,0.23269,12.7079,ema_3|ema_8,4.13946
2200,0,24,76,48.74743,3.33707,-0.4073,0.01398,0.07238,2.83547,ema_3|ema_8,4.11832
2166,0,40,53,49.71048,7.79871,4.35843,0.10205,0.18776,12.81039,ema_3|ema_8,4.05722
815,0,40,55,49.40232,8.93102,1.98159,0.04029,0.61252,13.7576,ema_3|ema_8,4.04603
2127,0,26,49,49.9965,4.88707,4.26927,0.19706,0.1008,13.60732,ema_3|ema_8,4.0353
1282,0,20,45,47.47162,1.47646,3.58675,0.01276,0.3527,22.00077,ema_3|ema_8,4.01655
1897,0,31,49,49.76825,7.89557,3.70653,0.14802,0.1125,7.02858,ema_3|ema_8,3.94555
1863,0,36,45,49.27618,9.54348,2.48904,0.12545,0.09155,7.0965,ema_3|ema_8,3.9336
1225,0,40,60,48.39813,5.30817,0.12315,0.02056,0.11997,11.6688,ema_3|ema_8,3.84807
1330,0,27,45,48.84057,8.78361,1.64031,0.01638,0.3307,13.08731,ema_9|ema_21,3.81648
1579,0,2,49,47.64099,2.22288,0.90339,0.01319,0.24184,7.23622,ema_3|ema_8,3.78286
2239,0,13,61,49.03792,9.3549,4.55653,0.14539,0.06839,27.93341,ema_3|ema_8,3.75443
1652,0,13,63,46.79388,6.99418,2.15179,0.0153,0.38969,5.90957,ema_3|ema_8,3.61342
1831,0,14,49,49.55316,7.03432,3.46756,0.29124,0.13212,24.82857,ema_3|ema_8,3.60431
1242,0,37,45,46.56999,8.74964,2.02245,0.02237,0.34011,16.61621,ema_3|ema_8,3.53642
1649,0,21,45,49.44596,7.45357,4.51562,0.15397,0.04607,12.2964,ema_3|ema_8,3.53229
1259,0,26,48,48.34881,4.2219,1.48997,0.01762,0.57886,8.98978,ema_3|ema_8,3.50776
1299,1,18,49,49.58903,7.79124,3.83457,0.21782,0.48163,7.91166,ema_3|ema_8,3.49373
315,1,14,56,49.63581,5.28325,4.0701,0.0126,0.25312,22.81647,ema_9|ema_21,3.49051
882,0,45,54,46.57546,7.01608,3.30462,0.03713,0.22822,15.39469,ema_3|ema_8,3.41595
2254,0,37,49,47.98152,8.82422,-1.3328,0.01161,0.13707,6.44572,ema_3|ema_8,3.31971
1739,0,11,45,49.41072,9.21523,1.75352,0.0713,0.21728,6.43108,ema_3|ema_8,3.28718
763,0,38,60,49.32082,7.44695,1.46861,0.06021,0.55203,10.39036,ema_3|ema_8,3.2737
1037,0,36,45,48.3794,3.45266,4.64838,0.02102,0.34104,14.95964,ema_3|ema_8,3.26963
1430,0,36,57,47.96021,9.08374,1.96612,0.01994,0.33675,13.91877,ema_3|ema_8,3.26497
979,0,37,49,42.43434,6.13504,0.95533,0.01531,0.23996,19.33268,ema_3|ema_8,3.25129
915,0,28,49,49.85796,6.77392,4.19015,0.0333,0.85364,18.4071,ema_3|ema_8,3.21583
994,0,28,49,47.992,7.93986,-1.18666,0.01591,0.84911,12.36027,ema_3|ema_8,3.20724
900,0,14,49,49.8082,5.1276,3.94424,0.01985,0.29826,8.89519,ema_9|ema_21,3.20637
2010,0,23,53,45.74687,5.9331,4.45333,0.01867,0.43475,9.39193,ema_3|ema_8,3.15426
1509,0,44,53,44.15788,6.93549,2.96337,0.0179,0.3049,22.35881,ema_9|ema_21,3.11154
340,1,24,45,48.10704,3.00443,1.32061,0.02529,0.37609,21.18951,ema_3|ema_8,3.09105
780,0,18,58,48.86497,2.5477,-8.87827,0.01276,0.14783,2.53319,ema_3|ema_8,3.08165
1524,0,2,50,44.75205,7.27459,0.44731,0.01539,0.40906,6.85714,ema_5|ema_13,2.98679
854,0,36,59,49.19082,6.00201,2.36588,0.03343,0.10627,13.98784,ema_9|ema_21,2.93709
952,0,37,49,45.8921,5.46677,3.73392,0.01883,0.37631,12.11236,ema_3|ema_8,2.91865
1703,0,37,45,49.68226,7.61757,4.49702,0.18514,0.13525,7.88188,ema_3|ema_8,2.91357
342,1,18,45,49.21915,3.17242,0.93664,0.02931,0.32348,27.40961,ema_3|ema_8,2.90741
1342,0,25,49,49.69084,8.31644,0.98996,0.0681,0.36735,11.86153,ema_3|ema_8,2.89683
1294,0,26,45,48.32012,7.51847,4.37973,0.04264,0.5595,5.77483,ema_9|ema_21,2.89196
1661,0,28,48,49.54439,3.80284,3.21164,0.08648,0.0115,10.99464,ema_3|ema_8,2.89095
1227,0,36,53,49.77959,9.04884,0.21698,0.0282,0.25482,9.93416,ema_5|ema_13,2.8906
2116,0,17,49,49.50687,4.09309,4.10865,0.45749,0.03897,25.22537,ema_3|ema_8,2.88401
1811,0,29,52,48.9557,4.28533,4.63109,0.02085,0.26282,12.38225,ema_3|ema_8,2.87416
892,0,22,49,46.60702,3.22062,4.07545,0.01332,0.65033,9.14933,ema_3|ema_8,2.86801
653,0,19,61,49.96686,1.20086,-6.6653,0.01249,0.07018,5.14361,ema_9|ema_21,2.83841
721,1,20,45,49.62609,1.63079,2.85689,0.02894,0.21514,22.19339,ema_3|ema_8,2.79776
865,0,42,55,45.26959,8.65282,1.83599,0.01832,0.58567,14.35134,ema_5|ema_13,2.73362
1332,0,32,45,45.96712,3.77019,1.90444,0.01773,0.29757,18.57359,ema_3|ema_8,2.71548
1418,0,31,55,48.70213,2.58655,3.23223,0.01358,0.64439,18.61988,ema_3|ema_8,2.70304
1536,0,6,49,45.90712,7.33367,0.97364,0.02895,0.54946,18.30475,ema_3|ema_8,2.59083
115,0,40,46,49.07029,1.65621,4.33336,0.23864,0.02043,13.85823,ema_3|ema_8,2.54067
1612,0,17,49,48.69648,7.06032,4.08846,0.11251,0.22301,6.05585,ema_5|ema_13,2.50402
1422,1,25,49,44.20434,8.34169,2.17352,0.01428,0.51257,7.21705,ema_3|ema_8,2.4493
1545,0,29,49,46.71107,5.08277,1.70276,0.02497,0.45205,26.94954,ema_3|ema_8,2.39385
922,0,37,59,49.1919,7.76733,3.66897,0.09499,0.40824,18.31223,ema_3|ema_8,2.37113
1190,0,28,58,47.77728,6.01584,3.97359,0.06339,0.2596,13.01815,ema_5|ema_13,2.32139
345,0,35,45,47.06629,4.83707,2.68976,0.02274,0.2005,0.96361,ema_5|ema_13,2.26043
355,1,23,45,49.30363,3.54677,1.11087,0.05398,0.3822,25.78956,ema_3|ema_8,2.24309
1738,0,5,50,47.88638,5.74806,2.63124,0.071,0.16614,14.60133,ema_3|ema_8,2.22253
1983,0,33,45,49.98889,9.40394,4.43969,0.08106,0.2067,2.46548,ema_3|ema_8,2.17038
1637,0,28,49,48.75151,1.98862,0.61986,0.01629,0.29994,14.35542,ema_3|ema_8,2.1456
1301,0,34,49,48.2609,9.64711,4.0364,0.06209,0.01446,5.47788,ema_3|ema_8,2.09216
1896,0,30,49,47.4537,7.94849,2.67717,0.05941,0.27523,8.29904,ema_3|ema_8,2.08771
808,0,27,50,47.82283,7.2725,3.27516,0.16625,0.80868,15.4836,ema_3|ema_8,2.03861
1062,0,1,45,49.96258,9.43598,3.05418,0.05325,0.13353,4.5053,ema_9|ema_21,2.02897
941,0,7,54,48.07479,4.41312,2.96698,0.01904,0.42057,8.86442,ema_5|ema_13,2.01942
601,0,30,56,49.85794,8.304,1.24494,0.05066,0.32582,8.11298,ema_9|ema_21,2.01676
847,0,43,51,49.85046,9.10977,1.81064,0.05298,0.59431,15.5365,ema_3|ema_8,2.01047
1901,0,44,45,49.69464,6.53311,1.27527,0.05956,0.21276,25.0334,ema_9|ema_21,2.00225
1131,0,30,73,47.68745,4.30313,3.34346,0.01705,0.17016,5.70178,ema_3|ema_8,1.96927
1791,0,25,53,49.12905,8.98093,0.96645,0.13685,0.03334,8.69482,ema_3|ema_8,1.93936
923,0,7,49,49.39592,7.68529,2.30358,0.05702,0.19565,6.42573,ema_9|ema_21,1.92619
470,0,10,50,48.94124,2.63,-3.44416,0.0124,0.38495,11.95908,ema_9|ema_21,1.9235
1386,0,16,49,49.02288,4.43324,3.64806,0.0241,0.31977,19.89066,ema_9|ema_21,1.90185
2287,0,35,55,49.76852,6.83716,4.01638,0.08812,0.45419,29.43939,ema_3|ema_8,1.89709
2011,0,26,74,48.04539,9.3,1.42069,0.01386,0.31127,13.17449,ema_3|ema_8,1.89618
164,0,27,45,49.16328,4.34118,1.16343,0.02459,0.12368,1.06014,ema_9|ema_21,1.86415
2129,1,8,49,49.67534,6.11164,3.09213,0.39523,0.20681,4.76006,ema_3|ema_8,1.85351
165,0,26,52,49.75221,8.8243,3.08093,0.02783,0.23315,7.94316,ema_9|ema_21,1.84311
1722,0,31,50,49.37417,8.32186,2.08691,0.11219,0.17597,14.49364,ema_3|ema_8,1.83581
1748,0,45,52,49.5496,6.64674,4.13724,0.43483,0.16304,12.71319,ema_3|ema_8,1.83269
190,0,36,57,49.80012,6.23933,4.46032,0.1309,0.24894,17.96901,ema_9|ema_21,1.78426
463,0,38,45,45.4515,2.45222,4.10756,0.02169,0.13235,13.69707,ema_3|ema_8,1.78151
1090,0,33,53,49.74019,4.28929,3.05163,0.09996,0.1629,11.58306,ema_3|ema_8,1.77623
2253,0,14,45,49.46291,8.96902,3.71714,0.19578,0.17566,25.79107,ema_3|ema_8,1.72633
1709,0,35,49,49.80124,5.64424,2.18401,0.18315,0.16005,8.31499,ema_3|ema_8,1.7017
1423,0,38,54,46.28106,5.47293,2.23868,0.02366,0.46002,12.70081,ema_3|ema_8,1.60295
101,0,40,54,47.79252,0.41713,2.62252,0.02662,0.0774,4.12025,ema_5|ema_13,1.58241
1530,0,34,50,49.97047,9.97474,0.08542,0.03227,0.45713,12.26454,ema_3|ema_8,1.56396
317,1,13,63,48.28141,1.62534,3.31635,0.01173,0.30803,24.64039,ema_9|ema_21,1.54633
1749,0,14,49,47.58932,7.73848,4.9718,0.01233,0.09948,8.75142,ema_5|ema_13,1.52324
1503,0,41,53,48.44941,3.61947,-0.09281,0.01488,0.22161,23.96896,ema_9|ema_21,1.47189
1606,0,5,53,48.56288,7.61872,3.97217,0.0749,0.17,10.23344,ema_3|ema_8,1.45563
510,0,21,50,49.3609,7.44162,3.54307,0.05019,0.19785,0.29501,ema_9|ema_21,1.42769
774,0,41,58,48.22106,5.04698,3.41182,0.01902,0.40897,6.6305,ema_9|ema_21,1.41093
1084,0,43,62,49.69156,4.96012,4.07269,0.052,0.09066,23.08317,ema_3|ema_8,1.30611
1174,0,31,60,48.96214,8.29563,2.85003,0.20396,0.0154,2.71054,ema_3|ema_8,1.27211
108,0,41,50,46.67967,0.77719,4.42593,0.01908,0.1779,1.33896,ema_5|ema_13,1.2337
738,0,13,50,47.44299,3.58545,3.24809,0.02866,0.2299,7.90461,ema_5|ema_13,1.19765
227,0,45,56,43.56597,1.30126,4.39147,0.01368,0.12244,15.29609,ema_5|ema_13,1.16858
1191,0,27,56,47.41969,6.26364,1.82188,0.04862,0.08987,10.2854,ema_3|ema_8,1.14283
265,1,19,50,44.09753,2.31345,0.86851,0.08849,0.02429,11.16362,ema_9|ema_21,1.11794
935,0,31,49,49.51593,9.78578,2.41491,0.05944,0.75087,7.27529,ema_3|ema_8,1.07389
793,0,19,52,44.85258,7.53815,-9.98332,0.01039,0.18406,5.37841,ema_3|ema_8,1.07348
1967,0,13,45,45.04501,2.59819,1.29885,0.0323,0.09358,23.42565,ema_3|ema_8,1.00298
2215,0,35,49,46.18177,8.23093,3.13774,0.03243,0.18099,10.25481,ema_3|ema_8,0.99118
1021,0,35,45,48.11633,4.51779,1.57087,0.05434,0.21791,20.45145,ema_3|ema_8,0.94784
1841,0,39,54,48.54468,9.38036,3.70173,0.04896,0.18868,21.35292,ema_3|ema_8,0.94053
1711,0,20,45,45.90201,7.55146,2.49208,0.02909,0.17109,12.05516,ema_5|ema_13,0.92751
750,1,31,45,44.76632,1.05239,3.58559,0.01648,0.30539,12.96534,ema_3|ema_8,0.92276
744,0,27,45,48.72032,6.36792,0.88248,0.09958,0.60091,4.6725,ema_3|ema_8,0.9063
1447,0,44,57,49.20351,7.22302,2.99276,0.18712,0.33189,13.30327,ema_3|ema_8,0.90469
1218,0,21,49,49.46382,6.96024,4.47358,0.04496,0.70985,2.07552,ema_9|ema_21,0.84359
564,0,30,51,47.97699,7.54973,2.68905,0.06291,0.48786,11.58996,ema_9|ema_21,0.83878
1602,0,38,45,44.92817,7.70893,3.84281,0.03745,0.41126,16.89581,ema_3|ema_8,0.80885
2252,0,10,49,48.71708,7.30808,3.57279,0.32872,0.11973,17.46981,ema_3|ema_8,0.78521
2032,0,30,53,48.82493,3.77811,4.42773,0.05122,0.16118,6.77491,ema_3|ema_8,0.77799
269,0,31,50,48.53528,6.08337,3.78139,0.27217,0.45044,19.09304,ema_3|ema_8,0.70816
947,0,42,63,49.45846,8.00306,1.75128,0.05303,0.38623,10.90035,ema_3|ema_8,0.65255
1170,0,37,60,48.77048,3.88052,2.13713,0.02961,0.30522,7.62848,ema_3|ema_8,0.57982
1390,0,34,49,48.6933,9.11599,4.97613,0.01776,0.30933,12.77962,ema_3|ema_8,0.57228
1987,0,21,57,49.96121,3.13843,1.1985,0.08545,0.03106,20.01491,ema_3|ema_8,0.49841
877,0,12,50,48.74902,7.65388,3.99739,0.12982,0.44196,15.1734,ema_9|ema_21,0.49653
576,0,21,66,48.30247,4.74931,3.41449,0.02303,0.34646,0.69773,ema_9|ema_21,0.48699
843,0,1,53,49.79444,3.65467,4.80937,0.02735,0.0741,2.57534,ema_9|ema_21,0.48576
710,0,20,45,49.11314,9.50603,3.91349,0.02647,0.37257,6.32605,ema_5|ema_13,0.47674
746,0,29,50,48.83931,4.27765,4.39137,0.03228,0.40736,19.21211,ema_3|ema_8,0.45033
800,0,28,51,49.5853,8.62828,1.33775,0.05697,0.51892,10.33743,ema_9|ema_21,0.4372
1173,0,45,59,49.26964,9.76149,4.51187,0.03865,0.20665,11.05527,ema_3|ema_8,0.42735
485,0,32,45,49.11661,4.93108,3.96818,0.04492,0.11895,1.454,ema_9|ema_21,0.41804
1235,0,39,54,48.18378,7.88335,3.18988,0.03484,0.01061,16.91079,ema_3|ema_8,0.40751
1040,0,44,49,49.65744,0.50182,0.96601,0.02533,0.30537,0.2021,ema_5|ema_13,0.39522
1670,0,31,45,44.56863,9.49792,1.44931,0.01803,0.01233,4.95053,ema_3|ema_8,0.38854
705,0,24,49,49.72255,5.18041,-0.01095,0.02063,0.57216,7.13396,ema_9|ema_21,0.38091
1663,0,23,45,44.92919,3.37844,2.13827,0.04298,0.02627,8.17192,ema_3|ema_8,0.35963
1427,0,20,50,49.92192,7.65066,1.95252,0.29191,0.01475,12.74932,ema_5|ema_13,0.33453
1379,0,22,45,47.71816,8.14011,4.04705,0.05629,0.31646,10.12415,ema_3|ema_8,0.27568
369,1,14,45,49.92406,2.27475,2.60795,0.07814,0.20223,29.26264,ema_3|ema_8,0.26513
410,0,12,51,49.4881,5.07611,-4.01204,0.01916,0.42223,13.51363,ema_9|ema_21,0.25828
