trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_choice,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
122,0.00135,0.00304,0.02748,5.40352,6.40222,median_nonzero,0,1,84,8.16059,0.0808,-2.86282,0.00627,0.00582,6.90955,1739279665105.4504
114,0.00136,0.003,0.02844,5.40421,6.43081,median_nonzero,0,1,84,8.16176,0.08087,-3.83999,0.00623,0.00569,2.39837,1739204246731.115
406,0.00117,0.00337,0.02526,5.4074,6.31866,median_nonzero,0,1,86,7.93665,0.0804,-1.46632,0.00711,0.00683,6.18725,1739087880825.5146
282,0.00113,0.00346,0.02557,5.40758,6.34386,median_nonzero,0,1,86,7.95038,0.0804,-1.10522,0.00645,0.00662,4.92021,1738981684583.5234
229,0.00119,0.00349,0.02575,5.4067,6.3066,median_nonzero,0,1,86,7.9159,0.08071,-0.44775,0.00669,0.0067,6.23642,1738951966703.5737
188,0.00122,0.00336,0.02526,5.40428,6.3562,median_nonzero,0,1,86,7.91947,0.08146,-1.33998,0.00649,0.00667,5.70846,1738935171501.186
290,0.00113,0.0035,0.02594,5.40704,6.32648,median_nonzero,0,1,86,7.9203,0.08108,-1.66972,0.00648,0.00673,5.75326,1738843658554.957
322,0.00111,0.00344,0.02587,5.40407,6.30954,median_nonzero,0,1,87,7.95085,0.08159,-1.84293,0.00667,0.00684,6.40291,1738734314337.765
144,0.00135,0.003,0.0274,5.40427,6.40884,median_nonzero,0,1,85,7.81256,0.08084,-3.94917,0.00653,0.00638,7.60514,1738669564099.1562
73,0.00164,0.00302,0.02771,5.40079,6.49579,median_nonzero,0,1,83,8.15734,0.08056,-3.61784,0.00623,0.00561,4.39342,1738631434810.728
84,0.00148,0.00305,0.02975,5.40042,6.42297,median_nonzero,0,1,84,8.19998,0.08174,-3.10806,0.0061,0.00572,5.38082,1738559160746.182
341,0.00116,0.00355,0.02515,5.40668,6.36552,median_nonzero,0,1,86,7.92938,0.08001,-1.8428,0.00645,0.00683,5.01405,1738382745352.1267
301,0.00118,0.00368,0.02537,5.40762,6.32877,median_nonzero,0,1,87,7.9223,0.0808,-2.01919,0.00654,0.00681,6.24951,1738380511516.4033
411,0.00117,0.00353,0.02605,5.40694,6.34825,median_nonzero,0,1,86,7.93239,0.08037,-1.82486,0.00662,0.00675,6.31297,1738371575160.47
285,0.00114,0.00342,0.02582,5.40766,6.33655,median_nonzero,0,1,86,7.92374,0.08033,-1.54004,0.00663,0.00666,5.85924,1738345109447.617
379,0.00119,0.00346,0.02523,5.40676,6.30593,median_nonzero,0,1,86,7.92294,0.08034,-0.91658,0.00797,0.00666,5.54153,1738225569959.9604
83,0.00154,0.00306,0.02825,5.40009,6.41932,median_nonzero,0,1,84,8.19887,0.08166,-3.09047,0.0061,0.00577,4.37121,1738159049167.902
179,0.00114,0.00337,0.02607,5.40409,6.3694,median_nonzero,0,1,86,7.95086,0.08115,-1.18643,0.00646,0.00663,5.79278,1738147654158.8613
403,0.00122,0.00353,0.02542,5.40861,6.32905,median_nonzero,0,1,86,7.94197,0.08001,2.18868,0.00646,0.00669,6.00127,1738114541227.702
91,0.0016,0.00305,0.02742,5.40614,6.43433,median_nonzero,0,1,83,8.15543,0.08052,-3.66678,0.0061,0.0058,3.55185,1737968452128.4487
74,0.00164,0.00301,0.02789,5.40168,6.46695,median_nonzero,0,1,83,8.18407,0.08062,-3.73181,0.00624,0.00559,4.3524,1737910569771.2717
374,0.00123,0.00349,0.02559,5.40757,6.3154,median_nonzero,0,1,87,7.90728,0.08141,-1.40105,0.00647,0.00681,4.73264,1737685312269.8264
283,0.0011,0.00338,0.02607,5.4036,6.35462,median_nonzero,0,1,85,7.96144,0.08142,-1.32721,0.00697,0.00684,6.17266,1737683719010.5522
142,0.00129,0.00309,0.02799,5.40527,6.36776,median_nonzero,0,1,85,7.99941,0.08117,-4.06541,0.00631,0.00643,7.1573,1737618373383.26
119,0.00143,0.0032,0.02728,5.40735,6.41263,median_nonzero,0,1,84,8.19014,0.08019,-3.82994,0.00622,0.00568,6.37871,1737553596451.869
101,0.00141,0.00302,0.02806,5.40466,6.46847,median_nonzero,0,1,83,8.15439,0.08048,-3.63447,0.00623,0.00565,3.38496,1737511052551.2598
82,0.00155,0.00305,0.02972,5.40002,6.42079,median_nonzero,0,1,83,8.19934,0.0816,-3.20106,0.0061,0.00574,5.28421,1737469320606.0776
81,0.00158,0.00301,0.02807,5.40138,6.44813,median_nonzero,0,1,83,8.1831,0.08191,-3.99427,0.00609,0.00561,4.42399,1737370007992.4353
426,0.00177,0.00391,0.02515,5.4033,6.34527,median_nonzero,0,1,87,7.89439,0.08095,0.21093,0.00651,0.00683,8.04408,1737359000366.735
318,0.00112,0.00331,0.02538,5.40406,6.33834,median_nonzero,0,1,86,7.9623,0.08198,-2.13664,0.00645,0.007,5.69319,1737351560054.7498
70,0.00164,0.00301,0.02747,5.40318,6.4708,median_nonzero,0,1,83,8.15666,0.08065,-3.73584,0.00625,0.00562,3.28344,1737218651361.9263
131,0.00136,0.00305,0.02837,5.40127,6.41516,median_nonzero,0,1,84,8.19145,0.08177,-3.19944,0.00628,0.00572,7.86866,1737209058363.8596
75,0.00163,0.00301,0.02831,5.40047,6.47374,median_nonzero,0,1,83,8.18354,0.0817,-4.11274,0.00622,0.0056,4.22593,1737042421442.6462
87,0.00155,0.00312,0.02983,5.40034,6.4285,median_nonzero,0,1,84,8.18927,0.08324,-3.18124,0.00606,0.00589,5.2374,1736935770695.1487
136,0.00131,0.003,0.02737,5.40706,6.40166,median_nonzero,0,1,84,7.83122,0.08036,-3.25268,0.00626,0.00602,6.46067,1736933655893.392
183,0.00112,0.0034,0.02556,5.40801,6.32679,median_nonzero,0,1,87,7.92883,0.08069,-1.4086,0.00659,0.00683,5.38739,1736888965538.5203
223,0.0012,0.00338,0.02605,5.40773,6.3098,median_nonzero,0,1,86,7.95283,0.0808,-1.0899,0.00664,0.00676,6.15343,1736866231737.0017
185,0.00103,0.00352,0.0257,5.40607,6.34361,median_nonzero,0,1,86,7.9122,0.08112,-1.62578,0.00666,0.00699,5.18211,1736863795276.257
196,0.00107,0.00336,0.02593,5.40672,6.36532,median_nonzero,0,1,86,7.93808,0.0809,-1.36942,0.0065,0.0069,5.49182,1736804611130.6604
267,0.00113,0.00351,0.02553,5.40903,6.30571,median_nonzero,0,1,87,7.93176,0.08002,-0.98935,0.00708,0.00681,4.84914,1736793715880.4736
218,0.00115,0.00349,0.0256,5.40835,6.31803,median_nonzero,0,1,86,7.94251,0.08041,-0.60758,0.00667,0.00662,6.35947,1736729358837.0107
94,0.00158,0.00312,0.02925,5.40009,6.41051,median_nonzero,0,1,83,8.18947,0.08251,-2.84906,0.0063,0.00566,5.79693,1736525991267.5713
259,0.00116,0.00335,0.0258,5.40387,6.35669,median_nonzero,0,1,86,7.93864,0.08159,-2.14295,0.00653,0.00683,5.95469,1736499251155.16
68,0.00165,0.00317,0.02787,5.40455,6.4942,median_nonzero,0,1,83,8.14102,0.08072,-3.96468,0.00624,0.00557,3.13638,1736415749451.2947
367,0.00117,0.0034,0.02556,5.41074,6.30316,median_nonzero,0,1,86,7.91078,0.08035,2.48824,0.00654,0.0068,6.51362,1736393291681.5703
203,0.00107,0.00335,0.02605,5.40722,6.34109,median_nonzero,0,1,86,7.94221,0.08089,-1.44769,0.0068,0.00679,5.84283,1736279893492.291
162,0.00111,0.00343,0.02581,5.40818,6.36419,median_nonzero,0,1,86,7.95142,0.08002,-1.22672,0.00643,0.00677,5.54923,1736153837633.2837
76,0.00157,0.003,0.02819,5.40104,6.47243,median_nonzero,0,1,83,8.18333,0.08208,-4.04347,0.00609,0.0056,4.41766,1736140759887.5613
350,0.00108,0.00341,0.02524,5.41005,6.3142,median_nonzero,0,1,86,7.92718,0.08055,-2.0792,0.00653,0.00689,4.59804,1735784917270.249
175,0.00105,0.00343,0.02593,5.40659,6.3418,median_nonzero,0,1,86,7.92538,0.08122,-1.44763,0.00663,0.00671,6.1664,1735756146371.535
323,0.00117,0.00337,0.02503,5.40853,6.3629,median_nonzero,0,1,86,7.94086,0.08033,-1.57362,0.00653,0.00668,5.82856,1735703934270.0144
