trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_choice,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
429,0.00183,0.00403,0.02501,5.40005,6.3577,median_nonzero,0,1,87,7.91864,0.08036,-0.3379,0.00638,0.00669,9.16297,1749514181675.5522
291,0.00109,0.00395,0.025,5.40007,6.313,median_nonzero,0,1,86,7.93828,0.08002,-1.45803,0.00653,0.00676,6.18079,1748736638533.3337
418,0.00112,0.00393,0.02524,5.40008,6.35191,median_nonzero,0,1,87,7.91776,0.08025,-0.94824,0.00654,0.00684,8.16766,1748661947825.82
197,0.0012,0.00341,0.02548,5.40007,6.34418,median_nonzero,0,1,87,7.94644,0.08051,-1.60142,0.00655,0.00684,5.95648,1748590288858.6238
348,0.00111,0.00341,0.02544,5.40005,6.30698,median_nonzero,0,1,86,7.94375,0.08039,-1.58372,0.00652,0.00687,4.68449,1748420230314.085
184,0.00106,0.00352,0.02572,5.40009,6.34133,median_nonzero,0,1,86,7.93383,0.08001,-1.64269,0.00649,0.00673,5.77578,1748386213904.0896
353,0.00121,0.00349,0.02567,5.40003,6.30554,median_nonzero,0,1,86,7.92171,0.08038,-1.7274,0.00652,0.00682,6.80487,1748349435131.1548
360,0.00118,0.00342,0.02542,5.4001,6.30675,median_nonzero,0,1,86,7.91886,0.08041,2.40549,0.00661,0.00679,5.90564,1748337111224.3594
180,0.00117,0.00353,0.02562,5.40002,6.32782,median_nonzero,0,1,87,7.92791,0.08055,-1.38643,0.00653,0.00692,6.08235,1748316139106.7864
266,0.00113,0.00351,0.02501,5.40001,6.30085,median_nonzero,0,1,87,7.93093,0.08003,-1.08502,0.00697,0.00675,5.22375,1748316109292.8047
385,0.00107,0.00345,0.02535,5.40016,6.34975,median_nonzero,0,1,87,7.96097,0.08037,-1.07058,0.00655,0.00674,4.28214,1748207436449.3972
224,0.00118,0.00353,0.02548,5.40002,6.31506,median_nonzero,0,1,86,7.92987,0.08001,-1.3074,0.00657,0.00672,5.99507,1748138429733.17
265,0.00117,0.0034,0.02559,5.40014,6.34877,median_nonzero,0,1,87,7.93344,0.08032,-1.15687,0.00668,0.00675,5.32546,1748071805451.8394
340,0.00116,0.00354,0.02524,5.40002,6.36172,median_nonzero,0,1,86,7.93152,0.08037,-1.56901,0.00649,0.00681,4.99752,1748027944988.4788
417,0.00116,0.00387,0.02526,5.40027,6.35154,median_nonzero,0,1,86,7.92672,0.08031,-1.19719,0.00656,0.00677,5.9608,1748001526255.2722
422,0.002,0.00392,0.02515,5.40004,6.35241,median_nonzero,0,1,87,7.92285,0.0803,-0.48004,0.00655,0.00677,9.22154,1747834813756.969
173,0.00115,0.00337,0.02596,5.40005,6.35342,median_nonzero,0,1,86,7.95199,0.08041,-1.03273,0.00654,0.00682,6.31662,1747821268729.137
166,0.00118,0.00348,0.02645,5.4,6.35468,median_nonzero,0,1,86,7.96487,0.08039,-1.68185,0.00659,0.00679,6.1317,1747814751338.735
228,0.00111,0.00347,0.02581,5.40007,6.30823,median_nonzero,0,1,86,7.91557,0.08001,-1.43867,0.00669,0.00676,5.9567,1747728019272.811
236,0.00117,0.00351,0.02533,5.40024,6.31465,median_nonzero,0,1,86,7.90868,0.08035,-1.16066,0.00656,0.00666,6.28631,1747696565701.6897
215,0.00121,0.0035,0.02555,5.40007,6.31578,median_nonzero,0,1,86,7.93073,0.08041,-1.11926,0.00664,0.00668,6.32346,1747626126357.841
222,0.00121,0.00337,0.02607,5.40061,6.30868,median_nonzero,0,1,86,7.9588,0.08035,-1.13311,0.00657,0.00682,6.0182,1747610714977.3752
427,0.00106,0.00405,0.02549,5.40032,6.35832,median_nonzero,0,1,87,7.92101,0.08038,-0.50089,0.00648,0.00679,7.74006,1747541136290.384
172,0.00116,0.00336,0.02566,5.40029,6.35429,median_nonzero,0,1,86,7.94971,0.08048,-1.37261,0.00655,0.00682,6.3496,1747496412404.2173
260,0.0012,0.00341,0.02603,5.40008,6.34781,median_nonzero,0,1,86,7.91725,0.08001,-1.15624,0.00664,0.00677,5.45847,1747479925819.102
327,0.00114,0.00342,0.02532,5.40005,6.3291,median_nonzero,0,1,86,7.94617,0.08036,-1.40533,0.00657,0.00673,5.67509,1747426475352.9058
199,0.00111,0.00339,0.02579,5.40003,6.34459,median_nonzero,0,1,86,7.93891,0.08045,-1.51333,0.00674,0.00697,5.92196,1747398474402.8684
156,0.00117,0.00346,0.0262,5.40036,6.34758,median_nonzero,0,1,86,7.96735,0.08,-1.58563,0.00653,0.0068,5.742,1747323266238.5144
209,0.00119,0.00344,0.02538,5.40026,6.3562,median_nonzero,0,1,86,7.95066,0.08041,-1.03822,0.00663,0.00683,5.42024,1747254213162.6987
213,0.00117,0.00343,0.026,5.40017,6.3209,median_nonzero,0,1,86,7.95792,0.08044,-1.28633,0.00662,0.00675,6.20288,1747229422917.0474
163,0.00119,0.00335,0.0261,5.40053,6.33996,median_nonzero,0,1,86,7.94288,0.08001,-2.0096,0.00646,0.00666,6.01989,1747199416581.283
182,0.00111,0.00334,0.02557,5.40017,6.34372,median_nonzero,0,1,86,7.92941,0.08034,-1.97837,0.0065,0.00682,5.26813,1747189291199.212
171,0.00116,0.00337,0.02566,5.40051,6.35472,median_nonzero,0,1,86,7.9565,0.0804,-1.4167,0.00656,0.00681,6.32746,1747167142176.1316
161,0.00112,0.00346,0.02587,5.40068,6.36095,median_nonzero,0,1,86,7.94892,0.08,-1.17659,0.00649,0.00678,5.53821,1747164226387.0596
212,0.00119,0.00334,0.02602,5.40047,6.33562,median_nonzero,0,1,86,7.95555,0.0804,-1.41663,0.00664,0.00675,5.7189,1747103236717.792
231,0.00109,0.00343,0.02594,5.40009,6.32164,median_nonzero,0,1,86,7.92282,0.08036,-1.48107,0.00667,0.00665,5.99969,1747005770702.0522
157,0.00115,0.00345,0.0261,5.40012,6.35034,median_nonzero,0,1,86,7.96819,0.08016,-1.55904,0.00653,0.00684,5.69989,1746991597789.89
250,0.00121,0.00334,0.02513,5.40013,6.34179,median_nonzero,0,1,86,7.9575,0.08034,-1.86335,0.00664,0.00675,5.65395,1746911651992.377
164,0.00121,0.00335,0.02608,5.40001,6.35037,median_nonzero,0,1,86,7.93874,0.0804,-1.96427,0.00666,0.00666,5.86612,1746909167540.8228
273,0.00118,0.00349,0.025,5.40007,6.30828,median_nonzero,0,1,87,7.90861,0.08111,-1.39914,0.00653,0.00678,6.27969,1746776251882.049
201,0.001,0.00334,0.02576,5.40028,6.35356,median_nonzero,0,1,86,7.92138,0.08043,-1.3155,0.00674,0.00686,6.03915,1746751653007.742
253,0.00123,0.00338,0.02615,5.40006,6.35498,median_nonzero,0,1,86,7.95618,0.08037,-2.26378,0.00662,0.00677,5.80033,1746744947049.312
204,0.00118,0.00343,0.0254,5.40018,6.32142,median_nonzero,0,1,86,7.90126,0.08047,-0.93193,0.00672,0.00693,6.52256,1746716165129.845
343,0.00111,0.00353,0.025,5.40007,6.35335,median_nonzero,0,1,86,7.90772,0.08037,-0.76312,0.00652,0.00681,4.90502,1746645625850.1067
382,0.00126,0.00351,0.02607,5.40014,6.30026,median_nonzero,0,1,86,7.94907,0.08063,-1.68528,0.00663,0.00677,5.75429,1746645049368.2202
300,0.00112,0.00347,0.02572,5.40006,6.31644,median_nonzero,0,1,86,7.93578,0.08035,-0.89076,0.00666,0.00686,5.91501,1746615241502.124
192,0.00108,0.00342,0.02604,5.40031,6.36134,median_nonzero,0,1,86,7.96691,0.08041,-1.84034,0.00641,0.00686,5.95026,1746575772026.1624
153,0.00121,0.00332,0.02625,5.40027,6.34988,median_nonzero,0,1,86,7.9643,0.08014,-1.78468,0.00643,0.00679,5.76553,1746570852829.278
241,0.00117,0.00339,0.02536,5.40001,6.31359,median_nonzero,0,1,86,7.91909,0.08036,-0.76263,0.00666,0.00682,6.25842,1746393301759.001
154,0.00122,0.00332,0.02635,5.40026,6.35427,median_nonzero,0,1,86,7.96955,0.08015,-1.64472,0.00643,0.00681,5.74151,1746309276410.3687
274,0.00111,0.00353,0.02524,5.40007,6.35927,median_nonzero,0,1,87,7.94034,0.0804,-0.80141,0.00701,0.00675,5.43722,1746142566474.2278
305,0.00117,0.00334,0.02579,5.40013,6.33611,median_nonzero,0,1,86,7.95219,0.08102,-1.73857,0.00658,0.00677,6.05689,1746094948505.473
410,0.00111,0.00342,0.03214,5.40005,6.3049,median_nonzero,0,1,86,7.98374,0.08002,-0.73838,0.00667,0.00669,5.88005,1746059285444.0627
258,0.00108,0.00364,0.02549,5.40021,6.35198,median_nonzero,0,1,86,7.92564,0.08104,-1.43173,0.00659,0.00673,5.75263,1745959553805.016
193,0.00106,0.00342,0.02604,5.40009,6.36034,median_nonzero,0,1,86,7.96418,0.08062,-1.70019,0.00641,0.00686,5.79733,1745948195390.5166
155,0.00119,0.00331,0.02628,5.40083,6.3505,median_nonzero,0,1,86,7.9662,0.08005,-1.63159,0.00654,0.0068,5.76797,1745938364896.488
233,0.00112,0.00354,0.02545,5.40031,6.30773,median_nonzero,0,1,86,7.93479,0.08077,-1.29094,0.00667,0.00673,5.54809,1745917613415.0566
151,0.00127,0.00341,0.02627,5.40045,6.36052,median_nonzero,0,1,86,7.97728,0.08016,-1.91942,0.00647,0.00678,6.04811,1745880664662.3547
358,0.00106,0.00417,0.02578,5.4002,6.30943,median_nonzero,0,1,86,7.89934,0.08139,-1.65635,0.00639,0.00683,6.00706,1745878218786.6467
238,0.00112,0.00353,0.02614,5.40414,6.30445,median_nonzero,0,1,87,7.94646,0.08,-1.51475,0.00651,0.00666,5.91305,1745836959756.658
321,0.00115,0.00348,0.02602,5.4,6.32207,median_nonzero,0,1,86,7.93235,0.08097,-1.11657,0.0065,0.00661,5.50568,1745805010490.3752
226,0.00118,0.00358,0.02562,5.40001,6.30167,median_nonzero,0,1,86,7.93872,0.08112,-0.98579,0.00657,0.00691,6.08367,1745772922791.5125
247,0.0011,0.00339,0.02537,5.40016,6.31151,median_nonzero,0,1,86,7.8892,0.0808,-1.03309,0.00659,0.0067,6.04922,1745687805434.3103
381,0.00119,0.00339,0.02516,5.4037,6.30989,median_nonzero,0,1,87,7.91472,0.08,-1.18485,0.0067,0.00671,6.30675,1745483055097.032
376,0.00115,0.00379,0.02541,5.40345,6.31895,median_nonzero,0,1,86,7.96588,0.08033,-1.20847,0.00659,0.00658,5.81685,1745452025863.7944
295,0.0011,0.0039,0.02549,5.40009,6.31332,median_nonzero,0,1,87,7.91538,0.08146,-1.14855,0.00656,0.00665,5.97561,1745365667712.1904
368,0.00122,0.00355,0.02592,5.40013,6.30055,median_nonzero,0,1,86,7.93603,0.08033,-1.547,0.00786,0.00663,5.63019,1745347498832.434
225,0.00116,0.00353,0.02539,5.40386,6.31696,median_nonzero,0,1,86,7.92902,0.08049,-1.35284,0.00658,0.00672,6.41771,1745343570465.0037
311,0.00116,0.00359,0.02527,5.40347,6.34102,median_nonzero,0,1,86,7.94623,0.08,-1.49094,0.0065,0.0067,6.17793,1745320529182.439
148,0.00127,0.00331,0.02671,5.40017,6.38303,median_nonzero,0,1,87,7.97834,0.08006,-1.98143,0.00647,0.00658,6.10727,1745170137173.4514
319,0.00121,0.00352,0.02562,5.40007,6.37005,median_nonzero,0,1,86,7.92303,0.0807,-1.71313,0.00656,0.00652,6.2316,1745160107815.359
377,0.00109,0.00337,0.02594,5.40009,6.31276,median_nonzero,0,1,86,7.93299,0.081,4.89463,0.00643,0.00675,6.03072,1745145387321.6016
389,0.00104,0.00361,0.02554,5.40004,6.35684,median_nonzero,0,1,87,7.95611,0.08061,-0.56769,0.00661,0.00687,3.84435,1745141641451.6497
217,0.0012,0.00345,0.02526,5.40002,6.32316,median_nonzero,0,1,86,7.92803,0.08075,-1.20306,0.00664,0.00675,6.14557,1745130554403.7708
146,0.00132,0.00325,0.02689,5.40065,6.39167,median_nonzero,0,1,87,7.96601,0.08001,-2.94022,0.00645,0.00654,6.2653,1745099628576.8757
243,0.00118,0.00336,0.02549,5.40378,6.32097,median_nonzero,0,1,86,7.93873,0.08037,-1.58179,0.00659,0.00684,6.47898,1744980360016.8633
298,0.00117,0.00337,0.0257,5.40321,6.32309,median_nonzero,0,1,86,8.01478,0.08042,-1.26724,0.00673,0.0067,5.33939,1744979389220.17
299,0.00121,0.00414,0.02548,5.40011,6.34029,median_nonzero,0,1,85,7.95267,0.08114,-0.29982,0.00646,0.00677,6.53879,1744957169090.778
177,0.00116,0.00354,0.02572,5.40019,6.35034,median_nonzero,0,1,86,7.95722,0.08067,-2.0992,0.00658,0.00678,5.72395,1744921254073.862
279,0.00112,0.00356,0.02573,5.40007,6.31219,median_nonzero,0,1,86,7.93086,0.0811,-0.46883,0.00661,0.00689,6.07407,1744918245375.468
292,0.00109,0.00382,0.025,5.40403,6.31336,median_nonzero,0,1,86,7.93804,0.08035,1.75823,0.00686,0.00669,6.31834,1744910805494.8293
230,0.00111,0.00357,0.02515,5.40426,6.31242,median_nonzero,0,1,86,7.90935,0.08002,-1.1073,0.00663,0.00677,6.69255,1744710552695.227
150,0.00127,0.00331,0.02693,5.40003,6.38429,median_nonzero,0,1,86,7.97792,0.08015,-1.96443,0.00646,0.00673,6.10705,1744667325444.3694
205,0.00117,0.00345,0.02524,5.40013,6.33106,median_nonzero,0,1,86,7.92241,0.08058,-0.90846,0.00672,0.00692,6.61359,1744541099869.302
338,0.0012,0.00327,0.02622,5.40013,6.35043,median_nonzero,0,1,86,7.94762,0.08002,-2.09002,0.00715,0.0067,6.13407,1744539861848.9
393,0.00108,0.00356,0.0256,5.40376,6.32095,median_nonzero,0,1,87,7.95011,0.08038,-1.30304,0.00696,0.00693,4.44336,1744523806355.993
147,0.0013,0.00332,0.02691,5.40066,6.3734,median_nonzero,0,1,86,7.97902,0.08029,-2.04219,0.00643,0.00647,6.31477,1744508903160.0916
351,0.00124,0.00354,0.02547,5.40304,6.30845,median_nonzero,0,1,87,7.93601,0.08102,-1.56486,0.00661,0.00686,6.14922,1744495719236.5044
289,0.00116,0.00338,0.0345,5.40404,6.33159,median_nonzero,0,1,87,7.95321,0.08043,-1.26939,0.00667,0.00692,5.04203,1744485290717.366
232,0.00115,0.00347,0.02587,5.40359,6.32195,median_nonzero,0,1,86,7.92246,0.08038,-1.45367,0.00675,0.00664,6.01668,1744384126746.2034
337,0.00117,0.00359,0.02546,5.40315,6.30054,median_nonzero,0,1,87,7.93614,0.08065,-1.37758,0.00659,0.00676,5.25984,1744354336672.1697
245,0.00119,0.00327,0.02596,5.40061,6.33625,median_nonzero,0,1,86,7.94967,0.08064,-1.8408,0.00653,0.00678,5.83011,1744257465325.7188
336,0.00115,0.00347,0.02568,5.40322,6.34047,median_nonzero,0,1,86,7.97643,0.08036,-1.68539,0.00653,0.0068,6.41233,1744167203319.7397
239,0.0012,0.0035,0.02557,5.40007,6.33944,median_nonzero,0,1,86,7.91231,0.08132,-1.15178,0.00661,0.00672,5.06759,1744093035311.0913
121,0.00144,0.003,0.02736,5.40003,6.4047,median_nonzero,0,1,84,8.19153,0.08074,-3.71397,0.0062,0.00569,6.33222,1744058241852.2876
174,0.00116,0.00337,0.02558,5.40367,6.35522,median_nonzero,0,1,86,7.94654,0.08044,-1.06266,0.00656,0.00683,6.33901,1743929099437.657
207,0.0011,0.00334,0.02584,5.40395,6.31928,median_nonzero,0,1,86,7.93393,0.08048,-1.21507,0.00684,0.00685,5.58739,1743925725282.379
111,0.00134,0.003,0.02792,5.4004,6.42057,median_nonzero,0,1,83,8.18281,0.08049,-3.49472,0.0061,0.00563,5.04109,1743824251560.358
346,0.00116,0.00348,0.0252,5.40354,6.34799,median_nonzero,0,1,86,7.93486,0.08001,-2.34118,0.00648,0.00684,6.59201,1743710041820.6042
284,0.00117,0.0033,0.02654,5.40007,6.30653,median_nonzero,0,1,86,7.97047,0.08069,-1.74081,0.00668,0.00672,6.69084,1743690510725.826
354,0.0012,0.00357,0.02526,5.40703,6.30434,median_nonzero,0,1,87,7.91519,0.08039,-1.73362,0.00645,0.00686,6.89923,1743644762816.3862
220,0.00117,0.00345,0.02591,5.40417,6.33933,median_nonzero,0,1,86,7.9577,0.08048,-1.4072,0.00661,0.00697,6.70757,1743616938570.4062
77,0.00158,0.003,0.02828,5.40048,6.47131,median_nonzero,0,1,84,8.18589,0.08001,-4.63208,0.00611,0.00573,4.59404,1743599465118.255
414,0.00114,0.0036,0.02574,5.40384,6.35745,median_nonzero,0,1,86,7.91071,0.08043,-1.00778,0.00648,0.00692,6.07297,1743495625435.3438
181,0.00117,0.00355,0.02534,5.40351,6.33615,median_nonzero,0,1,87,7.9695,0.08054,-0.65332,0.00654,0.00694,6.08397,1743485539883.083
355,0.00121,0.0035,0.0257,5.40028,6.31166,median_nonzero,0,1,86,7.90875,0.08085,-1.92376,0.00705,0.00689,6.64867,1743483377311.8267
246,0.00113,0.00351,0.0261,5.40369,6.34689,median_nonzero,0,1,86,7.92362,0.08001,-1.39558,0.00671,0.00691,6.19759,1743464721762.211
324,0.0012,0.00325,0.02549,5.4032,6.3171,median_nonzero,0,1,86,7.95983,0.0807,-1.2576,0.00639,0.00677,6.60418,1743414839979.3257
366,0.00119,0.00347,0.02612,5.40004,6.32519,median_nonzero,0,1,86,7.92071,0.08102,-0.61236,0.00672,0.00687,5.79603,1743414620679.5234
191,0.00115,0.00328,0.02638,5.40309,6.35046,median_nonzero,0,1,86,7.95425,0.08035,-1.94983,0.00647,0.00673,6.09236,1743356964372.3286
211,0.00123,0.00339,0.0254,5.4035,6.353,median_nonzero,0,1,86,7.94186,0.08038,-0.95349,0.00682,0.00681,5.42892,1743325159319.0916
190,0.00112,0.00356,0.02589,5.40358,6.34087,median_nonzero,0,1,87,7.94349,0.08098,-1.5341,0.00653,0.00682,5.36759,1743325020192.427
416,0.00123,0.00352,0.02624,5.40355,6.31021,median_nonzero,0,1,86,7.96416,0.08069,-1.3701,0.00677,0.00673,6.43478,1743227298069.2153
221,0.00124,0.00333,0.0258,5.40349,6.34562,median_nonzero,0,1,86,7.94964,0.08034,-1.54966,0.00671,0.00689,5.60483,1743170195109.0823
293,0.00107,0.0034,0.02522,5.40343,6.30718,median_nonzero,0,1,86,7.92845,0.08001,-0.9334,0.00733,0.00677,6.52785,1743000092813.5713
370,0.00117,0.00363,0.02516,5.40674,6.30753,median_nonzero,0,1,87,7.92461,0.08,-1.75083,0.00658,0.00684,6.23136,1742898193242.689
280,0.00116,0.00448,0.02536,5.40389,6.32525,median_nonzero,0,1,86,7.94394,0.08075,-0.91409,0.00651,0.00682,5.25374,1742897456228.7288
400,0.00102,0.00337,0.02562,5.40336,6.34732,median_nonzero,0,1,87,7.91974,0.08066,-1.10062,0.00652,0.00676,5.42213,1742848280071.679
276,0.00108,0.00339,0.02548,5.40627,6.31897,median_nonzero,0,1,87,7.95177,0.08036,-1.51657,0.00669,0.00679,5.88888,1742793505681.893
328,0.00114,0.0034,0.0253,5.40365,6.33049,median_nonzero,0,1,86,7.94898,0.08069,-1.14553,0.00657,0.00673,5.54379,1742777582562.5227
402,0.00124,0.00454,0.03116,5.40001,6.31447,median_nonzero,0,1,86,7.91097,0.08132,-1.33505,0.00658,0.00689,4.22793,1742763808044.8613
249,0.00116,0.00343,0.0256,5.40399,6.31591,median_nonzero,0,1,87,7.88233,0.08105,-1.22943,0.00677,0.00686,6.36276,1742761048909.174
320,0.00118,0.00337,0.02623,5.40653,6.305,median_nonzero,0,1,86,7.89731,0.08041,-1.44217,0.00663,0.00689,6.07075,1742493867291.6104
202,0.001,0.00348,0.02578,5.40395,6.35328,median_nonzero,0,1,86,7.91665,0.08051,-1.21287,0.00662,0.00686,5.95905,1742480623697.6064
371,0.0012,0.00345,0.0254,5.40381,6.31548,median_nonzero,0,1,86,7.89286,0.08068,-1.04475,0.00678,0.00677,5.89761,1742458127988.7063
125,0.00136,0.00305,0.02714,5.40015,6.40212,median_nonzero,0,1,84,8.17468,0.08091,-3.20749,0.00638,0.00597,7.09278,1742415879111.956
286,0.00119,0.00353,0.02532,5.40372,6.3468,median_nonzero,0,1,86,7.934,0.08101,-1.06787,0.00652,0.00677,6.4417,1742391559702.6943
256,0.00111,0.00339,0.02591,5.40414,6.30482,median_nonzero,0,1,87,7.95194,0.08075,-1.85174,0.00667,0.0067,6.12695,1742374239842.0757
409,0.00115,0.00334,0.03173,5.40363,6.33855,median_nonzero,0,1,86,7.92168,0.08059,-1.6526,0.00654,0.00681,6.52855,1742342236203.4226
405,0.00106,0.00345,0.02551,5.4043,6.309,median_nonzero,0,1,87,7.9704,0.08084,-0.93381,0.00661,0.00673,5.67135,1742325066220.1506
235,0.00121,0.00336,0.02593,5.40356,6.33225,median_nonzero,0,1,86,7.92612,0.08079,-1.50142,0.0067,0.00678,6.0356,1742319847518.016
113,0.00138,0.00304,0.02838,5.40015,6.43037,median_nonzero,0,1,83,8.16133,0.08086,-3.61888,0.00627,0.00568,5.47123,1742319841856.4324
72,0.00166,0.00301,0.02798,5.40096,6.4721,median_nonzero,0,1,83,8.15792,0.08046,-3.55248,0.00623,0.00557,3.10257,1742317368146.9556
132,0.00139,0.003,0.0271,5.40012,6.40449,median_nonzero,0,1,84,8.18091,0.08084,-3.03547,0.0062,0.00604,6.91638,1742207919291.2986
391,0.0011,0.00341,0.02536,5.40453,6.35084,median_nonzero,0,1,87,7.93587,0.08038,-0.80466,0.00654,0.00674,4.12872,1742114383739.386
330,0.00125,0.0033,0.02501,5.40381,6.35088,median_nonzero,0,1,85,7.94096,0.08001,-1.67472,0.00653,0.00678,5.43353,1742032614647.9604
380,0.00112,0.00332,0.02573,5.40338,6.31993,median_nonzero,0,1,85,7.94161,0.08001,1.52847,0.00657,0.0068,6.75169,1741987136410.6963
375,0.00121,0.00354,0.02617,5.40433,6.30625,median_nonzero,0,1,86,7.99332,0.08087,-1.61293,0.00664,0.00694,6.40206,1741948662740.1047
386,0.00106,0.00348,0.02533,5.40014,6.34715,median_nonzero,0,1,87,7.96361,0.08193,-0.8558,0.00659,0.00678,4.80571,1741940047598.683
364,0.00118,0.00342,0.02574,5.40396,6.31182,median_nonzero,0,1,86,7.91654,0.08067,3.60302,0.00666,0.00668,9.76885,1741915522169.403
407,0.00109,0.00358,0.02581,5.40385,6.34457,median_nonzero,0,1,86,7.95752,0.08105,-1.2684,0.00672,0.00676,5.27427,1741870852546.4114
302,0.00115,0.00341,0.02601,5.40431,6.34474,median_nonzero,0,1,86,7.96176,0.08001,-0.64071,0.00664,0.00673,5.56006,1741840461151.111
242,0.00122,0.00343,0.02593,5.40357,6.34317,median_nonzero,0,1,86,7.90736,0.08061,-1.00638,0.00664,0.00688,5.9996,1741828139497.3906
145,0.00133,0.00324,0.02722,5.40022,6.39272,median_nonzero,0,1,86,7.91148,0.0814,-2.9055,0.00632,0.00649,6.23173,1741797576440.3533
315,0.00115,0.00333,0.02642,5.40006,6.34383,median_nonzero,0,1,86,7.91485,0.08124,-0.78649,0.00675,0.00694,4.68509,1741556437279.7932
357,0.00119,0.00345,0.02556,5.40618,6.30059,median_nonzero,0,1,85,7.92838,0.08,-2.51151,0.00649,0.00668,5.09838,1741526160858.5483
168,0.00124,0.00352,0.02589,5.40517,6.34647,median_nonzero,0,1,86,7.95657,0.08035,-1.29867,0.00669,0.00671,6.07703,1741499285786.0422
396,0.00113,0.00346,0.02583,5.4039,6.35218,median_nonzero,0,1,86,7.90254,0.08071,-1.09892,0.00661,0.00686,5.16896,1741314267042.9104
237,0.00114,0.00361,0.02573,5.40739,6.31507,median_nonzero,0,1,86,7.92998,0.08033,-1.26377,0.00656,0.00663,6.21677,1741147081221.9717
252,0.00121,0.00334,0.02581,5.40401,6.34812,median_nonzero,0,1,86,7.94478,0.08081,-2.05327,0.00656,0.00666,5.23585,1741051110902.3013
244,0.00115,0.00345,0.02573,5.40675,6.32976,median_nonzero,0,1,86,7.89911,0.08001,-1.23688,0.00652,0.007,5.45643,1740880400238.224
248,0.00101,0.00347,0.02648,5.40726,6.3233,median_nonzero,0,1,86,7.93478,0.08038,-1.61289,0.0065,0.00682,6.61601,1740878197680.668
126,0.00137,0.003,0.02787,5.40013,6.40239,median_nonzero,0,1,84,8.17303,0.08093,-2.53533,0.00632,0.006,6.98918,1740839508895.0403
369,0.00115,0.0035,0.02642,5.40437,6.32006,median_nonzero,0,1,86,7.94585,0.08117,-1.25887,0.00662,0.00673,5.97619,1740789448055.7156
399,0.00115,0.00343,0.02526,5.40363,6.35986,median_nonzero,0,1,86,7.9326,0.08097,-1.30863,0.00669,0.0068,6.46192,1740720576389.9116
219,0.00113,0.00341,0.02502,5.40433,6.33464,median_nonzero,0,1,86,7.91955,0.08101,-0.81078,0.00658,0.00668,5.96121,1740660804476.559
141,0.0013,0.00309,0.02783,5.40481,6.40362,median_nonzero,0,1,85,7.99574,0.08054,-3.91546,0.00628,0.00635,7.19306,1740478098140.9866
423,0.00104,0.0039,0.02502,5.40622,6.35455,median_nonzero,0,1,87,7.92192,0.08,-0.16539,0.00657,0.00665,9.51831,1740472090912.455
198,0.0012,0.00342,0.02543,5.40418,6.33711,median_nonzero,0,1,86,7.94886,0.08123,-1.67053,0.00655,0.00683,5.27227,1740386595347.9468
169,0.0011,0.0034,0.02616,5.40388,6.37306,median_nonzero,0,1,87,7.9848,0.08003,-1.74175,0.00665,0.00693,5.7209,1740295932646.782
397,0.00116,0.0035,0.02501,5.40668,6.32473,median_nonzero,0,1,86,7.96303,0.08036,-0.68162,0.0065,0.00673,5.63657,1740147985505.1458
139,0.00135,0.00313,0.02779,5.4036,6.3982,median_nonzero,0,1,85,8.00473,0.08061,-4.47211,0.00645,0.00627,6.89407,1739980095837.726
135,0.00135,0.00309,0.02735,5.40503,6.40028,median_nonzero,0,1,84,7.82033,0.08039,-3.33532,0.00626,0.00605,6.5094,1739919019764.409
261,0.00121,0.00347,0.02641,5.40713,6.33694,median_nonzero,0,1,86,7.95682,0.08001,-1.14612,0.00664,0.00676,5.14039,1739888752036.7097
424,0.00112,0.00396,0.02532,5.40345,6.36083,median_nonzero,0,1,87,7.91346,0.08146,-0.67821,0.00642,0.00678,8.68363,1739743360632.4473
234,0.0011,0.00342,0.02569,5.40738,6.31848,median_nonzero,0,1,86,7.94159,0.08003,-0.89494,0.0066,0.00668,6.5028,1739721165780.23
309,0.00119,0.00496,0.02562,5.40379,6.35778,median_nonzero,0,1,86,7.92176,0.08034,-1.91247,0.00658,0.00676,5.62829,1739636513359.1506
165,0.00122,0.00335,0.02614,5.40658,6.33734,median_nonzero,0,1,86,7.94179,0.08001,-1.92037,0.00671,0.00666,5.89048,1739555186652.1367
297,0.0012,0.00356,0.02532,5.40685,6.30871,median_nonzero,0,1,86,7.93077,0.08069,-1.77448,0.0066,0.0068,6.12616,1739523670541.94
102,0.00143,0.00315,0.02786,5.40438,6.40952,median_nonzero,0,1,83,8.15968,0.08047,-2.92758,0.00618,0.00565,2.75021,1739497419152.79
307,0.00106,0.00434,0.02594,5.40404,6.32047,median_nonzero,0,1,86,7.93689,0.08147,4.52978,0.00653,0.00689,6.01786,1739496245363.3394
392,0.00112,0.00349,0.02513,5.40697,6.31653,median_nonzero,0,1,87,7.91602,0.0809,-0.99654,0.00653,0.00683,4.56488,1739471073092.0605
69,0.00165,0.00318,0.02765,5.40007,6.49533,median_nonzero,0,1,83,8.14175,0.08066,-3.35173,0.00624,0.00557,3.10555,1739403303236.4866
264,0.0012,0.00345,0.02519,5.4058,6.34055,median_nonzero,0,1,86,7.94575,0.08066,-1.57278,0.00659,0.00671,5.7165,1739285723846.8538
