trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
211,0.01661,0.01408,0.05746,13.00577,11.00274,median_nonzero,0,0,81,0.05226,9.68552,0.71338,-2.72144,0.05036,0.0846,17.70674,255287039169.98618
210,0.018,0.01426,0.05746,13.00289,11.02811,median_nonzero,0,0,80,0.05251,9.74431,0.73238,-2.71424,0.05026,0.08466,17.93117,254238892932.73138
209,0.01764,0.01432,0.05736,13.0016,11.0157,median_nonzero,0,1,80,0.05212,9.74218,0.73756,-2.76118,0.05118,0.08434,17.92003,252940725836.4668
204,0.01889,0.01422,0.05801,13.0131,11.0186,median_nonzero,0,1,78,0.05027,9.84448,0.77693,-2.77078,0.05134,0.08229,16.20983,252557904317.71976
208,0.01775,0.01413,0.05765,13.00275,11.12476,median_nonzero,0,1,80,0.05008,9.79071,0.78285,-2.75756,0.05003,0.08417,17.29576,252214508142.7367
205,0.01953,0.01433,0.05789,13.00823,11.10193,median_nonzero,0,1,74,0.05005,9.87723,0.77678,-2.87436,0.05138,0.08383,16.24762,252164489355.3216
203,0.01941,0.01471,0.05786,13.00944,11.03586,median_nonzero,0,1,76,0.05295,9.91232,0.77009,-2.84219,0.05159,0.08336,16.20477,251863614836.9652
206,0.01948,0.0143,0.05799,13.0137,11.0301,median_nonzero,0,1,81,0.0521,9.85513,0.77617,-2.69086,0.05156,0.08416,16.83424,251362434724.8148
202,0.02004,0.015,0.05768,13.06003,11.01154,median_nonzero,0,1,75,0.05308,10.02369,0.77889,-2.90195,0.05185,0.08259,15.52707,246359069386.58963
200,0.01981,0.01496,0.05786,13.06011,11.13707,median_nonzero,0,1,75,0.05272,10.05872,0.77673,-2.89676,0.05164,0.08325,15.46443,245463543608.25708
201,0.01973,0.01509,0.05795,13.07741,11.14478,median_nonzero,0,1,75,0.05281,10.06676,0.81385,-3.07104,0.05148,0.08292,16.21826,244090033782.4475
166,0.01116,0.01638,0.05703,13.09584,11.00386,median_nonzero,0,1,71,0.05491,9.87258,0.82963,-3.50503,0.05029,0.07573,15.47508,243405425940.16815
168,0.03121,0.01613,0.0572,13.0745,11.74907,median_nonzero,0,1,71,0.05401,10.05576,0.84112,-3.28011,0.0505,0.07897,15.37159,241616569341.56857
183,0.02154,0.01552,0.05461,13.08217,11.18305,median_nonzero,0,1,73,0.05551,10.5199,0.80793,-3.21631,0.05024,0.0807,16.38575,241479396294.18042
127,0.03514,0.01437,0.06276,13.00173,11.10097,median_nonzero,0,2,61,0.05374,9.67604,0.97034,-3.88856,0.06504,0.08107,12.53454,241114238345.97168
186,0.01794,0.01609,0.05643,13.08504,11.58316,median_nonzero,0,0,77,0.05013,10.04074,0.84399,-3.08133,0.05206,0.07729,16.3321,241014426811.2198
171,0.01946,0.01561,0.05758,13.08028,11.34239,median_nonzero,0,1,74,0.05872,10.13743,0.86599,-3.30876,0.05378,0.07935,15.00914,240082440086.6515
147,0.02836,0.01623,0.05835,13.09138,11.00059,median_nonzero,0,1,70,0.06135,10.2795,0.85638,-3.42872,0.0647,0.06639,14.78001,239986738132.44287
178,0.02084,0.01513,0.05639,13.08615,11.65529,median_nonzero,0,1,75,0.05246,9.86005,0.91156,-3.2058,0.05017,0.08005,15.36266,239458905528.6985
191,0.02173,0.01541,0.05662,13.05947,11.62987,median_nonzero,0,1,77,0.05632,10.24662,0.86223,-3.22415,0.05439,0.08117,16.43521,239402348035.60947
197,0.02273,0.01507,0.0568,13.0776,11.16213,median_nonzero,0,1,77,0.05317,10.49628,0.91652,-3.36954,0.0517,0.07965,16.06854,239388200432.68234
172,0.02258,0.01523,0.05755,13.08914,11.3519,median_nonzero,0,1,75,0.05885,10.15142,0.87817,-3.28793,0.05352,0.07914,15.09775,239272973876.3361
175,0.02035,0.01514,0.0558,13.10457,11.31528,median_nonzero,0,1,76,0.05832,10.21063,0.89327,-3.2324,0.05033,0.07982,15.32128,238967676988.14053
139,0.02885,0.0166,0.0599,13.08971,11.19163,median_nonzero,0,1,65,0.0615,10.21302,0.93558,-3.12996,0.05852,0.0712,14.81687,238785973848.4381
182,0.02136,0.01568,0.05447,13.07734,11.60719,median_nonzero,0,1,73,0.05589,10.3031,0.86226,-3.28051,0.0534,0.08045,15.97619,238560234804.32
125,0.03502,0.01496,0.06291,13.00026,11.884,median_nonzero,0,2,62,0.05448,9.93796,1.02874,-3.55383,0.06026,0.0748,13.50329,238315933017.64572
193,0.02269,0.01551,0.05649,13.07196,11.56828,median_nonzero,0,1,77,0.05589,10.33233,0.89786,-3.04217,0.05551,0.08056,16.35554,238064789605.97388
