trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
137,0.02876,0.01698,0.06005,13.10505,11.40959,median_nonzero,0,1,68,0.06115,10.50118,0.92429,-3.32445,0.05246,0.0673,14.28662,237973179806.16095
148,0.02817,0.01735,0.05773,13.09746,11.28857,median_nonzero,0,1,70,0.06118,10.33724,0.88626,-3.39266,0.06494,0.06404,15.25237,237577780554.00876
174,0.0211,0.01574,0.05622,13.0935,11.44701,median_nonzero,0,1,75,0.05904,10.21973,0.89518,-3.23223,0.05296,0.07993,15.47107,237302054749.9355
136,0.02884,0.01692,0.0618,13.09942,11.42446,median_nonzero,0,1,67,0.06192,10.17535,0.89601,-3.36918,0.05556,0.07916,14.12544,237107270500.01257
192,0.02287,0.01552,0.05612,13.08659,11.59733,median_nonzero,0,1,76,0.05536,10.30762,0.8751,-3.18362,0.05529,0.07953,16.39743,237036558916.84204
195,0.02151,0.01515,0.05477,13.06212,11.61585,median_nonzero,0,1,77,0.0534,10.63433,0.84358,-3.30867,0.05571,0.08148,16.6994,236476898702.31262
152,0.02925,0.01714,0.05847,13.10934,11.38318,median_nonzero,0,1,66,0.06569,10.19736,0.8813,-3.00659,0.05888,0.07229,15.26803,236351975431.83636
161,0.03125,0.01585,0.0592,13.08683,11.73785,median_nonzero,0,1,69,0.06269,10.2057,0.87192,-3.21065,0.05963,0.07518,14.49966,236331877737.8896
181,0.02176,0.01528,0.05673,13.09082,11.69086,median_nonzero,0,1,75,0.05816,10.21194,0.86075,-3.26383,0.054,0.08091,16.02134,236299501456.87137
190,0.01911,0.0168,0.05261,13.17239,11.34167,median_nonzero,0,0,74,0.05717,10.03947,0.79906,-3.41513,0.05175,0.07658,15.02193,235710873966.2209
144,0.03122,0.01725,0.05935,13.0919,11.24327,median_nonzero,0,1,65,0.06187,10.35869,0.96426,-3.3361,0.06483,0.06431,14.67592,235691308594.69672
102,0.03234,0.0148,0.06532,13.00029,11.69974,median_nonzero,0,3,58,0.06436,9.68148,1.04885,-3.76077,0.05788,0.08562,11.58803,235658571183.56168
134,0.03202,0.01528,0.06452,13.09783,11.672,median_nonzero,0,1,66,0.05991,10.18902,0.95743,-3.55137,0.05469,0.07534,13.26262,235474923974.38742
141,0.02862,0.01641,0.0594,13.09941,11.23455,median_nonzero,0,1,64,0.059,10.11489,0.95851,-3.11805,0.05867,0.07309,14.27451,235162539550.26846
120,0.03341,0.01555,0.06295,13.00134,11.42426,median_nonzero,0,3,62,0.06264,9.05973,1.08016,-3.35663,0.06413,0.07509,12.30062,234921704528.2103
119,0.02908,0.01544,0.06387,13.00035,11.54309,median_nonzero,0,3,62,0.05441,9.09734,1.04868,-3.72911,0.06309,0.08915,12.24669,234785411319.40445
101,0.03225,0.01599,0.06543,13.00578,12.00536,median_nonzero,0,3,57,0.0653,9.49419,1.04881,-3.80379,0.05752,0.07997,11.65271,234737509926.52042
131,0.03503,0.01647,0.06253,13.08917,11.22253,median_nonzero,0,2,62,0.06165,9.94215,1.00304,-3.5856,0.05945,0.07202,13.59532,234725022554.9293
104,0.03223,0.01581,0.06292,13.00433,12.04155,median_nonzero,0,2,57,0.05777,10.16917,1.07508,-3.80445,0.05961,0.08189,12.49891,234644611318.4355
111,0.03203,0.01533,0.06172,13.02167,11.86625,median_nonzero,0,3,58,0.05691,9.43224,1.03711,-3.83338,0.05572,0.09014,11.88744,234586474443.77258
113,0.03202,0.01489,0.06114,13.0104,12.17919,median_nonzero,0,3,57,0.06231,9.07527,1.0385,-3.58492,0.05529,0.08967,12.59867,234426713126.95334
132,0.0347,0.01563,0.06386,13.08349,11.20138,median_nonzero,0,2,64,0.05884,9.93862,1.03329,-3.54867,0.059,0.07523,14.43279,234146505167.17975
97,0.03584,0.01387,0.06504,13.00861,12.85939,median_nonzero,0,3,53,0.05395,8.6286,1.08236,-3.76586,0.05267,0.09263,10.92179,234010477732.5226
100,0.0321,0.01494,0.06583,13.00521,12.07488,median_nonzero,0,3,58,0.06417,9.61955,1.04879,-3.78814,0.05679,0.08207,11.64997,233987611192.3611
156,0.02993,0.01638,0.05909,13.08909,11.66117,median_nonzero,0,1,63,0.06941,10.01341,0.9367,-3.08032,0.06681,0.06656,13.90236,233533263166.05884
177,0.02012,0.01451,0.0559,13.14358,11.3419,median_nonzero,0,1,79,0.05924,10.40466,0.88246,-3.27354,0.05221,0.07859,15.1831,233486434378.65295
124,0.03514,0.0149,0.06271,13.00476,11.82161,median_nonzero,0,2,62,0.05431,9.43297,1.05957,-3.58786,0.06079,0.09371,11.89403,233372366071.8857
198,0.02075,0.01452,0.05711,13.16992,11.10939,median_nonzero,0,0,77,0.0503,10.52802,0.91592,-3.41559,0.0501,0.08152,16.08294,233270624239.28687
157,0.02879,0.01728,0.0579,13.10259,11.27589,median_nonzero,0,0,61,0.05294,10.80431,0.96965,-3.26731,0.05908,0.05964,14.44416,232873279085.75162
162,0.03131,0.01679,0.05864,13.1216,11.75726,median_nonzero,0,1,68,0.0641,10.24079,0.8807,-3.20475,0.0575,0.07496,14.33264,232426579243.12958
110,0.03374,0.01487,0.06336,13.00752,12.16838,median_nonzero,0,3,58,0.0568,9.44706,1.03146,-3.88991,0.06124,0.09011,12.54925,232068973002.88663
153,0.02672,0.0171,0.05838,13.1396,11.04468,median_nonzero,0,1,67,0.06554,10.44733,0.92049,-3.00684,0.06369,0.07147,15.27784,232025408834.72757
196,0.02417,0.01559,0.05633,13.16307,11.51436,median_nonzero,0,1,80,0.05669,10.31044,0.75829,-3.19455,0.05325,0.08339,16.4274,232020928588.6956
130,0.03524,0.01656,0.06257,13.10583,11.13228,median_nonzero,0,2,62,0.06219,9.61612,1.00149,-3.47163,0.05976,0.0715,13.50725,231678447891.9725
163,0.02821,0.01663,0.06085,13.08184,11.62376,median_nonzero,0,1,69,0.07407,10.52621,0.86659,-1.19255,0.0619,0.07273,14.03261,231624560542.8915
96,0.03582,0.01394,0.06524,13.00248,12.74005,median_nonzero,0,4,52,0.05282,8.64314,1.0933,-4.08911,0.05186,0.09297,10.92622,230423776805.70853
143,0.02891,0.01645,0.05718,13.15525,11.64393,median_nonzero,0,1,69,0.05946,10.58414,0.93312,-3.15428,0.05584,0.07122,14.11667,229293340065.76343
173,0.02327,0.01646,0.05734,13.20655,11.16544,median_nonzero,0,1,74,0.0583,10.11746,0.86563,-3.33622,0.05385,0.0786,15.03621,229284052541.59476
142,0.02749,0.01661,0.05981,13.14432,11.44198,median_nonzero,0,1,65,0.06755,10.11484,0.94881,-3.09139,0.05791,0.0732,13.68281,228975204589.92395
180,0.02197,0.01465,0.05738,13.18343,11.83954,median_nonzero,0,1,75,0.05252,9.78999,0.90652,-3.03676,0.05258,0.07791,15.45371,228925333082.68176
185,0.02103,0.01514,0.0549,13.17352,11.14652,median_nonzero,0,1,73,0.05264,10.76216,0.86464,-3.26038,0.0502,0.07977,15.96696,228592369935.2614
165,0.03298,0.0174,0.06007,13.18115,11.45511,median_nonzero,0,1,67,0.06121,10.41079,0.9218,-3.01415,0.06562,0.06558,14.56048,227611787444.22214
176,0.01888,0.01589,0.05423,13.2416,11.00057,median_nonzero,0,1,76,0.05622,10.23178,0.89542,-3.43598,0.05062,0.08067,16.55397,227339908944.61432
150,0.0246,0.01741,0.05708,13.21371,11.19887,median_nonzero,0,0,71,0.06149,10.3267,0.88861,-3.23772,0.0688,0.06251,15.81215,226643534057.95895
123,0.03015,0.01617,0.06422,13.12046,11.93547,median_nonzero,0,3,63,0.05442,9.4617,1.05907,-3.56382,0.06109,0.07374,11.92365,226232990488.0763
135,0.02666,0.01532,0.06469,13.18079,11.61862,median_nonzero,0,1,66,0.06013,10.4785,0.94881,-3.68478,0.05413,0.07467,13.21805,226059855584.88275
187,0.01792,0.0161,0.05369,13.25252,11.49451,median_nonzero,0,0,78,0.05068,10.01507,0.84444,-3.07846,0.05006,0.0831,16.25204,225721888073.48596
189,0.01697,0.01608,0.05536,13.07635,15.69082,median_nonzero,0,1,73,0.05028,9.90065,0.82193,-3.14945,0.05316,0.07691,16.85199,224661595777.22208
99,0.03399,0.01596,0.06654,13.00178,12.93778,median_nonzero,0,4,52,0.06452,9.48465,1.04613,-3.77557,0.05727,0.09019,11.61845,224352288971.17236
179,0.0204,0.01516,0.05624,13.29098,11.34566,median_nonzero,0,0,77,0.0517,9.89705,0.83672,-3.18883,0.05063,0.0799,15.56472,223997318991.4909
121,0.0335,0.01548,0.06383,13.12576,11.50007,median_nonzero,0,3,63,0.06711,9.06802,1.08176,-3.73489,0.06347,0.07406,12.26182,223970103275.9502
115,0.03335,0.01588,0.06202,13.09244,12.19873,median_nonzero,0,3,60,0.06296,8.97516,1.0852,-3.30344,0.05847,0.08498,12.32781,223953282459.65274
128,0.0349,0.01432,0.05954,13.19323,11.04135,median_nonzero,0,2,61,0.05758,9.96455,0.96902,-3.87643,0.06504,0.08248,13.47599,223628940943.272
167,0.01628,0.01568,0.05921,13.33408,11.01398,median_nonzero,0,0,72,0.0557,9.7412,0.82717,-3.499,0.05131,0.07628,15.6405,223541141328.74054
194,0.02271,0.0155,0.0564,13.21846,11.92266,median_nonzero,0,1,79,0.05525,10.37499,0.89935,-3.10545,0.05504,0.07974,16.42243,223306769777.2268
159,0.03071,0.01622,0.05554,13.23556,11.424,median_nonzero,0,1,65,0.08097,10.16667,0.85038,-2.76888,0.0603,0.06837,14.75717,222922425610.47192
155,0.02788,0.01671,0.05639,13.21583,11.01606,median_nonzero,0,1,66,0.06472,10.27626,0.98603,-3.37558,0.06248,0.07237,14.98132,222786669393.0836
138,0.02982,0.01701,0.06169,13.2435,11.38757,median_nonzero,0,1,68,0.0701,10.53128,0.91248,-2.8557,0.05544,0.06727,14.29568,221979913357.3644
164,0.03001,0.01595,0.05889,13.28015,11.27838,median_nonzero,0,1,64,0.06794,9.99959,0.79067,-3.37261,0.05897,0.07782,14.7927,221722085175.3733
85,0.03653,0.01362,0.06903,13.00819,13.59823,median_nonzero,0,4,51,0.05044,9.28596,0.9994,-4.1767,0.07522,0.0874,10.25832,221699533223.21268
160,0.02957,0.01795,0.0605,13.16596,11.17752,median_nonzero,0,0,65,0.11669,9.82662,0.95423,-3.45936,0.06425,0.06281,13.68615,220636369834.04776
81,0.04092,0.01344,0.06785,13.08376,12.63429,median_nonzero,0,4,50,0.06097,8.6572,0.44244,-4.12401,0.09036,0.09234,10.45945,219945607402.71786
114,0.0322,0.0149,0.06044,13.16951,12.13546,median_nonzero,0,2,57,0.07143,9.38524,1.04083,-3.59747,0.05226,0.09008,11.95195,219941536415.42163
86,0.03732,0.01392,0.06764,13.02303,13.61392,median_nonzero,0,4,49,0.05033,9.21132,0.98368,-4.15801,0.07146,0.0872,11.23197,219781041743.8512
92,0.0374,0.01519,0.06684,13.01655,14.49241,median_nonzero,0,4,52,0.05012,9.77608,1.02076,-4.05401,0.06111,0.0837,11.13913,219675433235.1192
122,0.02928,0.01543,0.06322,13.20901,11.53978,median_nonzero,0,3,62,0.06812,9.113,1.04746,-3.72706,0.06377,0.07038,12.19781,218780196905.6736
154,0.02906,0.01764,0.05995,13.30363,11.35832,median_nonzero,0,1,70,0.06129,10.6368,0.87486,-3.14717,0.05762,0.06404,15.77896,218716063990.98358
199,0.02368,0.01512,0.05678,13.27178,11.26661,median_nonzero,0,1,72,0.0588,10.70504,0.93385,-3.31597,0.05244,0.07857,15.7976,218484880218.77097
108,0.03071,0.01521,0.06627,13.26456,11.3406,median_nonzero,0,3,61,0.05814,9.86632,1.09025,-3.65149,0.05369,0.07953,12.68621,217193433949.6058
90,0.03759,0.01464,0.06711,13.01718,14.37306,median_nonzero,0,4,49,0.05457,8.72226,1.01843,-4.00729,0.06765,0.09162,11.09979,217034782474.11197
89,0.03616,0.01474,0.06775,13.02315,14.30603,median_nonzero,0,4,49,0.0501,9.32815,1.01465,-4.03052,0.0666,0.09223,11.75474,216979769615.1816
140,0.02838,0.01763,0.05817,13.37421,11.02321,median_nonzero,0,1,67,0.06232,10.282,0.8944,-3.36063,0.0543,0.07016,15.05729,216695523235.29092
80,0.04054,0.01322,0.06986,13.117,12.75331,median_nonzero,0,4,50,0.06008,8.63443,0.43959,-4.203,0.09089,0.09208,10.59993,216603415901.57492
88,0.03648,0.01429,0.06744,13.04111,14.13674,median_nonzero,0,4,49,0.05065,9.26514,0.99552,-3.97013,0.06993,0.09179,11.2739,216223806825.24796
75,0.04054,0.01002,0.06794,13.13006,12.69045,median_nonzero,0,3,44,0.07619,7.87117,0.51477,-4.07991,0.09131,0.08834,11.32671,216158880926.43546
112,0.03408,0.01367,0.06348,13.23648,11.90684,median_nonzero,0,3,58,0.05818,9.53751,1.03722,-3.81968,0.05645,0.09018,12.88712,215979390371.42587
188,0.01992,0.01571,0.05566,13.36337,11.12369,median_nonzero,0,0,76,0.05406,10.47154,0.88651,-2.96968,0.05189,0.07832,15.67248,215902321357.1566
117,0.03047,0.01687,0.06213,13.20482,12.23467,median_nonzero,0,2,59,0.06334,9.63135,1.06611,-3.10786,0.0587,0.07899,12.51031,215827444316.06937
151,0.02822,0.01617,0.05778,13.09646,11.5358,median_nonzero,0,1,70,0.197,10.05029,0.83236,-3.44199,0.06564,0.06665,14.2176,215589556795.76593
145,0.0308,0.01712,0.05928,13.28645,11.22014,median_nonzero,0,1,65,0.06666,10.37838,0.96147,-3.25273,0.06947,0.06511,14.71808,215543010587.55557
78,0.04091,0.01203,0.06905,13.11102,12.55175,median_nonzero,0,4,46,0.05655,7.84604,0.48058,-4.04361,0.09159,0.10114,9.78297,215047781122.2137
87,0.03642,0.01405,0.06779,13.04973,14.19836,median_nonzero,0,4,49,0.06042,9.29287,1.01415,-4.21513,0.06712,0.09131,11.21547,214777824928.99844
126,0.03126,0.01491,0.06131,13.28043,11.39937,median_nonzero,0,2,66,0.05784,10.20459,1.02862,-3.39717,0.06047,0.076,12.84967,214437532821.26782
84,0.03655,0.01326,0.06899,13.08726,13.53448,median_nonzero,0,4,47,0.05135,9.17597,0.97698,-4.19891,0.08194,0.08895,10.24974,212968452291.00058
106,0.03433,0.01588,0.063,13.25279,12.0496,median_nonzero,0,2,55,0.06517,9.51863,1.06943,-3.74798,0.05983,0.08631,12.32219,212524795460.26382
94,0.03927,0.01471,0.06687,13.01056,14.4862,median_nonzero,0,4,50,0.0645,9.82278,1.05374,-3.98543,0.07267,0.08606,10.68606,212329937224.38193
91,0.03365,0.01453,0.06763,13.06944,14.27913,median_nonzero,0,4,49,0.05523,9.45102,1.0266,-3.95212,0.06794,0.09199,11.36287,212023299840.69672
158,0.02636,0.01694,0.05977,13.39082,11.49032,median_nonzero,0,1,73,0.05909,10.38843,0.90694,-2.90081,0.05246,0.07855,15.25625,210568061504.42447
82,0.03673,0.01359,0.06981,13.09335,13.52977,median_nonzero,0,4,51,0.05982,9.16289,0.99292,-4.20247,0.08743,0.08807,10.40062,209849589482.28717
61,0.04662,0.01178,0.06407,13.16595,13.60966,median_nonzero,0,3,45,0.0601,7.92548,0.42491,-4.26502,0.09312,0.09402,9.96985,209601570416.85822
83,0.04047,0.01369,0.06983,13.11193,13.67318,median_nonzero,0,4,51,0.05182,8.96245,0.9263,-4.12788,0.0893,0.08761,10.20508,208284503658.11926
105,0.03219,0.01604,0.06237,13.3631,11.0809,median_nonzero,0,3,58,0.06992,10.07518,1.07179,-3.7043,0.05351,0.08179,12.07764,208273239327.34842
98,0.03561,0.01391,0.06513,13.26813,12.27832,median_nonzero,0,5,53,0.05325,8.6521,1.09695,-4.44036,0.05088,0.09243,10.82522,208228886349.44516
133,0.03477,0.01571,0.06115,13.33531,11.22626,median_nonzero,0,2,64,0.07194,9.92518,1.05519,-3.19982,0.06494,0.07655,14.56999,207068310362.408
169,0.01068,0.01705,0.05686,13.46074,11.76383,median_nonzero,0,1,71,0.05306,10.08768,0.84855,-3.1585,0.05248,0.07407,15.97996,206277755593.31134
116,0.0329,0.01588,0.06155,13.33716,11.74127,median_nonzero,0,3,60,0.0663,9.04984,1.08373,-3.30789,0.05565,0.08557,12.62566,205791617629.82257
63,0.04289,0.01278,0.06867,13.17424,13.42285,median_nonzero,0,3,46,0.07485,7.31079,0.48328,-3.86546,0.10003,0.09851,10.34455,205166300588.8977
118,0.03173,0.01637,0.06042,13.44414,11.30519,median_nonzero,0,3,55,0.05707,8.8985,1.09868,-3.4454,0.05501,0.08524,13.02343,204368649364.0347
64,0.04316,0.01291,0.06823,13.1384,13.31427,median_nonzero,0,5,47,0.07429,7.29326,0.48545,-3.52574,0.10005,0.09881,9.17465,202361592547.79367
52,0.04507,0.01828,0.06974,13.22488,13.93635,median_nonzero,0,3,54,0.08416,7.72223,0.52145,-4.54992,0.09638,0.07717,13.19094,202245962656.60382
59,0.04636,0.01012,0.0659,13.17826,14.90874,median_nonzero,0,4,50,0.06898,8.50881,0.49539,-4.67978,0.09324,0.09615,10.68395,201417175926.0513
71,0.0408,0.0114,0.06816,13.15607,12.65954,median_nonzero,0,5,45,0.07613,7.28997,0.50078,-3.60624,0.10059,0.10528,9.75344,200926365537.16022
107,0.03271,0.01623,0.06462,13.44042,11.70941,median_nonzero,0,2,57,0.06207,9.80323,1.03672,-3.86092,0.05798,0.08422,11.66659,199748053636.4378
93,0.03759,0.01513,0.06728,13.29314,14.64421,median_nonzero,0,4,52,0.05011,8.78986,0.94432,-4.06706,0.06287,0.08325,11.76791,199300873995.26007
170,0.01268,0.01617,0.05778,13.58073,11.54523,median_nonzero,0,1,70,0.05513,10.31577,0.82802,-2.61904,0.05047,0.07666,15.30752,199002114568.2568
79,0.03816,0.01194,0.06894,13.32613,12.46747,median_nonzero,0,3,47,0.05596,8.34935,0.58784,-4.03677,0.1042,0.10231,11.04817,198879158824.666
67,0.04314,0.01027,0.06437,13.15807,13.13279,median_nonzero,0,5,43,0.07689,7.02058,0.48564,-3.49987,0.0924,0.09837,9.95398,198856469683.1543
76,0.04097,0.01006,0.06825,13.32156,12.30795,median_nonzero,0,4,44,0.0774,7.94407,0.54934,-3.41385,0.08839,0.09513,11.4895,196721293728.16068
50,0.04564,0.01813,0.06605,13.19063,15.40839,median_nonzero,0,3,56,0.08674,7.5577,0.5182,-4.57047,0.10833,0.07815,13.78962,195942790998.6722
65,0.04201,0.0127,0.06842,13.20502,13.35388,median_nonzero,0,5,46,0.07491,7.26817,0.49254,-3.87159,0.09988,0.10547,9.80358,195739385963.6544
53,0.04429,0.0183,0.06932,13.20077,15.27629,median_nonzero,0,4,56,0.083,7.68064,0.51638,-4.55645,0.09641,0.07746,13.06371,195320528803.48996
26,0.02808,0.01742,0.04717,13.00365,18.99174,median_nonzero,0,3,64,0.13291,10.46983,0.67315,-3.18896,0.10477,0.07029,13.42317,192266856599.86884
69,0.04781,0.01053,0.06125,13.41638,13.08736,median_nonzero,0,4,48,0.06839,7.48939,0.42197,-3.50846,0.08834,0.09616,9.31225,190637044661.0916
55,0.04529,0.01734,0.06708,13.40287,15.19917,median_nonzero,0,3,53,0.06039,7.78489,0.44121,-4.27185,0.0855,0.07745,12.35452,189890492122.57812
95,0.03457,0.01552,0.06672,13.43718,14.03446,median_nonzero,0,4,48,0.05642,9.0382,1.0094,-4.36447,0.06279,0.08375,11.79423,188571747492.86887
72,0.04351,0.01221,0.06211,13.11334,12.70671,median_nonzero,0,7,43,0.08889,7.3705,0.45241,-3.64218,0.10239,0.10384,9.12361,187155022433.31796
49,0.04465,0.01821,0.0675,13.18056,18.99359,median_nonzero,0,2,64,0.0918,7.67546,0.54916,-4.54319,0.11009,0.07539,14.03025,186181925289.98706
51,0.04509,0.01823,0.06885,13.36662,15.32661,median_nonzero,0,3,54,0.08357,7.63435,0.53024,-4.59679,0.09795,0.07668,13.84965,186153458912.03687
62,0.04644,0.01144,0.06422,13.35122,13.83775,median_nonzero,0,4,43,0.0634,7.97443,0.42054,-4.29376,0.09332,0.09446,9.4546,184382339329.44058
47,0.03928,0.01831,0.06553,13.1486,17.29927,median_nonzero,0,1,63,0.13444,10.67286,0.53191,-4.53235,0.11859,0.06903,13.93893,182954040083.53647
31,0.02823,0.01919,0.05164,13.02333,18.31896,median_nonzero,0,1,71,0.14327,11.276,0.68989,-4.15195,0.12426,0.06223,16.14385,182259982905.1505
73,0.04848,0.00947,0.06637,13.28845,14.28118,median_nonzero,0,5,45,0.06008,7.15264,1.0773,-3.29868,0.09746,0.09158,9.83643,181969634776.02362
44,0.03523,0.01927,0.05902,13.02671,18.96443,median_nonzero,0,0,72,0.16269,11.13252,0.56968,-4.81045,0.12087,0.07247,14.02779,181516283500.73868
21,0.02592,0.01897,0.05584,13.03863,18.98053,median_nonzero,0,0,74,0.14299,11.6497,0.69179,-4.04693,0.1221,0.05047,16.62267,180084506510.87442
11,0.02693,0.0194,0.05397,13.02503,18.66594,median_nonzero,0,0,73,0.14402,11.76919,0.66588,-3.96993,0.12906,0.05049,16.20445,179759304847.61035
12,0.02826,0.0196,0.05399,13.00931,17.73055,median_nonzero,0,0,75,0.16053,11.94969,0.65607,-4.28199,0.1281,0.05038,16.30233,179067428563.4407
41,0.0289,0.01922,0.04915,13.02775,17.63772,median_nonzero,0,0,74,0.15739,12.01199,0.64661,-4.10077,0.12986,0.05321,16.17132,176060072960.6664
10,0.02698,0.01965,0.05502,13.08986,18.86742,median_nonzero,0,0,73,0.14507,11.78268,0.69586,-3.96333,0.12186,0.05107,16.42186,175255649903.87967
77,0.04686,0.00831,0.0635,13.52895,11.5617,median_nonzero,0,6,40,0.06841,7.4352,0.41733,-3.78189,0.08223,0.09777,8.53449,170933343714.6658
25,0.01491,0.01412,0.05655,13.28439,17.43148,median_nonzero,0,0,88,0.15209,11.31346,0.53336,-4.60346,0.11487,0.0564,15.48616,170741209803.39813
57,0.04331,0.01748,0.06735,13.5116,15.29556,median_nonzero,0,5,48,0.06432,7.00652,0.50423,-4.90177,0.09048,0.08973,11.98935,169463158454.49103
46,0.04185,0.01904,0.05887,13.39719,12.95291,median_nonzero,0,0,69,0.1711,10.98293,0.47125,-4.69013,0.12083,0.08159,12.16307,168452942797.8227
54,0.0447,0.01511,0.06964,13.62804,14.53476,median_nonzero,0,4,56,0.08026,7.55932,0.40031,-4.51597,0.09555,0.08545,13.23717,168348643518.5804
66,0.04161,0.01269,0.06822,13.5479,13.39225,median_nonzero,0,6,46,0.07258,7.29769,0.47179,-3.86828,0.10048,0.10775,8.08055,166686866694.76416
43,0.03141,0.01838,0.0553,13.22885,18.03425,median_nonzero,0,1,76,0.15005,11.83892,0.60987,-4.42247,0.11954,0.06021,18.43408,165751516009.8798
36,0.02106,0.01897,0.05187,13.01496,18.57777,median_nonzero,0,3,58,0.16889,11.65286,0.85498,-3.72934,0.12485,0.10018,14.1879,165224966696.76053
