trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
3,1.19593,0.43105,0.01443,76.81789,131.72778,mean_nonzero,1,14,72,5.02219,13.35447,0.75534,-2.45663,0.70363,0.62684,2.69852,750.93726
0,0.82414,0.25948,0.04545,44.43884,98.14088,median_nonzero,1,35,97,5.75671,27.61712,0.51406,-2.76164,0.36368,0.585,2.51822,493.45076
1,0.59488,0.4196,0.02199,240.074,255.34767,mean_nonzero,1,52,92,5.55322,26.39478,3.56511,0.9924,0.73952,0.55901,6.49134,163.27346
2,0.84796,0.20903,0.03331,65.73938,215.53823,mean_nonzero,1,43,59,5.92311,31.59849,3.04358,2.7747,0.29861,0.81669,5.06055,45.20725
