trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
328,0.00332,0.00435,0.05707,8.00011,5.69387,median_nonzero,0,0,95,7.62208,0.10003,-2.80144,0.00774,0.00309,6.0998,333851696658.7353
340,0.00274,0.00391,0.05824,8.00108,5.70838,median_nonzero,0,0,96,7.5515,0.10311,0.00095,0.00809,0.00316,14.52944,333779748387.2163
424,0.00356,0.00205,0.05705,8.00037,5.59038,median_nonzero,0,0,100,7.66426,0.10187,-1.50072,0.0076,0.00388,24.46439,333774342437.55273
240,0.002,0.00412,0.05854,8.0013,5.70013,median_nonzero,0,0,97,7.52866,0.10003,0.11788,0.00734,0.00294,6.81753,333602655709.9185
181,0.00274,0.00439,0.0588,8.00259,5.67841,median_nonzero,0,0,95,7.59479,0.10358,0.34981,0.00779,0.00264,6.08007,333590900780.8153
376,0.00334,0.00396,0.05749,8.00003,5.62252,median_nonzero,0,0,98,7.66974,0.10021,0.24561,0.00756,0.0038,24.11064,333525781070.40643
425,0.0028,0.00215,0.05498,8.00019,5.62566,median_nonzero,0,0,96,7.6057,0.10528,-1.47632,0.00715,0.0044,24.03094,333452508155.31335
299,0.0027,0.00419,0.05888,8.00068,5.77671,median_nonzero,0,0,95,7.6038,0.10344,-2.08587,0.00702,0.00335,6.94556,333367077693.4488
218,0.00308,0.00388,0.05933,8.00178,5.71052,median_nonzero,0,0,97,7.62228,0.1047,0.2178,0.00691,0.00342,7.23758,333345795987.19763
176,0.0023,0.00421,0.05977,8.00098,5.68126,median_nonzero,0,0,93,7.66637,0.10283,0.19944,0.00817,0.0031,5.97565,333166772959.43616
395,0.00343,0.00218,0.05784,8.00047,5.62978,median_nonzero,0,0,98,7.58459,0.10237,-1.21082,0.00722,0.00356,23.99672,333151745482.5589
224,0.00243,0.00415,0.05847,8.00051,5.74308,median_nonzero,0,0,95,7.56605,0.10529,0.22443,0.00725,0.00297,7.2553,332970589683.95404
175,0.00248,0.0042,0.05979,8.00156,5.65985,median_nonzero,0,0,93,7.6064,0.10315,0.34536,0.00821,0.0031,6.03818,332831757423.0856
265,0.00294,0.0042,0.0579,8.00059,5.73499,median_nonzero,0,0,93,7.69823,0.10547,0.05678,0.0052,0.0031,5.36635,332791451766.83704
264,0.00221,0.00419,0.05897,8.00303,5.73709,median_nonzero,0,0,93,7.70751,0.10386,0.04326,0.00706,0.00314,15.36782,332768831720.1865
194,0.00263,0.00462,0.05918,8.00117,5.69632,median_nonzero,0,0,95,7.53758,0.10213,0.42082,0.00709,0.00308,6.78065,332750833647.1903
182,0.00255,0.00455,0.0589,8.00257,5.66775,median_nonzero,0,0,95,7.6761,0.10261,0.39203,0.00782,0.00303,5.50039,332671067095.25995
188,0.0022,0.00458,0.05996,8.00095,5.68325,median_nonzero,0,0,95,7.55871,0.10238,0.44843,0.0075,0.00333,6.62675,332604594968.28326
187,0.00222,0.00461,0.05988,8.00075,5.70076,median_nonzero,0,0,95,7.50628,0.10224,0.41886,0.00742,0.00327,6.62648,332538260799.81854
233,0.00248,0.0046,0.0594,8.00161,5.64817,median_nonzero,0,0,94,7.50124,0.10347,0.45617,0.00725,0.00336,20.44293,332403708766.8337
185,0.00261,0.00456,0.05869,8.00376,5.6729,median_nonzero,0,0,95,7.67949,0.10247,0.41878,0.00751,0.00328,6.05305,332250029568.17865
173,0.00292,0.0042,0.05816,8.0195,5.6498,median_nonzero,0,0,95,7.67647,0.10394,0.32064,0.00811,0.00289,6.86568,331957833191.30414
186,0.00263,0.00456,0.05991,8.00926,5.66774,median_nonzero,0,0,95,7.60532,0.10231,0.40627,0.00748,0.00312,6.44466,331933775663.5814
214,0.00229,0.0047,0.05999,8.00279,5.70314,median_nonzero,0,0,96,7.50032,0.10208,0.50809,0.00728,0.00365,6.42696,331891267709.84283
189,0.00218,0.00455,0.0598,8.00435,5.70041,median_nonzero,0,0,95,7.5369,0.10247,0.41476,0.00749,0.00329,6.68808,331821410823.9469
193,0.00261,0.00461,0.05896,8.00563,5.685,median_nonzero,0,0,95,7.60424,0.10273,0.47568,0.00747,0.00308,7.51256,331762467556.93286
200,0.00171,0.00458,0.05897,8.00028,5.70063,median_nonzero,0,0,96,7.62375,0.10389,0.49597,0.00751,0.0035,6.58618,331758370773.07806
212,0.00159,0.00469,0.05989,8.00251,5.71947,median_nonzero,0,0,96,7.50064,0.10198,0.60634,0.00716,0.00365,6.52372,331756093248.1195
196,0.00205,0.00464,0.05904,8.00364,5.68092,median_nonzero,0,0,96,7.59963,0.10271,0.44566,0.00751,0.00342,6.79332,331673619192.66736
345,0.00234,0.00377,0.05842,8.00001,5.691,median_nonzero,0,0,97,7.58067,0.10493,0.19478,0.00864,0.00323,13.70543,331609170684.72943
201,0.00184,0.00457,0.05917,8.00306,5.69612,median_nonzero,0,0,96,7.5022,0.10332,0.52065,0.00735,0.00353,6.64078,331572978906.4858
191,0.00261,0.00455,0.05888,8.0018,5.75617,median_nonzero,0,0,95,7.58345,0.1031,0.47019,0.00747,0.00313,6.56213,331526662961.19244
359,0.00278,0.00435,0.05907,8.00106,5.68121,median_nonzero,0,0,96,7.53449,0.10668,-0.13813,0.00776,0.00291,7.98201,331513352989.09375
253,0.00227,0.00412,0.05993,8.03168,5.64974,median_nonzero,0,0,95,7.53571,0.10179,0.01832,0.00693,0.00262,24.10101,331449252082.38446
329,0.00335,0.00434,0.05681,8.00026,5.78124,median_nonzero,0,0,98,7.70653,0.10116,0.22017,0.00794,0.00309,5.59492,331385108004.39594
273,0.00281,0.00425,0.05927,8.00023,5.64854,median_nonzero,0,0,94,7.60858,0.10942,0.1833,0.00456,0.00318,15.08292,331345804735.0367
323,0.00315,0.0043,0.05904,8.03099,5.59396,median_nonzero,0,0,96,7.62039,0.10009,0.09001,0.00735,0.00238,17.46478,331262341601.3408
210,0.00236,0.0047,0.05995,8.0045,5.72229,median_nonzero,0,0,96,7.50343,0.10222,0.47479,0.00764,0.00358,6.43566,331204334227.22296
402,0.00307,0.00201,0.05545,8.02689,5.57464,median_nonzero,0,0,98,7.59332,0.10194,-1.56973,0.00763,0.0035,23.20293,331115483653.8224
172,0.00293,0.0042,0.05818,8.01923,5.6737,median_nonzero,0,0,94,7.66705,0.1023,0.2421,0.00819,0.00286,5.8726,331073046859.64276
368,0.00258,0.00424,0.03068,8.02598,5.65237,median_nonzero,0,0,97,7.5615,0.10187,0.22373,0.00669,0.00294,5.33956,331059131684.9971
271,0.00265,0.00411,0.05907,8.02854,5.70988,median_nonzero,0,0,94,7.5491,0.10395,-0.04979,0.00509,0.00274,16.3333,330978104666.6213
211,0.00239,0.00471,0.05996,8.00673,5.71336,median_nonzero,0,0,96,7.50034,0.10202,0.4733,0.00765,0.00366,6.44169,330966021787.8404
350,0.00204,0.0041,0.05719,8.03256,5.57504,median_nonzero,0,0,96,7.58635,0.10007,0.18757,0.00747,0.00217,7.49806,330935008278.2841
302,0.00243,0.00424,0.0589,8.00065,5.72257,median_nonzero,0,0,93,7.53999,0.10709,-1.90043,0.00723,0.00264,6.91269,330918043464.1424
391,0.00383,0.00221,0.0562,8.00124,5.57503,median_nonzero,0,0,98,7.55068,0.10195,-1.51588,0.00724,0.00395,23.62587,330896164406.3518
261,0.00266,0.00423,0.05936,8.02831,5.6671,median_nonzero,0,0,94,7.56379,0.10011,0.21991,0.00641,0.00317,23.26963,330795593304.2123
400,0.00324,0.00203,0.05683,8.02745,5.55207,median_nonzero,0,0,98,7.59549,0.10002,-1.30675,0.0079,0.00331,24.86891,330730949777.16644
341,0.00285,0.00397,0.05703,8.00028,5.59669,median_nonzero,0,1,97,7.64907,0.10691,-0.01301,0.00794,0.00319,7.01208,330691828959.41797
353,0.00227,0.00386,0.05774,8.00012,5.73794,median_nonzero,0,0,72,7.61128,0.10581,-0.05381,0.00756,0.00246,7.05285,330681333476.7249
347,0.00268,0.00401,0.05879,8.00047,5.7677,median_nonzero,0,0,92,7.61288,0.10605,0.08167,0.00799,0.00288,16.04466,330670927629.7635
206,0.00166,0.00452,0.05998,8.00205,5.74158,median_nonzero,0,0,95,7.6885,0.10506,0.36549,0.00758,0.00325,7.90972,330628541769.8145
184,0.00258,0.00456,0.05883,8.01529,5.6704,median_nonzero,0,0,95,7.68749,0.10239,0.4296,0.00754,0.00332,6.05637,330587136428.1664
394,0.00316,0.00206,0.05765,8.02789,5.60254,median_nonzero,0,0,100,7.54858,0.10278,-1.229,0.00782,0.00386,23.17297,330528147791.72156
361,0.00185,0.00414,0.05837,8.02946,5.64485,median_nonzero,0,0,95,7.66302,0.10475,0.11958,0.00805,0.0028,19.80285,330519693327.50964
256,0.00288,0.00389,0.05935,8.03186,5.62235,median_nonzero,0,0,94,7.5515,0.1,0.0869,0.00689,0.00289,22.71467,330508834805.11914
427,0.00325,0.00222,0.03391,8.03099,5.55368,median_nonzero,0,0,99,7.56406,0.10006,-1.78261,0.00746,0.00407,24.96193,330473236881.5274
246,0.00278,0.00417,0.05856,8.02837,5.71891,median_nonzero,0,0,95,7.65927,0.10383,0.18684,0.00668,0.00283,7.53993,330404174862.9024
183,0.00218,0.00457,0.05893,8.01491,5.68542,median_nonzero,0,0,95,7.60178,0.10399,0.41586,0.00751,0.00305,6.00828,330373919326.2521
415,0.00314,0.00208,0.05557,8.0324,5.57004,median_nonzero,0,0,98,7.6521,0.10193,-1.65728,0.00761,0.00406,23.9122,330355541628.9272
216,0.00275,0.00469,0.05941,8.00344,5.65373,median_nonzero,0,0,95,7.59055,0.10628,0.51169,0.00674,0.00348,6.37341,330271471160.84106
313,0.00245,0.00416,0.05936,8.02336,5.73441,median_nonzero,0,0,94,7.55635,0.10382,-1.17681,0.00727,0.00269,6.39943,330222269283.0337
286,0.00229,0.00392,0.05845,8.03116,5.65101,median_nonzero,0,0,95,7.61374,0.10345,0.2437,0.00758,0.00337,24.30672,330149545534.2722
241,0.00196,0.00414,0.0585,8.02752,5.68896,median_nonzero,0,0,97,7.53205,0.10109,0.09359,0.0073,0.00289,6.8888,330135888985.22815
125,0.00559,0.00439,0.0551,8.00241,5.52739,median_nonzero,0,0,91,8.03894,0.10031,-0.10198,0.00784,0.00294,5.85095,330060456969.8027
221,0.00308,0.00408,0.05868,8.03765,5.65807,median_nonzero,0,0,96,7.61816,0.102,0.17709,0.00638,0.00318,6.43949,330002604181.3717
343,0.00271,0.00384,0.05855,8.02941,5.65645,median_nonzero,0,0,97,7.56264,0.10204,-0.11181,0.00807,0.00251,22.76996,329988226615.204
304,0.00274,0.00402,0.05835,8.02897,5.77847,median_nonzero,0,0,96,7.62503,0.10167,-0.06762,0.00619,0.00281,15.89514,329899509586.26465
309,0.00289,0.00434,0.05998,8.03169,5.6672,median_nonzero,0,0,98,7.54352,0.10205,0.08886,0.00719,0.00322,21.82829,329864069954.35156
390,0.00363,0.00226,0.05747,8.02871,5.55695,median_nonzero,0,0,99,7.5521,0.10205,-1.3981,0.00742,0.00367,22.95931,329788682202.3122
413,0.00332,0.0023,0.05494,8.02901,5.5418,median_nonzero,0,0,97,7.62503,0.10481,-1.57729,0.0074,0.00422,24.51159,329763628267.9267
321,0.00287,0.00413,0.05759,8.00081,5.68749,median_nonzero,0,0,97,7.604,0.1078,0.21673,0.00781,0.00264,16.49233,329756089850.3974
126,0.00381,0.00479,0.05736,8.00625,5.50295,median_nonzero,0,0,93,7.98998,0.10039,-0.31105,0.00783,0.00266,5.78415,329725560999.3608
337,0.00323,0.004,0.05845,8.02925,5.63862,median_nonzero,0,0,98,7.59918,0.10002,-2.69512,0.00834,0.00234,7.92813,329710932889.83435
320,0.00306,0.00422,0.05948,8.03079,5.70961,median_nonzero,0,0,96,7.6287,0.10194,0.16565,0.00761,0.00282,7.40473,329689579103.6579
311,0.00265,0.00418,0.05726,8.02716,5.70394,median_nonzero,0,0,97,7.50089,0.10552,0.18688,0.0048,0.00239,6.86497,329615448173.2177
209,0.00262,0.00451,0.05849,8.02217,5.65979,median_nonzero,0,0,95,7.56719,0.10534,0.24687,0.00736,0.00322,6.98922,329578837026.6614
249,0.00297,0.00396,0.0584,8.02995,5.65875,median_nonzero,0,0,94,7.6149,0.10003,0.25933,0.00795,0.00319,6.25069,329566862969.22394
232,0.00236,0.00421,0.05899,8.03128,5.69067,median_nonzero,0,0,95,7.6193,0.10176,0.37518,0.00773,0.00291,24.834,329478541543.44714
269,0.00199,0.00425,0.05891,8.0006,5.74933,median_nonzero,0,0,94,7.69061,0.10746,0.15851,0.00797,0.00305,19.88914,329414940861.7331
295,0.00218,0.00411,0.05866,8.00059,5.83578,median_nonzero,0,0,95,7.58529,0.10822,0.20029,0.00659,0.00298,5.81412,329404240564.5198
435,0.00281,0.00219,0.05731,8.02534,5.6073,median_nonzero,0,1,97,7.60821,0.102,-1.25078,0.00761,0.00395,24.22919,329327710655.75867
297,0.00232,0.00379,0.05941,8.0315,5.67402,median_nonzero,0,0,96,7.55417,0.10191,0.30193,0.00752,0.0098,5.13164,329266076392.4473
260,0.0023,0.00416,0.05811,8.03011,5.752,median_nonzero,0,0,94,7.64209,0.10392,-1.79526,0.00731,0.00262,24.1742,329211248430.0895
306,0.00247,0.00421,0.05992,8.03003,5.69652,median_nonzero,0,0,95,7.52686,0.10547,0.15344,0.0069,0.00338,14.06413,329103204354.0416
222,0.00271,0.00459,0.05919,8.03098,5.67272,median_nonzero,0,0,95,7.53087,0.10417,0.27715,0.00744,0.00387,12.88471,329059951971.3431
314,0.0019,0.00423,0.05834,8.00322,5.64205,median_nonzero,0,0,95,8.93549,0.10971,-0.00872,0.00699,0.00311,6.71336,329009551593.5698
278,0.00273,0.00411,0.05878,8.00058,5.80381,median_nonzero,0,0,94,7.6386,0.10793,-0.06699,0.00735,0.00303,5.0724,328982876168.53357
421,0.00289,0.00222,0.05688,8.02718,5.5254,median_nonzero,0,0,98,7.60846,0.10631,-1.56637,0.00745,0.00364,24.96774,328912854071.833
272,0.00218,0.00418,0.05783,8.02779,5.67816,median_nonzero,0,0,93,7.66696,0.10616,0.10282,0.00546,0.00298,12.37774,328900593194.7526
127,0.00567,0.0045,0.05697,8.00508,5.51765,median_nonzero,0,0,93,8.02454,0.10024,-0.00134,0.00789,0.00251,5.70675,328873007986.6344
365,0.00289,0.00441,0.05889,8.02824,5.73148,median_nonzero,0,0,95,7.63848,0.10001,0.1482,0.00716,0.00731,6.01561,328860687898.822
151,0.00348,0.00435,0.05635,8.03106,5.50216,median_nonzero,0,0,91,7.94238,0.10422,0.62659,0.00772,0.00254,6.16597,328794496069.80396
219,0.00126,0.00389,0.0594,8.00002,5.73515,median_nonzero,0,0,97,7.62442,0.1072,0.34552,0.00693,0.00369,7.27775,328711321927.20026
128,0.00629,0.0043,0.05807,8.00071,5.52727,median_nonzero,0,0,92,8.00467,0.10064,0.01567,0.00807,0.00266,5.88046,328706898145.3161
385,0.00349,0.00201,0.05602,8.03222,5.60276,median_nonzero,0,0,98,7.53057,0.10153,-1.3989,0.00729,0.00417,24.32468,328655973950.5056
202,0.00172,0.00456,0.05919,8.02583,5.69884,median_nonzero,0,0,95,7.50404,0.1042,0.50761,0.00729,0.00347,6.6717,328572734888.5257
197,0.00203,0.00455,0.05889,8.00189,5.6709,median_nonzero,0,0,96,7.60601,0.10787,0.46391,0.00746,0.00336,7.48213,328401703682.2658
226,0.00228,0.00413,0.05852,8.00256,5.75589,median_nonzero,0,0,96,7.59708,0.1096,0.10701,0.00715,0.00358,7.30687,328391681711.6176
171,0.00317,0.00438,0.05801,8.02397,5.672,median_nonzero,0,0,94,7.66885,0.10613,0.3028,0.00815,0.00283,6.10903,328362890306.52527
131,0.00597,0.0043,0.05525,8.00034,5.59524,median_nonzero,0,0,92,7.86239,0.10014,-0.17439,0.00789,0.00245,5.93614,328251126600.32556
243,0.00227,0.00409,0.05957,8.02935,5.65285,median_nonzero,0,0,83,7.61653,0.10021,0.24689,0.00751,0.00272,6.19139,327947682228.8902
326,0.00263,0.00408,0.06,8.02763,5.75128,median_nonzero,0,0,95,7.68143,0.10624,0.02613,0.00748,0.00257,19.29175,327839045454.4652
257,0.00242,0.00419,0.05849,8.04811,5.65547,median_nonzero,0,0,94,7.58822,0.10432,0.04283,0.00612,0.00266,23.6088,327827521021.8453
333,0.00298,0.00432,0.05859,8.04896,5.6328,median_nonzero,0,0,94,7.6312,0.10295,-2.0023,0.00697,0.00253,5.48587,327741100926.629
399,0.00306,0.00212,0.05656,8.05308,5.54312,median_nonzero,0,0,97,7.55066,0.10205,-1.38989,0.00714,0.00212,23.4854,327698279685.0975
298,0.00255,0.00396,0.05827,8.02886,5.71404,median_nonzero,0,0,94,7.50139,0.10552,0.10975,0.00766,0.00282,5.69542,327656806131.38727
204,0.00191,0.00459,0.05945,8.02879,5.7181,median_nonzero,0,0,95,7.59349,0.10402,0.47135,0.00752,0.00358,7.2302,327634316582.9412
166,0.00337,0.00449,0.05848,8.02554,5.60088,median_nonzero,0,0,93,7.7454,0.10423,0.38776,0.00817,0.00285,5.95114,327575001146.15393
352,0.00291,0.00415,0.05948,8.031,5.86218,median_nonzero,0,0,98,7.55889,0.10322,0.0504,0.00789,0.00333,6.72295,327326076086.92303
363,0.00261,0.00429,0.05763,8.02689,5.58595,median_nonzero,0,0,92,7.70138,0.10806,0.21783,0.00699,0.0024,15.55059,327314154414.62067
393,0.0032,0.00208,0.05579,8.04734,5.59986,median_nonzero,0,0,99,7.57974,0.10006,-1.29639,0.00741,0.00409,24.53911,327262134612.4598
308,0.00257,0.00427,0.05857,8.00092,6.0562,median_nonzero,0,1,93,7.59288,0.10718,0.25152,0.00143,0.00284,11.79342,327190047476.6422
296,0.00183,0.00406,0.05999,8.04896,5.59741,median_nonzero,0,0,94,7.63496,0.10371,0.37431,0.00716,0.00314,6.11024,326970707872.18054
238,0.00283,0.00408,0.05805,8.04247,5.64571,median_nonzero,0,0,94,7.557,0.10509,0.1994,0.0073,0.00275,7.18582,326895799136.29156
217,0.00224,0.00466,0.05837,8.03532,5.76649,median_nonzero,0,0,96,7.53485,0.10196,0.66099,0.00734,0.00303,16.94436,326645888553.0293
235,0.00176,0.00459,0.05897,8.03795,5.66855,median_nonzero,0,0,94,7.58978,0.10373,0.53556,0.00687,0.00337,20.42126,326623307257.3156
382,0.00326,0.00213,0.05713,8.0501,5.59059,median_nonzero,0,0,99,7.62175,0.10191,-1.60421,0.00757,0.00366,23.28805,326567798120.5753
277,0.00206,0.0042,0.0594,8.03763,5.7339,median_nonzero,0,0,93,7.53007,0.10518,0.3167,0.00711,0.00316,24.98504,326483629608.1579
422,0.00329,0.00233,0.05573,8.05512,5.608,median_nonzero,0,0,97,7.64098,0.10199,-1.35464,0.00697,0.00387,22.75358,326298332136.3946
270,0.00246,0.00408,0.0585,8.04877,5.72573,median_nonzero,0,0,93,7.63297,0.10393,0.24787,0.00654,0.00323,5.3746,326271644154.27936
348,0.00239,0.00368,0.05945,8.04757,5.72229,median_nonzero,0,0,96,7.76557,0.10389,0.26467,0.00769,0.00317,11.31861,326178789018.97974
229,0.00272,0.00447,0.05848,8.0412,5.78117,median_nonzero,0,0,96,7.57949,0.10452,0.204,0.00768,0.00318,6.65179,326164336613.1423
356,0.00234,0.0041,0.05879,8.05324,5.71103,median_nonzero,0,0,94,7.6376,0.10438,0.14892,0.00651,0.00308,6.0187,326055613771.93567
280,0.00295,0.00419,0.05731,8.06251,5.65716,median_nonzero,0,0,95,7.55185,0.10345,0.02632,0.00726,0.00331,22.47379,326006804567.0611
377,0.00349,0.00309,0.05713,8.04808,5.61449,median_nonzero,0,0,99,7.67424,0.1016,0.25265,0.0076,0.0035,24.16757,325909475747.8034
327,0.00263,0.00426,0.0581,8.02682,5.9818,median_nonzero,0,0,96,7.58449,0.10339,0.1241,0.00809,0.00284,7.14774,325885571356.60754
307,0.00208,0.00414,0.05938,8.05131,5.64195,median_nonzero,0,0,87,7.65383,0.10358,0.02882,0.00584,0.00255,7.86856,325806367114.33594
248,0.00255,0.00401,0.03256,8.06115,5.63428,median_nonzero,0,0,95,7.72028,0.10037,0.06813,0.0078,0.00272,7.05053,325739037641.00073
434,0.00324,0.00218,0.05764,8.03117,5.55482,median_nonzero,0,0,96,7.6471,0.10877,-1.51441,0.00691,0.00395,24.05162,325704847272.3852
414,0.00295,0.00217,0.05606,8.07314,5.53858,median_nonzero,0,0,96,7.58929,0.10382,-1.35547,0.00409,0.00397,24.25597,325693014718.5462
239,0.00245,0.00416,0.05946,8.03063,5.68689,median_nonzero,0,0,95,7.65454,0.1076,0.34685,0.00784,0.0033,18.71616,325571914815.83
409,0.00298,0.00218,0.05628,8.06336,5.54991,median_nonzero,0,0,98,7.61115,0.10203,-1.45701,0.00741,0.00384,24.50281,325527365855.7267
397,0.00393,0.00234,0.05803,8.0308,5.58447,median_nonzero,0,0,97,7.56705,0.10254,-1.10964,0.00744,0.00915,22.52789,325345053032.53
354,0.0027,0.0043,0.05855,8.06338,5.64161,median_nonzero,0,0,94,7.53609,0.10001,-2.01734,0.00737,0.00297,6.30675,325252492048.3932
251,0.00269,0.00407,0.05946,8.05411,5.62615,median_nonzero,0,0,94,7.57157,0.10556,0.18177,0.0072,0.00299,21.43669,324985827804.44275
310,0.00233,0.00402,0.05788,8.06946,5.61001,median_nonzero,0,0,94,7.57545,0.10392,-1.53155,0.00665,0.00299,6.32208,324832266334.1839
223,0.00206,0.00398,0.05999,8.05532,5.69991,median_nonzero,0,0,95,7.5027,0.10241,0.43886,0.0077,0.00339,6.81848,324762181592.47656
362,0.00347,0.00406,0.05924,8.05227,5.71256,median_nonzero,0,0,96,7.55978,0.10194,-0.02547,0.00755,0.00325,17.94048,324697310990.5882
312,0.00212,0.00408,0.05891,8.05218,5.81886,median_nonzero,0,0,95,7.61671,0.10187,0.28937,0.00773,0.00343,23.33137,324603308607.40356
367,0.00312,0.00392,0.0583,8.05454,5.70513,median_nonzero,0,0,93,7.53033,0.10318,0.03852,0.0083,0.00341,23.30774,324450377176.67365
195,0.00263,0.00461,0.05893,8.05589,5.70215,median_nonzero,0,0,95,7.53958,0.10244,0.40939,0.00714,0.00311,7.45463,324388220174.6874
379,0.00333,0.00384,0.05647,8.02541,5.57091,median_nonzero,0,2,98,7.63466,0.10018,-2.46327,0.00773,0.00386,24.96065,324256187501.8356
215,0.00197,0.00462,0.05912,8.05259,5.69519,median_nonzero,0,0,96,7.54654,0.10387,0.57715,0.00724,0.00303,6.91266,324221601336.7597
205,0.00251,0.00465,0.05871,8.05692,5.68778,median_nonzero,0,0,96,7.55023,0.10238,0.40126,0.00719,0.00309,6.44361,324033176191.45795
213,0.00241,0.0047,0.05943,8.05079,5.71979,median_nonzero,0,0,96,7.51561,0.10236,0.6038,0.00713,0.00361,6.57679,324032925116.38416
403,0.00363,0.002,0.05601,8.04938,5.60993,median_nonzero,0,1,97,7.50051,0.10337,-1.42506,0.00712,0.00228,23.77485,323953526785.8518
