trial,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,tc_pair,avg_daily_pnl
63,0,41,73,3.60071,56.82275,1.48326,0.25669,0.82167,0.9095,8.72104,ema_21|ema_50,20.81411
51,0,38,73,3.51927,57.30353,2.12885,-1.93729,0.79643,0.91134,6.77174,ema_21|ema_50,20.74325
31,0,38,73,3.53417,57.33066,1.34871,-1.2346,0.81105,0.83178,6.95999,ema_21|ema_50,20.70149
41,0,37,71,3.53453,57.37766,0.84375,-1.18809,0.8059,0.83705,6.32706,ema_21|ema_50,20.68454
67,0,41,79,3.74215,56.36626,2.5981,-0.32067,0.82957,0.81328,9.65397,ema_21|ema_50,20.53991
53,0,36,76,3.7067,57.48606,1.18117,-1.85081,0.63349,0.91696,5.22583,ema_21|ema_50,20.40045
61,0,38,72,3.53684,57.27661,2.02469,-1.04635,0.72046,0.83351,6.72962,ema_21|ema_50,20.29818
43,0,50,65,3.71885,56.18483,0.65763,-0.34151,0.77307,0.82512,8.06679,ema_21|ema_50,20.22414
47,0,28,74,3.5162,58.73942,1.632,1.36752,0.85355,0.91061,12.46596,ema_21|ema_50,20.10449
38,0,46,67,3.63507,55.44455,0.66465,-5.29694,0.76729,0.6405,10.29158,ema_21|ema_50,20.0299
34,0,43,60,3.74194,54.70671,0.50003,-3.277,0.96389,0.89078,8.73824,ema_21|ema_50,19.97135
42,0,42,75,3.28418,58.04737,2.04658,-4.1858,0.83303,0.88485,6.23496,ema_21|ema_50,19.92296
15,0,30,81,3.88437,58.34492,1.01336,-6.90861,0.87031,0.78477,5.19667,ema_21|ema_50,19.80832
102,0,23,97,3.8895,58.68435,1.14717,-8.71591,0.85314,0.82691,8.85426,ema_21|ema_50,19.70065
68,0,43,70,3.89548,56.96484,1.51074,-3.09107,0.93455,0.92607,13.20172,ema_21|ema_50,19.60707
64,0,41,76,3.6212,56.73689,1.76193,0.57833,0.65978,0.91761,8.68828,ema_21|ema_50,19.60397
106,0,22,94,3.91668,53.78695,1.35977,-11.35944,0.92628,0.87657,11.74306,ema_21|ema_50,19.34942
56,0,37,75,3.45915,57.6445,3.46013,-1.49357,0.935,0.9741,4.72036,ema_21|ema_50,19.23719
12,0,40,73,3.45174,57.72422,1.44747,-1.30249,0.84011,0.80272,7.06694,ema_21|ema_50,18.98487
13,0,40,74,3.507,56.25167,1.84156,-2.34795,0.63389,0.79426,7.41475,ema_21|ema_50,18.68067
21,0,40,76,3.39312,57.76653,1.38792,-0.54851,0.84615,0.81015,5.90911,ema_21|ema_50,18.42544
62,0,36,74,3.46138,57.44523,0.92049,-2.4901,0.79908,0.85872,5.38294,ema_21|ema_50,18.15915
55,0,39,80,3.57558,58.53716,2.72421,-3.22642,0.38202,0.79421,2.73473,ema_21|ema_50,17.89699
58,0,45,78,3.20044,57.92497,4.95544,-6.6214,0.86934,0.60539,7.51504,ema_21|ema_50,17.75533
69,0,36,74,3.65132,57.75633,3.40304,-3.75909,0.86255,0.85415,15.24863,ema_9|ema_21,17.57081
36,0,35,68,3.37605,57.14373,0.31346,-5.08872,0.9626,0.73984,3.25941,ema_21|ema_50,17.37404
40,0,32,61,2.90158,57.04037,0.45538,1.01536,0.9146,0.7101,18.31613,ema_21|ema_50,16.63155
54,0,35,69,3.80398,58.93468,1.58415,-4.35424,0.75272,0.76584,8.11015,ema_21|ema_50,15.92875
27,0,44,88,3.22957,56.6743,2.42675,-9.58589,0.69304,0.40944,12.25598,ema_21|ema_50,15.91293
105,0,24,96,3.80839,58.81828,1.26022,-10.01355,0.87884,0.89853,11.24429,ema_21|ema_50,15.66737
45,0,34,69,3.42291,57.84094,3.72263,-2.19176,0.70642,0.93692,3.96282,ema_9|ema_21,14.92714
2,0,16,96,2.97175,58.7386,0.69258,1.17286,0.78216,0.90855,2.30752,ema_9|ema_21,14.82166
50,0,41,63,3.32822,55.98385,4.28635,-5.77881,0.52719,0.86684,6.92098,ema_9|ema_21,14.68
75,0,47,80,3.79366,59.10992,0.9433,-5.70021,0.75335,0.95675,17.35677,ema_21|ema_50,14.23423
81,0,26,85,3.66245,58.85723,0.41546,-10.73236,0.97871,0.84093,7.80756,ema_21|ema_50,14.19896
99,0,32,80,3.73249,57.66068,0.50657,-11.89872,0.50736,0.87028,9.14325,ema_9|ema_21,14.12444
109,0,17,89,3.61731,59.38646,1.09326,-7.58372,0.57715,0.95044,10.79566,ema_21|ema_50,14.03782
108,0,15,91,3.72962,58.99681,1.67407,-12.36518,0.98565,0.93401,12.98292,ema_21|ema_50,13.98049
18,0,31,85,3.16475,55.65536,0.23534,-6.59643,0.93865,0.5299,14.5256,ema_21|ema_50,13.96661
78,0,32,79,3.75956,59.5888,0.78648,-4.80577,0.97678,0.87863,11.78438,ema_21|ema_50,13.86696
96,0,24,86,3.68786,59.0763,0.88543,-13.13609,0.93197,0.93672,7.35641,ema_21|ema_50,13.83088
97,0,33,96,3.5778,59.48681,0.99462,-17.77992,0.87004,0.89927,9.45455,ema_21|ema_50,13.74242
93,0,27,91,3.5715,59.28769,1.27444,-10.59805,0.96289,0.86843,11.09561,ema_21|ema_50,13.46925
9,0,18,94,4.27278,54.27008,0.18339,-11.3714,0.94733,0.34409,12.69886,ema_9|ema_21,13.21064
23,0,34,78,3.62536,59.9712,2.39533,-3.33712,0.80711,0.9487,9.39975,ema_21|ema_50,12.03181
66,0,34,68,4.0319,55.20898,4.20445,-9.07506,0.2313,0.88446,7.75502,ema_21|ema_50,11.77581
8,0,23,94,3.80972,51.41879,0.37051,-5.07382,0.44094,0.22884,3.88516,ema_9|ema_21,11.73867
104,0,21,93,4.02994,58.28234,1.8902,-10.4692,0.91011,0.99888,9.78659,ema_21|ema_50,11.53963
73,0,44,82,3.93839,58.49886,0.77856,-5.94014,0.67472,0.97055,10.02914,ema_21|ema_50,11.43887
91,0,28,92,3.928,58.39765,0.85889,-10.02266,0.94851,0.89553,10.60622,ema_21|ema_50,11.40668
24,0,28,84,4.06663,58.38416,2.41813,-5.98324,0.87721,0.85414,13.63631,ema_21|ema_50,11.37918
74,0,40,77,4.11135,58.54952,1.12391,-7.0691,0.73448,0.99109,10.87719,ema_21|ema_50,11.33553
80,0,29,89,3.96769,58.28765,0.59045,-7.75266,0.94462,0.78425,9.02428,ema_21|ema_50,11.27747
17,0,26,82,3.91048,58.43946,1.17013,-16.64942,0.63886,0.76167,19.90998,ema_21|ema_50,11.27703
85,0,27,95,4.0575,58.65671,1.0414,-9.65685,0.90495,0.7383,10.50272,ema_21|ema_50,11.23438
87,0,22,92,3.8701,52.27429,0.83832,-11.82428,0.9231,0.77787,12.00915,ema_9|ema_21,11.04673
10,0,34,75,3.30376,59.88698,0.10169,-19.37364,0.99862,0.9854,19.37988,ema_21|ema_50,11.02282
59,0,33,70,3.05343,55.77039,2.94131,-0.70372,0.99955,0.42094,14.28808,ema_21|ema_50,10.78463
11,0,30,80,3.02887,57.5574,1.0209,-0.9188,0.87204,0.90751,7.35693,ema_21|ema_50,10.68374
52,0,39,73,3.96362,58.23105,2.17658,0.06566,0.97357,0.88931,9.77275,ema_21|ema_50,10.4317
88,0,29,98,4.13663,57.89431,1.07186,-13.0436,0.98114,0.81759,10.11531,ema_21|ema_50,10.22806
26,0,32,70,3.61221,50.15572,3.84216,-14.62524,0.53228,0.67517,16.03691,ema_21|ema_50,10.09706
49,0,31,77,4.36689,56.38095,0.13074,-3.08499,0.90183,0.97466,10.77684,ema_21|ema_50,9.94459
39,0,38,63,3.7869,58.78315,0.2779,-2.55775,0.88939,0.94762,2.09711,ema_9|ema_21,9.8867
0,0,18,87,4.67287,54.24545,1.74159,3.41386,0.53529,0.61586,16.88468,ema_21|ema_50,9.67422
72,0,42,78,3.85501,59.2444,1.22932,-4.80709,0.59033,0.98532,8.55702,ema_21|ema_50,9.2055
37,0,38,64,3.10808,53.48589,0.52511,2.6448,0.99869,0.9427,11.43389,ema_9|ema_21,8.73606
65,0,39,66,3.34927,58.15442,2.23628,2.56021,0.89674,0.95689,9.3221,ema_21|ema_50,8.49362
16,0,29,81,3.92915,59.27063,3.03012,-7.75407,0.21463,0.48708,4.82821,ema_21|ema_50,8.38602
5,0,36,94,4.20677,52.73368,0.41327,-10.9524,0.75241,0.66826,10.52606,ema_9|ema_21,8.09876
98,0,37,83,3.78354,59.88738,0.64002,-8.34113,0.96818,0.95796,8.17562,ema_21|ema_50,8.0553
25,0,37,77,3.83031,59.06783,0.77827,0.37278,0.9172,0.86463,9.20651,ema_21|ema_50,8.03856
20,0,26,100,2.77956,54.92284,0.9524,-4.15166,0.68935,0.70436,4.70437,ema_21|ema_50,7.64238
4,0,48,62,4.2763,57.07506,3.14853,1.86591,0.42105,0.72755,11.47105,ema_9|ema_21,7.63589
7,0,48,90,4.93363,52.33285,4.52903,-10.17023,0.72793,0.46223,17.39025,ema_21|ema_50,7.63123
60,0,16,82,3.68375,59.63006,0.58857,1.59798,0.78264,0.56169,11.45667,ema_21|ema_50,7.25034
3,0,45,66,4.24654,51.13084,1.84005,-3.93379,0.75357,0.59881,2.73552,ema_9|ema_21,7.22892
57,0,30,72,3.86739,56.77718,1.15099,3.62552,0.8414,0.50077,6.40856,ema_21|ema_50,6.80229
1,0,23,65,2.72128,53.07732,0.53801,-12.54526,0.33104,0.60438,14.27952,ema_9|ema_21,6.374
35,0,42,66,4.11185,56.5345,0.66062,0.49095,0.92175,0.99641,8.32295,ema_9|ema_21,5.27657
89,0,30,81,3.99126,58.94666,0.95868,-6.37174,0.89616,0.71653,9.54742,ema_21|ema_50,5.09063
46,0,35,67,4.20115,59.55993,2.75595,-4.21521,0.73581,0.23546,3.2892,ema_21|ema_50,5.04354
14,0,40,71,3.65794,55.99917,4.80724,4.96133,0.88337,0.47601,7.67041,ema_21|ema_50,4.69803
29,0,21,84,2.51306,55.52722,1.86997,-2.20539,0.59251,0.63637,16.21973,ema_21|ema_50,4.46255
28,0,24,79,4.0012,58.04062,3.72227,2.21629,0.81199,0.5773,5.65941,ema_21|ema_50,3.86341
48,0,33,71,4.85217,56.99755,0.35787,-8.15316,0.95631,0.76382,4.11188,ema_21|ema_50,1.84968
30,0,33,72,4.49853,59.29726,1.36759,3.69217,0.91999,0.54303,10.25269,ema_21|ema_50,1.02739
19,0,36,69,4.56181,56.79066,3.11537,-7.98134,0.98642,0.36635,9.17573,ema_21|ema_50,-0.2652
