trial,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,sign_thresh_pair,avg_daily_pnl
857,0,27,50,54.55291,17.12718,0.83358,0.83652,0.03661,18.88661,ema_3|ema_8,97.2488
552,0,26,50,54.56922,17.11467,0.83783,0.83604,0.03615,19.6086,ema_3|ema_8,96.90461
593,0,27,50,54.54948,17.1041,0.81193,0.83104,0.03718,18.59757,ema_3|ema_8,96.85739
453,0,26,50,54.55064,17.16371,0.81553,0.83107,0.03745,18.91817,ema_3|ema_8,96.85694
833,0,26,50,54.55712,17.18227,0.83459,0.84059,0.03626,28.60092,ema_3|ema_8,96.71939
699,0,26,50,54.54541,17.2381,0.82595,0.83261,0.03643,31.22921,ema_3|ema_8,96.7091
328,0,27,50,54.54521,17.39144,0.84066,0.82821,0.0357,21.6812,ema_3|ema_8,96.60545
486,0,26,50,54.54838,17.14107,0.82592,0.82749,0.03763,18.61238,ema_3|ema_8,96.5899
600,0,28,50,54.5472,17.14455,0.81474,0.83589,0.03748,18.41165,ema_3|ema_8,96.58318
610,0,27,50,54.55478,17.13625,0.81826,0.83115,0.03797,18.00998,ema_3|ema_8,96.5735
450,0,26,50,54.54975,17.07388,0.82888,0.83117,0.03784,18.94909,ema_3|ema_8,96.45074
484,0,26,50,54.55349,17.15853,0.80832,0.8285,0.03746,18.51278,ema_3|ema_8,96.42622
710,0,26,50,54.56011,17.48492,0.82919,0.84232,0.03652,31.94002,ema_3|ema_8,96.32573
516,0,26,50,54.57242,17.12299,0.82907,0.83479,0.03769,20.27094,ema_3|ema_8,96.29813
363,0,26,50,54.54442,17.42133,0.81903,0.826,0.03567,21.74999,ema_3|ema_8,96.25555
806,0,26,50,54.5479,17.69537,0.82307,0.83151,0.03752,18.62365,ema_3|ema_8,96.24755
658,0,27,50,54.545,17.20195,0.83883,0.81924,0.03611,31.35743,ema_3|ema_8,96.24486
762,0,27,50,54.57218,17.42165,0.81659,0.84648,0.03584,30.73894,ema_3|ema_8,96.21602
783,0,27,50,54.57034,17.39438,0.83666,0.83481,0.03817,19.35613,ema_3|ema_8,96.17721
618,0,37,50,54.54185,17.07266,0.82685,0.83544,0.0357,18.36304,ema_3|ema_8,96.17692
375,0,26,50,54.54701,17.37427,0.82627,0.82629,0.03602,27.91506,ema_3|ema_8,96.17471
467,0,26,50,54.55225,17.10992,0.8063,0.83095,0.03844,18.91939,ema_3|ema_8,96.16353
418,0,27,50,54.55017,17.51402,0.83955,0.82611,0.03561,19.19246,ema_3|ema_8,96.15963
471,0,26,50,54.55601,17.18959,0.80821,0.82632,0.03863,19.36997,ema_3|ema_8,96.15696
438,0,26,50,54.59028,17.10591,0.80716,0.83649,0.03843,19.01864,ema_3|ema_8,96.14881
345,0,29,50,54.5566,17.43907,0.82721,0.82611,0.03747,21.66887,ema_3|ema_8,96.14418
720,0,26,50,54.57441,17.48338,0.82761,0.83944,0.03745,31.33395,ema_3|ema_8,96.13554
727,0,26,50,54.54787,17.5274,0.83278,0.8382,0.0371,30.86895,ema_3|ema_8,96.13505
829,0,26,50,54.58283,17.13029,0.8183,0.83696,0.03818,19.38023,ema_3|ema_8,96.09221
663,0,27,50,54.54982,17.18517,0.81056,0.81939,0.03547,31.39479,ema_3|ema_8,96.05879
427,0,26,50,54.58047,17.10904,0.82203,0.82923,0.03683,18.45269,ema_3|ema_8,96.05445
335,0,27,50,54.54833,17.28273,0.82052,0.82116,0.03485,21.61794,ema_3|ema_8,96.0487
841,0,27,50,54.56683,17.26053,0.82558,0.83142,0.03557,18.00312,ema_3|ema_8,96.03323
526,0,26,50,54.57059,17.13356,0.82803,0.82979,0.03644,20.31916,ema_3|ema_8,96.02494
308,0,31,50,54.58246,17.3948,0.83713,0.82829,0.03479,22.44312,ema_3|ema_8,96.02347
756,0,26,50,54.55443,17.10429,0.80086,0.83484,0.03687,18.72294,ema_3|ema_8,96.00531
717,0,26,50,54.5476,17.17498,0.84147,0.83729,0.03725,31.3294,ema_3|ema_8,96.00404
425,0,26,50,54.57891,17.21284,0.83043,0.82921,0.03628,19.02528,ema_3|ema_8,95.98345
344,0,29,50,54.55708,17.3621,0.82436,0.82549,0.03588,21.63384,ema_3|ema_8,95.96847
