trial,col_signal,sign_thresh,reset_peak,rsi_min_thresh,rsi_max_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
968,ema_9,ema_21,1,97,153,29.16147,5.99865,0.90902,0.99508,54.00945,13:30:00,87.69933
602,ema_9,ema_21,1,97,139,29.16812,6.00348,0.89597,0.99705,83.41659,13:30:00,87.67892
1112,ema_9,ema_21,1,97,144,28.96182,6.0337,0.88176,0.99776,83.75043,13:30:00,87.643
1535,ema_9,ema_21,1,97,212,28.86541,6.07853,0.96558,0.99719,81.27954,13:30:00,87.6163
1299,ema_9,ema_21,1,97,147,28.80798,6.04317,0.92892,0.99602,69.19514,13:30:00,87.57531
721,ema_9,ema_21,1,97,139,29.07741,6.01972,0.88011,0.99491,50.71342,13:30:00,87.56176
559,ema_9,ema_21,1,97,134,29.13459,5.99927,0.88429,0.99576,82.22036,13:30:00,87.52128
1372,ema_9,ema_21,1,97,146,28.67456,6.0181,0.93643,0.99766,83.83931,13:30:00,87.52084
945,ema_9,ema_21,1,97,146,29.22522,6.00019,0.9064,0.99363,52.79296,13:30:00,87.48485
372,ema_9,ema_21,1,97,140,29.0859,6.02269,0.8874,0.9952,83.59807,13:30:00,87.33984
1185,ema_9,ema_21,1,97,139,28.82464,6.04918,0.89669,0.99824,83.61168,13:30:00,87.30788
1403,ema_9,ema_21,1,97,143,28.53381,6.08776,0.93063,0.9977,83.72589,13:30:00,87.28795
443,ema_9,ema_21,1,97,137,28.91731,6.08436,0.88777,0.99834,81.93764,13:30:00,87.26628
1200,ema_9,ema_21,1,97,98,28.92866,6.06722,0.90392,0.99921,82.38416,13:30:00,87.20719
484,ema_9,ema_21,1,97,137,29.10515,6.01174,0.87667,0.99642,80.31061,13:30:00,87.20276
667,ema_9,ema_21,1,97,136,29.14178,6.00828,0.85595,0.99668,50.86143,13:30:00,87.14314
1228,ema_9,ema_21,1,97,134,28.93324,6.06374,0.89755,0.99765,82.68173,13:30:00,87.12915
1352,ema_9,ema_21,1,97,148,29.09221,6.03309,0.93008,0.99374,83.18117,13:30:00,87.07173
323,ema_9,ema_21,1,97,159,28.84921,6.01858,0.90311,0.98096,84.94339,13:30:00,87.06379
651,ema_9,ema_21,1,97,144,28.51559,6.02559,0.85336,0.99711,52.81498,13:30:00,87.05652
1467,ema_9,ema_21,1,97,142,28.62582,6.04272,0.977,0.9975,81.45592,13:30:00,87.0335
1284,ema_9,ema_21,1,97,149,29.17824,6.03412,0.94483,0.99413,82.91673,13:30:00,87.0248
496,ema_9,ema_21,1,97,138,28.78209,6.06142,0.88716,0.9966,84.43757,13:30:00,87.01094
415,ema_9,ema_21,1,97,144,28.95726,6.07069,0.90271,0.99991,83.80194,13:30:00,86.99661
885,ema_9,ema_21,1,97,138,28.93779,6.03199,0.85508,0.99568,51.26287,13:30:00,86.98337
1275,ema_9,ema_21,1,97,147,28.77155,6.00229,0.97727,0.99403,84.0227,13:30:00,86.9224
1504,ema_9,ema_21,1,97,137,28.59095,6.09177,0.96379,0.99682,82.3962,13:30:00,86.91671
863,ema_9,ema_21,1,97,121,28.82538,6.04237,0.86841,0.99625,83.6446,13:30:00,86.91562
1036,ema_9,ema_21,1,97,141,29.13255,6.02837,0.88359,0.99642,50.01188,13:30:00,86.90763
379,ema_9,ema_21,1,97,137,28.80664,6.06813,0.89876,0.99552,83.72819,13:30:00,86.90616
1364,ema_9,ema_21,1,97,144,29.08854,6.05532,0.93129,0.99644,82.61781,13:30:00,86.90255
387,ema_9,ema_21,1,97,138,28.82978,6.0772,0.88842,0.9968,83.76267,13:30:00,86.87457
1502,ema_9,ema_21,1,97,181,29.29924,6.03031,0.96001,0.99694,81.87965,13:30:00,86.85516
817,ema_9,ema_21,1,97,133,28.94241,6.05778,0.87997,0.99809,83.9675,13:30:00,86.84402
465,ema_9,ema_21,1,97,132,28.82012,6.08958,0.86581,0.99626,83.87784,13:30:00,86.83606
764,ema_9,ema_21,1,97,136,28.66216,6.0119,0.88688,0.99505,83.30108,13:30:00,86.83506
1383,ema_9,ema_21,1,97,148,28.60427,6.03404,0.92439,0.99432,84.45707,13:30:00,86.82973
516,ema_9,ema_21,1,97,146,29.26677,6.01085,0.89149,0.99995,81.4089,13:30:00,86.82616
1360,ema_9,ema_21,1,97,140,28.53489,6.06684,0.93231,0.99608,76.48983,13:30:00,86.8226
921,ema_9,ema_21,1,97,142,28.80065,6.07847,0.87945,0.99751,84.02024,13:30:00,86.81825
442,ema_9,ema_21,1,97,139,29.02636,6.04497,0.8874,0.99887,83.13285,13:30:00,86.80951
820,ema_9,ema_21,1,97,132,28.51343,6.04952,0.8804,0.99749,83.61689,13:30:00,86.79623
479,ema_9,ema_21,1,97,143,28.67635,6.00685,0.8833,0.99558,82.23391,13:30:00,86.79088
1327,ema_9,ema_21,1,97,146,28.64402,6.0347,0.92187,0.99477,75.51807,13:30:00,86.78109
755,ema_9,ema_21,1,97,138,29.09793,6.02355,0.88059,0.99507,82.55924,13:30:00,86.77618
545,ema_9,ema_21,1,97,140,29.33329,6.01033,0.88329,0.99905,83.55528,13:30:00,86.77446
620,ema_9,ema_21,1,97,134,28.60956,6.02861,0.88862,0.99552,52.37036,13:30:00,86.74117
1382,ema_9,ema_21,1,97,143,29.10176,6.09343,0.93275,0.99711,82.88863,13:30:00,86.69663
1144,ema_9,ema_21,1,97,135,29.31128,6.00821,0.89389,0.99575,83.38125,13:30:00,86.6903
463,ema_9,ema_21,1,97,133,28.99539,6.07119,0.87035,0.99691,84.13489,13:30:00,86.64985
779,ema_9,ema_21,1,97,138,28.92914,6.08952,0.84641,0.99633,83.74775,13:30:00,86.64883
1566,ema_9,ema_21,1,97,182,29.16543,6.07659,0.97674,0.9979,82.10432,13:30:00,86.61857
687,ema_9,ema_21,1,97,147,28.98299,6.07966,0.88573,0.99656,51.2005,13:30:00,86.5451
1572,ema_9,ema_21,1,97,175,29.17977,6.07041,0.96217,0.99763,81.33095,13:30:00,86.54014
429,ema_9,ema_21,1,97,146,29.36599,6.00774,0.9062,0.99975,83.69132,13:30:00,86.50302
746,ema_9,ema_21,1,97,145,29.00249,6.09293,0.85734,0.99385,83.90486,13:30:00,86.49038
892,ema_9,ema_21,1,97,142,29.17625,6.0314,0.85598,0.99694,51.74906,13:30:00,86.46468
574,ema_9,ema_21,1,97,138,29.27557,6.02105,0.88757,0.99765,81.96869,13:30:00,86.45435
533,ema_9,ema_21,1,97,145,29.07249,6.06551,0.88937,0.99814,83.01934,13:30:00,86.44174
747,ema_9,ema_21,1,97,141,28.75059,6.01559,0.90926,0.99638,83.11289,13:30:00,86.42677
1061,ema_9,ema_21,1,97,119,29.02741,6.06318,0.89608,0.9951,82.03798,13:30:00,86.41352
982,ema_9,ema_21,1,97,146,29.2964,6.02997,0.90486,0.99926,53.72458,13:30:00,86.37735
374,ema_9,ema_21,1,97,142,29.04708,6.07213,0.88845,0.99793,84.95552,13:30:00,86.35219
896,ema_9,ema_21,1,97,137,29.0146,6.0443,0.85638,0.99189,50.91282,13:30:00,86.35052
458,ema_9,ema_21,1,97,149,28.58268,6.05934,0.87824,0.99878,84.25574,13:30:00,86.3021
1415,ema_9,ema_21,1,97,147,29.24974,6.05315,0.97186,0.99839,84.07367,13:30:00,86.29536
910,ema_9,ema_21,1,97,140,29.00728,6.06506,0.86073,0.99449,75.92474,13:30:00,86.285
366,ema_9,ema_21,1,97,143,29.01574,6.03791,0.90137,0.97842,84.33286,13:30:00,86.27719
726,ema_9,ema_21,1,97,146,29.05829,6.06654,0.87981,0.99212,50.73577,13:30:00,86.25869
341,ema_9,ema_21,1,97,150,28.96338,6.03641,0.89692,0.97833,84.98444,13:30:00,86.25462
711,ema_9,ema_21,1,97,132,29.22749,6.09435,0.89372,0.99911,83.38234,13:30:00,86.25367
647,ema_9,ema_21,1,97,137,28.71925,6.01407,0.89576,0.9958,51.26647,13:30:00,86.20938
541,ema_9,ema_21,1,97,143,29.14079,6.05479,0.88514,0.99802,83.29942,13:30:00,86.19459
567,ema_9,ema_21,1,97,127,29.02241,6.0791,0.89072,0.99249,81.23549,13:30:00,86.16682
551,ema_9,ema_21,1,97,142,29.15558,6.05332,0.89001,0.99732,83.16761,13:30:00,86.161
976,ema_9,ema_21,1,97,153,29.09398,6.07597,0.90739,0.99682,53.17182,13:30:00,86.15313
1074,ema_9,ema_21,1,97,134,29.16388,6.04857,0.8867,0.9977,84.42532,13:30:00,86.14125
381,ema_9,ema_21,1,97,141,29.1469,6.08705,0.8772,0.99769,83.64274,13:30:00,86.04764
380,ema_9,ema_21,1,97,140,29.09255,6.0811,0.88714,0.99935,83.88308,13:30:00,86.04227
1494,ema_9,ema_21,1,97,135,29.31205,6.0619,0.96036,0.99702,81.39298,13:30:00,85.9928
1022,ema_9,ema_21,1,97,147,28.60757,6.05924,0.89428,0.99621,81.56115,13:30:00,85.91823
1160,ema_9,ema_21,1,97,141,28.65129,6.04541,0.8936,0.99347,81.16199,13:30:00,85.88355
763,ema_9,ema_21,1,97,200,29.17493,6.08202,0.90051,0.99665,83.94645,13:30:00,85.87251
1082,ema_9,ema_21,1,97,148,29.15609,6.06728,0.90528,0.99599,84.99076,13:30:00,85.84671
871,ema_9,ema_21,1,97,121,29.20329,6.09472,0.86767,0.99596,83.02695,13:30:00,85.77877
1254,ema_9,ema_21,1,97,140,28.73391,6.04364,0.95151,0.9991,77.73005,13:30:00,85.76569
1148,ema_9,ema_21,1,97,141,29.05118,6.01824,0.88831,0.96862,51.21857,13:30:00,85.66827
905,ema_9,ema_21,1,97,141,28.64394,6.04908,0.84882,0.99707,50.00376,13:30:00,85.63991
1452,ema_9,ema_21,1,97,145,28.30161,6.019,0.96203,0.99992,82.73166,13:30:00,85.55276
990,ema_9,ema_21,1,97,147,29.25384,6.02959,0.84025,0.99726,51.63154,13:30:00,85.53745
804,ema_9,ema_21,1,97,147,28.63569,6.06976,0.86827,0.99595,80.10155,13:30:00,85.51056
624,ema_9,ema_21,1,97,134,28.0868,6.00737,0.89901,0.99323,53.20132,13:30:00,85.4795
1005,ema_9,ema_21,1,97,144,29.32185,6.07978,0.94019,0.99566,50.7373,13:30:00,85.47302
1555,ema_9,ema_21,1,97,183,29.39193,6.06062,0.97408,0.99569,81.83407,13:30:00,85.44254
825,ema_9,ema_21,1,97,128,29.36739,6.02603,0.87432,0.99757,71.82679,13:30:00,85.44207
102,ema_9,ema_21,1,97,165,28.97705,6.04732,0.86707,0.97776,69.51347,13:30:00,85.38371
999,ema_9,ema_21,1,97,142,29.29317,6.05997,0.89892,0.99641,53.45502,13:30:00,85.34009
1445,ema_9,ema_21,1,97,141,28.27983,6.02905,0.96922,0.99912,83.41478,13:30:00,85.32897
321,ema_9,ema_21,1,97,159,28.68458,6.02535,0.90167,0.97979,84.99819,13:30:00,85.31795
731,ema_9,ema_21,1,97,141,29.35255,6.02314,0.88407,0.99352,83.66907,13:30:00,85.31753
279,ema_9,ema_21,1,97,154,28.51283,6.09239,0.89545,0.98001,84.98139,13:30:00,85.30653
1123,ema_9,ema_21,1,97,140,29.2993,6.06873,0.88636,0.99838,83.39341,13:30:00,85.266
1340,ema_9,ema_21,1,97,147,29.34163,6.03995,0.92022,0.99712,63.54806,13:30:00,85.23852
766,ema_9,ema_21,1,97,134,28.59823,6.06994,0.8884,0.98921,83.49403,13:30:00,85.23247
399,ema_9,ema_21,1,97,141,29.31327,6.04651,0.87263,0.99328,83.7453,13:30:00,85.17303
1094,ema_9,ema_21,1,97,129,28.74308,6.04726,0.87521,0.99996,84.00724,13:30:00,85.14237
1348,ema_9,ema_21,1,97,142,28.76713,6.08249,0.93016,0.99715,82.06236,13:30:00,85.07505
625,ema_9,ema_21,1,97,136,28.48429,6.02832,0.88726,0.99657,58.27478,13:30:00,85.07117
1321,ema_9,ema_21,1,97,146,27.96167,6.01861,0.98698,0.99652,66.39252,13:30:00,85.05057
300,ema_9,ema_21,1,97,157,28.55603,6.0952,0.90156,0.98034,83.75295,13:30:00,85.02855
1151,ema_9,ema_21,1,97,144,28.73831,6.04709,0.89288,0.99561,80.26965,13:30:00,85.01057
1528,ema_9,ema_21,1,97,177,29.01356,6.05314,0.96241,0.95962,82.91734,13:30:00,85.0
1287,ema_9,ema_21,1,97,144,29.37834,6.07471,0.93931,0.99533,83.47652,13:30:00,84.9642
318,ema_9,ema_21,1,97,158,28.69813,6.03638,0.90126,0.98105,82.64989,13:30:00,84.95032
612,ema_9,ema_21,1,97,133,29.26642,6.07911,0.87994,0.9973,82.62832,13:30:00,84.92238
844,ema_9,ema_21,1,97,143,28.75777,6.06978,0.95049,0.99433,51.37273,13:30:00,84.90656
278,ema_9,ema_21,1,97,153,29.17796,6.08978,0.90161,0.97852,84.92461,13:30:00,84.8999
265,ema_9,ema_21,1,97,160,29.16445,6.05308,0.90406,0.97898,84.31084,13:30:00,84.8773
1471,ema_9,ema_21,1,97,141,28.36869,6.03131,0.98506,0.99896,82.16173,13:30:00,84.87155
1309,ema_9,ema_21,1,97,145,29.35057,6.08679,0.92388,0.99252,84.50283,13:30:00,84.82949
645,ema_9,ema_21,1,97,133,29.29595,6.08183,0.86129,0.99707,62.7334,13:30:00,84.76347
1262,ema_9,ema_21,1,97,141,29.32947,6.07001,0.88535,0.99299,82.15521,13:30:00,84.74943
298,ema_9,ema_21,1,97,155,28.54125,6.08056,0.90401,0.97764,84.94871,13:30:00,84.72902
1465,ema_9,ema_21,1,97,145,28.2753,6.04868,0.98215,0.99995,80.36391,13:30:00,84.69923
1004,ema_9,ema_21,1,97,141,28.43812,6.00355,0.89752,0.99898,61.78605,13:30:00,84.69654
1377,ema_9,ema_21,1,97,148,28.42535,6.01394,0.93715,0.99588,83.93308,13:30:00,84.64554
1168,ema_9,ema_21,1,97,130,28.72942,6.0914,0.88294,0.99443,50.03506,13:30:00,84.55911
608,ema_9,ema_21,1,97,137,28.36507,6.01315,0.89349,0.99733,81.74909,13:30:00,84.46767
1102,ema_9,ema_21,1,97,149,28.76875,6.06586,0.87196,0.99741,83.23987,13:30:00,84.44659
368,ema_9,ema_21,1,97,136,28.68279,6.05283,0.90098,0.97844,84.99258,13:30:00,84.43519
1091,ema_9,ema_21,1,97,147,29.44924,6.02615,0.88561,0.99559,51.70153,13:30:00,84.40747
263,ema_9,ema_21,1,97,163,29.26876,6.04183,0.91062,0.97871,84.25239,13:30:00,84.39744
275,ema_9,ema_21,1,97,162,28.56463,6.06526,0.90264,0.97779,84.99994,13:30:00,84.35436
860,ema_9,ema_21,1,97,126,28.0507,6.09356,0.87178,0.99733,83.50404,13:30:00,84.20624
1182,ema_9,ema_21,1,97,137,29.07578,6.08465,0.90675,0.96057,82.94038,13:30:00,84.1577
707,ema_9,ema_21,1,97,149,28.49623,6.04851,0.84752,0.99906,53.13429,13:30:00,84.1146
858,ema_9,ema_21,1,97,125,28.37142,6.01708,0.87739,0.99508,84.95089,13:30:00,84.06067
257,ema_9,ema_21,1,97,161,29.41915,5.99948,0.91255,0.97612,83.33594,13:30:00,84.04347
1016,ema_9,ema_21,1,97,121,28.44493,6.01156,0.88648,0.99532,51.37665,13:30:00,84.03554
1516,ema_9,ema_21,1,97,185,30.30682,6.06504,0.96988,0.99669,82.79439,13:30:00,83.93472
276,ema_9,ema_21,1,97,155,28.6635,6.07357,0.8994,0.97886,84.67411,13:30:00,83.89196
513,ema_9,ema_21,1,97,138,29.45789,6.04748,0.87877,0.99809,82.45978,13:30:00,83.88243
1222,ema_9,ema_21,1,97,145,28.30642,6.03603,0.89176,0.99908,81.04848,13:30:00,83.80888
785,ema_9,ema_21,1,97,134,28.49639,6.06763,0.88217,0.99565,84.31501,13:30:00,83.78653
1078,ema_9,ema_21,1,97,146,30.08348,5.99911,0.83706,0.99833,84.97702,13:30:00,83.785
1165,ema_9,ema_21,1,97,151,28.4697,6.02947,0.8907,0.99716,84.40745,13:30:00,83.72224
264,ema_9,ema_21,1,97,162,29.33745,6.06285,0.90642,0.97868,84.41035,13:30:00,83.63456
272,ema_9,ema_21,1,97,159,29.34781,6.05933,0.90793,0.9779,81.79938,13:30:00,83.62322
1448,ema_9,ema_21,1,97,141,28.44057,6.08218,0.96863,0.99914,82.14278,13:30:00,83.62076
1055,ema_9,ema_21,1,97,140,27.5994,6.0273,0.8913,0.99919,83.57261,13:30:00,83.61197
666,ema_9,ema_21,1,97,142,28.22693,6.06442,0.87731,0.99838,55.1387,13:30:00,83.5515
872,ema_9,ema_21,1,97,129,28.41598,6.02505,0.86831,0.99796,50.02033,13:30:00,83.51281
931,ema_9,ema_21,1,97,123,30.11821,6.0222,0.8956,0.99486,83.9401,13:30:00,83.48298
1335,ema_9,ema_21,1,97,142,28.39685,6.07538,0.98511,0.99604,71.33305,13:30:00,83.43788
1455,ema_9,ema_21,1,97,140,27.73526,6.03622,0.95699,0.99998,83.38426,13:30:00,83.42323
1294,ema_9,ema_21,1,97,145,28.35484,6.05165,0.92487,0.99497,82.82218,13:30:00,83.39355
285,ema_9,ema_21,1,97,150,28.71241,6.09206,0.89082,0.97889,84.19464,13:30:00,83.34011
782,ema_9,ema_21,1,97,141,29.95842,6.02344,0.86714,0.99363,82.18491,13:30:00,83.27279
557,ema_9,ema_21,1,97,131,27.89717,6.05701,0.89231,0.99994,80.64659,13:30:00,83.13733
1204,ema_9,ema_21,1,97,98,30.10507,6.09195,0.9078,0.99895,82.22931,13:30:00,83.13002
421,ema_9,ema_21,1,97,136,28.31788,6.05692,0.89489,0.99828,84.43119,13:30:00,83.12511
965,ema_9,ema_21,1,97,144,28.4333,6.09603,0.91356,0.99604,51.52217,13:30:00,83.10621
656,ema_9,ema_21,1,97,144,28.19271,6.05093,0.86902,0.99363,52.73105,13:30:00,83.04949
255,ema_9,ema_21,1,97,161,29.97052,6.00004,0.91334,0.97601,83.40849,13:30:00,83.04015
598,ema_9,ema_21,1,97,131,29.29556,6.07696,0.89759,0.96506,82.72586,13:30:00,82.93343
659,ema_9,ema_21,1,97,136,28.47372,6.09517,0.84974,0.99623,55.90819,13:30:00,82.93106
1410,ema_9,ema_21,1,97,144,28.01286,6.08149,0.94949,0.99914,83.94995,13:30:00,82.87129
330,ema_9,ema_21,1,97,147,28.07077,6.05371,0.89267,0.97913,84.3703,13:30:00,82.83732
103,ema_9,ema_21,1,97,166,28.74917,6.06397,0.85112,0.97776,69.24885,13:30:00,82.79516
800,ema_9,ema_21,1,97,133,30.10585,6.09216,0.87819,0.99678,82.93776,13:30:00,82.78126
1376,ema_9,ema_21,1,97,140,27.73133,6.07866,0.999,0.99788,82.24561,13:30:00,82.75167
148,ema_9,ema_21,1,97,169,28.42753,6.01437,0.90544,0.9762,73.03873,13:30:00,82.72676
309,ema_9,ema_21,1,97,159,27.98357,6.02968,0.90539,0.98116,82.81851,13:30:00,82.65571
636,ema_9,ema_21,1,97,132,28.40319,6.04434,0.86544,0.99401,50.6807,13:30:00,82.62201
466,ema_9,ema_21,1,97,128,27.98742,6.06755,0.86671,0.99632,82.52042,13:30:00,82.57984
899,ema_9,ema_21,1,97,139,28.29593,6.05394,0.81054,0.99623,51.386,13:30:00,82.55896
1157,ema_9,ema_21,1,97,143,28.46594,6.07304,0.88192,0.99749,84.99682,13:30:00,82.52399
334,ema_9,ema_21,1,97,149,28.46828,6.014,0.89295,0.97779,83.449,13:30:00,82.51506
270,ema_9,ema_21,1,97,162,29.43135,6.05649,0.91027,0.97763,81.8013,13:30:00,82.47816
253,ema_9,ema_21,1,97,165,30.18915,6.01698,0.91279,0.97552,83.03601,13:30:00,82.46563
585,ema_9,ema_21,1,97,135,28.78955,6.09728,0.89248,0.9984,82.09424,13:30:00,82.45944
307,ema_9,ema_21,1,97,152,28.26638,6.04198,0.89468,0.98184,83.53776,13:30:00,82.41094
867,ema_9,ema_21,1,97,124,29.91966,6.03796,0.86415,0.99641,84.42789,13:30:00,82.38488
312,ema_9,ema_21,1,97,147,28.21114,6.05154,0.89843,0.98054,84.2423,13:30:00,82.26497
376,ema_9,ema_21,1,97,136,28.89869,6.09807,0.8842,0.99574,84.96094,13:30:00,82.25438
678,ema_9,ema_21,1,97,141,29.95085,6.05257,0.88879,0.9959,52.23737,13:30:00,82.18267
314,ema_9,ema_21,1,97,145,28.21102,6.05711,0.90616,0.98049,82.82959,13:30:00,82.1801
242,ema_9,ema_21,1,97,169,30.24254,6.0805,0.90899,0.97576,81.44117,13:30:00,82.16132
757,ema_9,ema_21,1,97,142,28.44943,6.0677,0.90344,0.9906,51.01155,13:30:00,82.12667
202,ema_9,ema_21,1,97,166,30.29466,6.09223,0.91494,0.97509,81.87495,13:30:00,82.06992
1242,ema_9,ema_21,1,97,130,27.80388,6.07413,0.9597,0.99356,78.35202,13:30:00,82.0676
392,ema_9,ema_21,1,97,137,28.80273,6.10604,0.8926,0.99869,82.94323,13:30:00,82.06212
1086,ema_9,ema_21,1,97,145,27.89053,6.02651,0.88844,0.99179,84.33473,13:30:00,82.02947
1479,ema_9,ema_21,1,97,139,28.96754,6.11413,0.97399,0.99856,82.08676,13:30:00,82.02933
880,ema_9,ema_21,1,97,118,27.61252,6.06746,0.86927,0.99714,84.53498,13:30:00,81.88326
303,ema_9,ema_21,1,97,155,27.92709,6.06938,0.89519,0.98146,83.86628,13:30:00,81.78773
995,ema_9,ema_21,1,97,141,29.06507,6.11217,0.90182,0.99997,53.63182,13:30:00,81.73528
472,ema_9,ema_21,1,97,133,27.69829,6.09584,0.87104,0.99275,57.76938,13:30:00,81.68392
958,ema_9,ema_21,1,97,151,28.99195,6.11083,0.90224,0.99568,51.14813,13:30:00,81.66927
501,ema_9,ema_21,1,97,136,28.86116,6.11811,0.88093,0.9974,80.80404,13:30:00,81.627
1014,ema_9,ema_21,1,97,220,28.88884,6.11764,0.87742,0.99582,62.62984,13:30:00,81.58649
580,ema_9,ema_21,1,97,132,29.89627,6.03549,0.88483,0.99796,82.46531,13:30:00,81.4388
1466,ema_9,ema_21,1,97,137,28.82334,6.15658,0.98737,0.99828,80.85833,13:30:00,81.3131
685,ema_9,ema_21,1,97,131,28.31904,6.02993,0.89457,0.96625,61.93281,13:30:00,81.24426
436,ema_9,ema_21,1,97,146,28.84995,6.12925,0.88573,0.9971,82.94842,13:30:00,81.24423
446,ema_9,ema_21,1,97,138,28.93346,6.12709,0.88569,0.99712,82.21088,13:30:00,81.23809
416,ema_9,ema_21,1,97,145,28.8141,6.14746,0.89636,0.99973,83.29864,13:30:00,81.20094
592,ema_9,ema_21,1,97,133,28.85706,6.11946,0.88808,0.99674,82.73279,13:30:00,81.18291
358,ema_9,ema_21,1,97,157,27.63468,6.04244,0.90951,0.97989,84.11217,13:30:00,81.17455
543,ema_9,ema_21,1,97,135,28.92414,6.12968,0.88935,0.99538,82.66746,13:30:00,81.15408
1163,ema_9,ema_21,1,97,144,28.91834,6.12262,0.88549,0.99485,50.86824,13:30:00,81.06903
857,ema_9,ema_21,1,97,104,28.91813,6.12856,0.87642,0.99357,83.52479,13:30:00,80.91916
914,ema_9,ema_21,1,97,134,29.2228,6.10202,0.88404,0.99714,83.00781,13:30:00,80.88904
1259,ema_9,ema_21,1,97,147,29.10934,6.11535,0.93774,0.99631,80.74556,13:30:00,80.81747
1305,ema_9,ema_21,1,97,150,29.02261,6.14848,0.96897,0.99588,69.83423,13:30:00,80.80683
1088,ema_9,ema_21,1,97,151,28.68479,6.10561,0.90847,0.99902,80.88842,13:30:00,80.8042
188,ema_9,ema_21,1,97,167,30.0059,6.07165,0.90795,0.97163,77.23891,13:30:00,80.79028
590,ema_9,ema_21,1,97,140,29.96295,6.04893,0.88286,0.96757,81.67385,13:30:00,80.68221
1203,ema_9,ema_21,1,97,98,28.97667,6.17406,0.90428,0.99897,80.87276,13:30:00,80.65677
830,ema_9,ema_21,1,97,148,30.02891,6.09217,0.90237,0.99707,81.93423,13:30:00,80.64628
