trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
139,0.01696,0.00453,0.06567,9.03438,6.73655,median_nonzero,0,2,66,7.56099,0.20528,-2.4107,0.00356,0.02279,26.93997,138089098530.35364
138,0.0147,0.00335,0.06672,9.10068,6.79131,median_nonzero,0,1,69,7.52892,0.20028,-2.35858,0.00262,0.02795,26.81652,138086023669.6639
403,0.01118,0.00381,0.05637,9.07215,6.38736,median_nonzero,0,4,72,7.95411,0.21365,-1.8376,0.00486,0.0187,22.54446,138003959947.40393
506,0.01362,0.00412,0.05733,9.14756,6.41307,median_nonzero,0,0,77,7.97009,0.20469,-1.78757,0.00478,0.01657,22.81558,137891198086.34003
630,0.01002,0.00557,0.04814,9.19363,6.24533,median_nonzero,0,1,78,7.19295,0.20528,-1.7133,0.00165,0.01097,24.61876,137834659031.4747
140,0.01454,0.00365,0.0667,9.09515,6.58739,median_nonzero,0,1,64,7.61479,0.21027,-2.08633,0.00297,0.02393,27.63031,137780587484.3726
116,0.01084,0.00278,0.06796,9.10313,6.9208,median_nonzero,0,1,57,7.68471,0.21871,-2.58402,0.00236,0.01928,29.43133,137680308205.3807
641,0.01468,0.00587,0.0473,9.15741,6.09833,median_nonzero,0,1,79,7.27458,0.20796,-1.50253,0.00159,0.00951,25.41225,137668840279.67593
749,0.02788,0.00475,0.05079,9.00013,6.15186,median_nonzero,0,2,85,7.13015,0.20661,-2.24219,0.00139,0.00872,21.35215,137625166104.52722
368,0.0111,0.00425,0.05512,9.03081,6.08606,median_nonzero,0,6,68,7.94803,0.20389,-1.0813,0.00483,0.01981,23.32824,137615742857.0469
266,0.01077,0.00255,0.05051,9.1034,6.85212,median_nonzero,0,1,74,7.53909,0.21515,-2.41354,0.00605,0.02205,23.65923,137573952282.7123
148,0.01641,0.00359,0.06475,9.0873,6.49277,median_nonzero,0,1,67,7.56976,0.21068,-2.35186,0.00344,0.02592,28.12384,137559627773.26163
1001,0.01059,0.00534,0.05327,9.10761,6.30204,median_nonzero,0,1,72,7.23265,0.23769,-1.95298,0.00252,0.01194,20.29683,137361034108.59186
746,0.01,0.00497,0.04932,9.07482,6.22087,median_nonzero,0,2,75,7.1084,0.24486,-2.21919,0.00133,0.00726,21.57069,137360377720.8305
387,0.01217,0.00523,0.05149,9.17073,6.13156,median_nonzero,0,0,70,7.92424,0.21201,-1.58762,0.0051,0.01627,23.82928,137350502792.12573
807,0.02664,0.00512,0.04912,9.03939,6.18108,median_nonzero,0,1,75,7.11219,0.2126,-2.24316,0.00115,0.00725,21.15349,137233801035.45383
320,0.0121,0.00435,0.05401,9.18867,6.21827,median_nonzero,0,0,69,7.7349,0.20397,-1.55308,0.00394,0.02016,26.0614,137145413297.9858
113,0.01224,0.00125,0.06917,9.10066,6.99664,median_nonzero,0,0,57,7.65593,0.21384,-2.56196,0.00198,0.0147,28.74382,137128630450.93909
843,0.02522,0.00434,0.04935,9.00052,6.1193,median_nonzero,0,4,76,7.09088,0.20997,-2.18389,0.00147,0.01014,22.41619,136891890576.9971
1016,0.01089,0.00528,0.05125,9.18943,6.36294,median_nonzero,0,1,68,7.2139,0.20394,-1.90089,0.00206,0.0122,17.25002,136870017429.45563
481,0.01115,0.00394,0.05672,9.15179,6.53834,median_nonzero,0,0,73,7.91938,0.20846,-1.70975,0.00524,0.01557,11.53678,136861642246.56967
889,0.01147,0.00854,0.05036,9.00056,6.26926,median_nonzero,0,6,73,7.13373,0.21166,-2.031,0.00101,0.01014,21.78904,136844207269.91191
338,0.01357,0.00544,0.0532,9.14013,6.29792,median_nonzero,0,0,70,7.6817,0.21415,-1.39146,0.00383,0.01783,25.42207,136807184600.07372
160,0.01301,0.00354,0.0655,9.11263,6.81447,median_nonzero,0,1,69,7.56642,0.21213,-2.4207,0.0048,0.02295,25.95378,136451357541.86113
256,0.01165,0.00365,0.04881,9.1181,6.78003,median_nonzero,0,1,89,7.60043,0.21735,-2.39964,0.00468,0.02379,24.6711,136338592167.1425
603,0.01006,0.00473,0.06077,9.18862,6.56384,median_nonzero,0,0,79,7.30219,0.2047,-2.14995,0.00209,0.01171,24.05335,136282107203.89781
668,0.01056,0.00543,0.04826,9.21868,6.01162,median_nonzero,0,1,75,7.29857,0.21242,-2.16318,0.00125,0.00543,25.70961,136130919592.8454
250,0.01014,0.00545,0.04512,9.00173,6.93549,median_nonzero,0,5,73,7.62543,0.21509,-2.35496,0.00564,0.0218,24.17842,136106619733.54904
372,0.01386,0.00464,0.05394,9.14631,6.21687,median_nonzero,0,0,72,7.89837,0.21707,-1.60766,0.00477,0.01864,23.5018,136068214032.74536
155,0.01579,0.00489,0.06452,9.0759,6.81962,median_nonzero,0,2,68,7.45849,0.20121,-1.87488,0.00263,0.02784,23.38495,135918037749.98283
219,0.01091,0.00319,0.05231,9.13502,6.71654,median_nonzero,0,1,68,7.57028,0.21417,-2.03875,0.00562,0.01815,23.5086,135779072335.39212
540,0.01126,0.00444,0.05012,9.17484,6.48001,median_nonzero,0,0,72,7.42394,0.21212,-1.77424,0.00126,0.01635,22.78926,135682084688.282
401,0.01133,0.00397,0.05703,9.00005,6.32268,median_nonzero,0,0,73,7.97983,0.27629,-1.90722,0.0052,0.01741,23.27573,135645192567.73125
187,0.01568,0.00442,0.06363,9.08358,6.54098,median_nonzero,0,2,64,7.46174,0.20778,-1.99954,0.0041,0.0251,26.36494,135408617108.29768
87,0.02361,0.00199,0.06898,9.06633,6.27553,median_nonzero,0,1,54,7.75987,0.22701,-2.90584,0.00222,0.01112,27.2977,134694849397.54068
860,0.0195,0.00448,0.05033,9.07235,6.18042,median_nonzero,0,1,74,7.07432,0.24106,-2.16184,0.00141,0.0111,22.69639,134599589537.62903
482,0.01004,0.00427,0.04249,9.22526,6.34612,median_nonzero,0,0,78,7.92265,0.20351,-1.00726,0.0056,0.01657,15.36693,134458737246.50873
703,0.01073,0.00561,0.04854,9.04486,6.03545,median_nonzero,0,7,80,7.29328,0.20706,-2.06799,0.00164,0.00719,23.90983,134423683061.389
557,0.01069,0.00515,0.05757,9.00007,6.63245,median_nonzero,0,0,73,7.89897,0.27341,-1.67385,0.00507,0.01042,19.84637,134346832581.33852
761,0.01072,0.00509,0.04885,9.04032,6.14338,median_nonzero,0,2,90,7.11626,0.27033,-2.1588,0.00129,0.00675,21.42177,134303681328.02988
271,0.01291,0.00423,0.05172,9.12515,6.8101,median_nonzero,0,1,70,7.64025,0.21879,-2.29265,0.00517,0.02153,23.30631,134294063393.91965
145,0.01779,0.00388,0.06601,9.097,6.71483,median_nonzero,0,2,69,7.56491,0.20392,-2.12885,0.00324,0.02345,24.22025,134073984940.21252
402,0.01124,0.00383,0.05863,9.0706,6.25931,median_nonzero,0,0,71,7.96984,0.26019,-1.23787,0.00579,0.01583,21.18954,133700787574.24776
504,0.02566,0.00433,0.05533,9.06471,6.33756,median_nonzero,0,0,72,7.89576,0.21871,-1.56351,0.00511,0.01982,23.47135,133663163156.97218
467,0.01125,0.00415,0.04399,9.0761,6.5051,median_nonzero,0,0,79,7.43567,0.25475,-1.81162,0.0049,0.03766,24.28147,133590715005.47667
644,0.01352,0.00615,0.04699,9.20227,6.07372,median_nonzero,0,2,78,7.23876,0.20396,-1.56225,0.00178,0.00974,25.24522,133172888661.80376
109,0.01099,0.00144,0.06839,9.17367,6.91689,median_nonzero,0,0,59,7.89122,0.21407,-2.65838,0.00108,0.01741,26.36684,133125831937.43361
470,0.02144,0.004,0.0561,9.10092,6.59855,median_nonzero,0,0,75,7.37053,0.22987,-1.76659,0.00542,0.01702,10.63953,133032908776.17552
552,0.01079,0.00517,0.05886,9.03753,6.4486,median_nonzero,0,0,74,7.96094,0.28113,-1.84401,0.00131,0.01449,22.22267,132736923610.76083
705,0.01,0.00606,0.04828,9.23832,6.17782,median_nonzero,0,1,76,7.18688,0.21317,-1.99695,0.00196,0.00608,24.87051,132729770108.81245
700,0.01069,0.00595,0.0454,9.03442,6.16878,median_nonzero,0,1,78,7.21618,0.28583,-1.98995,0.0018,0.00643,25.48359,132684041208.00246
572,0.02683,0.00563,0.05833,9.03955,6.31392,median_nonzero,0,4,75,7.20452,0.20629,-1.88286,0.00152,0.01202,21.77903,132672218719.99944
568,0.03056,0.00542,0.05698,9.0387,6.33041,median_nonzero,0,0,76,7.28337,0.20313,-1.97503,0.00194,0.0104,22.0786,132664089793.87616
102,0.01167,0.00279,0.06747,9.1649,7.02359,median_nonzero,0,0,56,7.71318,0.21556,-2.4882,0.00177,0.01397,28.76051,132460386440.40181
711,0.01002,0.00548,0.04774,9.14256,6.00033,median_nonzero,0,1,77,7.23681,0.25767,-2.19884,0.00138,0.00704,24.51385,132276735709.1125
97,0.01081,0.00157,0.06915,9.15805,7.05427,median_nonzero,0,0,57,7.77982,0.22507,-2.71186,0.00212,0.0157,28.69077,132146334809.51169
100,0.01152,0.00234,0.06766,9.18643,6.86167,median_nonzero,0,0,60,7.7139,0.21551,-2.65997,0.00184,0.01255,28.33453,132129488664.49025
101,0.01183,0.00232,0.06913,9.1847,6.90517,median_nonzero,0,0,57,7.71648,0.21609,-2.67698,0.00182,0.01392,29.42504,132011723598.4777
435,0.01189,0.00502,0.05965,9.07074,6.36779,median_nonzero,0,0,73,7.44142,0.26778,-1.77168,0.00511,0.01692,24.3321,131802531645.54619
716,0.01001,0.00588,0.04748,9.19278,6.00226,median_nonzero,0,5,76,7.22126,0.21082,-2.10623,0.00136,0.00537,23.72056,131237996466.21893
98,0.0101,0.0016,0.06993,9.16144,7.16806,median_nonzero,0,0,57,7.76675,0.22803,-2.70579,0.00213,0.0154,28.89639,130775674004.80214
105,0.01095,0.00165,0.06731,9.18043,6.92603,median_nonzero,0,0,59,7.7051,0.22537,-2.87327,0.00147,0.01564,29.54464,130750418180.23949
104,0.01156,0.00284,0.06754,9.17581,7.02946,median_nonzero,0,0,59,7.71407,0.22486,-2.88144,0.00206,0.01756,29.29403,130551707441.9405
600,0.01214,0.00515,0.0607,9.00021,6.53551,median_nonzero,0,8,79,7.26686,0.2034,-2.07487,0.00104,0.01017,25.01237,130480594256.3884
479,0.03286,0.00448,0.05525,9.0015,6.58591,median_nonzero,0,0,80,7.98432,0.20639,-1.85801,0.00671,0.01449,24.48207,130403642890.17831
195,0.01228,0.00301,0.06488,9.12739,6.47677,median_nonzero,0,6,69,7.53911,0.20019,-2.19387,0.00418,0.02435,24.52253,130187134510.9258
94,0.01624,0.00201,0.06896,9.13873,7.04081,median_nonzero,0,0,57,7.85623,0.22365,-2.86921,0.0015,0.01138,29.92394,129483378335.18492
525,0.01143,0.00485,0.05808,9.03816,6.27161,median_nonzero,0,0,72,7.93742,0.29267,-1.78696,0.00495,0.015,22.17365,129464288960.45872
606,0.03375,0.00511,0.06025,9.04053,6.54957,median_nonzero,0,0,80,7.26916,0.20034,-2.11594,0.00136,0.01049,24.43198,129141303903.88675
394,0.03201,0.00408,0.05659,9.03067,6.29419,median_nonzero,0,0,73,7.96227,0.21971,-1.85492,0.00535,0.01798,22.1385,129057755712.6923
82,0.02808,0.00134,0.0672,9.05272,6.14566,median_nonzero,0,0,51,7.09387,0.24272,-2.86134,0.00211,0.00701,28.15392,128966292690.41396
180,0.0123,0.00373,0.06511,9.00163,6.52118,median_nonzero,0,8,67,7.44528,0.20678,-1.81719,0.00371,0.01936,26.89004,128705013941.66513
92,0.02096,0.00149,0.06998,9.13577,7.0767,median_nonzero,0,0,54,7.80256,0.22966,-2.79804,0.00206,0.00972,27.24028,128309209021.12206
188,0.01188,0.00333,0.05826,9.00044,6.58179,median_nonzero,0,1,65,7.55466,0.29387,-1.78475,0.00451,0.02853,27.03611,128294794075.2525
659,0.01078,0.00547,0.04968,9.32649,6.12119,median_nonzero,0,2,77,7.25962,0.2037,-1.59947,0.00156,0.01099,24.23205,127654954028.5264
88,0.0232,0.00197,0.06741,9.13591,6.81815,median_nonzero,0,0,55,7.72259,0.2267,-2.79439,0.00251,0.0097,29.75053,127643126208.00838
293,0.03462,0.00499,0.05163,9.06612,6.20018,median_nonzero,0,0,70,7.69733,0.20041,-1.6051,0.00475,0.02191,26.25621,127621476307.85692
90,0.0204,0.00237,0.06996,9.13452,7.04598,median_nonzero,0,0,54,7.77219,0.22959,-2.7908,0.00215,0.01149,27.34487,127547993144.42035
614,0.01811,0.00553,0.05952,9.26148,6.4539,median_nonzero,0,0,78,7.23755,0.20548,-2.01095,0.00133,0.01391,24.43257,127470893365.12921
54,0.02537,0.00321,0.06521,9.08245,6.95441,median_nonzero,0,2,50,7.00318,0.21141,-2.5922,0.00967,0.01054,16.71043,127382834900.55779
95,0.01287,0.00198,0.06907,9.22095,7.16327,median_nonzero,0,0,57,7.85309,0.22091,-2.71675,0.00314,0.01199,29.83827,127356636787.18312
278,0.01003,0.00414,0.05155,9.03529,6.62685,median_nonzero,0,8,73,7.48552,0.21042,-1.75539,0.00479,0.01995,24.08625,126534127933.9228
91,0.02069,0.00157,0.06988,9.13882,7.15982,median_nonzero,0,0,54,7.84284,0.22963,-2.82515,0.00217,0.00992,27.221,126443460199.91309
337,0.01243,0.00515,0.05375,9.07947,6.22289,median_nonzero,0,0,69,7.71885,0.2961,-1.37294,0.00388,0.0204,26.47684,126393110347.98895
111,0.01399,0.00143,0.06855,9.17668,7.12707,median_nonzero,0,0,56,7.75263,0.23201,-2.48643,0.00102,0.01741,28.03006,126219815545.8997
107,0.01538,0.00163,0.0691,9.19144,6.9136,median_nonzero,0,0,60,7.80356,0.22457,-2.87009,0.0019,0.01631,28.48959,126218245915.52437
207,0.01085,0.00343,0.05294,9.11271,6.73079,median_nonzero,0,1,71,7.49284,0.27843,-2.27469,0.00446,0.02208,24.51498,125660713186.66531
310,0.01119,0.00487,0.05175,9.13381,6.17679,median_nonzero,0,0,70,7.70828,0.28669,-1.58778,0.0041,0.02216,25.16248,125599051411.81708
524,0.01186,0.00448,0.06304,9.00186,6.26142,median_nonzero,0,0,72,7.91088,0.30885,-1.81852,0.00509,0.01415,20.9936,125013160701.9719
52,0.02758,0.00357,0.06841,9.06574,6.99172,median_nonzero,0,2,51,7.00255,0.22397,-2.61393,0.00898,0.01143,11.2457,124848631467.5803
69,0.02906,0.00213,0.06465,9.06826,6.11784,median_nonzero,0,1,52,7.10067,0.24236,-2.93402,0.00888,0.0043,18.6457,124835259212.14902
99,0.01001,0.00198,0.06926,9.24463,7.05846,median_nonzero,0,0,57,7.78234,0.23618,-2.717,0.00269,0.01581,28.79847,124651521495.92615
81,0.02795,0.00129,0.0647,9.13943,6.11672,median_nonzero,0,0,51,7.02404,0.2414,-2.93976,0.00143,0.00792,27.49793,124561802617.7277
96,0.01459,0.00184,0.06871,9.22485,7.1748,median_nonzero,0,0,60,7.85969,0.22109,-2.77373,0.00333,0.01155,29.87216,124389830236.89058
73,0.02935,0.00108,0.06639,9.06198,6.0012,median_nonzero,0,1,51,7.0253,0.244,-2.94325,0.009,0.00584,25.80769,124304178119.13235
463,0.01208,0.00422,0.04149,9.03782,6.48929,median_nonzero,0,0,76,7.36572,0.30185,-2.00595,0.00526,0.01552,15.79693,123910906513.98816
53,0.02612,0.00298,0.06529,9.05549,6.95515,median_nonzero,0,2,51,7.06105,0.24154,-2.59512,0.00961,0.01111,16.15776,123781499963.7569
480,0.03867,0.00408,0.05583,9.00043,6.43067,median_nonzero,0,0,77,7.9697,0.2037,-1.81594,0.00511,0.01348,22.75881,123742531958.3966
70,0.02905,0.00113,0.06632,9.06896,6.07784,median_nonzero,0,1,58,7.02762,0.24331,-2.92197,0.00902,0.00411,21.1,123696914223.39917
71,0.02901,0.00121,0.06636,9.06941,6.04073,median_nonzero,0,1,51,7.02227,0.24575,-2.93221,0.00899,0.00415,21.14694,123485908021.72966
103,0.0127,0.00239,0.0678,9.329,6.87885,median_nonzero,0,0,61,7.72737,0.21546,-2.5218,0.00173,0.01419,28.38794,123145173323.01376
269,0.01003,0.00353,0.0483,9.07103,7.64348,median_nonzero,0,7,63,7.60138,0.20683,-2.37536,0.00531,0.02353,25.12824,123108450167.51367
72,0.02906,0.00112,0.06646,9.08419,6.04025,median_nonzero,0,1,51,7.02437,0.24387,-2.9523,0.00899,0.00408,25.5924,123019741026.64883
85,0.02602,0.00174,0.05041,9.13305,6.20575,median_nonzero,0,1,52,7.10066,0.25367,-2.74883,0.00195,0.00849,14.89223,122798623755.49167
83,0.02811,0.00135,0.0673,9.16437,6.12868,median_nonzero,0,0,54,7.97727,0.2396,-2.85457,0.00156,0.00735,28.17994,122676409574.0961
114,0.01232,0.00129,0.06926,9.32189,7.01516,median_nonzero,0,0,58,7.64853,0.21306,-2.37634,0.00151,0.01474,26.53631,122647271277.56113
89,0.02363,0.002,0.06908,9.21798,6.81012,median_nonzero,0,0,55,7.63037,0.22541,-2.70614,0.00253,0.01112,29.15057,122641455712.45885
76,0.02951,0.0014,0.06452,9.13282,6.0837,median_nonzero,0,0,51,7.02783,0.24116,-2.94652,0.00111,0.00801,28.96902,122383785406.63686
112,0.01692,0.00161,0.06707,9.25185,6.92046,median_nonzero,0,0,61,7.81002,0.22201,-2.76192,0.00135,0.01328,28.42632,122382305634.08023
349,0.01299,0.00611,0.0541,9.04211,6.18259,median_nonzero,0,9,71,7.841,0.20723,-1.24599,0.00393,0.02107,24.33553,122085483086.02983
74,0.02929,0.00111,0.06652,9.08447,6.01364,median_nonzero,0,0,51,7.0249,0.24671,-2.97182,0.00899,0.00449,25.85752,121980495619.97469
316,0.03676,0.00505,0.05324,9.08588,6.1618,median_nonzero,0,0,68,7.71644,0.20349,-1.75329,0.00385,0.0207,25.83197,121843330900.02591
234,0.01,0.00285,0.0461,9.04347,6.80008,median_nonzero,0,1,73,7.65271,0.30821,-2.38226,0.00566,0.02333,23.28988,120812232374.35342
356,0.03957,0.00561,0.05429,9.03681,6.11383,median_nonzero,0,0,71,7.79884,0.21563,-1.15117,0.00468,0.02073,19.34605,120481385087.38614
84,0.03103,0.00223,0.06486,9.04502,6.33164,median_nonzero,0,0,50,7.08478,0.26264,-2.99147,0.00179,0.01014,27.00457,120251258414.39774
59,0.02281,0.00246,0.06344,9.28536,6.56086,median_nonzero,0,3,53,7.02605,0.20958,-2.74781,0.00964,0.0068,22.05303,120037383836.67313
75,0.03108,0.0015,0.06656,9.04948,6.10136,median_nonzero,0,1,58,7.08139,0.2627,-2.93377,0.00865,0.00593,26.32275,119854567712.41151
106,0.01169,0.00279,0.04224,9.38223,7.02774,median_nonzero,0,0,59,7.69838,0.21847,-2.66178,0.00129,0.01768,29.30071,119374007450.30547
230,0.01137,0.0031,0.04889,9.0009,6.84164,median_nonzero,0,10,72,7.64138,0.21571,-2.34259,0.00512,0.02183,24.6342,119246588431.03957
86,0.03008,0.00286,0.05379,9.19155,6.12209,median_nonzero,0,0,51,7.04348,0.23381,-1.69724,0.00317,0.00634,24.41128,119165571343.77429
110,0.01089,0.00225,0.06842,9.42046,6.8464,median_nonzero,0,0,59,7.89989,0.21526,-2.65825,0.00115,0.0198,29.27749,118958437491.53667
63,0.02722,0.00257,0.06333,9.27041,6.26353,median_nonzero,0,3,53,7.11835,0.20284,-2.82469,0.00996,0.00203,20.63059,118720016354.7114
344,0.04169,0.00555,0.0535,9.08141,6.17171,median_nonzero,0,0,69,7.71814,0.2067,-1.47574,0.00467,0.0221,26.97331,118381397722.43216
78,0.02609,0.00105,0.06581,9.19773,6.05132,median_nonzero,0,1,50,7.06938,0.25127,-2.839,0.00917,0.00415,15.54389,118254411403.42409
79,0.03081,0.00213,0.06585,9.06218,6.16942,median_nonzero,0,0,54,7.02585,0.27011,-2.92521,0.00778,0.00893,25.29866,118121112322.23311
57,0.02452,0.00325,0.06511,9.27549,6.6873,median_nonzero,0,2,52,7.05737,0.21157,-2.88276,0.00969,0.00266,19.09466,117761491065.74435
62,0.02691,0.00247,0.0632,9.29007,6.21525,median_nonzero,0,3,53,7.09966,0.20851,-2.62339,0.00972,0.00209,18.67198,117686643568.28879
61,0.02728,0.0026,0.06351,9.28885,6.3548,median_nonzero,0,3,53,7.03162,0.20945,-2.59809,0.00995,0.00701,16.78144,116531952338.50507
93,0.02063,0.00233,0.06982,9.3485,7.07503,median_nonzero,0,0,54,7.76109,0.22982,-2.79688,0.00224,0.01001,27.71815,115635457821.56844
248,0.01112,0.00979,0.04551,9.03372,6.81787,median_nonzero,0,1,71,7.61624,0.33921,-2.31014,0.00485,0.02288,24.46608,114976311735.2288
65,0.03012,0.00262,0.05746,9.26043,6.22301,median_nonzero,0,3,58,7.13165,0.21629,-2.85198,0.00896,0.00249,18.6359,113911623456.97513
156,0.0123,0.00323,0.06598,9.1071,6.68222,median_nonzero,0,1,65,7.42057,0.3258,-2.03401,0.00278,0.02514,25.44038,113889706256.673
55,0.02444,0.00185,0.06526,9.34812,6.97137,median_nonzero,0,2,50,7.00053,0.20819,-2.6397,0.00959,0.00515,16.9875,113177636723.06758
264,0.01291,0.00487,0.04277,9.51868,6.63694,median_nonzero,0,1,72,7.57951,0.20355,-2.28999,0.00576,0.02415,25.10502,112931604719.33217
49,0.03295,0.00421,0.06803,9.16547,7.30266,median_nonzero,0,3,56,7.04921,0.22891,-2.71251,0.00844,0.01341,12.13805,111052294143.08054
229,0.01261,0.00261,0.05091,9.08371,6.8065,median_nonzero,0,1,74,7.67785,0.35245,-2.30504,0.00491,0.02302,24.92181,110439671492.05652
67,0.02694,0.00267,0.06321,9.44875,6.43513,median_nonzero,0,2,51,7.11554,0.20511,-2.74651,0.00872,0.00203,23.53294,109647244194.9451
255,0.01073,0.00288,0.0478,9.00053,6.88882,median_nonzero,0,2,70,7.58122,0.36813,-2.34883,0.00548,0.02134,24.07484,109623148656.79985
58,0.02504,0.00324,0.06509,9.45212,6.70172,median_nonzero,0,2,52,7.05469,0.20586,-2.43091,0.0099,0.00262,19.62515,109441669582.90059
21,0.0446,0.00599,0.06948,9.00665,7.24025,median_nonzero,0,1,79,7.17997,0.23704,-2.86517,0.00903,0.0184,9.14219,108610122693.19098
275,0.01075,0.0056,0.05108,9.64414,6.52142,median_nonzero,0,1,71,7.7435,0.20313,-1.80453,0.00459,0.02187,24.67411,108495032373.40163
268,0.01138,0.00325,0.04593,9.00081,6.67202,median_nonzero,0,2,71,7.61852,0.38163,-2.51246,0.00474,0.02515,24.09666,107995503908.73438
42,0.04712,0.00674,0.06796,9.01079,7.11785,median_nonzero,0,2,64,7.178,0.22424,-2.54637,0.00836,0.01289,8.09805,106217744472.94177
33,0.0497,0.00597,0.06824,9.00082,7.24868,median_nonzero,0,2,71,7.18816,0.21642,-2.51968,0.00933,0.01239,6.94602,104675980238.89697
186,0.01294,0.00369,0.06257,9.70968,6.40525,median_nonzero,0,1,64,7.43291,0.20979,-2.07571,0.00432,0.02064,25.92034,104278131539.9293
15,0.03764,0.0087,0.06406,9.00002,7.87254,median_nonzero,0,4,81,7.45516,0.25416,-2.679,0.00828,0.03302,10.40378,102477320143.6565
32,0.04287,0.00579,0.06831,9.20604,7.25034,median_nonzero,0,1,76,7.15683,0.22099,-2.7377,0.00915,0.01468,8.11869,102053144543.65341
41,0.04838,0.00696,0.06606,9.01459,7.1139,median_nonzero,0,2,72,7.17353,0.24137,-2.55323,0.00855,0.00951,6.08215,101920606261.79016
17,0.0483,0.00706,0.066,9.00522,7.52955,median_nonzero,0,2,72,7.13273,0.23852,-2.76857,0.00887,0.00924,5.04897,101601716675.06816
68,0.0193,0.00371,0.05998,9.58644,6.60244,median_nonzero,0,4,55,7.0654,0.21875,-2.81071,0.00997,0.00915,20.44692,101540188720.64201
34,0.0356,0.00601,0.06861,9.41573,7.21007,median_nonzero,0,0,75,7.17614,0.2215,-2.47571,0.00946,0.01402,6.65588,99725908670.317
37,0.042,0.00656,0.06104,9.30072,7.38465,median_nonzero,0,1,78,7.30785,0.21286,-2.47398,0.00926,0.01186,7.41849,99480769787.88966
38,0.04042,0.00504,0.05212,9.11441,7.22527,median_nonzero,0,0,67,7.44564,0.27649,-2.29171,0.00709,0.01624,14.42274,99256070646.24648
35,0.04999,0.00464,0.0685,9.16812,7.02759,median_nonzero,0,3,63,7.07567,0.2006,-2.37686,0.00813,0.01473,11.52072,98963496994.66783
43,0.04584,0.00835,0.06813,9.22531,6.76221,median_nonzero,0,1,64,7.17769,0.22254,-2.32588,0.00815,0.01264,8.17845,98810760036.63277
39,0.04697,0.00592,0.06126,9.09055,6.91697,median_nonzero,0,3,70,7.24349,0.25975,-2.68133,0.0075,0.00643,17.92971,96736416514.55855
47,0.03642,0.00925,0.06424,9.08359,6.42316,median_nonzero,0,2,62,7.49173,0.31942,-2.89165,0.0079,0.02212,10.40273,96645321035.22371
22,0.04482,0.00536,0.06706,9.24519,7.31859,median_nonzero,0,1,76,7.3619,0.23444,-2.79532,0.00883,0.01694,8.64614,96485436986.57794
23,0.04481,0.00877,0.06276,9.00217,7.9813,median_nonzero,0,3,73,7.11101,0.27124,-2.80576,0.00711,0.03278,13.39469,96260759156.32643
31,0.04564,0.00519,0.06714,9.22558,7.34932,median_nonzero,0,1,76,7.36303,0.23442,-2.78224,0.00879,0.01672,8.92723,96041256039.97424
36,0.02911,0.00306,0.06976,9.52119,6.88737,median_nonzero,0,4,70,7.8284,0.21763,-1.0415,0.00845,0.02529,9.7196,95804303615.23085
51,0.03348,0.00429,0.06781,9.18244,7.26942,median_nonzero,0,9,56,7.08975,0.23084,-2.68935,0.00833,0.01348,8.20742,95674216713.2367
60,0.02202,0.00219,0.06017,9.78876,6.53602,median_nonzero,0,2,53,7.00128,0.2095,-2.97209,0.00957,0.00493,22.55059,95608654767.21397
8,0.03199,0.00616,0.06989,9.02533,6.6051,median_nonzero,0,0,81,7.20457,0.37278,-2.95606,0.00976,0.01959,10.46336,95176806000.90184
7,0.01654,0.00938,0.04159,9.39123,6.6499,median_nonzero,0,4,83,7.93056,0.30243,-2.38885,0.0081,0.03639,15.89624,94439411516.3899
48,0.04628,0.0048,0.06638,9.00573,6.76669,median_nonzero,0,4,60,7.14665,0.30325,-2.53454,0.00749,0.03059,6.49196,93971536983.85173
12,0.03423,0.00994,0.04009,9.06686,6.14596,median_nonzero,0,2,82,7.3623,0.35613,-2.6626,0.00771,0.03876,15.16727,93847645664.61195
19,0.04518,0.00738,0.06576,9.16148,7.54969,median_nonzero,0,2,68,7.58368,0.24988,-1.53599,0.00874,0.006,9.32017,93632720747.77037
46,0.03931,0.00748,0.0468,9.30764,6.99725,median_nonzero,0,6,82,7.4135,0.2131,-2.17611,0.00995,0.01838,9.73854,93442316386.09863
66,0.0232,0.00151,0.06162,9.12164,6.28313,median_nonzero,0,3,54,7.08299,0.3979,-2.91122,0.0097,0.00359,22.07234,92696091534.79398
25,0.03763,0.00547,0.06706,9.48211,7.19134,median_nonzero,0,2,87,7.37714,0.21555,-2.20366,0.0093,0.00823,8.97167,92210196511.93463
24,0.04712,0.00664,0.0588,9.22621,7.53342,median_nonzero,0,1,80,7.29483,0.24611,-2.5614,0.00837,0.02504,5.21012,90965903175.73831
56,0.02488,0.00195,0.06206,9.36261,6.95281,median_nonzero,0,3,50,7.00092,0.33653,-2.63966,0.00966,0.00502,16.87898,90352818257.613
26,0.04348,0.00437,0.06312,9.15376,7.74476,median_nonzero,0,5,66,7.21107,0.2678,-2.87901,0.00788,0.00352,13.78953,89893302231.17104
44,0.04992,0.00573,0.06792,9.40465,7.2387,median_nonzero,0,0,59,7.30545,0.20228,-2.6747,0.00964,0.02064,7.50895,89465402688.35083
