trial,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,sign_thresh_pair,avg_daily_pnl
877,0,34,50,54.53894,17.0974,0.6891,0.84348,0.04048,28.80878,ema_3|ema_8,97.47387
842,0,33,50,54.57403,17.04649,0.69677,0.84213,0.03671,26.86665,ema_3|ema_8,96.69482
864,0,32,50,54.53947,17.08988,0.83155,0.8417,0.03969,26.02342,ema_3|ema_8,96.30644
819,0,33,50,54.58232,17.2412,0.81819,0.83631,0.03675,26.24974,ema_3|ema_8,95.905
764,0,32,50,54.54755,17.11408,0.80109,0.8066,0.0376,27.23746,ema_3|ema_8,95.54363
773,0,33,50,54.57384,17.15742,0.83514,0.82068,0.03726,25.68096,ema_3|ema_8,95.42946
516,0,31,50,54.57877,17.67006,0.70253,0.81419,0.03708,23.29961,ema_3|ema_8,95.41361
293,0,30,50,54.58085,17.66392,0.69827,0.81181,0.03629,23.53583,ema_3|ema_8,95.33119
501,0,32,50,54.54791,17.56907,0.83628,0.81382,0.03696,23.26484,ema_3|ema_8,95.27321
775,0,32,50,54.56191,17.11956,0.85589,0.83537,0.03748,25.77023,ema_3|ema_8,95.22725
866,0,33,50,54.51816,17.07761,0.6907,0.84587,0.04027,27.23764,ema_3|ema_8,95.22038
443,0,31,50,54.56885,17.5506,0.81014,0.82174,0.03941,19.04522,ema_3|ema_8,95.18967
342,0,30,50,54.5467,17.83913,0.829,0.80691,0.03895,25.5861,ema_3|ema_8,95.11129
870,0,34,50,54.54836,17.11916,0.64233,0.84644,0.03877,28.27933,ema_3|ema_8,94.93211
340,0,30,50,54.57622,17.90197,0.81534,0.80932,0.03801,25.65774,ema_3|ema_8,94.92168
458,0,31,50,54.56953,17.54288,0.83801,0.80795,0.03738,21.19881,ema_3|ema_8,94.73391
320,0,31,50,54.59943,17.68637,0.69686,0.80299,0.03929,26.55591,ema_3|ema_8,94.60067
780,0,33,50,54.56343,17.1526,0.85641,0.83652,0.0373,26.21173,ema_3|ema_8,94.57887
798,0,34,50,54.55025,17.05051,0.85915,0.83325,0.04017,26.1575,ema_3|ema_8,94.56578
786,0,32,50,54.56484,17.07747,0.84775,0.84226,0.04076,25.59189,ema_3|ema_8,94.48755
318,0,31,50,54.58475,17.72645,0.69679,0.80435,0.0395,26.32685,ema_3|ema_8,94.47765
332,0,30,50,54.58459,17.81494,0.69261,0.801,0.0379,25.8405,ema_3|ema_8,94.18307
372,0,30,50,54.58651,17.892,0.82328,0.80206,0.03643,26.42926,ema_3|ema_8,94.02341
276,0,31,50,54.50611,17.45948,0.69691,0.81923,0.03718,22.7894,ema_3|ema_8,93.99283
474,0,31,50,54.57228,17.36437,0.80079,0.81194,0.03644,20.63281,ema_3|ema_8,93.86418
481,0,31,50,54.6201,17.53186,0.68802,0.79291,0.03392,22.21926,ema_3|ema_8,93.8015
414,0,31,50,54.58737,17.87636,0.85127,0.82643,0.03739,25.65524,ema_3|ema_8,93.77256
235,0,30,50,54.57703,17.91862,0.859,0.82677,0.04171,23.62212,ema_3|ema_8,93.76152
336,0,30,50,54.58625,17.86416,0.84248,0.80885,0.03688,25.76227,ema_3|ema_8,93.53905
816,0,32,50,54.46376,17.26268,0.81742,0.83559,0.03671,26.23553,ema_3|ema_8,93.53861
375,0,31,50,54.56724,17.85641,0.80553,0.80454,0.0382,26.81028,ema_3|ema_8,93.52006
264,0,30,50,54.48624,17.64425,0.83184,0.82567,0.03764,24.18461,ema_3|ema_8,93.49118
669,0,31,50,54.5004,17.70906,0.6968,0.80882,0.03807,23.75329,ema_3|ema_8,93.44298
263,0,30,50,54.49279,17.65591,0.83455,0.82348,0.03769,24.5071,ema_3|ema_8,93.35282
265,0,30,50,54.48325,17.65492,0.81514,0.82429,0.03803,24.08,ema_3|ema_8,93.23614
465,0,31,50,54.62832,17.41748,0.81416,0.80217,0.03628,22.14334,ema_3|ema_8,93.1835
295,0,30,50,54.63896,17.6626,0.69264,0.81323,0.03579,23.4593,ema_3|ema_8,93.13103
463,0,31,50,54.62267,17.56905,0.8274,0.80844,0.03674,20.87769,ema_3|ema_8,93.03526
422,0,31,50,54.53904,17.76168,0.80292,0.81503,0.03836,27.78215,ema_3|ema_8,93.02543
694,0,31,50,54.47329,17.85003,0.80776,0.83856,0.03668,20.68022,ema_3|ema_8,93.01664
845,0,33,50,55.2928,17.0093,0.65879,0.83969,0.03178,27.61659,ema_3|ema_8,92.9893
792,0,32,50,54.63748,17.20547,0.83673,0.83981,0.04107,26.46222,ema_3|ema_8,92.92535
357,0,30,50,54.62832,17.9677,0.81491,0.80179,0.03506,25.70648,ema_3|ema_8,92.91837
681,0,40,50,54.61258,18.05797,0.85085,0.82813,0.03652,20.4244,ema_3|ema_8,92.87856
266,0,30,50,54.47021,17.69144,0.83973,0.82469,0.03771,24.72356,ema_3|ema_8,92.83445
642,0,30,50,54.54651,17.67005,0.66266,0.82071,0.03704,23.14726,ema_3|ema_8,92.76152
337,0,30,50,54.58832,17.88159,0.84967,0.80581,0.03657,25.78695,ema_3|ema_8,92.75834
815,0,32,50,54.54037,16.96565,0.86779,0.82856,0.03868,25.31497,ema_3|ema_8,92.59198
754,0,31,50,54.52656,17.56665,0.85049,0.82967,0.03466,26.01268,ema_3|ema_8,92.58903
242,0,30,50,54.61604,17.95772,0.84486,0.8232,0.04163,26.08689,ema_3|ema_8,92.56111
616,0,30,50,54.47822,17.41289,0.80815,0.81591,0.03546,23.95482,ema_3|ema_8,92.53337
258,0,30,50,54.49602,17.99446,0.81202,0.83198,0.03935,25.48466,ema_3|ema_8,92.52844
605,0,30,50,54.52455,17.92679,0.80788,0.79655,0.03687,24.18645,ema_3|ema_8,92.44243
836,0,32,50,54.59096,17.31845,1.06754,0.8494,0.03403,26.92832,ema_3|ema_8,92.36645
469,0,33,50,54.61926,17.52836,0.86823,0.80534,0.03646,22.7299,ema_3|ema_8,92.36412
861,0,34,50,54.42806,17.2199,0.69842,0.84965,0.03846,25.15328,ema_3|ema_8,92.28971
245,0,30,50,54.47214,17.9266,0.81811,0.82401,0.04169,25.6215,ema_3|ema_8,92.22781
665,0,30,50,54.50083,17.32986,0.85613,0.8302,0.03931,25.71118,ema_3|ema_8,92.22423
330,0,30,50,54.57096,17.737,0.64596,0.81656,0.03839,24.86567,ema_3|ema_8,92.22359
824,0,33,50,54.61123,17.27011,0.78723,0.83974,0.03689,25.66487,ema_3|ema_8,92.19068
794,0,34,50,54.57479,17.0524,0.76837,0.8383,0.04052,27.09771,ema_3|ema_8,92.15574
374,0,31,50,54.48213,17.86846,0.80756,0.8051,0.0382,26.60369,ema_3|ema_8,92.13799
510,0,30,50,54.58183,17.63123,0.79186,0.80706,0.03523,23.32276,ema_3|ema_8,92.10661
832,0,32,50,54.49443,17.03453,0.80256,0.83872,0.04124,25.42325,ema_3|ema_8,92.10093
347,0,30,50,54.55117,17.82952,0.78693,0.80925,0.03714,25.95277,ema_3|ema_8,91.95747
446,0,30,50,54.67447,17.57268,0.82704,0.83009,0.04037,17.9114,ema_3|ema_8,91.91656
556,0,30,50,54.53968,17.63546,0.76524,0.82103,0.03523,23.32396,ema_3|ema_8,91.8829
657,0,30,50,54.56937,17.51415,0.77882,0.82263,0.03747,24.72438,ema_3|ema_8,91.85853
290,0,30,50,54.59323,17.66777,0.67889,0.82421,0.03595,24.69241,ema_3|ema_8,91.84218
673,0,30,50,54.56031,17.62008,0.6322,0.8032,0.03647,22.90017,ema_3|ema_8,91.80237
802,0,33,50,54.66713,17.18449,0.84901,0.83372,0.04022,25.65192,ema_3|ema_8,91.74838
573,0,30,50,54.64225,17.52877,0.81768,0.81058,0.03557,23.58498,ema_3|ema_8,91.73542
349,0,30,50,54.57915,17.70715,0.7979,0.80159,0.03438,26.05876,ema_3|ema_8,91.70981
471,0,32,50,55.30169,17.58844,0.83717,0.78597,0.0347,20.96179,ema_3|ema_8,91.70164
840,0,32,50,54.48221,17.20324,0.85537,0.82708,0.04053,25.60683,ema_3|ema_8,91.68013
247,0,30,50,54.46879,17.95469,0.82676,0.82384,0.04052,25.22685,ema_3|ema_8,91.65706
434,0,30,50,54.63386,17.96563,0.81426,0.80128,0.03553,26.25304,ema_3|ema_8,91.65247
641,0,31,50,54.67018,17.40768,0.80206,0.8037,0.03545,21.32435,ema_3|ema_8,91.62865
359,0,30,50,54.63978,17.71007,0.70051,0.80005,0.03546,25.01622,ema_3|ema_8,91.61299
299,0,30,50,54.59457,17.47331,0.66674,0.81404,0.03626,25.24317,ema_3|ema_8,91.54255
246,0,30,50,54.47288,17.93333,0.84142,0.82453,0.04012,25.95069,ema_3|ema_8,91.52875
614,0,31,50,54.54372,17.89211,0.7698,0.80079,0.03973,23.10051,ema_3|ema_8,91.50488
715,0,32,50,54.61813,17.64711,0.68335,0.81809,0.03599,23.44282,ema_3|ema_8,91.44983
597,0,32,50,54.58682,17.66767,0.79333,0.80142,0.03736,23.01483,ema_3|ema_8,91.441
533,0,36,50,54.57114,17.56518,0.64243,0.79692,0.0385,23.81547,ema_3|ema_8,91.42643
400,0,30,50,54.61333,17.658,0.66796,0.81309,0.03704,23.8493,ema_3|ema_8,91.3013
262,0,30,50,54.4873,17.73919,0.8487,0.82453,0.03901,24.47234,ema_3|ema_8,91.27925
244,0,30,50,54.49776,17.93498,0.85604,0.82246,0.04151,25.62081,ema_3|ema_8,91.2627
847,0,33,50,54.58025,17.04945,0.7258,0.84334,0.03488,27.20809,ema_3|ema_8,91.24657
860,0,32,50,54.62793,17.18824,0.76141,0.82917,0.0364,18.67249,ema_3|ema_8,91.1801
316,0,30,50,54.55768,17.74957,0.66022,0.80546,0.03811,25.4663,ema_3|ema_8,91.15285
757,0,30,50,54.60038,17.51933,0.64311,0.80566,0.03613,22.92901,ema_3|ema_8,91.11773
541,0,30,50,54.54568,17.605,0.91763,0.8251,0.03924,17.25811,ema_3|ema_8,91.06165
361,0,31,50,54.65357,17.7909,0.83487,0.79998,0.03348,24.83839,ema_3|ema_8,91.02873
551,0,31,50,54.50622,17.53301,0.85585,0.7851,0.03016,23.05289,ema_3|ema_8,91.02522
491,0,31,50,54.59057,17.27914,0.68152,0.80371,0.03385,20.82569,ema_3|ema_8,91.00226
589,0,31,50,54.64601,17.89228,0.85715,0.83049,0.03847,26.66986,ema_3|ema_8,90.98542
368,0,30,50,54.53607,17.97383,0.84483,0.80048,0.03792,24.04542,ema_3|ema_8,90.95571
859,0,35,50,54.4957,17.3271,0.83352,0.76197,0.0352,19.42067,ema_3|ema_8,90.91415
286,0,32,50,54.62872,17.51533,0.65787,0.81963,0.03845,24.54424,ema_3|ema_8,90.89991
852,0,33,50,54.57891,17.09561,0.71587,0.82659,0.0387,26.58641,ema_3|ema_8,90.855
313,0,30,50,54.60114,17.74469,0.63182,0.80324,0.03574,24.62369,ema_3|ema_8,90.81057
513,0,30,50,54.63628,17.71481,0.8459,0.81898,0.03772,20.84247,ema_3|ema_8,90.72437
620,0,30,50,54.57186,17.67497,0.73196,0.82655,0.03836,24.90548,ema_3|ema_8,90.67025
785,0,34,50,54.60731,17.10541,0.93649,0.83674,0.03776,27.0817,ema_3|ema_8,90.66035
432,0,30,50,54.44171,17.6326,0.69671,0.83152,0.03761,23.81313,ema_3|ema_8,90.65597
356,0,30,50,54.55247,17.80374,0.90419,0.81105,0.03777,26.81124,ema_3|ema_8,90.64302
782,0,34,50,54.55968,17.00962,0.86896,0.83583,0.03744,26.11281,ema_3|ema_8,90.63511
574,0,31,50,54.55604,17.68854,1.0062,0.82065,0.03772,26.51547,ema_3|ema_8,90.61591
388,0,31,50,54.59211,18.04209,0.68045,0.80255,0.03693,26.73282,ema_3|ema_8,90.60017
808,0,33,50,54.62006,17.15029,0.91674,0.84614,0.0396,26.10977,ema_3|ema_8,90.4699
690,0,31,50,54.62017,17.80013,0.63435,0.81528,0.03721,21.24753,ema_3|ema_8,90.46848
135,0,43,52,56.34541,18.15458,1.05993,0.84998,0.04163,14.55827,ema_3|ema_8,90.46233
650,0,31,50,54.57607,17.73,0.7606,0.79309,0.03793,21.88994,ema_3|ema_8,90.44267
844,0,34,49,54.6276,17.01626,0.6852,0.83962,0.03905,27.32949,ema_3|ema_8,90.43401
412,0,30,50,54.6689,17.94515,0.80198,0.79004,0.03803,26.31604,ema_3|ema_8,90.4041
277,0,31,50,54.52098,17.59904,0.67988,0.81986,0.03765,22.65931,ema_3|ema_8,90.3817
643,0,30,50,54.46876,18.03808,0.85809,0.81616,0.03809,24.91031,ema_3|ema_8,90.34075
462,0,32,50,54.47476,17.52603,0.85351,0.80226,0.03546,20.70142,ema_3|ema_8,90.30897
406,0,30,50,54.61309,17.88376,0.90354,0.82745,0.03571,25.07912,ema_3|ema_8,90.29503
289,0,31,50,54.53653,17.66137,0.77622,0.82223,0.03842,24.58824,ema_3|ema_8,90.29484
476,0,32,50,54.55168,17.33191,0.71287,0.81104,0.03658,22.50065,ema_3|ema_8,90.25764
350,0,30,50,54.58918,17.83829,0.77668,0.79281,0.03388,26.04273,ema_3|ema_8,90.25695
732,0,30,50,54.62637,17.45245,0.65852,0.80822,0.03405,23.43011,ema_3|ema_8,90.25662
278,0,31,50,54.52408,17.45669,0.67004,0.8194,0.03745,22.47079,ema_3|ema_8,90.25186
680,0,32,50,54.53809,17.56077,0.76313,0.81726,0.03769,24.9245,ema_3|ema_8,90.19281
703,0,32,50,54.57508,17.68579,0.61215,0.80532,0.03417,25.84724,ema_3|ema_8,90.17922
451,0,30,50,54.53511,17.59755,0.67435,0.81396,0.03695,19.54527,ema_3|ema_8,90.16538
628,0,30,49,54.60625,17.85773,0.69365,0.83035,0.03876,26.93117,ema_3|ema_8,90.15124
470,0,31,50,54.6075,17.58937,0.76428,0.79565,0.0354,22.19405,ema_3|ema_8,90.07756
243,0,30,50,54.47529,17.95611,0.8576,0.8227,0.04141,25.29299,ema_3|ema_8,90.05357
730,0,32,50,54.56304,17.60759,0.74668,0.8006,0.03713,25.52851,ema_3|ema_8,90.02864
563,0,31,50,54.56298,17.75254,0.75978,0.79298,0.0372,26.37855,ema_3|ema_8,90.02738
797,0,32,50,54.4677,17.1967,0.76658,0.83695,0.0393,25.32443,ema_3|ema_8,90.00503
283,0,30,50,54.49836,17.50875,0.6706,0.8124,0.03501,23.08042,ema_3|ema_8,90.00048
811,0,32,50,54.43321,17.14074,0.81209,0.83745,0.04054,25.32125,ema_3|ema_8,89.99769
788,0,33,50,54.59671,17.08601,0.93197,0.84159,0.04151,26.44545,ema_3|ema_8,89.93889
267,0,30,50,54.47939,17.65794,0.79656,0.82553,0.03747,24.07917,ema_3|ema_8,89.89107
381,0,31,50,54.54943,18.02933,0.72641,0.81387,0.03835,26.13933,ema_3|ema_8,89.88947
270,0,30,50,54.50975,17.64287,0.78134,0.824,0.03721,24.40686,ema_3|ema_8,89.88455
