trial,col_signal,sign_thresh,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
1,roc_5,ema_21,1,70,93,5.04042,49.62194,3.89244,-1.0301,0.39409,0.09577,6.98023,08:00:00,4.90442
2,roc_5,ema_21,1,53,74,4.35532,6.41976,2.68607,1.69171,0.40961,0.07735,15.74907,13:30:00,4.90442
0,rsi_14,50.0,1,57,61,2.3771,33.06074,1.12512,-4.6775,0.00524,0.30502,17.37034,13:30:00,3.31904
3,macd_line_12_26_9,0.0,1,11,86,4.78843,8.15604,1.12658,0.02097,0.62675,0.14817,11.0936,08:00:00,-134.23485
0,roc_5,0.0,1,26,60,1.57947,8.64037,1.28383,0.6204,0.19764,0.30791,19.77364,13:30:00,-239.79342
