trial,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,tc_pair,avg_daily_pnl
486,0,35,83,3.80041,58.65689,3.25333,-7.34534,0.99969,0.97238,15.37524,ema_21|ema_50,25.35168
242,0,16,91,3.8117,58.55421,1.91026,-5.87812,0.99966,0.97321,15.29671,ema_21|ema_50,25.35076
244,0,15,89,3.79677,58.26502,1.97454,-5.99269,0.99964,0.95911,15.24671,ema_21|ema_50,25.32941
162,0,18,94,3.81077,58.62419,1.83128,-6.27829,0.99949,0.95254,13.68157,ema_21|ema_50,25.32384
163,0,17,94,3.7837,58.68005,1.81823,-6.50964,0.99727,0.95627,13.64346,ema_21|ema_50,25.32313
246,0,15,91,3.77249,58.31164,1.87856,-5.11683,0.99867,0.94303,15.23284,ema_21|ema_50,25.31677
396,0,16,92,3.78996,58.63298,3.69979,-4.1978,0.99958,0.94276,15.93504,ema_21|ema_50,25.31507
164,0,19,93,3.80215,58.66554,1.80363,-7.09409,0.99828,0.94995,13.98922,ema_21|ema_50,25.30885
232,0,16,93,3.78841,58.3683,2.08342,-6.53504,0.98869,0.97847,17.53653,ema_21|ema_50,25.27593
365,0,16,64,3.793,58.40326,2.66341,-4.96388,0.98552,0.98241,15.84761,ema_21|ema_50,25.26199
439,0,20,78,3.81419,58.61023,4.94663,-6.80642,0.99897,0.90153,19.50948,ema_21|ema_50,25.25612
231,0,15,93,3.80589,58.37504,2.10911,-6.60383,0.98337,0.98112,16.26166,ema_21|ema_50,25.25459
417,0,17,69,3.80047,58.34323,2.09873,-5.69845,0.98486,0.96369,14.06016,ema_21|ema_50,25.2494
243,0,16,91,3.78809,58.32872,1.90633,-6.04172,0.98559,0.96567,15.34701,ema_21|ema_50,25.24639
173,0,19,95,3.80506,58.55947,1.90539,-5.6501,0.98454,0.97668,13.84123,ema_21|ema_50,25.24562
443,0,21,80,3.80463,58.66347,4.48298,-5.61455,0.99865,0.88026,19.35725,ema_21|ema_50,25.24434
262,0,17,93,3.83035,58.60718,2.62113,-5.53456,0.99984,0.98624,14.91714,ema_21|ema_50,25.22405
307,0,17,91,3.82356,58.58561,3.01351,-5.4436,0.99981,0.98564,16.13054,ema_21|ema_50,25.22397
174,0,17,94,3.80655,58.56059,1.58831,-5.83569,0.98012,0.97157,14.11288,ema_21|ema_50,25.19872
297,0,17,89,3.82601,58.58713,2.87013,-7.82697,0.99896,0.94961,15.49705,ema_21|ema_50,25.1932
353,0,15,60,3.80696,58.74653,0.45195,-6.69994,0.98297,0.92201,14.91864,ema_21|ema_50,25.18269
270,0,17,91,3.85041,58.34807,3.43549,-5.10835,0.99901,0.93253,15.21472,ema_21|ema_50,25.17944
453,0,19,81,3.81507,58.68954,4.16613,-5.45912,0.99994,0.92983,18.2288,ema_21|ema_50,25.17754
398,0,15,92,3.77561,58.74225,4.20387,-3.74765,0.98588,0.89225,16.06284,ema_21|ema_50,25.16426
433,0,20,75,3.84565,58.68519,4.5033,-7.60836,0.99927,0.90863,17.6464,ema_21|ema_50,25.16097
181,0,16,93,3.79588,58.51623,1.73726,-6.20893,0.97066,0.98491,15.00071,ema_21|ema_50,25.15425
229,0,15,93,3.79833,58.26571,2.04859,-6.41802,0.97053,0.97911,15.93378,ema_21|ema_50,25.15264
275,0,18,94,3.85234,58.59854,3.49221,-7.50855,0.99729,0.91718,18.96275,ema_21|ema_50,25.14699
214,0,15,93,3.79206,58.49408,2.81934,-8.29502,0.96717,0.99869,15.69127,ema_21|ema_50,25.146
378,0,15,61,3.77401,58.73545,1.98795,-7.33602,0.96947,0.98503,15.61823,ema_21|ema_50,25.13825
448,0,22,73,3.79546,58.54508,4.36704,-6.05367,0.97787,0.89462,19.29952,ema_21|ema_50,25.13532
182,0,15,93,3.78797,58.48545,1.91756,-6.50786,0.96667,0.98572,16.2605,ema_21|ema_50,25.13276
318,0,18,94,3.80182,58.71427,3.42553,-6.48636,0.96817,0.95621,15.1395,ema_21|ema_50,25.1175
191,0,16,93,3.78784,58.46921,2.91369,-6.11136,0.96639,0.97613,14.81689,ema_21|ema_50,25.10882
209,0,16,94,3.79973,58.76985,2.91131,-6.21644,0.96401,0.97068,16.55836,ema_21|ema_50,25.1014
345,0,15,93,3.86344,58.5539,2.13121,-6.62306,0.9865,0.98678,14.7664,ema_21|ema_50,25.07442
203,0,16,90,3.80493,58.45414,3.28159,-6.84023,0.96174,0.971,15.3297,ema_21|ema_50,25.07038
327,0,19,90,3.86152,58.50087,0.2186,-6.59219,0.98454,0.97433,15.08202,ema_21|ema_50,25.03
293,0,17,90,3.7823,58.63475,3.04284,-7.00634,0.95687,0.94139,15.19784,ema_21|ema_50,25.01333
