trial,col_signal,sign_thresh,reset_peak,rsi_thresh,atr_mult,vwap_atr_mult,invest_frac,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
262,ema_9,ema_21,1,54,12.45771,-8.46188,0.005,0.07001,0.69577,39.16262,13:30:00,38.75339
165,ema_9,ema_21,1,32,12.50149,-8.99491,0.0073,0.24034,0.67824,28.10015,13:30:00,38.6936
325,ema_9,ema_21,1,50,13.28752,-0.8209,0.00663,0.11689,0.71214,43.49352,13:30:00,38.5523
334,ema_9,ema_21,1,55,12.97217,-0.61,0.00588,0.07725,0.74691,34.81463,13:30:00,38.47544
192,ema_9,ema_21,1,49,12.46477,-9.83465,0.00544,0.1457,0.73214,25.47734,13:30:00,38.35166
261,ema_9,ema_21,1,53,12.49455,-8.62349,0.0054,0.09734,0.69707,39.08949,13:30:00,38.26972
360,ema_9,ema_21,1,55,13.47451,-0.19982,0.00784,0.11089,0.67159,35.95897,13:30:00,38.18131
310,ema_9,ema_21,1,52,12.83308,-0.59219,0.00609,0.02925,0.6814,36.29537,13:30:00,38.1487
474,ema_9,ema_21,1,68,12.22829,-2.52457,0.00804,0.08124,0.58117,42.99788,13:30:00,38.11412
319,ema_9,ema_21,1,52,13.20701,0.04948,0.00699,0.11608,0.68085,42.0299,13:30:00,38.07731
337,ema_9,ema_21,1,52,12.98249,0.27906,0.00578,0.04712,0.71053,36.34468,13:30:00,38.05448
465,ema_9,ema_21,1,61,11.54859,-1.56659,0.00819,0.02268,0.57835,44.28544,13:30:00,37.82401
279,ema_9,ema_21,1,51,12.69014,-6.99232,0.00533,0.01076,0.70381,38.96883,13:30:00,37.38573
232,ema_9,ema_21,1,52,12.51589,-8.82218,0.00534,0.09352,0.78079,31.19328,13:30:00,37.35306
195,ema_9,ema_21,1,54,12.48414,-9.9647,0.00543,0.14873,0.79164,26.81678,13:30:00,37.33032
276,ema_9,ema_21,1,51,12.68646,-7.73322,0.00567,0.02182,0.68531,40.92824,13:30:00,37.24722
237,ema_9,ema_21,1,51,12.7039,-8.91545,0.00505,0.0681,0.73491,34.14178,13:30:00,37.22911
230,ema_9,ema_21,1,51,12.5196,-8.93926,0.00501,0.1185,0.78565,27.51335,13:30:00,37.22245
243,ema_9,ema_21,1,54,12.68813,-9.00796,0.00611,0.17975,0.76968,31.78367,13:30:00,37.17453
293,ema_9,ema_21,1,52,12.5748,-7.95819,0.00664,0.1031,0.73826,35.85474,13:30:00,37.12484
252,ema_9,ema_21,1,53,12.66988,-9.05554,0.00535,0.15612,0.71964,33.65862,13:30:00,37.11952
493,ema_9,ema_21,1,62,11.67427,-0.49883,0.00739,0.02571,0.65567,48.88168,13:30:00,37.1103
134,ema_9,ema_21,1,32,12.46963,-9.21431,0.00501,0.15861,0.6158,24.67049,13:30:00,36.99187
377,ema_9,ema_21,1,56,13.0844,-0.21749,0.00831,0.04375,0.71926,39.34975,13:30:00,36.94852
273,ema_9,ema_21,1,53,12.61015,-7.7099,0.00532,0.02994,0.69013,39.80038,13:30:00,36.83997
241,ema_9,ema_21,1,51,12.5876,-9.36807,0.00596,0.14905,0.73566,32.5631,13:30:00,36.62688
338,ema_9,ema_21,1,43,13.32419,0.28557,0.00595,0.03459,0.70661,36.17588,13:30:00,36.56631
214,ema_9,ema_21,1,54,12.42897,-9.44426,0.00561,0.09363,0.84448,29.58333,13:30:00,36.55761
245,ema_9,ema_21,1,54,12.64344,-8.84893,0.00611,0.12128,0.73036,31.67627,13:30:00,36.53916
206,ema_9,ema_21,1,48,12.57433,-8.98166,0.00518,0.09307,0.77373,25.89237,13:30:00,36.4349
248,ema_9,ema_21,1,53,12.61802,-8.83677,0.00557,0.12698,0.72135,31.99618,13:30:00,36.39002
271,ema_9,ema_21,1,54,12.60136,-7.40448,0.00536,0.0653,0.67369,39.1742,13:30:00,36.30077
211,ema_9,ema_21,1,53,12.549,-9.63611,0.00504,0.12278,0.79818,27.55761,13:30:00,36.03439
231,ema_9,ema_21,1,52,12.74362,-8.84984,0.00532,0.12093,0.78042,30.19874,13:30:00,35.92146
485,ema_9,ema_21,1,62,14.44211,0.76365,0.00867,0.09172,0.65211,48.22405,13:30:00,35.85112
221,ema_9,ema_21,1,52,12.63226,-9.46759,0.00583,0.14484,0.77078,29.13515,13:30:00,35.76257
254,ema_9,ema_21,1,55,12.34595,-8.58781,0.00633,0.13774,0.71869,36.44016,13:30:00,35.68859
220,ema_9,ema_21,1,52,12.6331,-9.51569,0.00584,0.14371,0.77727,28.56136,13:30:00,35.63622
205,ema_9,ema_21,1,48,12.62126,-9.1349,0.00503,0.15409,0.77327,25.80085,13:30:00,35.59955
394,ema_9,ema_21,1,49,12.89023,-0.2098,0.00817,0.07439,0.67116,36.98507,13:30:00,35.5136
388,ema_9,ema_21,1,54,13.49569,-0.97934,0.00702,0.10983,0.61918,38.02708,13:30:00,35.26153
246,ema_9,ema_21,1,54,12.32842,-8.77015,0.00583,0.14963,0.72637,32.12261,13:30:00,35.05966
197,ema_9,ema_21,1,52,12.77187,-9.45761,0.00544,0.16181,0.75281,24.00661,13:30:00,35.03236
259,ema_9,ema_21,1,54,12.38752,-8.64364,0.00611,0.18253,0.70864,38.54084,13:30:00,34.92414
477,ema_9,ema_21,1,65,12.14425,-1.92224,0.00798,0.07229,0.60579,46.99277,13:30:00,34.776
200,ema_9,ema_21,1,55,13.30991,-9.56134,0.00573,0.09796,0.77022,24.62241,13:30:00,34.3885
222,ema_9,ema_21,1,52,12.28835,-9.42312,0.00595,0.14652,0.76876,29.51243,13:30:00,34.31234
345,ema_9,ema_21,1,53,12.23999,-0.02858,0.00631,0.07623,0.67608,38.28094,13:30:00,34.16342
484,ema_9,ema_21,1,59,12.18266,-1.36591,0.00816,0.0775,0.60869,45.35478,13:30:00,34.09712
432,ema_9,ema_21,1,65,12.01402,-1.45473,0.00889,0.0782,0.62061,46.32995,13:30:00,34.09283
106,ema_9,ema_21,1,34,13.28926,-9.0594,0.0061,0.17663,0.763,24.91189,13:30:00,33.95044
403,ema_9,ema_21,1,66,14.84701,0.428,0.00768,0.00109,0.67451,37.99889,13:30:00,33.91039
191,ema_9,ema_21,1,32,12.81337,-9.9831,0.00585,0.15257,0.7258,25.58777,13:30:00,33.85851
181,ema_9,ema_21,1,30,13.30762,-8.86929,0.00559,0.16763,0.73266,25.73413,13:30:00,33.6901
182,ema_9,ema_21,1,30,13.36764,-8.93771,0.00601,0.14675,0.73558,25.46841,13:30:00,33.51975
98,ema_9,ema_21,1,35,13.37328,-9.93626,0.00699,0.04612,0.78418,19.44027,13:30:00,33.49569
184,ema_9,ema_21,1,32,12.79326,-9.48384,0.0062,0.1087,0.76916,25.9447,13:30:00,33.48587
369,ema_9,ema_21,1,56,13.40484,1.83041,0.00932,0.07199,0.66732,41.17146,14:30:00,33.46374
471,ema_9,ema_21,1,66,11.83322,-2.5068,0.00927,0.02119,0.63263,46.7572,13:30:00,33.28342
455,ema_9,ema_21,1,66,13.33436,-1.26854,0.00918,0.06255,0.58398,45.02715,14:30:00,33.26676
199,ema_9,ema_21,1,48,13.44998,-9.98202,0.00501,0.1651,0.76446,24.5726,13:30:00,33.25824
457,ema_9,ema_21,1,64,13.36737,-1.47532,0.00913,0.0384,0.60347,48.04874,14:30:00,33.21124
315,ema_9,ema_21,1,45,12.91006,-0.72848,0.00572,0.00081,0.75211,35.34973,13:30:00,33.1475
426,ema_9,ema_21,1,60,11.74239,-0.97305,0.00899,0.09032,0.64241,42.9509,13:30:00,33.14033
341,ema_9,ema_21,1,51,13.08628,-0.54592,0.00584,0.01471,0.63374,36.16561,13:30:00,32.85998
489,ema_9,ema_21,1,60,12.01784,-0.91259,0.00896,0.06877,0.60109,43.09085,13:30:00,32.8566
141,ema_9,ema_21,1,32,12.68735,-9.58201,0.00603,0.24333,0.59094,28.59534,13:30:00,32.84406
463,ema_9,ema_21,1,69,14.17448,-0.60916,0.00889,0.08036,0.59727,46.64352,14:30:00,32.715
210,ema_9,ema_21,1,52,12.29812,-9.66267,0.00511,0.12264,0.80398,26.98476,13:30:00,32.65496
416,ema_9,ema_21,1,62,13.72715,0.17245,0.01005,0.08305,0.60413,40.88035,13:30:00,32.58833
105,ema_9,ema_21,1,36,13.41854,-9.03431,0.0071,0.14332,0.76805,26.40298,13:30:00,32.4551
203,ema_9,ema_21,1,47,13.16297,-9.19557,0.00596,0.15652,0.76404,26.39138,13:30:00,32.409
417,ema_9,ema_21,1,60,13.58698,-0.19367,0.01099,0.09581,0.63569,43.60463,13:30:00,32.34172
413,ema_9,ema_21,1,63,14.92353,0.88969,0.00848,0.09543,0.62912,40.08937,13:30:00,32.34008
423,ema_9,ema_21,1,62,13.57459,-0.63061,0.00802,0.06989,0.63205,40.09101,13:30:00,32.10778
136,ema_9,ema_21,1,32,12.79057,-9.20044,0.00533,0.16217,0.60092,24.12505,13:30:00,32.06675
364,ema_9,ema_21,1,58,14.31708,0.86711,0.00816,0.05818,0.68917,34.85479,13:30:00,32.02971
286,ema_9,ema_21,1,51,12.92253,-7.65523,0.00579,0.07422,0.68174,39.05676,13:30:00,31.96844
419,ema_9,ema_21,1,63,14.74883,0.09136,0.00785,0.10296,0.65129,39.80597,13:30:00,31.8982
177,ema_9,ema_21,1,30,13.411,-7.98406,0.0078,0.16271,0.70856,22.57788,13:30:00,31.86526
367,ema_9,ema_21,1,57,13.51683,-0.0891,0.00872,0.11273,0.67898,38.82684,13:30:00,31.7827
340,ema_9,ema_21,1,49,11.63194,0.70611,0.00535,0.05291,0.68867,35.07814,13:30:00,31.7798
290,ema_9,ema_21,1,50,12.98885,-7.52029,0.00559,0.08729,0.68483,39.36967,13:30:00,31.31431
233,ema_9,ema_21,1,51,12.86415,-8.64094,0.00545,0.10737,0.78534,31.86865,13:30:00,31.29554
370,ema_9,ema_21,1,56,11.82936,-0.94946,0.00752,0.09255,0.70532,39.37515,13:30:00,31.25367
109,ema_9,ema_21,1,30,13.18298,-9.03639,0.0062,0.12246,0.75292,23.36099,13:30:00,31.22624
381,ema_9,ema_21,1,58,12.03642,-0.58845,0.00635,0.10803,0.68181,38.6282,13:30:00,31.19241
215,ema_9,ema_21,1,53,12.33509,-9.9885,0.00565,0.09796,0.84968,29.10503,13:30:00,31.12904
327,ema_9,ema_21,1,51,13.26622,-0.4654,0.00682,0.12407,0.71719,43.53691,14:30:00,30.98323
280,ema_9,ema_21,1,51,13.47754,-8.00926,0.0053,0.02453,0.6769,38.51432,13:30:00,30.88302
307,ema_9,ema_21,1,54,13.17075,-1.39074,0.00669,0.08613,0.69687,38.47154,14:30:00,30.86392
470,ema_9,ema_21,1,71,11.37295,-1.0009,0.01001,0.00168,0.6157,45.05745,13:30:00,30.86268
362,ema_9,ema_21,1,55,13.52417,0.19797,0.00803,0.07744,0.64977,38.72885,13:30:00,30.81596
263,ema_9,ema_21,1,51,11.51422,-7.8551,0.00503,0.08079,0.69215,41.43071,13:30:00,30.75601
376,ema_9,ema_21,1,54,12.09638,-0.67424,0.00975,0.09092,0.68961,35.55485,13:30:00,30.66671
404,ema_9,ema_21,1,55,12.03494,-0.68472,0.0082,0.03532,0.6606,39.50062,13:30:00,30.42865
308,ema_9,ema_21,1,51,12.16221,-0.39758,0.00564,0.10777,0.66715,34.62851,13:30:00,30.22401
452,ema_9,ema_21,1,63,13.57609,-1.97214,0.0114,0.02895,0.60077,47.03613,14:30:00,30.1421
328,ema_9,ema_21,1,52,12.04878,0.07828,0.00747,0.04854,0.64621,45.10042,13:30:00,29.719
171,ema_9,ema_21,1,32,12.57148,-9.26233,0.00638,0.16396,0.50838,26.00506,13:30:00,29.64829
456,ema_9,ema_21,1,62,14.40848,-0.90561,0.00838,0.02142,0.62381,45.68847,14:30:00,29.43164
152,ema_9,ema_21,1,30,13.49372,-9.1437,0.00592,0.168,0.68169,23.63188,13:30:00,29.36585
186,ema_9,ema_21,1,33,13.03125,-9.95147,0.00601,0.13504,0.72525,26.6005,13:30:00,29.33841
478,ema_9,ema_21,1,67,11.2945,-1.72123,0.00948,0.04902,0.58991,44.08681,13:30:00,28.70832
491,ema_9,ema_21,1,59,11.1929,-0.037,0.00828,0.04327,0.59989,46.91532,13:30:00,28.66948
274,ema_9,ema_21,1,53,11.6188,-7.52004,0.00545,0.03631,0.66765,40.62292,13:30:00,27.85896
355,ema_9,ema_21,1,56,14.59012,0.25803,0.0076,0.07078,0.6653,37.69346,13:30:00,27.74354
402,ema_9,ema_21,1,56,13.76366,-0.19025,0.00884,0.03347,0.64523,37.21019,13:30:00,27.65745
239,ema_9,ema_21,1,52,12.27372,-8.98902,0.00529,0.06784,0.75758,31.21586,13:30:00,27.58774
441,ema_9,ema_21,1,62,14.35986,-0.81989,0.01,0.03729,0.5868,49.2207,13:30:00,27.57478
283,ema_9,ema_21,1,53,11.58535,-7.58256,0.00575,0.00437,0.69726,41.10056,13:30:00,27.44922
348,ema_9,ema_21,1,52,13.08602,-0.21188,0.005,0.01809,0.75091,40.59515,14:30:00,27.37604
421,ema_9,ema_21,1,59,14.31065,-0.47407,0.00859,0.0832,0.61177,40.69139,13:30:00,27.33725
128,ema_9,ema_21,1,33,12.24106,-9.98973,0.0051,0.2195,0.70321,23.18711,13:30:00,27.32448
375,ema_9,ema_21,1,55,13.73679,-0.37405,0.00717,0.11801,0.66478,37.86522,13:30:00,27.29912
332,ema_9,ema_21,1,50,12.11775,-1.82594,0.0072,0.01801,0.72287,44.07677,13:30:00,27.27158
392,ema_9,ema_21,1,50,14.4409,0.9642,0.0075,0.05299,0.68802,37.06097,13:30:00,27.05114
407,ema_9,ema_21,1,58,13.84855,-0.79062,0.0085,0.06497,0.69581,35.92466,14:30:00,26.92635
335,ema_9,ema_21,1,55,13.77808,-0.38225,0.00571,0.06312,0.74881,35.12506,13:30:00,26.86767
226,ema_9,ema_21,1,52,12.24426,-9.51058,0.00642,0.10827,0.75071,29.15191,13:30:00,26.69289
311,ema_9,ema_21,1,52,13.6664,-0.27458,0.00622,0.0027,0.74277,35.79738,13:30:00,26.61991
318,ema_9,ema_21,1,55,11.7562,-3.52134,0.00558,0.04903,0.74389,37.97768,13:30:00,26.56746
113,ema_9,ema_21,1,30,11.62153,-9.17417,0.00614,0.24511,0.6523,23.54103,13:30:00,26.37059
383,ema_9,ema_21,1,55,13.92814,0.5779,0.00722,0.13,0.71931,40.40525,13:30:00,26.17757
242,ema_9,ema_21,1,51,11.64939,-9.26557,0.005,0.14158,0.73825,32.79373,13:30:00,26.03152
371,ema_9,ema_21,1,56,14.85623,0.48786,0.00748,0.05469,0.6486,38.44127,13:30:00,25.85077
289,ema_9,ema_21,1,55,11.80306,-7.09643,0.00561,0.05471,0.74175,33.32426,13:30:00,25.25102
227,ema_9,ema_21,1,53,11.56033,-9.73491,0.00602,0.18888,0.77063,32.60392,13:30:00,25.1448
365,ema_9,ema_21,1,55,14.78028,0.23445,0.00774,0.08424,0.64862,36.48037,13:30:00,25.09613
436,ema_9,ema_21,1,64,14.13324,-1.10087,0.01101,0.06543,0.60338,44.1113,13:30:00,24.72494
324,ema_9,ema_21,1,53,11.20255,0.39094,0.00609,0.02091,0.66422,36.71632,13:30:00,24.64945
116,ema_9,ema_21,1,32,12.19353,-9.67017,0.00639,0.2465,0.65716,27.05207,13:30:00,24.54515
396,ema_9,ema_21,1,53,14.03699,0.75083,0.00689,0.02238,0.65717,38.13191,13:30:00,24.52484
255,ema_9,ema_21,1,57,11.79112,-8.42645,0.00653,0.11849,0.71196,36.70931,13:30:00,24.28223
451,ema_9,ema_21,1,63,14.16477,-1.37843,0.0106,0.05417,0.56637,45.53381,13:30:00,24.18804
321,ema_9,ema_21,1,51,13.64508,-2.31171,0.00701,0.0973,0.67843,40.60452,13:30:00,24.13487
168,ema_9,ema_21,1,32,12.99053,-8.73784,0.00728,0.11719,0.53691,23.00024,13:30:00,23.92891
247,ema_9,ema_21,1,54,11.76052,-8.33829,0.00575,0.14969,0.72748,35.08869,13:30:00,23.85049
142,ema_9,ema_21,1,32,12.93299,-9.48073,0.00587,0.16271,0.53229,28.65079,13:30:00,23.78545
249,ema_9,ema_21,1,53,12.36617,-8.70605,0.00552,0.12463,0.74698,32.23266,14:30:00,23.73692
112,ema_9,ema_21,1,30,11.81071,-9.09232,0.0064,0.17637,0.74944,23.31826,13:30:00,23.73655
111,ema_9,ema_21,1,30,11.74021,-9.08312,0.00642,0.18034,0.69454,24.15721,13:30:00,23.58799
357,ema_9,ema_21,1,58,11.40159,0.58001,0.00857,0.08269,0.71273,37.08194,13:30:00,23.55656
155,ema_9,ema_21,1,35,13.38664,-8.51676,0.00529,0.16771,0.53101,27.83983,13:30:00,23.55205
135,ema_9,ema_21,1,32,12.48743,-9.20147,0.00502,0.37607,0.61751,24.50745,13:30:00,23.46057
256,ema_9,ema_21,1,55,12.13143,-8.64513,0.00503,0.13375,0.76189,37.16218,13:30:00,23.40144
379,ema_9,ema_21,1,55,14.58492,-0.86426,0.00756,0.1295,0.64464,37.30276,13:30:00,23.38952
130,ema_9,ema_21,1,31,12.11854,-9.64169,0.00582,0.21602,0.66697,24.85709,13:30:00,23.30688
438,ema_9,ema_21,1,63,14.88645,-1.147,0.0099,0.04991,0.62267,44.88452,13:30:00,23.25104
158,ema_9,ema_21,1,36,13.2978,-8.30341,0.00696,0.16637,0.52547,21.88917,13:30:00,23.14081
295,ema_9,ema_21,1,53,12.04422,-7.82423,0.00645,0.05485,0.70929,36.99348,13:30:00,23.02436
309,ema_9,ema_21,1,56,14.66729,-1.18397,0.00536,0.06437,0.73201,32.52142,13:30:00,22.9941
317,ema_9,ema_21,1,53,14.56377,-1.72278,0.005,0.02844,0.69906,32.86966,13:30:00,22.87861
213,ema_9,ema_21,1,52,11.48975,-9.71683,0.00545,0.1494,0.80396,26.85584,13:30:00,22.85606
303,ema_9,ema_21,1,57,13.89677,-1.64166,0.00585,0.02068,0.69144,33.60235,13:30:00,22.61922
399,ema_9,ema_21,1,53,11.4124,0.0458,0.00725,0.01402,0.65856,36.28461,13:30:00,22.56753
453,ema_9,ema_21,1,67,15.05703,-1.23436,0.01029,0.06138,0.61232,44.81497,14:30:00,22.4863
429,ema_9,ema_21,1,61,14.06986,-1.1119,0.00966,0.07886,0.57497,46.0696,13:30:00,22.46722
110,ema_9,ema_21,1,30,11.79475,-9.10185,0.00628,0.16471,0.74298,23.85054,13:30:00,22.31696
346,ema_9,ema_21,1,55,14.12371,-0.85487,0.00557,0.0567,0.7036,34.23279,13:30:00,22.28093
296,ema_9,ema_21,1,56,13.56615,-7.3281,0.00532,0.08821,0.73916,37.58902,13:30:00,22.1575
117,ema_9,ema_21,1,32,12.02912,-9.65732,0.00618,0.24912,0.65545,31.02706,13:30:00,22.12702
131,ema_9,ema_21,1,31,12.05223,-9.99704,0.00565,0.21326,0.66302,24.92643,13:30:00,22.11612
201,ema_9,ema_21,1,54,13.6332,-9.49576,0.00571,0.08981,0.76982,25.27233,13:30:00,21.83692
350,ema_9,ema_21,1,54,14.09334,-1.29039,0.00577,0.12885,0.66106,36.64691,13:30:00,21.66382
476,ema_9,ema_21,1,66,10.94238,-2.32939,0.00891,0.01607,0.6337,43.06707,13:30:00,21.50929
479,ema_9,ema_21,1,63,15.25215,-0.45931,0.00869,0.00022,0.61523,45.87672,13:30:00,21.48456
384,ema_9,ema_21,1,56,11.17756,-0.34365,0.00645,0.04439,0.73487,43.53387,13:30:00,21.2534
124,ema_9,ema_21,1,31,11.78681,-8.48895,0.0072,0.20918,0.79695,26.24718,13:30:00,21.06862
487,ema_9,ema_21,1,60,10.88164,-0.73216,0.0076,0.05623,0.62301,42.4262,13:30:00,20.97872
236,ema_9,ema_21,1,54,13.59418,-8.55608,0.0054,0.12276,0.78466,30.13989,13:30:00,20.96359
425,ema_9,ema_21,1,62,14.88847,-1.51548,0.00755,0.05991,0.61231,47.17354,13:30:00,20.9095
225,ema_9,ema_21,1,50,13.5189,-9.9724,0.00561,0.14462,0.79582,28.38749,13:30:00,20.77943
223,ema_9,ema_21,1,52,12.16555,-9.68437,0.00587,0.10949,0.82145,29.73169,13:30:00,20.64173
326,ema_9,ema_21,1,50,14.07615,-0.73658,0.00672,0.11513,0.70637,45.81879,13:30:00,20.542
331,ema_9,ema_21,1,56,14.30032,-5.37113,0.00605,0.13394,0.69795,42.67252,13:30:00,20.5243
333,ema_9,ema_21,1,53,11.08146,-1.12704,0.0065,0.03844,0.67754,38.52784,13:30:00,20.437
495,ema_9,ema_21,1,61,10.58204,-1.57299,0.00762,0.01094,0.65167,47.84942,13:30:00,20.40295
458,ema_9,ema_21,1,60,14.79679,-1.78655,0.00825,0.06709,0.62734,49.91084,14:30:00,20.3171
122,ema_9,ema_21,1,33,12.00788,-8.72555,0.00597,0.29048,0.69779,25.13788,13:30:00,20.24972
418,ema_9,ema_21,1,61,15.74268,0.45959,0.00812,0.07252,0.64834,41.67028,13:30:00,20.15208
172,ema_9,ema_21,1,32,11.65884,-8.66842,0.0066,0.15685,0.49191,26.18261,13:30:00,19.96404
107,ema_9,ema_21,1,34,13.53242,-9.75596,0.00628,0.18092,0.81012,26.13419,13:30:00,19.93586
374,ema_9,ema_21,1,54,11.16712,-0.01993,0.00698,0.07187,0.70898,36.83968,13:30:00,19.73411
347,ema_9,ema_21,1,51,11.34631,1.05453,0.00536,0.09715,0.72459,35.81508,13:30:00,19.68139
194,ema_9,ema_21,1,33,11.97188,-9.72097,0.00596,0.20599,0.70488,24.40693,13:30:00,19.61589
391,ema_9,ema_21,1,51,10.77721,0.25905,0.00673,0.02837,0.63665,35.35812,13:30:00,19.21916
209,ema_9,ema_21,1,49,14.34013,-8.97534,0.00528,0.10786,0.77224,25.75077,13:30:00,19.16683
449,ema_9,ema_21,1,67,14.97179,-2.28849,0.00974,0.02039,0.56071,48.00804,13:30:00,19.16574
257,ema_9,ema_21,1,51,14.28487,-9.02281,0.00622,0.10344,0.7927,36.08513,13:30:00,18.9972
147,ema_9,ema_21,1,32,11.19958,-9.32355,0.00583,0.12208,0.57526,27.24381,13:30:00,18.93199
90,ema_9,ema_21,0,41,17.64921,-8.4272,0.00924,0.05275,0.72256,17.76826,13:30:00,18.90936
125,ema_9,ema_21,1,32,11.98124,-9.80197,0.00697,0.20433,0.59253,26.2134,13:30:00,18.86142
234,ema_9,ema_21,1,49,11.43424,-8.8831,0.0057,0.08995,0.7486,30.4824,13:30:00,18.8554
288,ema_9,ema_21,1,53,14.41756,-8.16082,0.00616,0.08585,0.71087,38.03166,13:30:00,18.47364
143,ema_9,ema_21,1,32,13.0594,-9.60283,0.00541,0.23783,0.52437,28.32187,13:30:00,18.29015
151,ema_9,ema_21,1,31,11.22159,-9.16792,0.00646,0.15959,0.61874,24.20392,13:30:00,18.12491
219,ema_9,ema_21,1,54,14.16223,-9.15671,0.00537,0.12702,0.79563,26.5459,13:30:00,18.07218
229,ema_9,ema_21,1,56,14.55447,-9.3384,0.00656,0.14083,0.80867,29.00473,13:30:00,17.56237
268,ema_9,ema_21,1,50,14.18149,-8.80057,0.00527,0.04735,0.73066,34.55929,13:30:00,17.53026
101,ema_9,ema_21,1,36,14.15202,-9.48729,0.00806,0.04522,0.76685,18.24145,13:30:00,17.31658
278,ema_9,ema_21,1,53,13.80436,-7.71513,0.00564,0.04241,0.69763,40.05962,13:30:00,17.26967
196,ema_9,ema_21,1,51,14.18818,-9.97387,0.00543,0.15011,0.78848,25.5287,13:30:00,17.25647
