trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
3,0.11864,0.36584,0.00547,260.28216,63.24436,median_nonzero,1,55,61,2.28466,24.48529,0.84146,-4.03624,0.17198,0.10378,2.5607,7638.00927
1,0.20351,0.36656,0.03935,140.39148,482.52214,mean_nonzero,0,61,88,0.62953,42.08431,2.16156,3.60835,0.94551,0.56733,3.52042,1675.15098
2,1.31368,0.3716,0.01047,87.22415,244.01073,mean_nonzero,1,7,65,5.248,20.34205,2.64295,4.32866,0.76985,0.93668,3.96356,440.63547
0,1.37649,0.24382,0.01025,167.67148,58.64343,p90,1,12,68,2.49083,13.24264,1.94834,-2.99078,0.78083,0.93692,6.7691,140.20556
