trial,col_signal,sign_thresh,reset_peak,rsi_thresh,atr_mult,vwap_atr_mult,invest_frac,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
614,ema_9,ema_21,1,60,8.63068,-3.64598,0.02652,0.26965,0.00501,0.3552,14:30:00,72.72734
651,ema_9,ema_21,1,60,9.16184,-3.81242,0.02729,0.27002,0.00501,0.3586,14:30:00,72.71682
688,ema_9,ema_21,1,60,9.57483,-3.69392,0.02659,0.26556,0.00501,0.35446,14:30:00,72.71494
665,ema_9,ema_21,1,60,9.4012,-3.8909,0.02765,0.26798,0.005,0.35996,14:30:00,72.71439
489,ema_9,ema_21,1,60,8.21715,-3.7358,0.02673,0.27983,0.00502,0.35979,14:30:00,72.71366
502,ema_9,ema_21,1,60,8.25729,-3.69963,0.02635,0.27761,0.005,0.35761,14:30:00,72.71296
587,ema_9,ema_21,1,60,8.61433,-3.7886,0.02733,0.2775,0.00501,0.35935,14:30:00,72.71031
510,ema_9,ema_21,1,60,8.54387,-3.85846,0.02684,0.27781,0.005,0.3575,14:30:00,72.7099
595,ema_9,ema_21,1,60,8.61627,-3.78998,0.02621,0.27495,0.00501,0.35728,14:30:00,72.70515
604,ema_9,ema_21,1,60,8.85389,-3.83553,0.02771,0.27304,0.00501,0.35929,14:30:00,72.70052
521,ema_9,ema_21,1,60,7.81131,-3.71628,0.02516,0.27697,0.005,0.35745,14:30:00,72.69892
485,ema_9,ema_21,1,60,7.86532,-3.60511,0.02544,0.27692,0.005,0.35775,14:30:00,72.6967
598,ema_9,ema_21,1,54,8.56109,-3.81216,0.02616,0.27483,0.005,0.35722,14:30:00,72.69663
471,ema_9,ema_21,1,60,8.20342,-3.51644,0.0251,0.27944,0.00501,0.35775,14:30:00,72.69605
585,ema_9,ema_21,1,60,8.65446,-3.73718,0.02432,0.27754,0.00501,0.35926,14:30:00,72.69567
367,sma_9,sma_21,1,60,8.25319,-2.99355,0.03928,0.26855,0.00502,0.35302,14:30:00,72.69398
487,ema_9,ema_21,1,60,8.21555,-3.67892,0.0264,0.27976,0.005,0.35737,14:30:00,72.69374
562,ema_9,ema_21,1,60,11.63608,-3.73052,0.02477,0.27532,0.00502,0.35839,14:30:00,72.69311
354,sma_9,sma_21,1,60,7.9951,-3.29372,0.0387,0.26668,0.00501,0.34613,14:30:00,72.69284
617,ema_9,ema_21,1,60,8.93736,-3.60539,0.02581,0.27102,0.00501,0.35908,14:30:00,72.68785
441,ema_9,ema_21,1,60,8.17394,-3.20774,0.02481,0.28,0.00501,0.3556,14:30:00,72.6878
631,ema_9,ema_21,1,60,9.23255,-3.75824,0.02536,0.27576,0.00502,0.35737,14:30:00,72.6857
679,ema_9,ema_21,1,60,9.32949,-3.9168,0.02848,0.26971,0.00501,0.35995,14:30:00,72.6814
497,ema_9,ema_21,1,60,8.45596,-3.90402,0.02723,0.27722,0.00501,0.35889,14:30:00,72.68019
692,ema_9,ema_21,1,60,9.89701,-3.66732,0.02597,0.25753,0.00501,0.35537,14:30:00,72.67969
507,ema_9,ema_21,1,60,8.56,-3.63243,0.026,0.27447,0.00501,0.35645,14:30:00,72.67958
478,ema_9,ema_21,1,60,8.03248,-3.56878,0.0266,0.27605,0.005,0.35848,14:30:00,72.67671
475,ema_9,ema_21,1,60,7.87131,-3.55798,0.0257,0.2797,0.005,0.35877,14:30:00,72.67503
431,ema_9,ema_21,1,60,8.06612,-3.18924,0.02481,0.27111,0.00501,0.35563,14:30:00,72.67454
546,ema_9,ema_21,1,60,11.28578,-3.66728,0.02512,0.27382,0.00501,0.35796,14:30:00,72.67337
433,ema_9,ema_21,1,60,8.01304,-3.31661,0.02398,0.2739,0.005,0.35564,14:30:00,72.6671
382,sma_9,sma_21,1,60,8.03308,-2.96264,0.04191,0.27525,0.00501,0.3535,14:30:00,72.65583
400,sma_9,sma_21,1,60,7.97085,-2.73357,0.04145,0.26951,0.005,0.35498,14:30:00,72.65375
284,sma_9,sma_21,1,60,7.7998,-3.08274,0.03952,0.27491,0.005,0.3477,14:30:00,72.64711
491,ema_9,ema_21,1,60,8.28028,-3.69334,0.028,0.27984,0.00501,0.3599,14:30:00,72.64238
458,ema_9,ema_21,1,60,7.84842,-3.33135,0.02431,0.27609,0.005,0.35769,14:30:00,72.64182
470,ema_9,ema_21,1,60,7.97712,-3.42418,0.02497,0.27962,0.00501,0.35748,14:30:00,72.64048
410,sma_9,sma_21,1,60,8.41683,-2.92534,0.04237,0.26639,0.005,0.35373,14:30:00,72.64019
218,sma_9,sma_21,1,60,8.50752,-3.0738,0.0408,0.27461,0.00501,0.34766,14:30:00,72.63409
449,ema_9,ema_21,1,60,8.38304,-3.13113,0.02527,0.27885,0.00501,0.3573,14:30:00,72.62944
373,sma_9,sma_21,1,60,8.09902,-2.84706,0.04007,0.2707,0.00502,0.35284,14:30:00,72.62742
607,ema_9,ema_21,1,54,8.93482,-3.71655,0.02474,0.27206,0.00501,0.35465,14:30:00,72.62723
460,ema_9,ema_21,1,60,7.88415,-3.33673,0.02398,0.27738,0.00501,0.35805,14:30:00,72.62164
255,sma_9,sma_21,1,60,7.95101,-3.35471,0.03833,0.27126,0.005,0.34658,14:30:00,72.62004
426,sma_9,sma_21,1,60,7.99161,-3.21338,0.02505,0.26677,0.00502,0.35558,14:30:00,72.61706
669,ema_9,ema_21,1,60,9.17403,-3.99824,0.02908,0.26903,0.005,0.35871,14:30:00,72.61511
357,sma_9,sma_21,1,60,7.94289,-3.05501,0.0414,0.26864,0.00501,0.34524,14:30:00,72.61293
512,ema_9,ema_21,1,60,8.56489,-3.93196,0.02825,0.27726,0.00501,0.35736,14:30:00,72.60851
346,sma_9,sma_21,1,60,7.64232,-3.04455,0.03908,0.27131,0.00502,0.34695,14:30:00,72.60845
405,sma_9,sma_21,1,60,7.95172,-2.7676,0.04146,0.2718,0.005,0.35377,14:30:00,72.60788
634,ema_9,ema_21,1,60,8.69045,-3.60091,0.02768,0.27316,0.00501,0.35844,14:30:00,72.59958
554,ema_9,ema_21,1,60,10.01978,-3.52865,0.02343,0.27748,0.005,0.35836,14:30:00,72.58967
657,ema_9,ema_21,1,60,8.82075,-3.88048,0.02921,0.27305,0.00501,0.35787,14:30:00,72.5886
215,sma_9,sma_21,1,59,8.7783,-3.08959,0.04023,0.27402,0.00501,0.34716,14:30:00,72.58511
652,ema_9,ema_21,1,60,9.20547,-3.82609,0.02892,0.27205,0.00501,0.35891,14:30:00,72.58166
228,sma_9,sma_21,1,59,7.98043,-3.14427,0.04008,0.27208,0.00501,0.34922,14:30:00,72.57472
211,sma_9,sma_21,1,59,8.95041,-2.89211,0.03957,0.27085,0.005,0.34763,14:30:00,72.57404
212,sma_9,sma_21,1,59,8.70377,-2.97357,0.03926,0.27088,0.00504,0.34785,14:30:00,72.57373
444,ema_9,ema_21,1,60,8.31206,-3.1535,0.02525,0.27986,0.005,0.35684,14:30:00,72.56593
264,sma_9,sma_21,1,60,7.53852,-2.94266,0.0401,0.27195,0.005,0.34635,14:30:00,72.56439
322,sma_9,sma_21,1,60,7.26348,-2.85953,0.03987,0.27147,0.005,0.35123,14:30:00,72.56086
247,sma_9,sma_21,1,60,7.73988,-2.84672,0.03819,0.27045,0.00502,0.34698,14:30:00,72.55669
499,ema_9,ema_21,1,60,8.46858,-3.87883,0.02937,0.27713,0.005,0.35865,14:30:00,72.55353
461,ema_9,ema_21,1,60,7.93026,-3.45781,0.02311,0.2769,0.00501,0.35726,14:30:00,72.55272
319,sma_9,sma_21,1,60,7.27493,-2.95704,0.04036,0.27066,0.00501,0.34745,14:30:00,72.55185
359,sma_9,sma_21,1,60,8.26012,-2.8803,0.04193,0.26416,0.00501,0.34515,14:30:00,72.54834
340,sma_9,sma_21,1,60,7.88277,-2.88786,0.03931,0.27296,0.00501,0.34501,14:30:00,72.54359
261,sma_9,sma_21,1,60,7.67515,-2.7527,0.03961,0.27237,0.00502,0.34754,14:30:00,72.53945
231,sma_9,sma_21,1,59,8.07049,-2.99008,0.03839,0.27067,0.00501,0.34856,14:30:00,72.5356
329,sma_9,sma_21,1,60,7.16171,-2.80917,0.04153,0.26875,0.005,0.34649,14:30:00,72.53285
224,sma_9,sma_21,1,59,7.71209,-2.98971,0.03853,0.26525,0.00501,0.34834,14:30:00,72.53268
312,sma_9,sma_21,1,60,7.95498,-3.02063,0.03793,0.27514,0.00501,0.34588,14:30:00,72.53192
375,sma_9,sma_21,1,60,8.12914,-2.8437,0.04179,0.27373,0.005,0.35263,14:30:00,72.5318
250,sma_9,sma_21,1,60,7.80091,-2.89644,0.03787,0.27507,0.005,0.34664,14:30:00,72.53168
248,sma_9,sma_21,1,60,7.789,-2.7858,0.03815,0.27145,0.00502,0.34688,14:30:00,72.52956
377,sma_9,sma_21,1,60,8.13282,-2.97149,0.04214,0.27441,0.00501,0.35188,14:30:00,72.52883
132,sma_9,sma_21,1,58,7.932,-2.26339,0.0388,0.26924,0.00503,0.35614,14:30:00,72.52727
222,sma_9,sma_21,1,59,8.68132,-2.91538,0.03982,0.26549,0.00503,0.34934,14:30:00,72.5247
575,ema_9,ema_21,1,60,8.27016,-3.61925,0.02844,0.27262,0.00501,0.35682,14:30:00,72.52371
464,ema_9,ema_21,1,60,7.93806,-3.2645,0.02386,0.27487,0.00501,0.35692,14:30:00,72.51889
295,sma_9,sma_21,1,59,7.67492,-3.5999,0.03509,0.27852,0.00501,0.3477,14:30:00,72.51878
279,sma_9,sma_21,1,52,7.57555,-3.3744,0.03978,0.27008,0.00501,0.34994,14:30:00,72.50883
290,sma_9,sma_21,1,60,7.72703,-3.5388,0.03531,0.27731,0.00501,0.34752,14:30:00,72.50772
317,sma_9,sma_21,1,60,7.90337,-2.67163,0.03943,0.26979,0.005,0.34733,14:30:00,72.50747
328,sma_9,sma_21,1,60,7.11944,-2.96858,0.04217,0.26901,0.00501,0.34664,14:30:00,72.50633
239,sma_9,sma_21,1,59,8.06875,-3.14454,0.03542,0.27062,0.005,0.34799,14:30:00,72.50403
232,sma_9,sma_21,1,59,7.34672,-2.99679,0.03803,0.27741,0.005,0.3495,14:30:00,72.50154
245,sma_9,sma_21,1,60,7.83922,-2.85657,0.03691,0.27187,0.005,0.34881,14:30:00,72.50087
296,sma_9,sma_21,1,59,8.15733,-3.57754,0.03617,0.27812,0.005,0.34721,14:30:00,72.49719
235,sma_9,sma_21,1,59,8.00724,-2.86113,0.03824,0.27355,0.00501,0.34848,14:30:00,72.49582
376,sma_9,sma_21,1,60,8.29673,-2.88028,0.0437,0.27416,0.00502,0.35224,14:30:00,72.4926
350,sma_9,sma_21,1,60,7.72951,-3.20464,0.02978,0.27603,0.00501,0.34824,14:30:00,72.48432
213,sma_9,sma_21,1,59,8.70115,-2.94316,0.03762,0.27324,0.00501,0.34823,14:30:00,72.48334
236,sma_9,sma_21,1,59,8.01181,-2.89308,0.03734,0.27418,0.005,0.3485,14:30:00,72.47941
133,sma_9,sma_21,1,55,7.72233,-2.27781,0.0389,0.23942,0.00502,0.35608,14:30:00,72.46539
309,sma_9,sma_21,1,59,8.10662,-3.07138,0.03477,0.2779,0.005,0.34968,14:30:00,72.46502
263,sma_9,sma_21,1,60,7.5397,-2.93728,0.03969,0.27185,0.00502,0.34178,14:30:00,72.45646
636,ema_9,ema_21,1,60,8.32637,-3.92083,0.02691,0.27741,0.00525,0.35555,14:30:00,72.4371
612,ema_9,ema_21,1,60,10.9091,-3.92151,0.02444,0.27362,0.00525,0.35621,14:30:00,72.43487
181,sma_9,sma_21,1,60,8.91385,-2.46709,0.03944,0.26584,0.005,0.34527,14:30:00,72.43446
639,ema_9,ema_21,1,60,8.76273,-3.80605,0.01923,0.26885,0.00501,0.35833,14:30:00,72.43446
180,sma_9,sma_21,1,60,8.90318,-2.46269,0.03915,0.26855,0.00501,0.34664,14:30:00,72.4302
287,sma_9,sma_21,1,53,8.10313,-3.02398,0.03988,0.21224,0.005,0.34958,14:30:00,72.42984
278,sma_9,sma_21,1,60,7.91218,-2.74999,0.04189,0.27331,0.00501,0.3447,14:30:00,72.42489
201,sma_9,sma_21,1,59,8.84524,-2.39217,0.03857,0.26437,0.00501,0.34689,14:30:00,72.42408
582,ema_9,ema_21,1,60,7.90103,-3.82292,0.02576,0.27568,0.00527,0.35525,14:30:00,72.42116
191,sma_9,sma_21,1,59,8.99357,-2.41167,0.03825,0.26255,0.00504,0.34777,14:30:00,72.42078
551,ema_9,ema_21,1,60,11.14975,-3.89324,0.0262,0.20052,0.005,0.35683,14:30:00,72.41916
193,sma_9,sma_21,1,59,8.87721,-2.52372,0.03886,0.26416,0.00502,0.34736,14:30:00,72.41418
535,ema_9,ema_21,1,60,7.83211,-3.99301,0.02694,0.27289,0.00501,0.34025,14:30:00,72.41317
83,sma_9,sma_21,1,55,6.23802,-0.94576,0.04356,0.24413,0.005,0.35609,14:30:00,72.41134
336,sma_9,sma_21,1,60,7.12284,-2.72166,0.04423,0.17505,0.005,0.34583,14:30:00,72.40794
559,ema_9,ema_21,1,60,7.86966,-3.91273,0.02593,0.27998,0.00526,0.35789,14:30:00,72.40173
192,sma_9,sma_21,1,59,8.85243,-2.38937,0.03903,0.26322,0.00501,0.34777,14:30:00,72.39527
509,ema_9,ema_21,1,60,8.26017,-3.69144,0.02564,0.2751,0.00527,0.35635,14:30:00,72.39433
584,ema_9,ema_21,1,60,8.05139,-3.87314,0.02547,0.27222,0.00528,0.35646,14:30:00,72.39389
532,ema_9,ema_21,1,60,8.02931,-3.92058,0.02581,0.27493,0.00531,0.35578,14:30:00,72.39347
625,ema_9,ema_21,1,60,8.46761,-3.74888,0.02654,0.27012,0.00527,0.35601,14:30:00,72.39304
615,ema_9,ema_21,1,60,8.80141,-3.63607,0.02654,0.26721,0.00527,0.35488,14:30:00,72.39113
225,sma_9,sma_21,1,59,7.65237,-2.82868,0.0383,0.26599,0.00501,0.34829,14:30:00,72.38857
568,ema_9,ema_21,1,60,11.5252,-3.77964,0.02548,0.20787,0.005,0.35769,14:30:00,72.38234
709,ema_9,ema_21,1,60,9.293,-3.93029,0.02535,0.26499,0.0053,0.35431,14:30:00,72.37139
525,ema_9,ema_21,1,60,7.61421,-3.64414,0.02511,0.27715,0.00523,0.35916,14:30:00,72.37083
706,ema_9,ema_21,1,60,9.32477,-3.99815,0.02551,0.25807,0.00528,0.35351,14:30:00,72.36714
514,ema_9,ema_21,1,60,8.06045,-3.71949,0.02621,0.2795,0.0053,0.35651,14:30:00,72.3642
691,ema_9,ema_21,1,60,9.71326,-3.78348,0.02653,0.26627,0.00528,0.3542,14:30:00,72.36222
518,ema_9,ema_21,1,60,8.08128,-3.54792,0.0192,0.27462,0.005,0.3582,14:30:00,72.36115
143,sma_9,sma_21,1,58,9.39064,-2.15609,0.039,0.25336,0.00503,0.34794,14:30:00,72.36057
717,ema_9,ema_21,1,60,9.45926,-3.85719,0.02546,0.26106,0.00527,0.3539,14:30:00,72.35954
66,sma_9,sma_21,1,57,6.89258,-1.44622,0.03589,0.24748,0.00503,0.359,14:30:00,72.35532
203,sma_9,sma_21,1,59,8.56865,-2.47842,0.03995,0.27369,0.00501,0.3452,14:30:00,72.35399
628,ema_9,ema_21,1,60,8.44574,-3.91062,0.02547,0.27553,0.00526,0.35785,14:30:00,72.35282
167,sma_9,sma_21,1,58,8.67006,-2.1707,0.03885,0.26207,0.00501,0.34728,14:30:00,72.34233
602,ema_9,ema_21,1,52,8.51557,-3.89846,0.02525,0.27751,0.00529,0.35769,14:30:00,72.34151
647,ema_9,ema_21,1,60,8.88044,-3.85419,0.02552,0.26688,0.00527,0.35886,14:30:00,72.33982
712,ema_9,ema_21,1,60,9.76645,-3.99983,0.02463,0.25938,0.00528,0.35278,14:30:00,72.3376
365,sma_9,sma_21,1,60,8.06072,-3.19808,0.04049,0.26525,0.00525,0.34511,14:30:00,72.33212
540,ema_9,ema_21,1,60,8.21429,-3.85025,0.02592,0.27738,0.00535,0.3565,14:30:00,72.33184
544,ema_9,ema_21,1,60,8.37946,-3.74548,0.02427,0.27667,0.00527,0.35745,14:30:00,72.33173
155,sma_9,sma_21,1,58,8.78628,-2.02424,0.03897,0.25565,0.005,0.34588,14:30:00,72.33097
689,ema_9,ema_21,1,60,9.35748,-3.71381,0.0262,0.26421,0.00529,0.35429,14:30:00,72.32818
701,ema_9,ema_21,1,60,9.8401,-3.65428,0.02743,0.2646,0.00528,0.35504,14:30:00,72.32263
169,sma_9,sma_21,1,59,8.64633,-2.38857,0.03913,0.26811,0.005,0.34848,14:30:00,72.31725
172,sma_9,sma_21,1,59,9.07297,-2.3777,0.03917,0.2684,0.00501,0.34594,14:30:00,72.31677
166,sma_9,sma_21,1,58,8.69229,-2.23396,0.03896,0.26151,0.00504,0.35106,14:30:00,72.31167
356,sma_9,sma_21,1,60,8.36503,-3.13069,0.0397,0.26659,0.00528,0.34417,14:30:00,72.31148
177,sma_9,sma_21,1,59,8.66976,-2.23301,0.0409,0.26769,0.00501,0.34783,14:30:00,72.30892
207,sma_9,sma_21,1,59,8.92912,-2.47032,0.03783,0.27013,0.00502,0.34386,14:30:00,72.30612
430,sma_9,sma_21,1,60,7.41366,-3.35885,0.02319,0.27721,0.00501,0.35321,14:30:00,72.3039
448,ema_9,ema_21,1,60,8.14513,-3.3025,0.02617,0.27626,0.00528,0.35467,14:30:00,72.3023
529,ema_9,ema_21,1,60,8.31911,-3.83203,0.02698,0.27751,0.00527,0.35994,14:30:00,72.297
591,ema_9,ema_21,1,60,8.78797,-3.99491,0.02671,0.27431,0.00529,0.35779,14:30:00,72.29218
534,ema_9,ema_21,1,60,8.13821,-3.79587,0.0263,0.27311,0.00528,0.35689,14:30:00,72.28822
553,ema_9,ema_21,1,60,8.30151,-3.70344,0.02585,0.27321,0.0053,0.35586,14:30:00,72.28819
241,sma_9,sma_21,1,59,7.96394,-3.16774,0.03511,0.27377,0.00501,0.33568,14:30:00,72.28786
153,sma_9,sma_21,1,58,8.93789,-2.27262,0.03776,0.25462,0.00502,0.3482,14:30:00,72.28669
171,sma_9,sma_21,1,59,9.06942,-2.36614,0.03916,0.26973,0.00504,0.34605,14:30:00,72.28401
436,ema_9,ema_21,1,60,8.16731,-3.27846,0.02418,0.27761,0.0053,0.35529,14:30:00,72.28317
151,sma_9,sma_21,1,58,8.90277,-2.00304,0.04009,0.24879,0.005,0.35024,14:30:00,72.28299
197,sma_9,sma_21,1,59,8.52488,-2.22954,0.03986,0.2636,0.005,0.34685,14:30:00,72.28256
483,ema_9,ema_21,1,60,8.37146,-3.83307,0.02661,0.27997,0.00526,0.35917,14:30:00,72.28254
570,ema_9,ema_21,1,60,11.14759,-3.57338,0.02672,0.27282,0.00525,0.35779,14:30:00,72.28212
649,ema_9,ema_21,1,56,8.71783,-3.99149,0.01995,0.26803,0.00525,0.35995,14:30:00,72.28117
674,ema_9,ema_21,1,60,9.12887,-3.89116,0.02587,0.27053,0.00528,0.35866,14:30:00,72.27451
593,ema_9,ema_21,1,60,8.63997,-3.90562,0.02993,0.27375,0.00527,0.35901,14:30:00,72.27416
558,ema_9,ema_21,1,53,8.3705,-3.65619,0.02533,0.2753,0.00524,0.35664,14:30:00,72.2724
490,ema_9,ema_21,1,60,8.22577,-3.85328,0.02715,0.27973,0.00526,0.35947,14:30:00,72.27235
684,ema_9,ema_21,1,60,9.35074,-3.91045,0.02971,0.269,0.00528,0.35911,14:30:00,72.27229
397,sma_9,sma_21,1,60,8.52675,-3.07444,0.02296,0.26152,0.00501,0.35206,14:30:00,72.26811
645,ema_9,ema_21,1,60,8.95185,-3.9268,0.02416,0.26556,0.00548,0.35937,14:30:00,72.26412
494,ema_9,ema_21,1,60,8.29032,-3.75666,0.02578,0.27926,0.00529,0.35998,14:30:00,72.26053
603,ema_9,ema_21,1,60,8.4244,-3.77711,0.02716,0.27993,0.00525,0.3582,14:30:00,72.25909
677,ema_9,ema_21,1,60,9.36563,-3.89543,0.02672,0.26705,0.00527,0.35851,14:30:00,72.25886
672,ema_9,ema_21,1,60,9.0707,-3.85183,0.02687,0.26486,0.00528,0.36,14:30:00,72.2583
501,ema_9,ema_21,1,60,8.35022,-3.99744,0.02734,0.27542,0.00529,0.35995,14:30:00,72.25364
596,ema_9,ema_21,1,60,8.64944,-3.82716,0.02357,0.27142,0.00531,0.35642,14:30:00,72.25327
550,ema_9,ema_21,1,60,9.71626,-3.81306,0.02685,0.27524,0.00526,0.35792,14:30:00,72.25244
683,ema_9,ema_21,1,60,9.22314,-3.73954,0.02753,0.27249,0.00524,0.35863,14:30:00,72.25203
668,ema_9,ema_21,1,60,9.42497,-3.99517,0.02833,0.26758,0.00527,0.35999,14:30:00,72.24552
606,ema_9,ema_21,1,60,8.68033,-3.80477,0.0216,0.27293,0.00527,0.35749,14:30:00,72.24385
417,sma_9,sma_21,1,60,8.58936,-2.99208,0.04449,0.26943,0.00523,0.35466,14:30:00,72.24319
455,ema_9,ema_21,1,60,8.35461,-3.07877,0.02494,0.26082,0.00527,0.354,14:30:00,72.24258
141,sma_9,sma_21,1,58,8.93127,-1.96667,0.03883,0.25439,0.00502,0.35788,14:30:00,72.24035
476,ema_9,ema_21,1,60,7.85642,-3.5359,0.02458,0.27911,0.00526,0.35864,14:30:00,72.23852
221,sma_9,sma_21,1,60,8.6421,-3.0877,0.04085,0.27175,0.00524,0.34784,14:30:00,72.23847
548,ema_9,ema_21,1,60,11.64282,-3.55941,0.02502,0.27999,0.00527,0.35744,14:30:00,72.23651
541,ema_9,ema_21,1,60,11.96185,-3.7297,0.02484,0.27755,0.00526,0.35718,14:30:00,72.23478
451,ema_9,ema_21,1,60,8.49209,-3.36823,0.02524,0.27496,0.00528,0.35586,14:30:00,72.23355
589,ema_9,ema_21,1,60,10.40993,-3.80102,0.02858,0.27558,0.00529,0.35918,14:30:00,72.23237
666,ema_9,ema_21,1,60,9.46888,-3.96171,0.02761,0.2646,0.00534,0.35931,14:30:00,72.22747
142,sma_9,sma_21,1,58,8.75311,-1.93281,0.03866,0.25448,0.00506,0.3579,14:30:00,72.22328
479,ema_9,ema_21,1,60,8.08232,-3.56408,0.02785,0.27965,0.00529,0.3593,14:30:00,72.22304
195,sma_9,sma_21,1,59,9.52535,-2.37765,0.03743,0.26559,0.00501,0.34878,14:30:00,72.22236
85,sma_9,sma_21,1,55,6.08214,-0.94654,0.04375,0.23399,0.00506,0.3554,14:30:00,72.22218
393,sma_9,sma_21,1,60,7.2353,-3.33401,0.04063,0.26344,0.00532,0.35431,14:30:00,72.22201
714,ema_9,ema_21,1,60,9.29808,-3.931,0.02386,0.26006,0.0053,0.35316,14:30:00,72.22167
466,ema_9,ema_21,1,60,8.02272,-3.19114,0.0254,0.27737,0.0053,0.35895,14:30:00,72.21943
152,sma_9,sma_21,1,58,9.03778,-1.99247,0.03796,0.25119,0.005,0.34786,14:30:00,72.21685
480,ema_9,ema_21,1,60,8.30573,-3.52326,0.0258,0.27722,0.0053,0.35829,14:30:00,72.21559
391,ema_9,ema_21,1,60,8.01847,-3.15952,0.03988,0.26456,0.005,0.35347,14:30:00,72.21477
339,sma_9,sma_21,1,60,7.75153,-3.07508,0.03977,0.26902,0.0053,0.34775,14:30:00,72.20746
517,ema_9,ema_21,1,60,7.96015,-3.65534,0.02707,0.27751,0.00528,0.3571,14:30:00,72.2062
618,ema_9,ema_21,1,60,8.58084,-3.78688,0.02777,0.26888,0.00528,0.35706,14:30:00,72.20582
467,ema_9,ema_21,1,60,7.85875,-3.33229,0.02468,0.27359,0.00527,0.3578,14:30:00,72.20483
395,sma_9,sma_21,1,60,7.3092,-3.21337,0.0392,0.26661,0.00532,0.35493,14:30:00,72.20235
506,ema_9,ema_21,1,60,8.26725,-3.77459,0.0264,0.27725,0.00531,0.35856,14:30:00,72.1994
700,ema_9,ema_21,1,60,9.5453,-3.91534,0.02803,0.262,0.00534,0.35568,14:30:00,72.19927
496,ema_9,ema_21,1,60,8.1523,-3.6779,0.02561,0.27649,0.00532,0.35721,14:30:00,72.19774
457,ema_9,ema_21,1,60,8.60312,-3.47417,0.02331,0.27984,0.00528,0.35338,14:30:00,72.19763
188,sma_9,sma_21,1,60,8.94915,-2.13092,0.03738,0.25995,0.00504,0.34721,14:30:00,72.18828
162,sma_9,sma_21,1,58,9.25766,-1.90282,0.04043,0.25141,0.00503,0.35055,14:30:00,72.18388
414,sma_9,sma_21,1,60,8.363,-2.90389,0.04271,0.25865,0.00526,0.35351,14:30:00,72.18248
139,sma_9,sma_21,1,58,8.5691,-1.9564,0.03895,0.27595,0.00501,0.35175,14:30:00,72.18145
646,ema_9,ema_21,1,60,8.89376,-3.87702,0.02477,0.27173,0.00545,0.35943,14:30:00,72.18036
370,sma_9,sma_21,1,60,7.93254,-2.94834,0.03908,0.26891,0.00525,0.3451,14:30:00,72.1793
268,sma_9,sma_21,1,60,7.42204,-2.93927,0.02232,0.27302,0.005,0.34841,14:30:00,72.17653
