trial,col_signal,sign_thresh,reset_peak,rsi_thresh,atr_mult,vwap_atr_mult,invest_frac,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
1827,ema_9,ema_21,1,73,8.6174,1.6387,0.01051,0.00655,0.49887,13.83314,13:30:00,14.64929
1910,ema_9,ema_21,1,75,16.44949,3.96874,0.01303,0.37239,0.72941,20.61545,13:30:00,14.64817
290,ema_9,ema_21,1,65,15.84194,1.42957,0.02144,0.12086,0.42158,8.10232,13:30:00,14.64595
1079,ema_9,ema_21,1,78,16.57604,-2.00488,0.01076,0.02472,0.63427,23.52086,13:30:00,14.59801
600,ema_9,ema_21,1,76,6.14246,0.87144,0.00894,0.13366,0.23175,40.53586,13:30:00,14.51282
105,ema_9,ema_21,0,62,17.4339,-6.33053,0.00967,0.12764,0.17132,31.57113,14:30:00,14.33676
519,ema_9,ema_21,1,77,12.19887,-1.57774,0.00677,0.36227,0.39422,44.04418,13:30:00,14.22919
224,ema_9,ema_21,0,68,13.02834,2.80932,0.01776,0.11187,0.40959,41.91136,13:30:00,14.2258
922,ema_9,ema_21,0,63,11.80861,-0.74929,0.01878,0.01174,0.39759,22.17022,13:30:00,14.18954
1820,ema_9,ema_21,1,80,9.254,-4.48285,0.01228,0.04367,0.4417,14.6085,13:30:00,14.17437
1371,ema_9,ema_21,1,75,19.61789,1.98197,0.00964,0.26182,0.74643,9.1062,14:30:00,14.1409
791,ema_9,ema_21,1,78,16.83927,-0.45954,0.00797,0.29115,0.73074,21.57,13:30:00,14.10605
720,ema_9,ema_21,1,80,9.58204,1.422,0.00507,0.07683,0.67787,44.53755,14:30:00,14.07316
1138,ema_9,ema_21,1,78,7.4908,2.99765,0.03031,0.01367,0.32281,20.58094,13:30:00,14.06775
1595,ema_9,ema_21,1,80,9.06293,0.38488,0.02246,0.01894,0.65018,15.42574,13:30:00,14.02029
404,ema_9,ema_21,1,79,11.26737,0.25364,0.00624,0.22475,0.19413,37.82941,13:30:00,13.96397
410,ema_9,ema_21,1,74,18.91634,0.62732,0.00586,0.1017,0.56891,22.1596,13:30:00,13.94788
1542,ema_9,ema_21,1,77,19.88453,-0.30154,0.00914,0.07577,0.96228,59.16896,14:30:00,13.75726
1223,ema_9,ema_21,1,79,12.34076,2.47918,0.08975,0.05179,0.1521,18.60251,13:30:00,13.73788
509,ema_9,ema_21,1,78,12.43254,3.18829,0.01871,0.37353,0.96335,44.5232,14:30:00,13.73787
308,ema_9,ema_21,1,76,10.37101,2.25437,0.00526,0.17404,0.73009,27.67546,13:30:00,13.70052
1846,ema_9,ema_21,1,69,8.50581,1.40765,0.02743,0.0208,0.41598,36.16225,13:30:00,13.63053
163,ema_9,ema_21,0,48,13.95603,2.46182,0.0092,0.18183,0.10808,16.15283,14:30:00,13.62922
1711,ema_9,ema_21,1,78,12.36382,3.9116,0.04954,0.2369,0.53864,18.78179,13:30:00,13.59008
402,ema_9,ema_21,0,58,12.38849,-1.55647,0.01229,0.06319,0.65376,59.86296,13:30:00,13.54107
237,ema_9,ema_21,1,72,18.93811,0.75933,0.007,0.10422,0.5685,51.44945,14:30:00,13.49784
802,ema_9,ema_21,1,73,6.62118,-1.32853,0.00581,0.0346,0.31683,20.44445,13:30:00,13.38241
1749,ema_9,ema_21,1,71,6.20495,4.73556,0.00876,0.05399,0.24588,12.30628,14:30:00,13.33651
1624,ema_9,ema_21,1,79,9.99124,3.19759,0.01656,0.02216,0.67088,35.59826,13:30:00,13.3315
1385,ema_9,ema_21,0,79,11.68275,-3.77675,0.01018,0.05129,0.56981,17.89952,13:30:00,13.30124
362,ema_9,ema_21,1,70,9.12097,2.31146,0.00524,0.01185,0.54193,45.29116,13:30:00,13.28274
353,ema_9,ema_21,1,63,10.92617,1.68779,0.00619,0.28723,0.83209,55.5884,13:30:00,13.27165
1933,ema_9,ema_21,0,73,19.55202,3.53637,0.02329,0.00146,0.49162,27.61697,13:30:00,13.11168
138,ema_9,ema_21,0,35,18.12195,-8.83479,0.00556,0.31711,0.4531,25.92108,14:30:00,13.08925
1862,ema_9,ema_21,1,73,19.16267,-0.40258,0.01223,0.02986,0.79793,18.48151,13:30:00,13.06716
1663,ema_9,ema_21,1,80,8.34659,1.92524,0.02059,0.00725,0.43141,30.81794,13:30:00,13.00217
1527,ema_9,ema_21,1,79,14.26084,-1.42591,0.01396,0.17538,0.43439,5.27583,13:30:00,12.97706
721,ema_9,ema_21,1,75,9.19709,0.17615,0.01397,0.11769,0.63028,13.64158,13:30:00,12.9099
1872,ema_9,ema_21,1,80,9.71213,0.58966,0.00869,0.06278,0.78174,33.0067,13:30:00,12.88839
820,ema_9,ema_21,1,69,18.63213,-2.05583,0.00644,0.08046,0.723,29.75782,14:30:00,12.52393
363,ema_9,ema_21,0,79,13.87491,-2.03436,0.00893,0.13399,0.35507,53.49125,13:30:00,12.37793
1516,ema_9,ema_21,1,80,9.61778,-1.51016,0.01057,0.03713,0.71699,21.43573,13:30:00,12.24207
1104,ema_9,ema_21,1,80,12.98363,-0.7844,0.05346,0.08453,0.48964,25.26113,13:30:00,12.17728
1283,ema_9,ema_21,1,77,13.37861,-1.39536,0.01113,0.24741,0.31517,17.41184,14:30:00,12.1692
117,ema_9,ema_21,0,41,15.70491,-7.94366,0.0052,0.16428,0.15952,21.31646,14:30:00,12.12968
192,ema_9,ema_21,0,70,11.19048,2.87248,0.00698,0.16666,0.39585,5.79343,14:30:00,12.1117
1622,ema_9,ema_21,1,73,9.3741,-3.61422,0.02182,0.00124,0.50861,16.4095,13:30:00,12.04001
2031,ema_9,ema_21,0,61,10.97552,0.94883,0.00621,0.06212,0.15089,44.00179,13:30:00,12.03071
216,ema_9,ema_21,0,79,11.19202,4.96834,0.06036,0.08231,0.91465,25.91026,14:30:00,12.02649
2081,ema_9,ema_21,0,52,15.51369,4.77409,0.00623,0.04073,0.3335,55.13086,14:30:00,11.99453
297,ema_9,ema_21,1,74,10.57208,4.36493,0.03684,0.04497,0.8875,13.63478,13:30:00,11.98577
1808,ema_9,ema_21,1,80,16.35317,-1.82347,0.01164,0.02823,0.58273,8.91494,13:30:00,11.9202
1551,ema_9,ema_21,1,70,9.57729,-3.83541,0.00552,0.28958,0.29314,35.18716,13:30:00,11.90322
2027,ema_9,ema_21,1,73,13.6451,-2.15304,0.04255,0.06443,0.59453,18.0674,13:30:00,11.90144
1725,ema_9,ema_21,1,78,9.80023,-0.94255,0.00533,0.04347,0.81403,36.68222,13:30:00,11.88346
904,ema_9,ema_21,1,80,8.25748,-1.00307,0.00516,0.2876,0.36983,50.24008,13:30:00,11.88328
751,ema_9,ema_21,1,79,13.75539,-2.08717,0.0203,0.00425,0.38679,12.7926,13:30:00,11.81154
242,ema_9,ema_21,1,79,19.78413,2.49775,0.00529,0.53451,0.4497,10.22301,14:30:00,11.76175
1878,ema_9,ema_21,1,57,11.01774,4.12642,0.0261,0.09973,0.24368,6.11768,13:30:00,11.6881
128,ema_9,ema_21,0,70,15.79324,-4.1453,0.00622,0.01404,0.04279,37.086,14:30:00,11.61456
210,ema_9,ema_21,0,80,19.36151,0.43366,0.00653,0.33242,0.39943,52.28994,14:30:00,11.47286
370,ema_9,ema_21,0,67,18.50256,-0.47599,0.00589,0.03018,0.57167,35.53319,13:30:00,11.44601
174,ema_9,ema_21,0,66,18.90947,-0.38023,0.01799,0.0381,0.17452,57.17593,14:30:00,11.43944
1757,ema_9,ema_21,1,75,10.08302,-1.19111,0.01551,0.11237,0.71803,31.68969,13:30:00,11.43925
1005,ema_9,ema_21,1,62,7.9609,2.35995,0.0057,0.13758,0.2895,56.91699,13:30:00,11.41277
919,ema_9,ema_21,1,71,15.74019,-0.3979,0.00681,0.02623,0.48672,16.18681,13:30:00,11.38015
206,ema_9,ema_21,0,77,19.74351,2.59761,0.04095,0.12292,0.09725,8.016,14:30:00,11.33769
532,ema_9,ema_21,1,77,9.39956,0.57858,0.01129,0.01574,0.78606,22.65309,13:30:00,11.28371
736,ema_9,ema_21,1,33,10.64872,-9.38647,0.00549,0.25397,0.83965,11.38943,14:30:00,11.26751
1170,ema_9,ema_21,1,78,13.31412,0.40807,0.03995,0.12677,0.40822,14.44256,13:30:00,11.18036
1291,ema_9,ema_21,1,55,18.16521,1.91891,0.00526,0.03899,0.62914,18.18607,13:30:00,11.17878
863,ema_9,ema_21,1,71,15.08864,2.8717,0.01649,0.2155,0.30905,33.4643,13:30:00,11.169
818,ema_9,ema_21,1,68,17.89788,0.67723,0.01383,0.22224,0.84034,58.48083,13:30:00,11.13238
186,ema_9,ema_21,1,75,8.33999,0.06733,0.01234,0.18073,0.1123,40.46876,14:30:00,11.12791
190,ema_9,ema_21,0,59,11.66543,2.14502,0.00797,0.10747,0.38301,6.09164,14:30:00,11.11645
925,ema_9,ema_21,1,75,8.13425,2.07949,0.00766,0.25614,0.319,17.05987,13:30:00,11.07247
1865,ema_9,ema_21,1,74,7.15884,1.62502,0.01556,0.05753,0.37369,19.92941,13:30:00,11.06263
886,ema_9,ema_21,1,75,17.74213,1.44798,0.04451,0.1099,0.80737,57.98113,13:30:00,11.01449
1853,ema_9,ema_21,1,64,10.08944,3.25278,0.00543,0.11238,0.644,40.54755,13:30:00,11.01048
672,ema_9,ema_21,1,80,16.96758,0.16499,0.04774,0.0958,0.4912,11.49571,14:30:00,11.00268
1048,ema_9,ema_21,1,75,7.12268,-1.13294,0.0063,0.10155,0.54544,47.64402,14:30:00,10.9589
1167,ema_9,ema_21,1,66,7.35382,1.27875,0.04095,0.01227,0.30508,12.17154,13:30:00,10.80402
333,ema_9,ema_21,1,78,18.88024,2.27803,0.01382,0.20098,0.42028,28.07207,13:30:00,10.75478
1095,ema_9,ema_21,0,68,17.37897,-2.04945,0.00545,0.33522,0.9942,52.80541,14:30:00,10.74866
419,ema_9,ema_21,1,73,15.88417,-4.37043,0.01475,0.09322,0.73986,43.26566,14:30:00,10.66137
1553,ema_9,ema_21,1,62,16.03279,2.23041,0.00808,0.00534,0.4195,9.99042,13:30:00,10.64911
669,ema_9,ema_21,1,57,18.57978,-2.51682,0.01939,0.00629,0.86654,19.69906,14:30:00,10.62249
675,ema_9,ema_21,1,68,9.44768,-1.48981,0.01748,0.01038,0.65856,16.55825,13:30:00,10.61532
1496,ema_9,ema_21,1,79,11.24847,-3.87482,0.00912,0.33163,0.63214,19.92561,13:30:00,10.43499
1536,ema_9,ema_21,1,76,11.14265,-1.37782,0.02503,0.12569,0.52795,18.96036,13:30:00,10.41792
416,ema_9,ema_21,1,80,6.66695,1.7981,0.006,0.17413,0.42645,25.61127,13:30:00,10.32317
589,ema_9,ema_21,1,77,18.72471,-0.39084,0.01458,0.02177,0.62105,23.48632,13:30:00,10.30914
724,ema_9,ema_21,1,78,9.8483,4.87697,0.02279,0.10426,0.64037,14.30311,13:30:00,10.30049
273,ema_9,ema_21,1,62,16.25823,3.71498,0.02221,0.0155,0.5376,46.7172,13:30:00,10.2885
1406,ema_9,ema_21,1,78,13.92267,1.7892,0.04885,0.12391,0.98268,50.86983,14:30:00,10.28436
162,ema_9,ema_21,0,56,10.62111,2.59258,0.01422,0.0777,0.26067,22.78331,14:30:00,10.22053
678,ema_9,ema_21,1,61,19.22298,2.09878,0.03154,0.08148,0.7133,16.70533,13:30:00,10.21752
257,ema_9,ema_21,1,80,5.42923,1.11682,0.02184,0.12605,0.21185,6.3668,14:30:00,10.17792
1395,ema_9,ema_21,1,72,9.30413,1.82929,0.02778,0.01172,0.65326,32.34779,13:30:00,10.12017
103,ema_9,ema_21,0,57,18.41319,-6.49449,0.00803,0.19681,0.30486,27.57172,14:30:00,10.109
1472,ema_9,ema_21,1,70,10.10761,-5.63962,0.02067,0.04247,0.42244,24.50841,13:30:00,10.09952
1999,ema_9,ema_21,1,75,9.13372,3.23054,0.13971,0.02106,0.53288,5.57454,13:30:00,10.07727
1723,ema_9,ema_21,1,67,12.4949,-1.55782,0.00795,0.0766,0.3002,32.33388,13:30:00,10.00182
317,ema_9,ema_21,0,80,10.36535,-0.36278,0.00593,0.14966,0.64033,10.42133,13:30:00,9.99788
149,ema_9,ema_21,0,68,14.96839,-3.2981,0.00746,0.18107,0.2187,32.26702,13:30:00,9.98553
1059,ema_9,ema_21,0,72,19.24015,0.66758,0.01847,0.0173,0.50387,17.37436,13:30:00,9.9574
202,ema_9,ema_21,0,70,16.52539,4.53616,0.0134,0.43051,0.71471,33.79323,14:30:00,9.89742
381,ema_9,ema_21,1,59,15.02142,-3.9275,0.01029,0.06257,0.59559,19.86503,13:30:00,9.87148
228,ema_9,ema_21,0,66,11.20511,4.31497,0.02258,0.00086,0.15629,11.09092,14:30:00,9.85394
462,ema_9,ema_21,1,80,13.19882,-1.61064,0.00956,0.48127,0.77595,48.5793,14:30:00,9.79652
2010,ema_9,ema_21,1,79,16.08614,0.09322,0.0407,0.07407,0.67187,30.93944,13:30:00,9.66028
2051,ema_9,ema_21,1,77,9.89656,0.6178,0.02192,0.18955,0.50025,15.98928,13:30:00,9.62216
1922,ema_9,ema_21,1,80,15.25264,3.6116,0.07612,0.10334,0.46661,19.62367,13:30:00,9.57756
447,ema_9,ema_21,1,80,8.20763,0.49641,0.00877,0.02575,0.48449,15.84567,13:30:00,9.55032
1267,ema_9,ema_21,1,80,16.69592,-3.66116,0.02419,0.04261,0.58579,27.14899,13:30:00,9.45954
1072,ema_9,ema_21,1,67,13.4925,-0.19907,0.00693,0.23951,0.31227,48.04707,13:30:00,9.43798
765,ema_9,ema_21,1,78,15.99542,2.87689,0.04045,0.13995,0.8837,37.88662,14:30:00,9.40271
1517,ema_9,ema_21,1,65,15.86792,-1.29213,0.02497,0.06486,0.58033,9.58078,13:30:00,9.25346
121,ema_9,ema_21,0,40,14.19001,-9.03977,0.00544,0.23286,0.32098,39.39734,14:30:00,9.23997
261,ema_9,ema_21,1,64,5.78518,-2.36204,0.00838,0.20481,0.17244,13.47005,14:30:00,9.1766
1995,ema_9,ema_21,1,74,8.31771,-0.21845,0.01443,0.03762,0.57231,31.36791,14:30:00,9.10886
1601,ema_9,ema_21,1,80,6.45636,3.94965,0.05762,0.03904,0.28389,20.09585,13:30:00,9.06841
507,ema_9,ema_21,1,75,14.06917,-7.61097,0.00589,0.26766,0.95801,43.12313,13:30:00,8.99382
2032,ema_9,ema_21,1,59,18.33132,3.16425,0.01202,0.17602,0.93707,12.45739,13:30:00,8.9226
747,ema_9,ema_21,1,80,10.07621,-0.55642,0.0137,0.17181,0.58068,16.88869,13:30:00,8.91908
661,ema_9,ema_21,1,71,8.19645,0.52017,0.0053,0.30252,0.40922,26.85354,13:30:00,8.91788
543,ema_9,ema_21,1,71,17.80624,-6.21213,0.01168,0.00468,0.72335,45.23775,13:30:00,8.88912
1050,ema_9,ema_21,0,75,11.0693,4.60523,0.00692,0.03929,0.61963,26.44427,13:30:00,8.73477
683,ema_9,ema_21,1,79,6.74663,1.10404,0.00513,0.01117,0.46409,19.79674,13:30:00,8.63225
540,ema_9,ema_21,1,79,10.54786,4.02673,0.01514,0.12452,0.89074,41.48668,14:30:00,8.59187
181,ema_9,ema_21,0,56,11.07597,3.51196,0.01505,0.07832,0.47667,23.97551,14:30:00,8.51931
1613,ema_9,ema_21,1,80,12.52254,-0.82292,0.01506,0.35546,0.56991,23.21295,13:30:00,8.50127
1038,ema_9,ema_21,1,78,9.16927,0.84443,0.02184,0.02287,0.73502,19.89509,13:30:00,8.49523
1326,ema_9,ema_21,1,57,6.61963,0.32422,0.00809,0.04824,0.33073,38.43217,13:30:00,8.49331
984,ema_9,ema_21,0,79,11.71226,4.22539,0.01226,0.0063,0.9974,54.92652,14:30:00,8.43163
350,ema_9,ema_21,1,51,17.19865,2.31241,0.00684,0.23532,0.74302,37.86958,13:30:00,8.39799
1544,ema_9,ema_21,1,72,15.72037,-1.10429,0.01319,0.01106,0.50494,15.51497,13:30:00,8.39572
382,ema_9,ema_21,1,78,17.05577,2.81571,0.05221,0.11357,0.81078,39.61855,13:30:00,8.38411
2026,ema_9,ema_21,1,79,9.976,-2.2427,0.04791,0.03804,0.76475,48.02634,13:30:00,8.32161
360,ema_9,ema_21,1,78,16.57453,-0.86436,0.0052,0.35597,0.46049,23.75466,13:30:00,8.31167
23,ema_9,ema_21,0,49,15.63175,-5.79055,0.00747,0.22327,0.23841,23.994,14:30:00,8.29657
112,ema_9,ema_21,0,63,14.83242,-9.85673,0.00544,0.29075,0.06934,16.05885,14:30:00,8.24366
234,ema_9,ema_21,1,76,8.59052,4.74613,0.00913,0.10954,0.60593,34.52651,14:30:00,8.2072
1882,ema_9,ema_21,1,76,9.11482,-3.80058,0.0332,0.00268,0.6053,40.47293,13:30:00,8.20044
1562,ema_9,ema_21,1,73,9.36012,3.52453,0.0132,0.18652,0.54594,34.87191,13:30:00,8.17964
337,ema_9,ema_21,1,78,8.81026,0.08017,0.01515,0.18687,0.5806,32.29834,14:30:00,8.17656
2082,ema_9,ema_21,1,70,8.98183,-0.74548,0.02425,0.025,0.59798,49.19429,13:30:00,8.15822
781,ema_9,ema_21,1,75,10.11152,-0.01135,0.02307,0.01338,0.87731,18.47786,13:30:00,8.14118
322,ema_9,ema_21,1,77,6.73144,3.68723,0.00562,0.30547,0.43066,37.15803,13:30:00,8.11515
262,ema_9,ema_21,1,73,8.35112,1.74145,0.00756,0.03239,0.4656,27.96783,13:30:00,8.11264
982,ema_9,ema_21,0,80,19.32782,1.86912,0.01954,0.19537,0.55193,35.78264,13:30:00,8.0584
586,ema_9,ema_21,0,63,16.47828,-9.75722,0.00838,0.01213,0.60565,25.21681,13:30:00,7.98294
1916,ema_9,ema_21,1,78,15.12426,0.46368,0.01506,0.20263,0.38106,14.57338,13:30:00,7.9338
872,ema_9,ema_21,1,77,10.18653,0.63849,0.0645,0.02739,0.89169,44.27029,14:30:00,7.91868
477,ema_9,ema_21,1,79,13.98761,0.97354,0.02462,0.23337,0.74813,41.99482,14:30:00,7.89776
1292,ema_9,ema_21,0,74,10.12552,-1.08502,0.02178,0.03675,0.49203,42.33263,13:30:00,7.89735
354,ema_9,ema_21,1,70,19.16722,-2.96666,0.00632,0.0605,0.96981,37.01724,13:30:00,7.88558
135,ema_9,ema_21,0,44,13.61035,-6.67658,0.01023,0.11231,0.31159,39.2986,13:30:00,7.79324
1948,ema_9,ema_21,1,75,9.15597,2.24607,0.01544,0.0308,0.67697,26.94442,13:30:00,7.694
569,ema_9,ema_21,1,65,9.74093,-2.09741,0.00704,0.12481,0.6822,45.02604,13:30:00,7.68582
1238,ema_9,ema_21,1,74,7.35915,1.29016,0.0052,0.01533,0.40096,41.10442,13:30:00,7.49492
1586,ema_9,ema_21,0,76,10.70934,1.88151,0.02624,0.0769,0.38085,19.61064,13:30:00,7.46954
935,ema_9,ema_21,1,78,9.74325,3.01023,0.02666,0.0414,0.7992,56.8645,13:30:00,7.44476
687,ema_9,ema_21,1,77,19.6982,3.80076,0.02281,0.15133,0.69779,56.84366,13:30:00,7.36563
1934,ema_9,ema_21,1,78,7.62248,0.99846,0.00695,0.01848,0.43712,53.03208,13:30:00,7.32728
1146,ema_9,ema_21,0,36,11.90846,-7.05611,0.00674,0.04824,0.90567,43.34027,13:30:00,7.26274
160,ema_9,ema_21,0,64,18.47359,3.75926,0.0194,0.15105,0.04459,32.76688,14:30:00,7.2311
155,ema_9,ema_21,0,68,11.13174,-6.26388,0.00516,0.03699,0.28074,33.9351,14:30:00,7.05157
120,ema_9,ema_21,0,47,11.34205,-7.02982,0.01556,0.04157,0.16713,43.37759,14:30:00,7.03919
144,ema_9,ema_21,0,33,10.54853,-6.6537,0.00513,0.0769,0.42503,14.59768,14:30:00,7.02621
327,ema_9,ema_21,1,76,6.80542,1.41953,0.0129,0.14643,0.39632,17.69361,13:30:00,7.02592
893,ema_9,ema_21,1,69,6.26769,2.68629,0.00922,0.03339,0.33349,29.34568,13:30:00,7.00775
1337,ema_9,ema_21,1,69,16.45003,-2.43306,0.01251,0.02227,0.63795,32.11127,13:30:00,7.00626
1835,ema_9,ema_21,1,72,12.06374,0.30343,0.01019,0.01488,0.2133,10.26614,13:30:00,6.9127
1019,ema_9,ema_21,1,73,19.52904,-2.47824,0.00584,0.29464,0.99876,56.3687,14:30:00,6.8731
1103,ema_9,ema_21,1,73,9.25775,1.02718,0.01579,0.0458,0.10938,26.97426,13:30:00,6.84457
804,ema_9,ema_21,1,75,10.15431,2.04926,0.02128,0.10469,0.85838,46.88664,13:30:00,6.76785
231,ema_9,ema_21,0,80,19.0577,3.02505,0.07282,0.07411,0.39114,42.31048,13:30:00,6.6964
123,ema_9,ema_21,0,46,10.62378,-8.74903,0.00888,0.01203,0.4509,43.87481,14:30:00,6.60654
784,ema_9,ema_21,1,71,19.43655,-1.67572,0.01925,0.02836,0.78004,50.12932,13:30:00,6.48434
1943,ema_9,ema_21,1,68,10.33912,-0.84142,0.01149,0.0178,0.92294,27.2875,13:30:00,6.39804
883,ema_9,ema_21,0,59,13.77527,4.92786,0.02326,0.08892,0.70675,55.71272,13:30:00,6.26073
878,ema_9,ema_21,1,72,15.08176,0.14537,0.0122,0.06668,0.35137,21.54057,13:30:00,6.25975
1541,ema_9,ema_21,1,73,7.90018,1.39993,0.01419,0.03138,0.44095,10.49307,13:30:00,6.16999
223,ema_9,ema_21,0,75,11.76369,4.65814,0.00617,0.2645,0.54528,34.36066,14:30:00,6.13993
1419,ema_9,ema_21,1,80,11.37988,2.95574,0.02685,0.304,0.15783,8.30526,13:30:00,6.12758
488,ema_9,ema_21,0,79,15.34987,-2.03224,0.01239,0.09966,0.96781,55.77506,14:30:00,5.97272
465,ema_9,ema_21,1,76,11.46501,0.06344,0.00504,0.11992,0.17101,21.24127,13:30:00,5.96626
981,ema_9,ema_21,1,55,19.11078,-1.17676,0.00744,0.19163,0.96267,51.00688,13:30:00,5.94402
1379,ema_9,ema_21,1,80,6.34717,1.88844,0.02531,0.08913,0.32233,13.85815,13:30:00,5.88133
1339,ema_9,ema_21,1,75,9.09704,0.0361,0.03828,0.06864,0.5201,31.92033,13:30:00,5.68491
122,ema_9,ema_21,0,42,14.98223,-8.66917,0.00613,0.16694,0.28713,36.70982,14:30:00,5.67021
1052,ema_9,ema_21,1,79,6.99313,-0.08493,0.00621,0.33824,0.69499,49.87864,14:30:00,5.61129
1199,ema_9,ema_21,0,71,10.19571,2.23155,0.00591,0.28466,0.3785,7.97113,13:30:00,5.52513
504,ema_9,ema_21,0,77,10.16161,1.26809,0.02031,0.02735,0.98756,40.34145,14:30:00,5.50187
624,ema_9,ema_21,1,80,9.53445,0.09154,0.01949,0.00454,0.95829,43.38045,14:30:00,5.41921
1556,ema_9,ema_21,1,65,8.84365,0.68837,0.00502,0.01067,0.70183,12.08609,13:30:00,5.40233
111,ema_9,ema_21,1,53,9.38735,2.56364,0.01215,0.08453,0.56368,33.75844,14:30:00,5.33935
203,ema_9,ema_21,0,74,16.3727,-0.06016,0.01106,0.29022,0.49661,28.16821,14:30:00,5.32307
1616,ema_9,ema_21,1,79,6.45714,1.57083,0.02181,0.0384,0.45988,19.41074,13:30:00,5.23476
329,ema_9,ema_21,1,79,8.73861,4.89474,0.0249,0.01356,0.60982,30.92334,13:30:00,5.20515
355,ema_9,ema_21,0,74,9.6165,3.20066,0.00509,0.00078,0.78275,47.85419,13:30:00,5.16839
1086,ema_9,ema_21,1,79,7.73417,0.71597,0.00643,0.21974,0.44757,28.11549,13:30:00,5.13814
940,ema_9,ema_21,0,77,10.92034,-0.01694,0.00649,0.35084,0.16993,36.15768,13:30:00,5.11621
131,ema_9,ema_21,0,74,19.93222,-4.27669,0.00531,0.00267,0.01174,46.25979,14:30:00,5.00744
315,ema_9,ema_21,1,55,11.27343,-3.30116,0.0051,0.40113,0.75078,12.91863,13:30:00,5.0045
1693,ema_9,ema_21,1,68,14.94911,-0.38502,0.13353,0.01966,0.99019,43.65292,13:30:00,4.99451
1148,ema_9,ema_21,0,78,12.83716,0.06753,0.00624,0.56707,0.91302,59.70068,13:30:00,4.95254
1831,ema_9,ema_21,1,79,10.42474,0.75822,0.01632,0.27705,0.63322,39.08356,13:30:00,4.89979
789,ema_9,ema_21,1,80,14.09548,-3.41883,0.02222,0.12191,0.77132,56.86438,13:30:00,4.86546
458,ema_9,ema_21,1,59,7.75158,3.8347,0.00633,0.07777,0.29587,19.2116,13:30:00,4.85673
269,ema_9,ema_21,1,68,17.81122,-3.40031,0.00596,0.09531,0.59863,29.93756,13:30:00,4.82208
1713,ema_9,ema_21,1,63,19.40601,4.15418,0.01026,0.23866,0.92569,31.39431,14:30:00,4.7538
1085,ema_9,ema_21,1,79,8.21641,1.30224,0.00607,0.16995,0.75517,57.72056,14:30:00,4.75262
377,ema_9,ema_21,1,79,6.81143,2.04515,0.00525,0.15543,0.52469,12.87957,13:30:00,4.60358
1240,ema_9,ema_21,1,68,16.63727,0.04558,0.00938,0.32924,0.49755,25.98645,13:30:00,4.56604
548,ema_9,ema_21,1,77,6.56283,4.68102,0.00626,0.01951,0.43951,22.86007,13:30:00,4.53741
1302,ema_9,ema_21,0,60,12.22695,3.20586,0.01478,0.12539,0.93654,39.91589,14:30:00,4.50908
1652,ema_9,ema_21,1,75,9.85285,4.77995,0.03048,0.2717,0.37434,18.39424,13:30:00,4.49669
558,ema_9,ema_21,1,70,10.06372,0.49504,0.01057,0.27459,0.64064,20.78791,13:30:00,4.44716
529,ema_9,ema_21,1,63,15.66181,-1.93504,0.00703,0.01786,0.93531,52.69369,13:30:00,4.33382
1807,ema_9,ema_21,1,74,9.68014,-0.29918,0.00959,0.27786,0.48866,43.76216,13:30:00,4.32848
1260,ema_9,ema_21,1,74,9.15812,3.18173,0.00905,0.06744,0.76047,20.52665,14:30:00,4.29391
1214,ema_9,ema_21,1,80,8.41816,3.87238,0.01866,0.24379,0.43372,30.59168,13:30:00,4.2268
2023,ema_9,ema_21,0,40,11.5827,-8.31112,0.01484,0.03402,0.89261,38.19942,14:30:00,4.16861
891,ema_9,ema_21,1,80,6.34843,0.5865,0.01205,0.2527,0.27839,26.15912,13:30:00,4.13924
571,ema_9,ema_21,1,77,16.2041,-0.71087,0.012,0.07165,0.48134,19.77913,13:30:00,4.13752
1217,ema_9,ema_21,0,65,9.66369,1.22386,0.00521,0.11319,0.33135,29.94263,13:30:00,4.07527
369,ema_9,ema_21,1,67,16.3697,-4.20139,0.00518,0.20326,0.74186,59.72101,13:30:00,3.99784
1055,ema_9,ema_21,1,79,8.67029,-0.9198,0.01039,0.2092,0.58851,51.70726,14:30:00,3.98692
200,ema_9,ema_21,0,64,9.73876,3.86833,0.0053,0.38493,0.07792,25.81794,14:30:00,3.94232
734,ema_9,ema_21,1,80,5.60171,-0.81122,0.00784,0.0536,0.26293,31.12616,13:30:00,3.91453
737,ema_9,ema_21,1,58,9.59451,-0.75404,0.03428,0.00475,0.74156,8.23606,13:30:00,3.89836
1134,ema_9,ema_21,1,74,8.15678,-0.18493,0.01354,0.0134,0.47697,31.28718,13:30:00,3.8868
1854,ema_9,ema_21,1,76,7.56029,-0.04308,0.00953,0.16294,0.45834,8.03583,13:30:00,3.86842
1194,ema_9,ema_21,0,76,19.92849,-4.67692,0.00505,0.06451,0.09275,7.67972,13:30:00,3.73072
238,ema_9,ema_21,0,53,15.86482,1.75865,0.02312,0.10685,0.08941,43.08818,14:30:00,3.57708
1871,ema_9,ema_21,1,80,7.82513,2.94213,0.00503,0.28124,0.50418,43.5739,13:30:00,3.52442
195,ema_9,ema_21,0,79,8.96937,4.20052,0.00981,0.3165,0.48538,7.15087,14:30:00,3.47424
1825,ema_9,ema_21,1,79,8.43856,2.491,0.10584,0.12655,0.38965,9.18391,14:30:00,3.38828
