trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
826,0.0174,0.00544,0.06397,10.00008,7.50425,median_nonzero,0,0,65,8.62374,0.30346,-1.87086,0.00501,0.01002,17.03729,1524352944835.0173
1159,0.0185,0.00517,0.06231,10.00011,7.52567,median_nonzero,0,0,68,8.61594,0.3078,-1.84883,0.00556,0.01152,16.59372,1524224161078.5952
941,0.01763,0.0051,0.06424,10.00002,7.52482,median_nonzero,0,0,69,8.64552,0.30908,-1.84625,0.00574,0.01059,16.73785,1524179523491.5906
819,0.01757,0.00531,0.06414,10.00034,7.50164,median_nonzero,0,0,67,8.6474,0.30469,-1.86405,0.00536,0.01004,16.79165,1524174855315.676
1257,0.01976,0.00525,0.06227,10.00037,7.54993,median_nonzero,0,0,67,8.56811,0.30009,-2.01656,0.00501,0.0112,17.4998,1524114010421.7334
1212,0.02033,0.00501,0.06226,10.00822,7.58265,median_nonzero,0,0,68,8.52209,0.30485,-1.93532,0.00549,0.01058,17.25253,1524034851122.273
1017,0.01762,0.005,0.06371,10.00033,7.52573,median_nonzero,0,0,68,8.61762,0.3074,-1.87391,0.00579,0.01064,16.94609,1523914231638.3376
1230,0.02037,0.00516,0.06203,10.0098,7.54138,median_nonzero,0,0,69,8.56281,0.31037,-1.98029,0.006,0.01001,17.49741,1523858520909.4517
1242,0.01936,0.00526,0.06314,10.00034,7.5732,median_nonzero,0,0,69,8.57372,0.30276,-2.0112,0.00501,0.01044,17.11245,1523769719025.121
1259,0.0203,0.005,0.06243,10.01571,7.50133,median_nonzero,0,0,68,8.59586,0.30335,-1.95549,0.00529,0.01097,17.37782,1523661152683.083
1137,0.01756,0.005,0.06231,10.00004,7.52819,median_nonzero,0,0,68,8.58347,0.30454,-1.83764,0.005,0.0123,16.09596,1523593394005.1226
965,0.01823,0.00525,0.06429,10.00004,7.50051,median_nonzero,0,0,68,8.76762,0.30954,-1.82212,0.00527,0.01007,16.53879,1523578038043.868
786,0.01736,0.00518,0.06392,10.00013,7.50003,median_nonzero,0,0,67,8.624,0.30269,-1.82699,0.00563,0.01202,16.08125,1523537092953.1616
963,0.01744,0.00522,0.06433,10.00029,7.52676,median_nonzero,0,0,68,8.66868,0.30889,-1.83498,0.00553,0.01,16.47051,1523470639748.7617
724,0.01688,0.00522,0.06509,10.00001,7.50003,median_nonzero,0,0,68,8.60962,0.32849,-1.72287,0.00672,0.01181,13.58297,1523444644517.628
1206,0.01984,0.00501,0.06256,10.00013,7.60197,median_nonzero,0,0,69,8.5405,0.30748,-1.91658,0.00537,0.01061,17.77255,1523235517122.0098
877,0.01798,0.00519,0.0639,10.00006,7.5005,median_nonzero,0,0,63,8.62579,0.31089,-1.83126,0.0053,0.0113,17.05246,1523210358103.9033
1185,0.01978,0.0051,0.06231,10.0001,7.57322,median_nonzero,0,0,67,8.55562,0.30003,-1.90781,0.00503,0.01103,16.37546,1523191639137.898
1040,0.01721,0.00536,0.06389,10.0001,7.52668,median_nonzero,0,0,67,8.60964,0.30648,-1.86623,0.005,0.01118,16.67312,1523171108395.071
939,0.01747,0.00509,0.0642,10.00023,7.53056,median_nonzero,0,0,69,8.63775,0.30852,-1.8223,0.00561,0.01111,16.50936,1523121847693.3816
566,0.01697,0.00529,0.06518,10.00045,7.50075,median_nonzero,0,0,70,8.60391,0.32469,-2.51022,0.00719,0.01139,14.96527,1523101729115.699
1280,0.01958,0.00532,0.06314,10.00012,7.60298,median_nonzero,0,0,69,8.6165,0.30571,-1.93814,0.00502,0.01051,17.38839,1523011968297.595
743,0.01685,0.00529,0.06453,10.00005,7.52622,median_nonzero,0,0,68,8.68058,0.31017,-1.78377,0.00576,0.01031,12.88406,1522981581649.1804
1315,0.02008,0.0051,0.06268,10.00896,7.54943,median_nonzero,0,0,69,8.56406,0.3059,-1.97865,0.00535,0.01062,17.5854,1522901276610.043
1270,0.01964,0.00521,0.0626,10.00006,7.61562,median_nonzero,0,0,70,8.56572,0.30353,-1.92128,0.005,0.01094,17.69565,1522820990625.6472
920,0.01677,0.00508,0.06392,10.00013,7.55338,median_nonzero,0,0,67,8.60683,0.30898,-1.85737,0.00525,0.01,16.99384,1522653065592.1846
869,0.01806,0.00539,0.06443,10.00013,7.59069,median_nonzero,0,0,68,8.61472,0.30668,-1.85434,0.0053,0.01069,17.2434,1522643942303.6553
1233,0.02073,0.00529,0.06246,10.00819,7.59051,median_nonzero,0,0,68,8.53913,0.30828,-1.93325,0.00525,0.01051,19.22203,1522634824462.7793
601,0.01733,0.00512,0.06453,10.00019,7.52658,median_nonzero,0,0,70,8.53466,0.31345,-1.7097,0.00665,0.0107,15.24873,1522541453709.273
767,0.01696,0.00501,0.06449,10.00027,7.50103,median_nonzero,0,0,67,8.65705,0.30055,-1.78688,0.00583,0.01001,16.23341,1522242715456.146
678,0.01644,0.00539,0.06536,10.00014,7.53073,median_nonzero,0,0,70,8.59939,0.32769,-1.72848,0.00668,0.01102,13.51242,1522126682495.3376
685,0.01616,0.00524,0.0655,10.0001,7.50089,median_nonzero,0,0,71,8.67092,0.32612,-1.72193,0.00658,0.01054,13.38672,1522014911363.3667
1228,0.0201,0.00516,0.06263,10.00852,7.57531,median_nonzero,0,0,70,8.55917,0.30296,-1.95886,0.005,0.01152,17.10326,1522004702219.9067
1148,0.0179,0.00512,0.06251,10.00024,7.52479,median_nonzero,0,0,67,8.56078,0.30427,-1.869,0.00556,0.01236,16.36256,1521943589053.3816
791,0.01713,0.0051,0.06366,10.00023,7.53173,median_nonzero,0,0,67,8.6295,0.30429,-1.8448,0.00562,0.01174,15.80685,1521844286494.9
1178,0.01914,0.0051,0.06203,10.00003,7.52818,median_nonzero,0,0,66,8.53464,0.30204,-1.96826,0.00524,0.01001,15.9828,1521780330477.251
1190,0.01976,0.00507,0.06224,10.01037,7.50096,median_nonzero,0,0,68,8.53702,0.30005,-1.98885,0.00588,0.01001,16.19792,1521734270853.463
1143,0.01779,0.00509,0.06263,10.0002,7.55175,median_nonzero,0,0,67,8.55849,0.30001,-1.84118,0.00533,0.01194,16.49379,1521559619114.6658
1296,0.02027,0.00517,0.06226,10.0001,7.61734,median_nonzero,0,0,67,8.50812,0.31135,-1.98879,0.0062,0.01214,17.92088,1521544022791.7637
838,0.01773,0.00535,0.06385,10.0,7.52818,median_nonzero,0,0,65,8.59763,0.30033,-1.85499,0.00526,0.01091,17.31746,1521435763599.3997
894,0.01788,0.00532,0.06379,10.00007,7.55033,median_nonzero,0,0,65,8.59641,0.30433,-1.90754,0.005,0.01055,17.34856,1521420425710.9197
1204,0.02026,0.00509,0.06274,10.01046,7.61181,median_nonzero,0,0,69,8.53559,0.3049,-1.94397,0.005,0.01103,17.41311,1521224930966.8333
1118,0.01773,0.005,0.06448,10.0003,7.52739,median_nonzero,0,0,68,8.58946,0.30651,-1.94577,0.0062,0.01152,16.06694,1521221747058.1843
729,0.01662,0.00521,0.06495,10.00003,7.52666,median_nonzero,0,0,68,8.59424,0.32789,-1.79991,0.00676,0.01149,13.62194,1521213487387.317
781,0.01727,0.00512,0.06405,10.00011,7.57818,median_nonzero,0,0,68,8.62555,0.30334,-1.8189,0.00568,0.01167,16.33962,1521076913290.3933
535,0.01734,0.00544,0.06531,10.00024,7.50011,median_nonzero,0,0,68,8.62837,0.31835,-1.80321,0.00742,0.01148,15.35392,1521067293364.3274
644,0.01683,0.00524,0.06488,10.00025,7.50108,median_nonzero,0,0,68,8.54868,0.32541,-1.79108,0.00726,0.01228,15.77115,1520935793290.5806
1187,0.01979,0.00508,0.06209,10.00888,7.5549,median_nonzero,0,0,68,8.50904,0.30289,-1.99801,0.00523,0.01002,16.76593,1520891782120.1147
1303,0.01972,0.00524,0.06276,10.00013,7.6069,median_nonzero,0,0,69,8.51635,0.30536,-1.9669,0.00567,0.0115,17.42762,1520858700363.8528
1225,0.01988,0.00516,0.06238,10.00921,7.5554,median_nonzero,0,0,70,8.53179,0.30005,-1.9358,0.005,0.01057,17.38894,1520739301933.017
949,0.01846,0.00517,0.0644,10.00014,7.50035,median_nonzero,0,0,66,8.64189,0.30609,-1.89928,0.00593,0.01107,17.24093,1520705628607.2737
513,0.01777,0.00535,0.06568,10.00003,7.52643,median_nonzero,0,0,70,8.54984,0.3187,-1.73145,0.00748,0.01129,14.31779,1520612685908.0298
502,0.01782,0.00534,0.0659,10.00059,7.56236,median_nonzero,0,0,73,8.52326,0.32375,-1.74433,0.00679,0.01106,13.96446,1520534388791.3413
1221,0.02035,0.00525,0.06292,10.00968,7.61455,median_nonzero,0,0,70,8.4962,0.30441,-1.98193,0.0053,0.01111,17.86558,1520363910908.218
785,0.01717,0.00515,0.0638,10.00015,7.50004,median_nonzero,0,0,67,8.63151,0.30271,-1.80915,0.0058,0.01155,16.5303,1520358782763.5156
763,0.01698,0.00536,0.06491,10.00018,7.53435,median_nonzero,0,0,69,8.60782,0.30897,-1.79461,0.00683,0.01184,13.6865,1520308773912.544
843,0.01766,0.00535,0.06412,10.00013,7.54668,median_nonzero,0,0,65,8.62848,0.30645,-1.86575,0.00501,0.01104,17.199,1520303507559.438
875,0.01826,0.00509,0.06444,10.00009,7.55048,median_nonzero,0,0,64,8.59083,0.30766,-1.84409,0.00501,0.01121,17.36806,1520295559026.9204
1087,0.01737,0.00549,0.06343,10.00033,7.57329,median_nonzero,0,0,68,8.61671,0.30273,-1.90209,0.0058,0.01206,16.87966,1520275623004.7847
1027,0.01817,0.00534,0.06363,10.00017,7.59727,median_nonzero,0,0,69,8.5891,0.30337,-1.86847,0.00585,0.01066,17.2524,1520212445158.9377
1222,0.02054,0.00762,0.06277,10.00003,7.59184,median_nonzero,0,0,70,8.52226,0.30681,-1.96497,0.00546,0.01104,17.64009,1520200582766.5767
521,0.01772,0.00544,0.0646,10.00004,7.50219,median_nonzero,0,0,69,8.6213,0.31562,-1.78546,0.008,0.01063,15.73497,1520182769734.074
878,0.01832,0.00532,0.06412,10.0097,7.53936,median_nonzero,0,0,68,8.60874,0.31137,-1.86535,0.00524,0.01001,17.6425,1520175800640.93
335,0.01735,0.00538,0.06659,10.00014,7.50166,median_nonzero,0,0,88,8.33525,0.3382,-1.82795,0.00656,0.01397,15.85662,1520116572615.2046
1157,0.01734,0.00516,0.06244,10.00869,7.53713,median_nonzero,0,0,68,8.60099,0.3,-1.88287,0.00527,0.01056,16.97647,1520045945036.937
1006,0.01746,0.00525,0.0639,10.00024,7.55356,median_nonzero,0,0,68,8.6824,0.30567,-1.91379,0.0058,0.01071,17.4197,1519986834452.402
663,0.01713,0.00558,0.06557,10.00023,7.52904,median_nonzero,0,0,71,8.5668,0.32918,-2.32255,0.00672,0.01244,13.66807,1519953986632.7783
687,0.01616,0.00513,0.0651,10.00022,7.52729,median_nonzero,0,0,71,8.67115,0.31968,-1.74389,0.00656,0.01067,13.07533,1519826709651.6763
655,0.01694,0.00533,0.06541,10.00019,7.52954,median_nonzero,0,0,68,8.53426,0.3238,-1.75116,0.00701,0.01164,15.18986,1519824600960.5457
943,0.01766,0.00508,0.06426,10.00017,7.5267,median_nonzero,0,0,69,8.72916,0.30964,-1.86933,0.00558,0.01065,16.8516,1519727743266.2346
1029,0.01753,0.00527,0.06412,10.00011,7.55864,median_nonzero,0,0,68,8.69546,0.31109,-1.95464,0.00569,0.01124,17.03734,1519697645320.3118
666,0.01645,0.0051,0.06561,10.00031,7.52679,median_nonzero,0,0,71,8.56474,0.32613,-1.79956,0.0069,0.01227,13.72695,1519659635629.7053
490,0.01845,0.00509,0.06518,10.00058,7.52671,median_nonzero,0,0,70,8.51486,0.3156,-1.75754,0.00751,0.0119,13.51751,1519548663645.5247
754,0.01682,0.00526,0.06455,10.00004,7.50024,median_nonzero,0,0,68,8.63572,0.31853,-1.80514,0.00747,0.01172,15.96398,1519434788589.5586
1162,0.01905,0.00521,0.06226,10.0002,7.53141,median_nonzero,0,0,66,8.58859,0.30705,-1.88017,0.00538,0.01231,17.29099,1519417482804.0986
505,0.01736,0.00535,0.06503,10.00028,7.55852,median_nonzero,0,0,70,8.59695,0.32016,-1.7726,0.00729,0.01054,14.21723,1519387567122.0784
1236,0.02011,0.00508,0.06298,10.00068,7.50034,median_nonzero,0,0,70,8.48594,0.39802,-1.96886,0.00617,0.01054,17.12685,1519347911107.8486
775,0.01698,0.00511,0.064,10.00001,7.5488,median_nonzero,0,0,68,8.66397,0.30529,-1.78475,0.00633,0.01115,16.01449,1519265165271.1194
766,0.017,0.005,0.06478,10.00001,7.52936,median_nonzero,0,0,68,8.65679,0.30416,-1.78506,0.00643,0.01105,16.25716,1519182030026.8613
855,0.01717,0.00526,0.06405,10.00004,7.53068,median_nonzero,0,0,67,8.67008,0.30785,-1.84993,0.00528,0.01115,16.44115,1519156070756.986
1033,0.01733,0.00527,0.06299,10.00899,7.50039,median_nonzero,0,0,68,8.58046,0.36483,-1.83698,0.00523,0.01,17.45745,1519112920798.39
1037,0.01727,0.00516,0.06387,10.00016,7.55078,median_nonzero,0,0,68,8.71139,0.30299,-1.81049,0.00601,0.01,17.11378,1519070275065.6206
1003,0.01767,0.00521,0.06371,10.00028,7.54812,median_nonzero,0,0,67,8.66715,0.30916,-1.84412,0.00532,0.01061,17.33383,1519047463462.749
1091,0.01777,0.00518,0.06414,10.0101,7.52717,median_nonzero,0,0,69,8.56591,0.30496,-1.8087,0.00524,0.01154,16.75035,1518949946874.5403
1173,0.01883,0.005,0.06266,10.00023,7.5503,median_nonzero,0,0,67,8.57324,0.30525,-1.92662,0.00591,0.01001,16.59238,1518908424990.4863
853,0.018,0.00534,0.06428,10.00033,7.57831,median_nonzero,0,0,67,8.63431,0.30918,-1.85474,0.00545,0.01058,17.45854,1518869058679.51
776,0.01719,0.00508,0.06435,10.00034,7.55817,median_nonzero,0,0,68,8.70534,0.30589,-1.81891,0.00589,0.01002,15.92018,1518849169341.491
641,0.01689,0.00526,0.06539,10.00016,7.52785,median_nonzero,0,0,68,8.54209,0.32823,-2.3603,0.0073,0.0127,15.44481,1518734453607.32
1261,0.01988,0.00531,0.06205,10.00905,7.55347,median_nonzero,0,0,68,8.57548,0.30531,-2.00866,0.00501,0.01162,18.06584,1518716226578.939
570,0.01673,0.00536,0.06514,10.0005,7.52596,median_nonzero,0,0,70,8.64228,0.32715,-1.70777,0.00751,0.01134,15.14963,1518692351593.5784
1111,0.0173,0.00523,0.06385,10.00018,7.61132,median_nonzero,0,0,70,8.59156,0.30905,-1.87688,0.00589,0.01156,17.90993,1518669005049.115
1010,0.01796,0.00532,0.06405,10.01004,7.50091,median_nonzero,0,0,67,8.62091,0.30807,-1.85089,0.00562,0.01058,16.834,1518618414151.256
504,0.01765,0.00527,0.06581,10.00039,7.55592,median_nonzero,0,0,70,8.55331,0.32037,-1.76081,0.0072,0.01117,14.27964,1518591484721.5056
479,0.01804,0.00524,0.06574,10.00026,7.5681,median_nonzero,0,0,71,8.54417,0.32373,-1.65809,0.00726,0.01147,13.6467,1518557517598.788
542,0.01667,0.00548,0.06532,10.00013,7.53424,median_nonzero,0,0,69,8.54701,0.3234,-1.77182,0.00783,0.0107,15.33535,1518557268319.8516
854,0.01751,0.00543,0.06377,10.00018,7.54756,median_nonzero,0,0,66,8.57785,0.30333,-1.89445,0.00572,0.01102,17.22713,1518543992318.4272
928,0.01691,0.00516,0.06412,10.00027,7.58841,median_nonzero,0,0,66,8.62136,0.30956,-1.84082,0.00531,0.01059,17.52635,1518532529828.9446
740,0.01683,0.0053,0.06447,10.00913,7.52509,median_nonzero,0,0,68,8.62565,0.31737,-1.76662,0.00596,0.01042,13.03661,1518497432792.1758
1210,0.01951,0.00509,0.06274,10.0084,7.55302,median_nonzero,0,0,68,8.55114,0.30736,-2.00521,0.00535,0.01138,17.31595,1518440937037.9097
1192,0.01964,0.005,0.0628,10.00936,7.52688,median_nonzero,0,0,68,8.58153,0.30495,-1.95787,0.00547,0.01123,16.56271,1518431738590.9304
681,0.0165,0.00519,0.06509,10.00897,7.50042,median_nonzero,0,0,71,8.62225,0.32682,-1.71887,0.00648,0.01111,13.41973,1518427105733.8442
999,0.01749,0.00516,0.06456,10.00046,7.55699,median_nonzero,0,0,69,8.70343,0.30677,-1.87304,0.00608,0.01152,16.85612,1518423905862.8413
465,0.01746,0.0054,0.06257,10.00014,7.54552,median_nonzero,0,0,71,8.46164,0.33163,-1.69308,0.00654,0.01308,13.82939,1518335507291.262
845,0.01783,0.00528,0.06421,10.00019,7.59092,median_nonzero,0,0,67,8.64848,0.30817,-1.92939,0.00533,0.01061,17.66031,1518314897715.1558
1130,0.01754,0.0053,0.06412,10.00943,7.50021,median_nonzero,0,0,69,8.64649,0.30831,-1.82339,0.00552,0.01138,16.94413,1518227480810.1396
1114,0.01758,0.00517,0.06481,10.00892,7.50016,median_nonzero,0,0,69,8.54988,0.30022,-1.92824,0.0061,0.01226,16.2755,1518138316272.595
733,0.01605,0.00501,0.06427,10.0091,7.50019,median_nonzero,0,0,68,8.58869,0.32871,-1.79264,0.00639,0.01045,13.50272,1518113985643.247
1218,0.02034,0.00507,0.06225,10.00802,7.65958,median_nonzero,0,0,69,8.54236,0.30953,-1.93212,0.00591,0.01066,17.24428,1518062180726.0286
859,0.01731,0.005,0.06396,10.00007,7.60184,median_nonzero,0,0,67,8.57753,0.30292,-1.91162,0.00543,0.01002,16.63506,1518059322868.8833
1266,0.02023,0.005,0.06277,10.01118,7.63447,median_nonzero,0,0,70,8.5293,0.30236,-1.95068,0.00527,0.01052,17.54285,1518018342119.16
338,0.01671,0.00537,0.0664,10.00014,7.52346,median_nonzero,0,0,88,8.4014,0.33968,-1.80672,0.00701,0.0132,14.90238,1517992775606.3477
445,0.01796,0.00515,0.06643,10.00023,7.5767,median_nonzero,0,0,73,8.47266,0.33014,-1.69514,0.00699,0.01164,13.44286,1517976637682.6614
543,0.0167,0.00563,0.06521,10.00002,7.52826,median_nonzero,0,0,70,8.53827,0.32319,-1.78226,0.00853,0.01006,15.76152,1517968868023.9146
393,0.01794,0.00523,0.06595,10.00026,7.60356,median_nonzero,0,0,74,8.47973,0.32499,-1.67787,0.00644,0.01228,14.1342,1517882265786.063
1167,0.01963,0.00501,0.06264,10.00967,7.50015,median_nonzero,0,0,66,8.54055,0.30012,-1.98175,0.00583,0.01001,16.41798,1517815940092.938
460,0.01743,0.00531,0.0639,10.0003,7.55034,median_nonzero,0,0,73,8.45004,0.32654,-1.68384,0.00671,0.01291,13.78052,1517699715824.5176
1297,0.02062,0.00509,0.06259,10.00003,7.65023,median_nonzero,0,0,67,8.53451,0.30865,-1.99227,0.0059,0.01203,17.69896,1517686803107.19
1015,0.01833,0.0051,0.06338,10.00927,7.55322,median_nonzero,0,0,69,8.64931,0.31149,-1.81531,0.00528,0.01063,16.60562,1517682125430.9578
1021,0.01761,0.00514,0.07241,10.00925,7.52732,median_nonzero,0,0,68,8.6731,0.30838,-1.89899,0.00524,0.01065,16.92732,1517671150123.1484
541,0.01697,0.00541,0.0654,10.00033,7.55329,median_nonzero,0,0,69,8.55125,0.32293,-1.77031,0.00738,0.01178,15.45527,1517660333786.4744
253,0.02027,0.00568,0.065,10.00022,7.62619,median_nonzero,0,0,88,8.06372,0.34307,-2.09468,0.00529,0.01771,22.09963,1517560978206.4294
615,0.01782,0.00559,0.06522,10.00023,7.5537,median_nonzero,0,0,69,8.54248,0.31317,-2.32228,0.00739,0.01163,14.59578,1517557568586.7844
519,0.01781,0.0054,0.06511,10.00774,7.502,median_nonzero,0,0,69,8.60507,0.31829,-1.72449,0.00757,0.01011,15.15976,1517487889893.1028
1145,0.01764,0.00511,0.06204,10.00955,7.50003,median_nonzero,0,0,69,8.53393,0.30332,-1.85722,0.00549,0.01266,16.57198,1517485770425.412
1312,0.01946,0.00517,0.06247,10.00946,7.57734,median_nonzero,0,0,70,8.55396,0.30738,-1.92671,0.00531,0.01056,17.8944,1517467886466.9766
761,0.0168,0.0052,0.06409,10.0089,7.50011,median_nonzero,0,0,69,8.60028,0.31557,-1.84551,0.00624,0.01225,15.97362,1517457868033.936
880,0.01816,0.00538,0.0639,10.00007,7.50044,median_nonzero,0,0,63,8.71307,0.31178,-1.82783,0.00542,0.0106,17.31702,1517353936635.6152
1309,0.02059,0.005,0.06261,10.00996,7.54685,median_nonzero,0,0,67,8.48497,0.30873,-2.00803,0.00619,0.01095,17.6095,1517338201994.5073
364,0.0173,0.0052,0.06634,10.0001,7.5718,median_nonzero,0,0,76,8.45623,0.34079,-1.79761,0.00674,0.01272,14.26248,1517336940881.5464
1058,0.01772,0.005,0.0636,10.00891,7.52636,median_nonzero,0,0,69,8.61634,0.30248,-1.81533,0.00573,0.01123,16.43332,1517325369946.154
408,0.01735,0.00511,0.06581,10.00027,7.60267,median_nonzero,0,0,77,8.50199,0.32027,-1.63409,0.00642,0.01289,14.642,1517296968093.8657
982,0.01775,0.00528,0.06398,10.00007,7.55043,median_nonzero,0,0,69,8.80209,0.31001,-1.81977,0.00583,0.01096,17.13071,1517290218767.3267
1011,0.01767,0.0052,0.06467,10.00006,7.6042,median_nonzero,0,0,68,8.65381,0.3118,-1.86835,0.00604,0.01001,17.19701,1517267794665.2407
624,0.01795,0.00545,0.0644,10.00022,7.5877,median_nonzero,0,0,71,8.52682,0.31948,-1.77417,0.00709,0.01157,15.29874,1517197816488.9683
372,0.01757,0.00522,0.0661,10.00058,7.58784,median_nonzero,0,0,74,8.52312,0.33328,-1.69368,0.00666,0.01239,13.87297,1517158334678.7046
439,0.01731,0.005,0.06599,10.00003,7.56249,median_nonzero,0,0,75,8.44753,0.32634,-1.7292,0.00623,0.01401,14.06426,1517113657540.237
695,0.01598,0.00526,0.06525,10.00023,7.55594,median_nonzero,0,0,71,8.63408,0.32702,-1.73453,0.00668,0.01174,13.45385,1517090410673.9456
476,0.01769,0.00531,0.06616,10.00017,7.55879,median_nonzero,0,0,69,8.53297,0.3312,-1.67147,0.00736,0.0113,13.47465,1517075172734.8223
525,0.01739,0.00543,0.06483,10.00036,7.54409,median_nonzero,0,0,68,8.58765,0.31442,-1.74792,0.00811,0.01051,15.73449,1517063818954.921
693,0.01593,0.00525,0.0654,10.00029,7.53592,median_nonzero,0,0,70,8.70074,0.33091,-1.70305,0.00705,0.01148,13.3355,1517008860120.205
969,0.01813,0.00517,0.06457,10.00931,7.50199,median_nonzero,0,0,68,8.72082,0.3095,-1.84086,0.00526,0.01046,16.66651,1516992527468.0085
800,0.01747,0.00523,0.06388,10.0,7.57687,median_nonzero,0,0,67,8.59216,0.30697,-1.80937,0.00586,0.01274,15.85737,1516970133759.0393
299,0.01713,0.00508,0.06736,10.00007,7.52961,median_nonzero,0,0,88,8.29787,0.3389,-1.83377,0.00681,0.01453,22.34289,1516942330724.7744
984,0.01808,0.00517,0.06459,10.00053,7.55361,median_nonzero,0,0,67,8.72635,0.30564,-1.88428,0.00501,0.01099,16.50765,1516891058190.6467
485,0.01853,0.00523,0.06546,10.00004,7.56673,median_nonzero,0,0,69,8.58347,0.33465,-1.73493,0.00732,0.01094,13.65977,1516887231436.693
1308,0.01971,0.00508,0.06227,10.00987,7.54786,median_nonzero,0,0,68,8.56998,0.30516,-1.96538,0.00547,0.01248,16.96431,1516854251506.124
