,open,high,low,close,volume,ask,bid,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-05-02 19:17:00,205.08,205.19,205.07,205.115,68111.0,205.1765,205.0535,205.08,205.19,205.07,205.115,68111,205.1765,205.0535,7.595357403213353e-09,1.600664739084162e-05,1.8457733665160042e-09,4.854490225475997e-06,0,0,5.809,5.809,Hold,0,5.809,0.657,5.152
2025-05-02 19:18:00,205.12,205.19,205.07,205.18,66777.0,205.2416,205.1184,205.12,205.19,205.07,205.18,66777,205.2416,205.1184,3.075786863418587e-09,1.0672123522848888e-05,7.474573179632051e-10,3.2202511829486338e-06,0,0,5.809,5.809,Hold,0,5.809,0.722,5.087
2025-05-02 19:19:00,205.17,205.2,205.105,205.106,117240.0,205.1675,205.0445,205.17,205.2,205.105,205.106,117240,205.1675,205.0445,3.9415018650580065e-08,7.127887354782786e-06,9.578376342789816e-09,2.134469346533183e-06,0,0,5.809,5.809,Hold,0,5.809,0.648,5.1610000000000005
2025-05-02 19:20:00,205.11,205.11,204.88,204.88,133291.0,204.9415,204.8185,205.11,205.11,204.88,204.88,133291,204.9415,204.8185,3.012929950533901e-07,4.852355901539654e-06,7.321822480033785e-08,1.4373570202201233e-06,0,0,5.809,5.809,Hold,0,5.809,0.422,5.3870000000000005
2025-05-02 19:21:00,204.89,204.965,204.81,204.8999,213848.0,204.9614,204.8384,204.89,204.965,204.81,204.8999,213848,204.9614,204.8384,6.09613311090973e-07,3.4381083713900944e-06,1.481441825251454e-07,1.00410025977414e-06,0,0,5.809,5.809,Hold,0,5.809,0.442,5.367
2025-05-02 19:22:00,204.8914,205.05,204.8914,204.94,88321.0,205.0015,204.8785,204.8914,205.05,204.8914,204.94,88321,205.0015,204.8785,1.1377115404061723e-06,2.6713094277287873e-06,2.7647911066978686e-07,7.691903029514002e-07,0,0,5.809,5.809,Hold,0,5.809,0.482,5.327
2025-05-02 19:23:00,204.95,204.9808,204.91,204.9285,65586.0,204.99,204.867,204.95,204.9808,204.91,204.9285,65586,204.99,204.867,2.568005487206331e-06,2.636874780887969e-06,6.240596566722558e-07,7.586411994746015e-07,0,0,5.809,5.809,Hold,0,5.809,0.471,5.338
2025-05-02 19:24:00,204.92,205.03,204.9,205.005,67485.0,205.0665,204.9435,204.92,205.03,204.9,205.005,67485,205.0665,204.9435,3.95420413603232e-06,3.0759845659360863e-06,9.609244559009289e-07,8.931631122899347e-07,0,0,5.809,5.809,Hold,0,5.809,0.547,5.2620000000000005
2025-05-02 19:25:00,205.005,205.005,204.89,204.915,77112.0,204.9765,204.8535,205.005,205.005,204.89,204.915,77112,204.9765,204.8535,1.258549401580099e-05,6.2458210492243875e-06,3.0584432602189542e-06,1.8642470679732384e-06,0,0,5.809,5.809,Hold,0,5.809,0.457,5.352
2025-05-02 19:26:00,204.915,204.99,204.915,204.92,67691.0,204.9815,204.8585,204.915,204.99,204.915,204.92,67691,204.9815,204.8585,2.6696337311422663e-05,1.306265980329048e-05,6.487566782848767e-06,3.9525954031172095e-06,0,0,5.809,5.809,Hold,0,5.809,0.462,5.347
2025-05-02 19:27:00,204.92,204.95,204.86,204.9098,99186.0,204.9713,204.8483,204.92,204.95,204.86,204.9098,99186,204.9713,204.8483,5.979643043917331e-05,2.864058334858476e-05,1.4531331819969222e-05,8.724914637074545e-06,0,0,5.809,5.809,Hold,0,5.809,0.452,5.357
