TimeStamp,bb_feature,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 15:30:00,-4.088,348.73,348.82,348.64,13332.0,0,0.0,0.0,Hold
2025-05-20 15:31:00,-5.563,350.04,350.24,350.02,13941.0,0,0.0,0.0,Hold
2025-05-20 15:32:00,-7.39,351.59,351.73,351.55,13206.0,0,0.0,0.0,Hold
2025-05-20 15:33:00,-8.31,352.23,352.35,352.23,9064.0,0,0.0,0.0,Hold
2025-05-20 15:34:00,-8.725,352.4,352.46,352.35,12475.0,0,0.0,0.0,Hold
2025-05-20 15:35:00,-10.209,353.58,353.69,353.57,10160.0,0,0.0,0.0,Hold
2025-05-20 15:36:00,-11.001,354.08,354.26,354.08,9881.0,0,0.0,0.0,Hold
2025-05-20 15:37:00,-10.523,353.4,353.47,353.34,6453.0,0,0.0,0.0,Hold
2025-05-20 15:38:00,-11.495,354.15,354.16,354.08,7608.0,0,0.0,0.0,Hold
2025-05-20 15:39:00,-11.608,354.07,354.2,354.03,7461.0,0,0.0,0.0,Hold
2025-05-20 15:40:00,-9.172,351.58,351.65,351.6,8032.0,0,0.0,0.0,Hold
2025-05-20 15:41:00,-8.477,350.86,350.87,350.77,11217.0,0,0.0,0.0,Hold
2025-05-20 15:42:00,-8.87,351.22,351.24,351.08,10154.0,0,0.0,0.0,Hold
2025-05-20 15:43:00,-7.58,349.93,350.0,349.88,6688.0,0,0.0,0.0,Hold
2025-05-20 15:44:00,-7.573,349.93,349.97,349.9,6826.0,0,0.0,0.0,Hold
2025-05-20 15:45:00,-7.174,349.54,349.58,349.5,5487.0,0,0.0,0.0,Hold
2025-05-20 15:46:00,-4.843,347.22,347.37,347.22,8742.0,0,0.0,0.0,Hold
2025-05-20 15:47:00,-2.86,345.21,345.31,345.19,11433.0,0,0.0,0.0,Hold
2025-05-20 15:48:00,-4.116,346.47,346.47,346.38,8549.0,0,0.0,0.0,Hold
2025-05-20 15:49:00,-3.631,345.98,346.08,345.91,6489.0,0,0.0,0.0,Hold
2025-05-20 15:50:00,-2.368,344.68,344.68,344.61,7862.0,0,0.0,0.0,Hold
2025-05-20 15:51:00,-1.973,344.23,344.23,344.13,9286.0,0,0.0,0.0,Hold
2025-05-20 15:52:00,-3.632,345.89,345.96,345.85,8287.0,0,0.0,0.0,Hold
2025-05-20 15:53:00,-2.957,345.2,345.24,345.1,6529.0,0,0.0,0.0,Hold
2025-05-20 15:54:00,-3.537,345.78,345.85,345.78,5576.0,0,0.0,0.0,Hold
