,open,high,low,close,volume,ask,bid,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,signal_raw,signal_norm,signal_scaled,signal_smooth,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2024-12-31 13:26:00,191.8817,192.0071,191.7084,191.8726,754.0,191.9302,191.815,191.78,191.97,191.71,191.84,36.0,191.8976,191.7824,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:27:00,191.876,192.0028,191.7003,191.8683,753.0,191.9259,191.8107,191.94,191.9935,191.84,191.9935,8.0,192.0511,191.9359,0.001119393101638846,0.0012707553927883276,0.0009134835724614918,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:28:00,191.8717,191.9987,191.6935,191.8661,752.0,191.9237,191.8085,191.95,191.96,191.76,191.95,149.0,192.0076,191.8924,0.00250000907314274,0.0028380557349020194,0.00204013872872461,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:29:00,191.8633,191.997,191.6851,191.8612,758.0,191.9188,191.8037,191.7172,191.99,191.7172,191.86,262.0,191.9176,191.8024,0.005590402436194858,0.0063463264453309295,0.004562062050798946,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:30:00,191.8545,191.9931,191.6763,191.8573,758.0,191.9149,191.7998,191.7386,191.94,191.7386,191.94,28.0,191.9976,191.8824,0.008080430662487762,0.009173051741497481,0.0065940558842019475,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:31:00,191.8494,191.9916,191.6788,191.8634,717.0,191.921,191.8058,191.85,192.0,191.85,192.0,1805.0,192.0576,191.9424,0.004250801385249984,0.0048255869864394525,0.0034688772242186037,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:32:00,191.8511,191.9906,191.6805,191.8661,679.0,191.9237,191.8085,191.8,192.05,191.8,192.01,1300.0,192.0676,191.9524,0.002550512606499272,0.00289538826381766,0.0020813522648853297,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:33:00,191.8523,191.9941,191.6836,191.8707,680.0,191.9283,191.8132,191.95,192.04,191.95,192.01,48.0,192.0676,191.9524,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:34:00,191.8552,191.9981,191.6829,191.8748,697.0,191.9324,191.8172,192.01,192.0563,191.8574,192.0563,681.0,192.1139,191.9987,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:35:00,191.8586,192.002,191.6814,191.8753,698.0,191.9328,191.8177,192.0,192.02,191.8,191.88,63.0,191.9376,191.8224,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:36:00,191.8576,192.0052,191.6833,191.8799,711.0,191.9375,191.8223,191.83,192.01,191.83,191.99,922.0,192.0476,191.9324,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:37:00,191.8625,192.0113,191.6875,191.8841,717.0,191.9416,191.8265,191.99,192.04,191.83,191.83,924.0,191.8875,191.7725,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:38:00,191.8651,192.0181,191.691,191.8877,726.0,191.9453,191.8301,191.8455,192.04,191.8455,191.85,396.0,191.9076,191.7924,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:39:00,191.871,192.0242,191.6969,191.8928,743.0,191.9504,191.8353,191.99,192.04,191.99,192.0,733.0,192.0576,191.9424,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:40:00,191.8751,192.0306,191.7023,191.9002,747.0,191.9577,191.8426,192.0,192.11,191.99,192.11,395.0,192.1676,192.0524,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:41:00,191.8979,192.0169,191.7471,191.9042,398.0,191.9618,191.8466,192.16,192.16,192.0101,192.0101,14.0,192.0677,191.9525,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:42:00,191.8954,192.0071,191.7827,191.9042,368.0,191.9618,191.8466,192.15,192.19,192.06,192.06,153.0,192.1176,192.0024,0.0,0.0,0.0,0.0006553323241763643,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:43:00,191.9057,192.0094,191.8027,191.9116,334.0,191.9692,191.8541,192.17,192.17,192.06,192.06,74.0,192.1176,192.0024,0.0,0.0,0.0,0.0006248828717609812,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:44:00,191.9116,192.016,191.8134,191.9226,337.0,191.9802,191.865,192.17,192.2,192.0168,192.12,671.0,192.1776,192.0624,0.0,0.0,0.0,0.0005568782474701608,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:45:00,191.9133,192.0177,191.8207,191.9315,350.0,191.9891,191.8739,192.13,192.13,191.92,192.04,838.0,192.0976,191.9824,0.0,0.0,0.0,0.00040480951244352935,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:46:00,191.9226,192.0243,191.8387,191.9401,401.0,191.9977,191.8825,192.0697,192.0697,191.98,192.02,2226.0,192.0776,191.9624,0.0,0.0,0.0,0.0002448607740490413,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:47:00,191.9274,192.0226,191.8468,191.9481,480.0,192.0057,191.8905,191.98,191.99,191.95,191.98,3804.0,192.0376,191.9224,0.0,0.0,0.0,0.0004741095327354909,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:48:00,191.934,192.0199,191.85,191.9469,483.0,192.0045,191.8893,191.94,191.95,191.8,191.8,239.0,191.8575,191.7425,0.0,0.0,0.0,0.0009468078934443934,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:49:00,191.9374,192.019,191.8509,191.943,532.0,192.0006,191.8855,191.84,191.86,191.74,191.74,2064.0,191.7975,191.6825,0.0,0.0,0.0,0.0017832387391309226,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:50:00,191.9365,192.0195,191.8512,191.9479,551.0,192.0055,191.8903,191.75,191.97,191.71,191.97,1067.0,192.0276,191.9124,0.0,0.0,0.0,0.002982094006560535,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:51:00,191.9387,192.0216,191.8534,191.9484,564.0,192.006,191.8908,191.81,191.9462,191.81,191.87,541.0,191.9276,191.8124,0.0,0.0,0.0,0.004371063501436469,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:52:00,191.9426,192.0194,191.8548,191.9465,559.0,192.004,191.8889,191.97,191.97,191.8399,191.8399,7.0,191.8975,191.7823,0.0,0.0,0.0,0.0059705257821695175,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:53:00,191.9416,192.0164,191.8561,191.9438,551.0,192.0014,191.8862,191.84,191.84,191.79,191.79,140.0,191.8475,191.7325,0.0,0.0,0.0,0.007652387491277797,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:54:00,191.9394,192.013,191.8565,191.94,541.0,191.9976,191.8824,191.81,191.81,191.76,191.7952,631.0,191.8527,191.7377,0.0,0.0,0.0,0.00940082229225901,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:55:00,191.9323,192.0062,191.8477,191.9293,635.0,191.9868,191.8717,191.79,191.8,191.51,191.51,4101.0,191.5675,191.4525,0.0,0.0,0.0,0.011222716129309961,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:56:00,191.9221,191.9964,191.8385,191.9178,643.0,191.9754,191.8602,191.53,191.567,191.49,191.49,357.0,191.5474,191.4326,0.0,0.0,0.0,0.013085203177084235,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:57:00,191.9108,191.9842,191.8255,191.9061,648.0,191.9637,191.8485,191.49,191.52,191.36,191.52,278.0,191.5775,191.4625,0.0,0.0,0.0,0.015003399968396986,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:58:00,191.8999,191.9725,191.8115,191.8959,671.0,191.9534,191.8383,191.5,191.57,191.3743,191.56,998.0,191.6175,191.5025,0.0,0.0,0.0,0.01698841057257171,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 13:59:00,191.8891,191.962,191.798,191.8827,667.0,191.9402,191.8251,191.55,191.57,191.4,191.41,59.0,191.4674,191.3526,0.0,0.0,0.0,0.019085567566771856,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:00:00,191.8756,191.949,191.7837,191.8671,686.0,191.9246,191.8095,191.42,191.44,191.19,191.26,926.0,191.3174,191.2026,0.002200340868683374,0.0024978669430411283,0.0017955937323673064,0.021276687459438285,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:01:00,191.859,191.9324,191.7693,191.8529,732.0,191.9105,191.7954,191.26,191.32,191.19,191.24,2247.0,191.2974,191.1826,0.012678522039537876,0.014392888638263622,0.010346339984812093,0.02356050904957228,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:02:00,191.8447,191.921,191.7569,191.8432,740.0,191.9007,191.7856,191.21,191.5,191.21,191.39,619.0,191.4474,191.3326,0.019928010136347037,0.022622639277683983,0.016262303086152403,0.02584497199046032,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:03:00,191.833,191.9096,191.7477,191.8288,745.0,191.8863,191.7712,191.34,191.51,191.34,191.39,203.0,191.4474,191.3326,0.030749154562347104,0.034906999093148955,0.025092925370595882,0.02822342579901227,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:04:00,191.8234,191.8976,191.7282,191.8112,779.0,191.8688,191.7537,191.51,191.51,191.05,191.28,1454.0,191.3374,191.2226,0.044072724130373137,0.05003215740882173,0.03596565802288836,0.030698938331283322,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:05:00,191.8083,191.8871,191.7079,191.8022,774.0,191.8597,191.7447,191.38,191.57,191.1,191.57,156.0,191.6275,191.5125,0.05106176786829265,0.05796624687872463,0.041669084846278015,0.033228544166662384,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:06:00,191.7942,191.8754,191.6968,191.7923,809.0,191.8499,191.7348,191.4,191.5,191.4,191.45,1537.0,191.5074,191.3926,0.058799975085252656,0.06675080034530304,0.04798386842199147,0.03592737981086958,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:07:00,191.7849,191.8686,191.6477,191.7887,819.0,191.8462,191.7311,191.4,191.69,189.695,191.69,460.0,191.7475,191.6325,0.061829170830514056,0.07018959840781273,0.050455851273248406,0.03879043029249331,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:08:00,191.7771,191.8659,191.6421,191.7859,888.0,191.8435,191.7284,191.62,191.8821,191.61,191.8821,2826.0,191.9397,191.8245,0.06427655342317053,0.07296791160563507,0.05245304402943638,0.04177695933375303,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:09:00,191.7746,191.8644,191.6418,191.7828,885.0,191.8403,191.7252,191.8458,191.9,191.75,191.82,39.0,191.8775,191.7625,0.06697707943289147,0.0760335978111279,0.05465681511152848,0.04494185098151706,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:10:00,191.779,191.8622,191.6434,191.7813,897.0,191.8388,191.7238,191.9,191.9,191.78,191.8,757.0,191.8575,191.7425,0.06846938081937243,0.07772768546609006,0.055874611433228236,0.04823732987054707,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:11:00,191.7793,191.8608,191.6437,191.7791,904.0,191.8366,191.7216,191.7517,191.88,191.7517,191.85,309.0,191.9076,191.7924,0.07051740131446471,0.08005263555276587,0.05754590373938258,0.05196078376663789,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:12:00,191.7781,191.8583,191.6425,191.7764,861.0,191.834,191.7189,191.8,191.9,191.8,191.89,62.0,191.9476,191.8324,0.07297363337380042,0.08284099482599235,0.05955031812524175,0.05618458277388943,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:13:00,191.7805,191.8547,191.6427,191.7716,832.0,191.8291,191.7141,191.898,191.9,191.8119,191.8119,89.0,191.8694,191.7544,0.07709639701682508,0.08752123104050454,0.06291470982600425,0.06101412200351227,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:14:00,191.779,191.8513,191.6391,191.7677,834.0,191.8252,191.7102,191.89,191.9,191.8025,191.85,152.0,191.9076,191.7924,0.08055069297322856,0.09144261058845789,0.06573359677999299,0.06650126622254054,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:15:00,191.7759,191.8474,191.6382,191.7639,824.0,191.8214,191.7064,191.8793,191.9,191.82,191.9,269.0,191.9576,191.8424,0.08395862423057265,0.09531135608740873,0.06851464770401973,0.07252102070206308,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:16:00,191.7724,191.8465,191.6397,191.7644,861.0,191.8219,191.7068,191.86,191.98,191.86,191.9,1559.0,191.9576,191.8424,0.08398220178461274,0.09533812175525261,0.06853388822664123,0.07709944618970642,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:17:00,191.7729,191.8443,191.6365,191.7606,896.0,191.8182,191.7031,191.85,191.92,191.7,191.8374,2355.0,191.895,191.7798,0.08743752595414943,0.09926066854944149,0.07135361425655853,0.09888809057472242,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:18:00,191.7668,191.837,191.6326,191.7567,875.0,191.8143,191.6992,191.74,191.74,191.67,191.67,55.0,191.7275,191.6125,0.09100563168895535,0.1033112470262119,0.07426537596813146,0.11239601351364083,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:19:00,191.7633,191.8316,191.6283,191.7548,879.0,191.8123,191.6973,191.7,191.82,191.67,191.77,570.0,191.8275,191.7125,0.09299422805246116,0.10556873775873882,0.07588817506137198,0.12391524921640361,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:20:00,191.7582,191.8252,191.6206,191.7477,880.0,191.8052,191.6902,191.78,191.78,191.6721,191.71,781.0,191.7675,191.6525,0.09921551170675005,0.11263125202846151,0.0809650693262159,0.12768485266685092,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:21:00,191.7513,191.8184,191.6135,191.7409,879.0,191.7984,191.6834,191.72,191.83,191.7,191.83,353.0,191.8875,191.7725,0.10525243328035257,0.11948447511359953,0.08589151444871182,0.136282609613653,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:22:00,191.7413,191.8101,191.6067,191.736,884.0,191.7935,191.6785,191.75,191.82,191.73,191.81,202.0,191.8675,191.7525,0.10979179398777199,0.12463763988683194,0.0895958712377915,0.15140554918896656,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:23:00,191.7335,191.8013,191.5984,191.7287,888.0,191.7862,191.6712,191.83,191.83,191.72,191.76,331.0,191.8175,191.7025,0.11634882064912463,0.1320812957199541,0.09494674943292099,0.16989067526364104,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:24:00,191.7243,191.797,191.5916,191.7236,897.0,191.7811,191.6661,191.79,191.99,191.78,191.85,453.0,191.9076,191.7924,0.12114951312270521,0.1375311290635663,0.0988643666709002,0.19007499512549472,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:25:00,191.7174,191.7899,191.5702,191.7054,1037.0,191.7629,191.6479,191.89,191.91,191.14,191.375,6402.0,191.4324,191.3176,0.13688287555045384,0.1553919280290805,0.11170361688272454,0.21221479571696006,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:26:00,191.6989,191.7713,191.5497,191.6842,1072.0,191.7417,191.6267,191.37,191.37,191.08,191.17,2278.0,191.2274,191.1126,0.15527673230135858,0.17627296850196475,0.12671397021754652,0.23277354200888342,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:27:00,191.6765,191.7526,191.5175,191.6586,1459.0,191.7161,191.6011,191.15,191.3,190.66,190.97,18093.0,191.0273,190.9127,0.17754515989268813,0.20155249220920324,0.14488617688868496,0.2519195412484363,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:28:00,191.6482,191.7279,191.4868,191.631,1644.0,191.6885,191.5735,190.82,190.98,190.69,190.85,11384.0,190.9073,190.7927,0.20172025764820178,0.22899650253857498,0.16461432657084846,0.27389622507277783,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:29:00,191.6211,191.7043,191.4607,191.6091,1782.0,191.6665,191.5516,190.83,190.98,190.73,190.9,5891.0,190.9573,190.8427,0.22130025676694237,0.25122407338433306,0.180592634385676,0.295760762507094,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2024-12-31 14:30:00,191.075,191.69,190.97,191.67,258826.0,191.7275,191.6125,191.075,191.69,190.97,191.67,258826.0,191.7275,191.6125,0.17051397217215625,0.19357056012431562,0.13914835836166756,0.31753133704294373,1,1,-191.728,-0.115,Buy,1,-0.115,-0.115,0.0
2024-12-31 14:31:00,191.69,191.7,190.91,190.92,45953.0,190.9773,190.8627,191.69,191.7,190.91,190.92,45953.0,190.9773,190.8627,0.8136800601271986,0.9237043920470469,0.6640056715352917,0.339209209881326,0,1,-191.728,-0.865,Hold,0,-0.865,-0.865,0.0
2024-12-31 14:32:00,190.94,191.5,190.88,191.27,69099.0,191.3274,191.2126,190.94,191.5,190.88,191.27,69099.0,191.3274,191.2126,0.5165108566526752,0.5863525115208986,0.42149999125370496,0.35450703571178327,0,1,-191.728,-0.515,Hold,0,-0.515,-0.515,0.0
2024-12-31 14:33:00,191.29,191.67,191.265,191.345,66581.0,191.4024,191.2876,191.29,191.67,191.265,191.345,66581.0,191.4024,191.2876,0.45422320611245803,0.515642438614238,0.3706699964534797,0.36853466627398995,0,1,-191.728,-0.44,Hold,0,-0.44,-0.44,0.0
2024-12-31 14:34:00,191.34,191.86,191.29,191.66,94355.0,191.7175,191.6025,191.34,191.86,191.29,191.66,94355.0,191.7175,191.6025,0.1826521652572989,0.2073500575136318,0.1490537615363075,0.3828011013977829,0,1,-191.728,-0.125,Hold,0,-0.125,-0.125,0.0
2024-12-31 14:35:00,191.69,191.9271,191.365,191.4499,61753.0,191.5073,191.3925,191.69,191.9271,191.365,191.4499,61753.0,191.5073,191.3925,0.36713542609130695,0.41677880800420564,0.29960179325034064,0.3987618514702921,0,1,-191.728,-0.335,Hold,0,-0.335,-0.335,0.0
2024-12-31 14:36:00,191.45,191.71,191.17,191.17,32789.0,191.2274,191.1126,191.45,191.71,191.17,191.17,32789.0,191.2274,191.1126,0.6147546111875029,0.6978806071471158,0.5016720556813976,0.4200180750462768,0,1,-191.728,-0.615,Hold,0,-0.615,-0.615,0.0
2024-12-31 14:37:00,191.13,191.16,190.931,191.03,29265.0,191.0873,190.9727,191.13,191.16,190.931,191.03,29265.0,191.0873,190.9727,0.7413856478613245,0.8416344613669112,0.605009633513484,0.4366859806088968,0,1,-191.728,-0.755,Hold,0,-0.755,-0.755,0.0
2024-12-31 14:38:00,191.03,191.07,190.89,190.961,55017.0,191.0183,190.9037,191.03,191.07,190.89,190.961,55017.0,191.0183,190.9037,0.8062993690195636,0.9153256973652584,0.6579826398850461,0.455835604702392,0,1,-191.728,-0.824,Hold,0,-0.824,-0.824,0.0
2024-12-31 14:39:00,190.97,191.0,190.76,190.8,33986.0,190.8572,190.7428,190.97,191.0,190.76,190.8,33986.0,190.8572,190.7428,0.9538509105946971,1.0,0.7188508328554878,0.47399725400572074,0,1,-191.728,-0.985,Hold,0,-0.985,-0.985,0.0
2024-12-31 14:40:00,190.81,190.9716,190.795,190.95,32939.0,191.0073,190.8927,190.81,190.9716,190.795,190.95,32939.0,191.0073,190.8927,0.8242569878863528,0.9357115126639239,0.67263700019093,0.48560142702874476,0,1,-191.728,-0.835,Hold,0,-0.835,-0.835,0.0
2024-12-31 14:41:00,190.98,191.0799,190.85,191.01,21614.0,191.0673,190.9527,190.98,191.0799,190.85,191.01,21614.0,191.0673,190.9527,0.7743691218764623,0.8790779005093055,0.6319258809259679,0.49685230986071505,0,1,-191.728,-0.775,Hold,0,-0.775,-0.775,0.0
2024-12-31 14:42:00,190.99,191.0099,190.64,190.85,48697.0,190.9073,190.7927,190.99,191.0099,190.64,190.85,48697.0,190.9073,190.7927,0.9230246501384946,1.0,0.7188508328554878,0.5038502231819649,0,1,-191.728,-0.935,Hold,0,-0.935,-0.935,0.0
2024-12-31 14:43:00,190.82,190.88,190.71,190.83,35376.0,190.8872,190.7728,190.82,190.88,190.71,190.83,35376.0,190.8872,190.7728,0.9458387891404033,1.0,0.7188508328554878,0.5077252220231606,0,1,-191.728,-0.955,Hold,0,-0.955,-0.955,0.0
2024-12-31 14:44:00,190.84,191.04,190.74,190.84,34626.0,190.8973,190.7827,190.84,191.04,190.74,190.84,34626.0,190.8973,190.7827,0.9414405139478962,1.0,0.7188508328554878,0.5062402121515737,0,1,-191.728,-0.945,Hold,0,-0.945,-0.945,0.0
2024-12-31 14:45:00,190.825,190.98,190.76,190.91,54167.0,190.9673,190.8527,190.825,190.98,190.76,190.91,54167.0,190.9673,190.8527,0.8818636442538496,1.0,0.7188508328554878,0.5034387497109167,0,1,-191.728,-0.875,Hold,0,-0.875,-0.875,0.0
2024-12-31 14:46:00,190.88,191.19,190.86,191.1699,40000.0,191.2273,191.1125,190.88,191.19,190.86,191.1699,40000.0,191.2273,191.1125,0.646366065739918,0.7337665048603973,0.5274686631403569,0.5090369780465663,0,1,-191.728,-0.615,Hold,0,-0.615,-0.615,0.0
2024-12-31 14:47:00,191.18,191.25,191.13,191.22,37232.0,191.2774,191.1626,191.18,191.25,191.13,191.22,37232.0,191.2774,191.1626,0.6031260404622005,0.6846796423225477,0.49218253112276095,0.49150739615839395,0,1,-191.728,-0.565,Hold,0,-0.565,-0.565,0.0
2024-12-31 14:48:00,191.24,191.29,191.06,191.21,26657.0,191.2674,191.1526,191.24,191.29,191.06,191.21,26657.0,191.2674,191.1526,0.6154731605199164,0.69869631740816,0.502258429681918,0.4774573964499371,0,1,-191.728,-0.575,Hold,0,-0.575,-0.575,0.0
2024-12-31 14:49:00,191.22,191.23,191.135,191.1447,16619.0,191.202,191.0874,191.22,191.23,191.135,191.1447,16619.0,191.202,191.0874,0.6797487379339756,0.7716631210305139,0.55471067723665,0.4651017299014878,0,1,-191.728,-0.64,Hold,0,-0.64,-0.64,0.0
2024-12-31 14:50:00,191.12,191.19,190.91,190.935,38555.0,190.9923,190.8777,191.12,191.19,190.91,190.935,38555.0,190.9923,190.8777,0.8806440153546362,0.9997230910216247,0.7186517766057575,0.46461891436348224,0,1,-191.728,-0.85,Hold,0,-0.85,-0.85,0.0
2024-12-31 14:51:00,190.95,191.15,190.94,191.1115,29815.0,191.1688,191.0542,190.95,191.15,190.94,191.1115,29815.0,191.1688,191.0542,0.718003633237514,0.8150907734221118,0.5859286813273088,0.45536323563421693,0,1,-191.728,-0.673,Hold,0,-0.673,-0.673,0.0
2024-12-31 14:52:00,191.1399,191.21,191.0146,191.0146,31175.0,191.0719,190.9573,191.1399,191.21,191.0146,191.0146,31175.0,191.0719,190.9573,0.8137767726603669,0.9238141818723493,0.6640845940426494,0.44415117456057374,0,1,-191.728,-0.77,Hold,0,-0.77,-0.77,0.0
2024-12-31 14:53:00,191.0232,191.07,190.955,191.05,23816.0,191.1073,190.9927,191.0232,191.07,190.955,191.05,23816.0,191.1073,190.9927,0.784013534851322,0.8900264133955629,0.6397962285327831,0.43574927827762283,0,1,-191.728,-0.735,Hold,0,-0.735,-0.735,0.0
2024-12-31 14:54:00,191.04,191.32,190.97,191.3,50701.0,191.3574,191.2426,191.04,191.32,190.97,191.3,50701.0,191.3574,191.2426,0.547746059260736,0.6218112811889607,0.44698955736162227,0.430018954776173,0,1,-191.728,-0.485,Hold,0,-0.485,-0.485,0.0
2024-12-31 14:55:00,191.35,191.409,191.29,191.3,23219.0,191.3574,191.2426,191.35,191.409,191.29,191.3,23219.0,191.3574,191.2426,0.5504916478084353,0.6249281232065312,0.4492301018418319,0.42383253824486505,0,1,-191.728,-0.485,Hold,0,-0.485,-0.485,0.0
2024-12-31 14:56:00,191.34,191.45,191.26,191.445,16484.0,191.5024,191.3876,191.34,191.45,191.26,191.445,16484.0,191.5024,191.3876,0.4125363963114851,0.4683188145136682,0.33665136985504507,0.4157777618112638,0,1,-191.728,-0.34,Hold,0,-0.34,-0.34,0.0
2024-12-31 14:57:00,191.45,191.61,191.42,191.542,33123.0,191.5995,191.4845,191.45,191.61,191.42,191.542,33123.0,191.5995,191.4845,0.319999182136502,0.36326888721439543,0.26113614212455444,0.4161829415294707,0,1,-191.728,-0.243,Hold,0,-0.243,-0.243,0.0
2024-12-31 14:58:00,191.53,191.76,191.5,191.72,41571.0,191.7775,191.6625,191.53,191.76,191.5,191.72,41571.0,191.7775,191.6625,0.1471278208633528,0.16702217613953219,0.1200640304232387,0.41076988886761756,0,1,-191.728,-0.065,Hold,0,-0.065,-0.065,0.0
2024-12-31 14:59:00,191.74,191.95,191.69,191.75,81516.0,191.8075,191.6925,191.74,191.95,191.69,191.75,81516.0,191.8075,191.6925,0.11831194394633557,0.13430986896467656,0.09654876116596918,0.4006308902011905,0,1,-191.728,-0.035,Hold,0,-0.035,-0.035,0.0
2024-12-31 15:00:00,191.725,191.74,191.42,191.49,26736.0,191.5474,191.4326,191.725,191.74,191.42,191.49,26736.0,191.5474,191.4326,0.37631794180805755,0.4272029667285544,0.30709520843115656,0.38610044981998437,0,1,-191.728,-0.295,Hold,0,-0.295,-0.295,0.0
2024-12-31 15:01:00,191.52,191.7,191.4,191.7,39212.0,191.7575,191.6425,191.52,191.7,191.4,191.7,39212.0,191.7575,191.6425,0.1692516227106944,0.19213751807377277,0.13811821489011789,0.37174537201810903,0,1,-191.728,-0.085,Hold,0,-0.085,-0.085,0.0
2024-12-31 15:02:00,191.72,191.96,191.71,191.8701,51688.0,191.9277,191.8125,191.72,191.96,191.71,191.8701,51688.0,191.9277,191.8125,0.0,0.0,0.0,0.36291674137363283,0,1,-191.728,0.085,Hold,0,0.085,0.085,0.0
2024-12-31 15:03:00,191.92,191.92,191.71,191.77,27549.0,191.8275,191.7125,191.92,191.92,191.71,191.77,27549.0,191.8275,191.7125,0.0,0.0,0.0,0.35673132385059875,0,1,-191.728,-0.015,Hold,0,-0.015,-0.015,0.0
2024-12-31 15:04:00,191.75,191.75,191.5,191.55,30344.0,191.6075,191.4925,191.75,191.75,191.5,191.55,30344.0,191.6075,191.4925,0.16490273662276583,0.1872005835502649,0.13456929539614124,0.34558040936669066,0,1,-191.728,-0.235,Hold,0,-0.235,-0.235,0.0
