TimeStamp,bb_feature,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 15:30:00,3.773,321.0,321.22,321.0,9962.0,1,-321.22,-0.22,Buy
2025-05-20 15:31:00,5.844,319.07,319.2,318.96,4359.0,1,-321.22,-2.26,Hold
2025-05-20 15:32:00,5.431,319.56,319.62,319.26,3951.0,1,-321.22,-1.96,Hold
2025-05-20 15:33:00,8.205,317.05,317.05,316.81,6078.0,1,-321.22,-4.41,Hold
2025-05-20 15:34:00,6.225,319.1,319.18,318.96,2530.0,1,-321.22,-2.26,Hold
2025-05-20 15:35:00,7.579,317.88,317.95,317.87,2410.0,1,-321.22,-3.35,Hold
2025-05-20 15:36:00,9.901,315.83,315.85,315.55,4626.0,1,-321.22,-5.67,Hold
2025-05-20 15:37:00,9.665,316.26,316.21,315.8,6643.0,1,-321.22,-5.42,Hold
2025-05-20 15:38:00,11.026,315.15,315.22,315.09,3903.0,1,-321.22,-6.13,Hold
2025-05-20 15:39:00,10.05,316.26,316.38,316.2,2051.0,1,-321.22,-5.02,Hold
2025-05-20 15:40:00,8.282,318.07,318.39,318.05,3734.0,1,-321.22,-3.17,Hold
2025-05-20 15:41:00,9.378,317.05,317.13,316.97,2592.0,1,-321.22,-4.25,Hold
2025-05-20 15:42:00,10.524,316.02,316.03,315.77,2508.0,1,-321.22,-5.45,Hold
2025-05-20 15:43:00,11.51,315.17,315.4,314.94,2474.0,1,-321.22,-6.28,Hold
2025-05-20 15:44:00,11.255,315.52,315.69,315.35,2602.0,1,-321.22,-5.87,Hold
2025-05-20 15:45:00,11.06,315.79,315.84,315.5,1874.0,1,-321.22,-5.72,Hold
2025-05-20 15:46:00,12.431,314.54,314.58,314.39,2563.0,1,-321.22,-6.83,Hold
2025-05-20 15:47:00,12.198,314.84,314.98,314.79,1829.0,1,-321.22,-6.43,Hold
2025-05-20 15:48:00,11.41,315.65,316.0,315.65,2057.0,1,-321.22,-5.57,Hold
2025-05-20 15:49:00,10.035,317.0,317.11,316.9,2244.0,1,-321.22,-4.32,Hold
2025-05-20 15:50:00,10.771,316.26,316.39,316.13,2845.0,1,-321.22,-5.09,Hold
2025-05-20 15:51:00,11.63,315.41,315.59,315.23,1655.0,1,-321.22,-5.99,Hold
2025-05-20 15:52:00,10.875,316.15,316.44,316.15,1174.0,1,-321.22,-5.07,Hold
2025-05-20 15:53:00,9.575,317.39,317.45,317.33,1145.0,1,-321.22,-3.89,Hold
2025-05-20 15:54:00,9.79,317.12,317.18,316.94,1630.0,1,-321.22,-4.28,Hold
2025-05-20 15:55:00,9.919,316.94,317.0,316.77,1685.0,1,-321.22,-4.45,Hold
2025-05-20 15:56:00,10.344,316.48,316.7,316.3,666.0,1,-321.22,-4.92,Hold
2025-05-20 15:57:00,10.713,316.08,316.23,316.0,1195.0,1,-321.22,-5.22,Hold
2025-05-20 15:58:00,10.642,316.12,316.34,316.11,880.0,1,-321.22,-5.11,Hold
2025-05-20 15:59:00,10.929,315.8,315.95,315.65,1083.0,1,-321.22,-5.57,Hold
2025-05-20 16:00:00,11.447,315.27,315.4,315.13,1309.0,1,-321.22,-6.09,Hold
2025-05-20 16:01:00,10.794,315.89,316.09,315.68,963.0,1,-321.22,-5.54,Hold
2025-05-20 16:02:00,11.209,315.45,315.57,315.33,546.0,1,-321.22,-5.89,Hold
2025-05-20 16:03:00,10.978,315.64,315.73,315.54,635.0,1,-321.22,-5.68,Hold
2025-05-20 16:04:00,10.859,315.7,315.7,315.5,1044.0,1,-321.22,-5.72,Hold
2025-05-20 16:05:00,10.171,316.33,316.53,316.12,1113.0,1,-321.22,-5.1,Hold
2025-05-20 16:06:00,9.957,316.49,316.57,316.34,885.0,1,-321.22,-4.88,Hold
2025-05-20 16:07:00,9.217,317.18,317.32,317.16,1185.0,1,-321.22,-4.06,Hold
2025-05-20 16:08:00,9.929,316.42,316.6,316.42,1169.0,1,-321.22,-4.8,Hold
2025-05-20 16:09:00,10.754,315.57,315.64,315.5,1226.0,1,-321.22,-5.72,Hold
2025-05-20 16:10:00,11.926,314.39,314.48,314.29,3147.0,1,-321.22,-6.93,Hold
2025-05-20 16:11:00,11.523,314.77,314.93,314.61,1506.0,1,-321.22,-6.61,Hold
