,open,high,low,close,volume,bid,ask,trade_action,StrategyEarning,EarningDiff,signal_smooth,pred_signal,pred_action,Position,Cash,NetValue,Action,TradedAmount,BuyHoldEarning
2025-06-18 14:43:00,175.919,176.03,175.87,176.0,40928.0,175.9472,176.0528,0,0.0,0.276,0.4223055747150193,0.21036915,0,0,0.0,0.0,Hold,0,-0.276
2025-06-18 14:44:00,176.01,176.18,175.9,176.11,66120.0,176.0572,176.1628,0,0.0,0.166,0.4124703663299846,0.21340248,0,0,0.0,0.0,Hold,0,-0.166
2025-06-18 14:45:00,176.11,176.33,175.98,176.32,86982.0,176.2671,176.3729,0,0.0,-0.044,0.4019098469122103,0.21432625,0,0,0.0,0.0,Hold,0,0.044
2025-06-18 14:46:00,176.3,176.44,176.25,176.35,109062.0,176.2971,176.4029,0,0.0,-0.074,0.4016765634894341,0.2141138,0,0,0.0,0.0,Hold,0,0.074
2025-06-18 14:47:00,176.36,176.39,176.1808,176.31,89807.0,176.2571,176.3629,0,0.0,-0.034,0.4060447428924531,0.21501409,0,0,0.0,0.0,Hold,0,0.034
2025-06-18 14:48:00,176.33,176.37,176.02,176.07,59008.0,176.0172,176.1228,0,0.0,0.206,0.3916260264552169,0.21669118,0,0,0.0,0.0,Hold,0,-0.206
2025-06-18 14:49:00,176.06,176.34,176.06,176.3304,35010.0,176.2775,176.3833,0,0.0,-0.055,0.3772199279422225,0.21640074,0,0,0.0,0.0,Hold,0,0.055
2025-06-18 14:50:00,176.33,176.435,176.24,176.41,33136.0,176.3571,176.4629,0,0.0,-0.134,0.3576002013463873,0.2127943,0,0,0.0,0.0,Hold,0,0.134
2025-06-18 14:51:00,176.43,176.56,176.37,176.48,60449.0,176.4271,176.5329,0,0.0,-0.204,0.3481834754140708,0.20691401,0,0,0.0,0.0,Hold,0,0.204
2025-06-18 14:52:00,176.485,176.49,176.292,176.31,39925.0,176.2571,176.3629,0,0.0,-0.034,0.3313422198335816,0.20170487,0,0,0.0,0.0,Hold,0,0.034
2025-06-18 14:53:00,176.32,176.41,176.31,176.4,42377.0,176.3471,176.4529,0,0.0,-0.124,0.3200353852188781,0.19282404,0,0,0.0,0.0,Hold,0,0.124
2025-06-18 14:54:00,176.41,176.44,176.06,176.115,79925.0,176.0622,176.1678,0,0.0,0.161,0.3068827122321422,0.1815022,0,0,0.0,0.0,Hold,0,-0.161
2025-06-18 14:55:00,176.11,176.215,176.07,176.215,42840.0,176.1621,176.2679,0,0.0,0.061,0.2863486589385589,0.16938543,0,0,0.0,0.0,Hold,0,-0.061
2025-06-18 14:56:00,176.22,176.25,176.1335,176.2,32181.0,176.1471,176.2529,0,0.0,0.076,0.2674487262200132,0.15537634,0,0,0.0,0.0,Hold,0,-0.076
2025-06-18 14:57:00,176.2,176.33,176.1899,176.31,51592.0,176.2571,176.3629,0,0.0,-0.034,0.2577372978050364,0.14452389,0,0,0.0,0.0,Hold,0,0.034
