,open,high,low,close,volume,bid,ask,trade_action,StrategyEarning,EarningDiff,signal_smooth,pred_signal,pred_action,Position,Cash,NetValue,Action,TradedAmount,BuyHoldEarning
2025-06-18 14:58:00,176.345,176.38,176.15,176.165,54840.0,176.1122,176.2178,0,0.0,0.111,0.2365112398869913,0.13781531,0,0,0.0,0.0,Hold,0,-0.111
2025-06-18 14:59:00,176.17,176.31,176.13,176.26,47111.0,176.2071,176.3129,0,0.0,0.016,0.2185470681176255,0.13292085,0,0,0.0,0.0,Hold,0,-0.016
2025-06-18 15:00:00,176.255,176.34,176.1,176.13,35453.0,176.0772,176.1828,0,0.0,0.146,0.2046302754189174,0.12649074,0,0,0.0,0.0,Hold,0,-0.146
2025-06-18 15:01:00,176.11,176.15,175.89,175.9,51192.0,175.8472,175.9528,0,0.0,0.376,0.1985820371865252,0.122917354,0,0,0.0,0.0,Hold,0,-0.376
2025-06-18 15:02:00,175.91,176.045,175.86,176.03,61067.0,175.9772,176.0828,0,0.0,0.246,0.1957753543091239,0.12101184,0,0,0.0,0.0,Hold,0,-0.246
2025-06-18 15:03:00,176.03,176.2,176.03,176.152,58510.0,176.0992,176.2048,0,0.0,0.124,0.1919218462343444,0.122099504,0,0,0.0,0.0,Hold,0,-0.124
2025-06-18 15:04:00,176.1401,176.26,176.1,176.17,55659.0,176.1171,176.2229,0,0.0,0.106,0.1776799384327064,0.12497966,0,0,0.0,0.0,Hold,0,-0.106
2025-06-18 15:05:00,176.16,176.22,176.05,176.135,52476.0,176.0822,176.1878,0,0.0,0.141,0.1745744306034745,0.12926975,0,0,0.0,0.0,Hold,0,-0.141
2025-06-18 15:06:00,176.13,176.23,175.96,176.225,77252.0,176.1721,176.2779,0,0.0,0.051,0.1718613399293848,0.133695,0,0,0.0,0.0,Hold,0,-0.051
2025-06-18 15:07:00,176.21,176.37,176.19,176.34,78625.0,176.2871,176.3929,0,0.0,-0.064,0.1780900964403171,0.13852753,0,0,0.0,0.0,Hold,0,0.064
2025-06-18 15:08:00,176.2796,176.29,176.19,176.21,58971.0,176.1571,176.2629,0,0.0,0.066,0.1841843979220405,0.14553122,0,0,0.0,0.0,Hold,0,-0.066
2025-06-18 15:09:00,176.22,176.24,176.14,176.2,81216.0,176.1471,176.2529,0,0.0,0.076,0.1956892573441665,0.1505858,0,0,0.0,0.0,Hold,0,-0.076
2025-06-18 15:10:00,176.195,176.29,176.16,176.26,34346.0,176.2071,176.3129,0,0.0,0.016,0.2035481307965831,0.15293363,0,0,0.0,0.0,Hold,0,-0.016
2025-06-18 15:11:00,176.27,176.31,176.24,176.27,40217.0,176.2171,176.3229,0,0.0,0.006,0.2184184295344395,0.1536408,0,0,0.0,0.0,Hold,0,-0.006
2025-06-18 15:12:00,176.27,176.425,176.27,176.42,78830.0,176.3671,176.4729,0,0.0,-0.144,0.2218874165994172,0.15331025,0,0,0.0,0.0,Hold,0,0.144
2025-06-18 15:13:00,176.42,176.445,176.19,176.2299,96203.0,176.177,176.2828,0,0.0,0.046,0.236068274314297,0.15478559,0,0,0.0,0.0,Hold,0,-0.046
2025-06-18 15:14:00,176.23,176.31,176.125,176.15,71020.0,176.0972,176.2028,0,0.0,0.126,0.2429072066538213,0.15515605,0,0,0.0,0.0,Hold,0,-0.126
2025-06-18 15:15:00,176.13,176.25,176.09,176.177,41760.0,176.1241,176.2299,0,0.0,0.099,0.2510905716045962,0.14795098,0,0,0.0,0.0,Hold,0,-0.099
2025-06-18 15:16:00,176.18,176.19,175.98,176.0,42129.0,175.9472,176.0528,0,0.0,0.276,0.2588753464120069,0.13782346,0,0,0.0,0.0,Hold,0,-0.276
2025-06-18 15:17:00,176.0098,176.06,175.94,175.97,30440.0,175.9172,176.0228,0,0.0,0.306,0.2511949163704656,0.12939906,0,0,0.0,0.0,Hold,0,-0.306
2025-06-18 15:18:00,175.97,176.06,175.91,176.04,57826.0,175.9872,176.0928,0,0.0,0.236,0.246498396817672,0.123502165,0,0,0.0,0.0,Hold,0,-0.236
2025-06-18 15:19:00,176.05,176.09,175.97,175.97,95211.0,175.9172,176.0228,0,0.0,0.306,0.2447019034075141,0.121862456,0,0,0.0,0.0,Hold,0,-0.306
