date,open,high,low,close,adjusted_close,volume
2025-02-05,228.53,232.67,228.27,232.47,232.2147,39620300
2025-02-06,231.29,233.8,230.43,233.22,232.9639,29925300
2025-02-07,232.6,234.0,227.26,227.63,227.38,39707200
2025-02-10,229.57,230.59,227.2,227.65,227.65,33115600
2025-02-11,228.2,235.23,228.13,232.62,232.62,53718400
2025-02-12,231.2,236.96,230.68,236.87,236.87,45243300
2025-02-13,236.91,242.34,235.57,241.53,241.53,53614100
2025-02-14,241.25,245.55,240.99,244.6,244.6,40896200
2025-02-18,244.15,245.18,241.84,244.47,244.47,48822500
2025-02-19,244.66,246.01,243.16,244.87,244.87,32204200
2025-02-20,244.94,246.78,244.29,245.83,245.83,32316900
2025-02-21,245.95,248.69,245.22,245.55,245.55,53197400
2025-02-24,244.93,248.86,244.42,247.1,247.1,51326400
2025-02-25,248.0,250.0,244.91,247.04,247.04,48013300
2025-02-26,244.33,244.98,239.13,240.36,240.36,44433600
2025-02-27,239.41,242.46,237.06,237.3,237.3,41153600
2025-02-28,236.95,242.09,230.2,241.84,241.84,56833400
2025-03-03,241.79,244.03,236.11,238.03,238.03,47184000
2025-03-04,237.71,240.07,234.68,235.93,235.93,53798100
2025-03-05,235.42,236.55,229.23,235.74,235.74,47227600
2025-03-06,234.44,237.86,233.16,235.33,235.33,45170400
2025-03-07,235.11,241.37,234.76,239.07,239.07,46273600
2025-03-10,235.54,236.16,224.22,227.48,227.48,72071200
2025-03-11,223.81,225.84,217.45,220.84,220.84,76137400
2025-03-12,220.14,221.75,214.91,216.98,216.98,62547500
2025-03-13,215.95,216.84,208.42,209.68,209.68,61368300
2025-03-14,211.25,213.95,209.58,213.49,213.49,60107600
2025-03-17,213.31,215.22,209.97,214.0,214.0,48073400
2025-03-18,214.16,215.15,211.49,212.69,212.69,42432400
2025-03-19,214.22,218.76,213.75,215.24,215.24,54385400
2025-03-20,213.99,217.49,212.22,214.1,214.1,48862900
2025-03-21,211.56,218.84,211.28,218.27,218.27,94127800
2025-03-24,221.0,221.48,218.58,220.73,220.73,44299500
2025-03-25,220.77,224.1,220.08,223.75,223.75,34493600
2025-03-26,223.51,225.02,220.47,221.53,221.53,34466100
2025-03-27,221.39,224.99,220.56,223.85,223.85,37094800
2025-03-28,221.67,223.81,217.68,217.9,217.9,39818600
2025-03-31,217.01,225.62,216.23,222.13,222.13,65299300
2025-04-01,219.81,223.68,218.9,223.19,223.19,36412700
2025-04-02,221.19,225.19,221.05,223.89,223.89,31731885
