date,open,high,low,close,adjusted_close,volume
2004-04-23,86.3,88.7,86.0001,87.9,39.9791,6048411
2004-04-26,87.51,88.26,87.5,87.75,39.9109,3479164
2004-04-27,87.28,88.57,87.28,88.38,40.1974,3840356
2004-04-28,87.9,88.05,86.61,86.72,39.4424,3227047
2004-04-29,86.72,87.5,85.94,86.12,39.1695,3787014
2004-04-30,86.05,87.3401,86.02,86.48,39.3332,3577116
2004-05-03,86.5,87.6499,86.27,87.03,39.5834,2746375
2004-05-04,86.43,87.25,86.02,86.5,39.3423,3435749
2004-05-05,86.5,86.8501,85.71,85.75,39.0012,2921948
2004-05-06,85.12,85.55,84.03,84.77,38.5555,3372122
2004-05-07,84.45,85.67,84.11,84.4299,38.4008,2682987
2004-05-10,83.65,83.95,82.89,83.54,37.996,3694922
2004-05-11,84.47,85.19,83.5799,84.15,38.2735,3283618
2004-05-12,83.6,85.4,83.51,85.35,38.8193,3366381
2004-05-13,85.0,85.5,84.24,84.51,38.4372,3001601
2004-05-14,84.01,84.58,83.36,83.8099,38.1188,3272017
2004-05-17,82.76,83.89,82.75,83.22,37.8505,3318302
2004-05-18,83.3201,83.6,82.7001,83.12,37.805,3538007
2004-05-19,83.0,84.4299,82.2101,82.31,37.5995,3083288
2004-05-20,82.45,82.76,82.0301,82.2,37.5492,2917881
2004-05-21,82.45,83.6,82.4199,82.92,37.8781,2361861
2004-05-24,82.93,83.95,82.44,82.55,37.7091,2687053
2004-05-25,82.54,83.9,81.6699,83.64,38.207,3710829
2004-05-26,83.72,84.2999,83.52,84.0,38.3714,2197172
2004-05-27,84.55,85.7701,84.41,84.95,38.8054,3280508
2004-05-28,85.0,85.25,84.26,84.56,38.6272,1974118
2004-06-01,84.13,85.31,84.01,84.83,38.7506,2828779
2004-06-02,85.45,85.86,84.8,85.61,39.1069,2191909
2004-06-03,85.4599,85.89,84.77,84.77,38.7232,1950556
2004-06-04,85.3,85.65,84.75,84.86,38.7643,2078648
2004-06-07,84.86,85.5,84.65,85.18,38.9104,2921948
2004-06-08,84.8,86.19,84.7899,86.1301,39.3445,2332559
2004-06-09,86.0001,86.3101,85.4099,85.4099,39.0155,2112136
2004-06-10,85.44,86.27,85.44,86.22,39.3855,1979978
2004-06-14,85.6,85.9499,84.88,85.1499,38.8967,2362698
2004-06-15,85.9499,86.02,85.03,85.55,39.0795,2304931
2004-06-16,85.55,85.74,85.04,85.25,38.9425,2836434
2004-06-17,85.0,86.24,85.0,85.93,39.2531,1791488
2004-06-18,85.93,87.59,85.93,87.09,39.7829,4428070
2004-06-21,86.9,87.89,86.9,87.28,39.8698,2905323
2004-06-22,87.79,89.5,87.2899,89.5,40.8839,4541332
2004-06-23,89.02,89.7,88.55,89.55,40.9067,3575322
2004-06-24,89.15,89.32,88.47,88.5799,40.4636,2243457
2004-06-25,88.6,89.3501,88.07,88.66,40.5001,3515164
2004-06-28,89.05,89.5599,88.29,88.69,40.5138,2231138
2004-06-29,88.69,90.0,88.51,89.8,41.0209,3082929
2004-06-30,89.82,90.29,89.16,90.01,41.1168,3671481
2004-07-01,90.0,90.11,87.79,88.17,40.2763,3142131
2004-07-02,88.33,88.39,87.41,87.5,39.9702,2047432
2004-07-06,87.07,87.97,87.0,87.55,39.9931,2757856
2004-07-07,87.55,88.44,87.37,88.43,40.3951,2935343
2004-07-08,88.43,89.0,87.64,87.74,40.0799,2802946
2004-07-09,88.2,88.69,87.3,87.6499,40.0387,2130435
2004-07-12,87.77,88.0,86.95,87.9,40.153,1920656
2004-07-13,87.45,87.88,87.15,87.38,39.9154,2725564
2004-07-14,86.5699,88.6801,86.5699,88.1901,40.2855,2445581
2004-07-15,88.1901,89.19,88.18,88.62,40.4819,2480624
2004-07-16,89.3001,89.3001,87.7799,87.84,40.1256,3043820
2004-07-19,85.5,85.5101,82.2,83.05,37.9375,12583953
2004-07-20,83.4499,85.0,83.26,85.0,38.8282,5947349
2004-07-21,85.2001,85.2001,83.4499,83.5799,38.1796,4254292
2004-07-22,83.02,84.1,83.0,83.7,38.2344,4504016
2004-07-23,83.7,83.75,82.3,82.62,37.7411,3276562
2004-07-26,82.62,83.0,81.37,81.63,37.2888,4007078
2004-07-27,81.9801,83.46,81.6,83.05,37.9375,3336003
2004-07-28,83.05,83.05,80.75,81.99,37.4533,5374704
2004-07-29,82.69,82.69,81.6,82.12,37.5126,3375949
2004-07-30,82.12,82.5999,81.9299,82.36,37.6223,2254819
2004-08-02,82.3,83.85,81.9,83.55,38.1659,2884752
2004-08-03,83.26,83.34,82.41,82.93,37.8827,2124814
2004-08-04,82.4,83.65,82.12,83.18,37.9969,2413887
2004-08-05,82.8301,83.67,81.48,81.57,37.2614,3082570
2004-08-06,80.76,81.19,79.65,79.87,36.4848,3861406
2004-08-09,79.8,80.67,79.36,79.45,36.293,3057694
2004-08-10,80.0,80.14,78.34,79.6099,36.3661,4761635
2004-08-11,79.3001,79.49,78.2,79.23,36.1925,4067835
2004-08-12,79.02,79.19,77.75,77.79,35.5347,3811652
2004-08-13,78.15,78.5001,77.2,77.66,35.4753,2512437
2004-08-16,78.15,78.53,77.75,78.23,35.7357,3472945
2004-08-17,78.15,79.0,78.15,78.6799,35.9412,3442208
2004-08-18,78.2,80.0,77.81,80.0,36.7122,3297611
2004-08-19,79.75,80.16,79.57,79.98,36.703,2678083
2004-08-20,79.6,80.45,79.55,80.27,36.8361,2134980
2004-08-23,80.19,80.9499,80.0,80.36,36.8774,1869826
2004-08-24,80.7,80.94,80.18,80.58,36.9784,1598574
2004-08-25,80.35,81.35,79.7,81.2,37.2629,2505381
2004-08-26,81.23,81.9801,81.04,81.27,37.295,1933573
2004-08-27,80.9499,81.7,80.7699,81.48,37.3914,1356982
2004-08-30,81.5,81.78,81.11,81.3,37.3088,1771276
2004-08-31,81.38,82.46,81.16,82.36,37.7952,2999688
2004-09-01,82.12,83.1,82.12,82.86,38.0246,2457062
2004-09-02,82.76,83.6,82.3,83.54,38.3367,2702840
2004-09-03,83.57,84.1701,83.36,83.9399,38.5203,2127445
2004-09-07,84.2,84.59,83.77,84.22,38.6488,2613260
2004-09-08,84.22,84.22,83.35,83.85,38.479,2696621
2004-09-09,84.1,84.28,83.75,83.85,38.479,2131272
2004-09-10,83.9,84.71,83.53,84.69,38.8644,2204826
2004-09-13,84.69,84.96,84.27,84.65,38.8461,2728913
2004-09-14,84.65,84.68,83.85,83.92,38.5111,2673778
2004-09-15,83.92,83.92,82.0,82.0,37.63,4441944
2004-09-16,82.2,82.72,81.91,82.05,37.653,2793497
2004-09-17,82.05,82.76,81.73,82.32,37.7768,4266969
2004-09-20,82.15,82.25,80.85,80.94,37.1436,3335046
2004-09-21,81.27,81.7999,80.4,81.57,37.4327,3621608
2004-09-22,81.2,81.2,80.03,80.23,36.8177,3534778
2004-09-23,80.0201,80.14,78.7,78.7,36.1156,4754339
2004-09-24,78.87,79.4,78.6799,78.6799,36.1064,3808782
2004-09-27,78.6799,78.6799,77.69,77.69,35.6521,3955052
2004-09-28,78.26,79.25,77.91,79.07,36.2854,4928357
2004-09-29,78.85,79.1,78.3,78.78,36.1524,3222263
2004-09-30,78.6799,80.34,78.51,79.9699,36.6984,4920942
2004-10-01,80.0,80.75,79.69,79.69,36.5699,4283833
2004-10-04,80.1501,80.35,78.9399,78.9399,36.2257,3570658
2004-10-05,78.95,78.97,78.1,78.7599,36.1431,3529635
2004-10-06,79.63,81.25,79.25,81.14,37.2353,4132180
2004-10-07,81.97,81.97,79.65,79.6601,36.5562,3186024
2004-10-08,79.76,79.77,78.83,79.26,36.3726,3127420
2004-10-11,79.5,79.88,79.2201,79.2201,36.3543,1865521
2004-10-12,79.15,79.2,78.53,78.6299,36.0835,2679638
2004-10-13,79.45,79.6,77.09,77.98,35.7852,4480575
2004-10-14,78.15,78.33,77.3,77.5999,35.6108,3623880
2004-10-15,77.6501,78.5501,77.6501,77.98,35.7852,3833778
2004-10-18,75.0,76.6199,73.31,76.1,34.9225,17306359
2004-10-19,76.8001,77.01,75.25,75.39,34.5967,5857530
2004-10-20,75.53,77.1099,74.8401,76.8001,35.2437,6395132
2004-10-21,76.95,77.77,76.56,77.5999,35.6108,4858870
2004-10-22,77.85,78.0,75.6,75.88,34.8215,4789502
2004-10-25,75.37,76.06,75.05,75.57,34.6793,3500214
2004-10-26,75.4,76.26,75.26,76.22,34.9776,4356789
2004-10-27,75.81,77.81,75.48,77.57,35.5971,4226784
2004-10-28,77.0301,77.81,76.9,77.15,35.4043,2694229
2004-10-29,76.95,77.73,76.95,77.57,35.5971,2526430
2004-11-01,77.5,77.5,76.14,76.91,35.2942,3474858
2004-11-02,76.35,77.75,75.6,75.88,34.8215,4655669
2004-11-03,76.0001,77.7001,75.0999,75.29,34.5508,6634571
2004-11-04,75.54,78.15,75.06,78.08,35.8311,7460648
2004-11-05,78.5001,81.6199,78.5001,81.4,37.3547,8068934
2004-11-08,81.4,81.79,80.83,81.38,37.3455,3550924
2004-11-09,81.63,81.8501,80.81,81.19,37.2583,2521527
2004-11-10,81.1299,81.3099,80.54,80.85,37.1023,3433955
2004-11-11,81.35,82.02,80.91,81.88,37.5749,3046810
2004-11-12,82.0,82.68,81.9,82.68,37.942,3201572
2004-11-15,82.8,82.9,82.0301,82.28,37.7585,3653302
2004-11-16,82.2,82.2101,81.57,81.77,37.5245,3379178
2004-11-17,81.9801,82.9,81.7,82.23,37.9024,3372600
2004-11-18,82.0,82.54,82.0,82.37,37.9669,2614456
2004-11-19,82.17,82.25,80.7699,80.9499,37.3124,3074916
2004-11-22,80.9499,80.9499,80.37,80.74,37.2157,3363152
2004-11-23,80.74,80.75,80.05,80.24,36.9852,3545064
2004-11-24,80.17,80.48,80.05,80.25,36.9898,3128736
2004-11-26,80.0,80.44,80.0,80.16,36.9483,1361766
2004-11-29,80.2001,80.65,79.36,80.0,36.8745,3727812
2004-11-30,80.0,80.5101,79.45,79.59,36.6856,5150813
2004-12-01,79.5,80.45,79.5,80.45,37.082,4585225
2004-12-02,80.2001,80.75,79.6,79.91,36.8331,3566352
2004-12-03,80.12,81.82,79.86,81.0799,37.3723,5909316
2004-12-06,80.75,80.84,80.26,80.37,37.0451,2880207
2004-12-07,80.62,80.99,78.85,78.87,36.3537,4193296
2004-12-08,79.0,79.6099,78.95,79.24,36.5242,2885709
2004-12-09,79.06,79.29,78.53,78.97,36.3998,4611178
2004-12-10,78.6,79.18,78.5501,78.8,36.3214,3189014
2004-12-13,79.05,79.45,78.13,78.48,36.1739,4652081
2004-12-14,78.5001,79.2,78.4499,78.5001,36.1832,4078121
2004-12-15,78.87,79.44,78.7,79.09,36.4551,5003944
2004-12-16,79.14,80.6,79.0,79.9,36.8284,5805504
2004-12-17,80.4,80.9,80.04,80.62,37.1603,7526667
2004-12-20,80.21,81.33,80.21,80.75,37.2202,4234916
2004-12-21,80.7699,81.1801,80.6,81.1,37.3816,3361597
2004-12-22,81.0001,81.6699,80.76,81.51,37.5706,3445676
2004-12-23,81.86,82.98,81.86,82.55,38.0499,3625196
2004-12-27,82.59,82.99,82.15,82.15,37.8656,2650336
2004-12-28,82.4,83.0,82.3,82.99,38.2527,2536596
2004-12-29,82.75,82.99,82.49,82.74,38.1375,2027459
2004-12-30,82.7001,83.03,82.6501,82.75,38.1421,1520953
2004-12-31,82.73,82.77,82.07,82.07,37.8287,1723197
2005-01-03,82.17,83.4,82.05,82.4,37.9808,3817632
2005-01-04,82.4,83.02,81.6699,81.73,37.6719,4358942
2005-01-05,81.7,81.95,80.73,80.73,37.211,3462779
2005-01-06,80.88,82.4,80.8199,81.46,37.5475,3605342
2005-01-07,81.5,82.8,81.25,82.3,37.9347,3938428
2005-01-10,82.3,84.2999,82.3,83.9399,38.6906,5195065
2005-01-11,83.95,84.99,83.85,84.71,39.0456,5689492
2005-01-12,84.58,85.0,84.0,84.96,39.1608,5003466
2005-01-13,84.6599,85.5,83.51,83.79,38.6215,4990190
2005-01-14,83.79,84.2499,83.1,83.97,38.7044,3686311
2005-01-18,83.9901,85.0,81.6199,82.02,37.8056,8565034
2005-01-19,82.5,82.79,82.1,82.17,37.8748,5834088
2005-01-20,82.7001,83.55,82.08,82.95,38.2343,3867864
2005-01-21,82.75,83.12,81.1801,81.27,37.4599,5094362
2005-01-24,81.5,81.96,80.79,81.6199,37.6212,4839375
2005-01-25,82.15,83.02,82.01,82.82,38.1744,4162558
2005-01-26,82.97,83.91,82.97,83.42,38.451,3491722
2005-01-27,83.0,83.5001,82.44,82.89,38.2066,3066664
2005-01-28,82.89,83.4,82.79,83.25,38.3726,2447734
2005-01-31,83.6,84.5,83.6,84.36,38.8842,3349637
2005-02-01,84.3501,84.7,83.8,84.08,38.7551,3600199
2005-02-02,83.77,83.79,83.21,83.34,38.4141,3477968
2005-02-03,83.4,83.6801,82.95,83.34,38.4141,2768022
2005-02-04,83.55,84.21,83.42,84.08,38.7551,2931755
2005-02-07,84.05,84.5,83.7599,83.88,38.663,2051379
2005-02-08,83.55,84.6,83.2699,84.34,38.875,2415920
2005-02-09,84.34,84.37,83.2,83.35,38.4186,2129837
2005-02-10,83.39,84.08,83.35,83.9,38.6722,2290699
2005-02-11,83.98,84.52,83.24,84.04,38.7367,3083408
2005-02-14,84.47,84.95,84.15,84.6099,38.9994,2406950
2005-02-15,85.0,86.07,84.72,85.99,39.6355,4489306
2005-02-16,85.5,86.9801,85.37,86.7999,40.0089,3542911
2005-02-17,86.48,86.7999,85.71,85.71,39.5065,3484785
2005-02-18,85.78,86.5,85.5,85.55,39.4327,3536692
2005-02-22,85.4,85.85,83.85,84.06,38.7459,3575322
2005-02-23,83.6801,84.29,83.41,83.92,38.8756,3681766
2005-02-24,83.78,84.27,82.97,84.27,39.0378,3219871
2005-02-25,84.2,84.89,83.69,84.6,39.1907,2693512
2005-02-28,84.6,84.64,83.74,83.9399,38.8849,2587307
2005-03-01,83.95,85.0,83.66,84.47,39.1304,2738720
2005-03-02,84.4,85.0999,84.02,84.56,39.1721,2610150
2005-03-03,84.9701,84.9701,83.52,84.9,39.3296,2885828
2005-03-04,85.21,86.68,85.11,86.46,40.0523,3476533
2005-03-07,86.46,87.45,86.35,86.71,40.1681,4329400
2005-03-08,86.41,86.87,86.1,86.38,40.0152,3225612
2005-03-09,86.2,86.82,86.05,86.12,39.8948,3066305
2005-03-10,86.1,86.78,85.24,86.65,40.1403,3018106
2005-03-11,86.65,86.99,85.5101,85.63,39.6678,2865855
2005-03-14,85.75,86.5,85.26,85.8999,39.7928,3085321
2005-03-15,86.0001,86.76,85.86,85.86,39.7743,2630363
2005-03-16,85.65,86.89,85.65,86.0001,39.8392,3299644
2005-03-17,85.87,86.46,85.43,85.97,39.8253,2386977
2005-03-18,86.4,87.05,85.56,86.16,39.9133,6296820
2005-03-21,86.0001,86.2,85.31,85.67,39.6863,2027579
2005-03-22,85.48,86.7,85.34,85.38,39.552,2495693
2005-03-23,85.1499,85.5,84.62,85.07,39.4084,2830095
2005-03-24,85.25,85.65,84.89,85.2801,39.5057,2204946
2005-03-28,85.29,85.76,85.12,85.17,39.4547,1867315
2005-03-29,85.18,86.06,84.6,84.65,39.2138,3292229
2005-03-30,84.85,86.0799,84.85,85.98,39.8299,2390804
2005-03-31,85.9499,86.59,85.57,85.6901,39.6956,3120842
2005-04-01,86.0001,86.21,85.07,85.12,39.4316,2743265
2005-04-04,85.23,85.42,84.57,84.7,39.237,2928645
2005-04-05,84.68,85.0,83.85,84.47,39.1304,3424387
2005-04-06,85.0,85.62,84.76,84.82,39.2925,2790866
2005-04-07,85.0999,85.4,84.7899,85.16,39.4501,2549752
2005-04-08,85.0,85.35,84.5,84.55,39.1675,1986197
2005-04-11,84.75,84.88,84.19,84.47,39.1304,1899248
2005-04-12,84.24,85.47,83.53,85.25,39.4918,2759172
2005-04-13,84.9701,85.35,83.8,84.22,39.0146,2744342
2005-04-14,83.9,83.93,82.1599,82.38,38.1622,3835094
2005-04-15,82.39,82.48,80.5101,80.86,37.4581,5545015
2005-04-18,80.0,80.01,75.3801,75.9,35.1604,15831093
2005-04-19,76.5,78.2,76.5,76.9299,35.6375,8551280
2005-04-20,77.17,77.5999,75.5,75.9,35.1604,5886353
2005-04-21,76.9,78.22,76.3099,77.89,36.0823,4374729
2005-04-22,77.91,77.92,76.38,77.06,35.6977,3248097
2005-04-25,77.67,78.23,77.2101,77.51,35.9062,2943715
2005-04-26,77.5201,77.8299,76.1299,76.1299,35.2669,3258980
2005-04-27,75.8701,76.84,75.27,76.6,35.4847,3289239
2005-04-28,75.9,76.02,75.11,75.23,34.85,3843226
2005-04-29,75.71,76.6,74.95,76.47,35.4244,3535137
2005-05-02,76.47,77.14,76.25,76.88,35.6144,3390062
2005-05-03,76.84,77.2899,76.27,76.76,35.5588,3757354
2005-05-04,76.7,77.63,76.1801,77.35,35.8321,3603668
2005-05-05,77.35,77.95,77.1,77.4699,35.8877,3109839
2005-05-06,77.58,78.24,77.17,77.33,35.8228,2734295
2005-05-09,77.18,77.73,76.8001,77.73,36.0081,2763597
2005-05-10,77.58,77.58,75.99,76.61,35.4893,4624812
2005-05-11,76.79,77.08,76.0001,76.99,35.6653,3356215
2005-05-12,77.24,77.25,75.66,75.78,35.1048,2836553
2005-05-13,76.07,76.28,75.09,75.61,35.0261,3054225
2005-05-16,75.97,76.65,75.67,76.42,35.4013,2310433
2005-05-17,76.0501,77.15,75.75,77.01,35.6746,2887503
2005-05-18,76.9799,78.41,76.75,78.1,36.3779,2687771
2005-05-19,78.1,78.18,77.56,77.86,36.2661,2621512
2005-05-20,77.8,77.8,76.35,77.06,35.8935,4144379
2005-05-23,77.3,79.23,77.1,78.53,36.5782,3543150
2005-05-24,78.12,78.48,77.95,78.1901,36.4199,2707146
2005-05-25,78.18,78.18,76.99,77.06,35.8935,3097401
2005-05-26,77.8,77.8,76.55,76.9799,35.8562,3649355
2005-05-27,76.9299,77.45,76.9299,76.9799,35.8562,1807993
2005-05-31,77.01,77.28,76.65,76.65,35.7025,3991052
2005-06-01,76.78,77.8,76.46,77.0,35.8656,2494736
2005-06-02,77.01,77.12,76.34,76.57,35.6653,2654163
2005-06-03,76.59,76.8501,75.75,76.0001,35.3998,2757378
2005-06-06,75.86,76.25,75.58,76.16,35.4743,1926876
2005-06-07,76.5,77.44,76.21,76.34,35.5581,3259220
2005-06-08,76.92,76.97,76.3601,76.56,35.6606,2443069
2005-06-09,76.56,77.0301,75.8,76.1801,35.4837,3254196
2005-06-10,76.5401,76.58,75.4,75.79,35.302,3321172
2005-06-13,75.96,76.95,75.6,76.09,35.4417,3057574
2005-06-14,76.61,77.04,76.35,76.66,35.7072,2826387
2005-06-15,76.9,77.05,75.8,76.1299,35.4603,3124430
2005-06-16,76.1299,76.9799,75.75,76.6701,35.7119,2745657
2005-06-17,77.67,78.5501,76.8501,76.92,35.8283,4711522
2005-06-20,77.5,77.89,77.09,77.19,35.9541,2728315
2005-06-21,77.4,77.99,77.0,77.19,35.9541,3375471
2005-06-22,77.85,78.51,77.32,77.8801,36.2755,4757449
2005-06-23,78.21,78.25,75.58,75.8701,35.3393,5665452
2005-06-24,75.75,76.3099,75.3,75.48,35.1576,4788784
2005-06-27,75.68,76.32,75.5,75.79,35.302,2730109
2005-06-28,76.3,77.22,76.0501,77.1,35.9122,3597568
2005-06-29,77.07,77.08,75.97,76.04,35.4184,2661220
2005-06-30,74.0,74.55,72.25,72.3,33.6764,17649252
2005-07-01,72.31,73.12,71.03,73.0,34.0024,10603736
2005-07-05,73.04,73.87,73.0,73.62,34.2912,4783163
2005-07-06,73.6299,73.6299,72.8299,72.8299,33.9232,4489306
2005-07-07,72.0,73.9,71.37,73.8099,34.3797,4442422
2005-07-08,73.9,75.24,73.6,75.0,34.934,4000620
2005-07-11,75.39,76.16,75.0201,76.1299,35.4603,4437040
2005-07-12,76.14,76.14,74.86,74.87,34.8734,4410489
2005-07-13,75.0999,75.43,74.51,75.12,34.9899,3945963
2005-07-14,75.12,75.97,75.07,75.43,35.1343,3338754
2005-07-15,75.8,76.74,75.08,75.45,35.1436,4274265
2005-07-18,75.45,76.14,74.28,74.5301,34.7151,5539394
2005-07-19,74.57,74.85,73.9899,74.29,34.6033,5059558
2005-07-20,74.11,74.75,73.9899,74.68,34.785,3382408
2005-07-21,75.12,75.4,74.27,74.55,34.7244,3348680
2005-07-22,74.8,74.95,74.0,74.7101,34.799,3417211
2005-07-25,74.8401,75.3,73.9,74.1699,34.5474,3520067
2005-07-26,74.63,74.63,73.78,73.78,34.3658,3186144
2005-07-27,74.09,74.2,73.33,73.65,34.3052,3820622
2005-07-28,73.69,74.7899,73.64,74.7,34.7943,3813566
2005-07-29,74.87,75.32,74.42,75.0,34.934,3669567
2005-08-01,75.0999,75.35,74.7101,75.3,35.0738,2993349
2005-08-02,75.31,75.49,74.65,74.88,34.8781,2920393
2005-08-03,74.55,74.76,73.92,74.19,34.5567,4007557
2005-08-04,74.19,74.19,73.0,73.35,34.1654,3924196
2005-08-05,73.35,73.65,72.91,72.99,33.9978,3221785
2005-08-08,72.8801,73.21,72.0,72.3401,33.695,4481651
2005-08-09,72.4699,72.9,71.93,72.0,33.5367,4765462
2005-08-10,72.18,72.7001,71.81,72.0,33.5367,6054630
2005-08-11,72.22,72.44,71.83,72.36,33.7043,4169615
2005-08-12,72.35,72.44,71.94,71.94,33.5087,3256828
2005-08-15,72.0,72.62,71.2,72.18,33.6205,4039968
2005-08-16,72.24,72.3,71.65,71.66,33.3783,2968352
2005-08-17,71.24,72.06,71.14,71.76,33.6219,3150384
2005-08-18,71.89,71.99,71.28,71.92,33.6969,3627109
2005-08-19,72.1599,72.9,71.93,72.07,33.7672,3497224
2005-08-22,72.36,72.9599,71.4,71.92,33.6969,3416015
2005-08-23,71.92,71.92,70.85,70.99,33.2612,3984235
2005-08-24,70.73,71.6199,70.44,71.32,33.4158,4467778
2005-08-25,71.53,71.5401,71.0501,71.3,33.4064,2592450
2005-08-26,71.1799,71.3099,70.55,70.99,33.2612,3583096
2005-08-29,70.5,71.37,70.41,71.08,33.3033,2249796
2005-08-30,71.08,71.35,70.66,70.98,33.2564,2853895
2005-08-31,70.86,71.24,70.5099,71.15,33.3361,3402620
2005-09-01,71.4,71.74,70.61,70.86,33.2002,3593502
2005-09-02,71.39,71.69,71.04,71.5,33.5001,2998731
2005-09-06,72.08,72.76,71.78,72.7001,34.0624,3874203
2005-09-07,72.8299,74.2999,72.7001,73.77,34.5637,4613450
2005-09-08,72.25,73.82,72.22,73.12,34.2591,4323779
2005-09-09,73.4499,73.87,73.1,73.52,34.4465,3022412
2005-09-12,73.7301,74.52,73.4999,74.23,34.7792,4704586
2005-09-13,74.0401,74.58,73.98,74.0,34.6714,3593023
